window_id,source_path,source_sha256,decode_status,decoded_frames_in_window,metadata_fps,metadata_total_frames,frame_shapes,first_timestamp_seconds,last_in_window_timestamp_seconds,boundary_timestamp_seconds,monotonic_backend_timestamps,max_timestamp_step_seconds,max_error_if_index_divided_by_8_7_seconds,issues,calibration_compatibility,visual_modality_review,runner_uses_reference_counts
jiufu_8953d49083882b_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T084011-1150.MP4,deec34ecb4b34bd8d3207f5193803af77e445fe9de4a248aa5d4c18649bf8f83,PASS,264,8.740204942736588,580.0,"[[1440, 1080, 3]]",0.0,29.87666666666667,30.05166666666667,True,0.2766666666666664,0.3532183908045994,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_5eaab17afa3dcc_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T084144-1644.MP4,8f63c3a4d9b08b03b3205442402c7189442d2af287d7a27895107ed51f939de5,PASS,263,8.719418705419638,436.0,"[[1440, 1080, 3]]",0.0,29.89666666666667,30.005000000000003,True,0.2866666666666653,0.2879885057471263,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_577eb87b4ec0fa_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T090832-1442.MP4,7b88d383d450abead5797bcd87aa324de5891f8aeda03a13dc5e726fc73e5893,PASS,264,8.471948125176205,601.0,"[[1440, 1080, 3]]",0.0,29.913333333333334,30.020000000000003,True,0.29499999999999993,0.38741379310344826,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_ac7d209f2a6aec_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T091037-214.MP4,e777f2fba5b2e04dbbbba64f9193c91619df55af1084833fda62dd806e2fc8ee,PASS,263,8.721999783573207,403.0,"[[1440, 1080, 3]]",0.0,29.878333333333334,30.01666666666667,True,0.32833333333333314,0.33229885057471265,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_f0f7415c6e495e_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T105437-1308.MP4,5dc86fc6a2965e384a7aa138d910c94f38bd8715aa33cf30f4c027ee353c8595,REVIEW,238,8.496122801102672,1428.0,"[[1440, 1080, 3]]",0.0,29.933333333333334,30.043333333333337,True,2.423333333333334,2.7347701149425276,timestamp_gap_over_0.5_seconds_requires_review,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_45e262858c1edf_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T105821-1146.MP4,bd4537a71dfabd161ba17481a42cd4cd24aa4a076e31eae716cf21d83fda60ed,PASS,264,8.740528748035375,621.0,"[[1440, 1080, 3]]",0.0,29.963333333333335,30.085,True,0.28000000000000114,0.31011494252873817,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_59f7f9462f2c30_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T105955-165.MP4,7b6e596f819af37c2fd00445dfbb589b4fec61867d2365aff4bd1ada625c8233,PASS,264,8.753969917296748,905.0,"[[1440, 1080, 3]]",0.0,29.928333333333335,30.103333333333335,True,0.3083333333333318,0.33235632183908237,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_1f327de387886e_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T110201-1371.MP4,06664a68e006934edd8cdb2cd633e1050494858be433311c778e726a7e6011f8,PASS,264,8.584283143371326,954.0,"[[1440, 1080, 3]]",0.0,29.98,30.081666666666667,True,0.28000000000000025,0.32862068965517466,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_6454a9e613172b_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T110405-A1022182.MP4,14c393db9294fb279c0cd14c96d67f21232598beeef31560e01c13bdfef7093b,PASS,263,8.751305285141644,866.0,"[[1440, 1080, 3]]",0.0,29.861666666666668,30.020000000000003,True,0.2816666666666672,0.3259770114942526,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_6328167f32f25e_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T114908-1371.MP4,c2632ec86124126fa4261f41c0e0f5dabfba1920d1bc13ea30237eaf4ee22962,REVIEW,237,8.220998670970191,433.0,"[[1440, 1080, 3]]",0.0,29.94166666666667,30.046666666666667,True,2.4766666666666666,2.8252873563218373,timestamp_gap_over_0.5_seconds_requires_review,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_80fa8dbe195b66_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T115158-353.MP4,8aba69a8e117a98f20977364dd765a409573c765f43eda42ca2ddf4c2d84a186,PASS,264,8.75966048966894,1192.0,"[[1440, 1080, 3]]",0.0,29.923333333333336,30.046666666666667,True,0.28500000000000014,0.38195402298850567,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_012d9efb7d8d4c_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T115451-1213.MP4,144aac92b2e81698882897c357ad5f123879b7ff6a9fb7e87c0c91ff18f5cdcd,PASS,264,8.73457914736349,839.0,"[[1440, 1080, 3]]",0.0,29.97666666666667,30.076666666666668,True,0.3250000000000002,0.30551724137930947,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_ce6835d13f136d_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T115945-1414.MP4,5638b582a3450d6cace8f358cb13772c37300668a4dddfb3f1b15dc30b06ea42,REVIEW,244,8.576006740440386,1900.0,"[[1440, 1080, 3]]",0.0,29.983333333333334,30.083333333333336,True,2.701666666666667,2.530689655172414,timestamp_gap_over_0.5_seconds_requires_review,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_5623dc263f1364_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T120407-872.MP4,df51519b0d4f44182b08fcea13d31fdbd026474ed0d1f5ac5d2c5922e62d797e,PASS,263,8.730879627947536,801.0,"[[1440, 1080, 3]]",0.0,29.895000000000003,30.006666666666668,True,0.30166666666666586,0.3053448275862074,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_8254fd394c755d_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T120953-1180.MP4,248eb5674e40a8f80d4dcc321dd1312c073c87f027b295b81e9cdaf28ac0cc86,PASS,264,8.755238418846982,773.0,"[[1440, 1080, 3]]",0.0,29.98166666666667,30.088333333333335,True,0.27500000000000036,0.33114942528735725,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_33ff2c90bde0a7_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T121220-872.MP4,d9a86658c1508f64adc9f76ca5e2f87e556d8b31a8279d3005601a3d02c4f831,PASS,263,8.739985433357612,1200.0,"[[1440, 1080, 3]]",0.0,29.97666666666667,30.10166666666667,True,0.4016666666666673,0.21637931034482705,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_c37db5cf8c7d4e_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T121453-1165.MP4,164a702742ae6ff85617eb2255567fcc88cbfac43e9a47b23e1ca404e89a9f9f,PASS,264,8.757644591997204,1253.0,"[[1440, 1080, 3]]",0.0,29.983333333333334,30.113333333333337,True,0.38500000000000156,0.3186781609195428,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_3f44e994a4ccb7_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T122439-1145.MP4,b9baf33f308c0414b3ea22cfbf4bd5b0c67f536ac579ad195b783b11a433dca8,REVIEW,264,8.761887591833055,972.0,"[[1440, 1080, 3]]",0.0,29.97666666666667,30.138333333333335,True,0.5033333333333303,0.34798850574712503,timestamp_gap_over_0.5_seconds_requires_review,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_58a951a34f7249_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T085430-A1022182.MP4,4ec1444af3b70ab3f8f18e4555a417e78d4635642d7f61e41e2d2c5f2bd49520,REVIEW,234,8.409461663947798,1031.0,"[[1440, 1080, 3]]",0.0,29.85166666666667,30.098333333333336,True,2.5516666666666676,3.1700000000000017,timestamp_gap_over_0.5_seconds_requires_review,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_8ac17622997976_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T085718-1408.MP4,a5f4414b202f6745c8a997aa75bf36af3df0b1582655464c720adce6ea23538d,PASS,264,8.745473713159463,318.0,"[[1440, 1080, 3]]",0.0,29.883333333333336,30.043333333333337,True,0.2733333333333352,0.34655172413793167,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_ee2427b1f91c14_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T085932-1428.MP4,ed70cd9cabe7f3ac524441246add637148d7ffdaaa207a952958e5a42077b948,PASS,263,8.758938413272661,1033.0,"[[1440, 1080, 3]]",0.0,29.951666666666668,30.02166666666667,True,0.30666666666666664,0.23885057471264304,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_d40d50640e24a1_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T090206-165.MP4,78d9c04a6dc43045a5ca140e078cbae366037b02d0c7cbfca696ae652fe4206d,PASS,263,8.742640874684609,693.0,"[[1440, 1080, 3]]",0.0,29.89,30.003333333333334,True,0.3216666666666672,0.30879310344827715,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_e20abde4e3a043_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T090617-1422.MP4,3042fef9ca648146469ceb9ff34be600529fae9a46d622d5c052694ffea401bb,PASS,264,8.745878678202237,588.0,"[[1440, 1080, 3]]",0.0,29.92666666666667,30.023333333333337,True,0.27999999999999936,0.39827586206896726,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_6c914b8beaa069_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T090931-1308.MP4,83c58869665e06e28b574e4b3883be9fd17217b448a466656d69b0f2cfe66242,PASS,265,8.745841221991434,793.0,"[[1440, 1080, 3]]",0.0,29.991666666666667,30.3,True,0.30833333333333357,0.3531609195402332,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_fffa829b4cfc5f_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T091121-878.MP4,1f43a24a6032b7b1c4ca04f17694a378872966eeeac431152ffe315ce4310834,PASS,264,8.751307772786017,474.0,"[[1440, 1080, 3]]",0.0,29.933333333333334,30.048333333333336,True,0.2699999999999996,0.3689655172413815,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_39742bec07007b_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T091233-1146.MP4,61708b88e52e7d3638209763cf893bf1a1c505d0eec9c76226b6ba864a443de5,PASS,264,8.591904768331691,1061.0,"[[1440, 1080, 3]]",0.0,29.89,30.068333333333335,True,0.27833333333333243,0.3398850574712675,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_a7f96cc7661e4a_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T091500-1371.MP4,1097ed961e852118c1a2dad444f3650239cd775dca0b9e0be09fb3d4aabcc38b,PASS,264,8.725728155339805,719.0,"[[1440, 1080, 3]]",0.0,29.965000000000003,30.076666666666668,True,0.23166666666666558,0.3516091954023004,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_cae153a2ef6cb6_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T091834-1630.MP4,602d6d991851a5ee8036eae9af9a5fb8bdc2727428a6d54320168218a8c35110,PASS,263,8.550623837844743,1004.0,"[[1440, 1080, 3]]",0.0,29.970000000000002,30.06666666666667,True,0.49166666666666536,0.23856321839080508,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_f5a7ada186a785_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T092133-281.MP4,1b83b3a680b6c41f31e65ead2429ccb8a5c81bb8ad27c9bec712917ccb12e9fa,PASS,264,8.600763459260234,1089.0,"[[1440, 1080, 3]]",0.0,29.97666666666667,30.09166666666667,True,0.23833333333333329,0.3383333333333347,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_8f2aab0fc1ae4b_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T092359-347.MP4,8db9ed12d06e30bf493e328ca3391382c8f335e5cd7d3db34d55942fad1f2068,PASS,263,8.726436613806822,797.0,"[[1440, 1080, 3]]",0.0,29.970000000000002,30.073333333333334,True,0.2799999999999999,0.24833333333333485,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_b230c11bab398b_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T093138-1078.MP4,41d2f8c61a1cf3e608fc1de8540ded41afaa64661b13abf39582234bcbabf646,REVIEW,245,8.597874528625299,1045.0,"[[1440, 1080, 3]]",0.0,29.990000000000002,30.006666666666668,True,2.378333333333334,2.0934482758620696,timestamp_gap_over_0.5_seconds_requires_review,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_05aaedc28c6708_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T093355-161.MP4,2b6d55bae13adb97b891d46b236e6ebebb1f7714ff75d6c28dccefa3afaa17f3,PASS,264,8.53130424110665,811.0,"[[1440, 1080, 3]]",0.0,29.983333333333334,30.09166666666667,True,0.27000000000000046,0.3256321839080485,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_0d1522aef374ec_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T085035-A1022205.MP4,b7ac9bb12a1b50c41064b1bd1e422f2b176aa91e831e49c08d44f2a089250585,PASS,264,8.758805485165562,1204.0,"[[1440, 1080, 3]]",0.0,29.956666666666667,30.048333333333336,True,0.26833333333333353,0.347528735632185,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_d34b02325b217f_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T085306-1831.MP4,ed0b4b7154420ee0f95f7780a6f5f6b2a1132be0daecb308d2646f7da9383d70,REVIEW,243,8.353214749494157,461.0,"[[1440, 1080, 3]]",0.0,29.993333333333336,30.008333333333336,True,2.6099999999999994,2.392586206896551,timestamp_gap_over_0.5_seconds_requires_review,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_2cdb051142d5ab_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T085946-670.MP4,29e2dfab719a79aab089f726a04c11791e3942ca74893cc582f543e814d6b5ac,PASS,264,8.755870613565682,1159.0,"[[1440, 1080, 3]]",0.0,29.973333333333336,30.093333333333334,True,0.25333333333333297,0.3304597701149419,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_d4707a9c23271d_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T091831-670.MP4,5e7deca3a1ffb8f61212d34ae91391f3269220f4252a24d644bab4e4342e8c90,PASS,263,8.70032223415682,432.0,"[[1440, 1080, 3]]",0.0,29.950000000000003,30.065,True,0.3483333333333327,0.32448275862068954,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_61a48001d2c6ac_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T091954-A1022186.MP4,ad064575fb220a51cc84101cbf318deb15d66771b64fef28c0d499adaa84309c,REVIEW,243,8.58773295023744,1076.0,"[[1440, 1080, 3]]",0.0,29.956666666666667,30.058333333333334,True,2.581666666666667,2.286954022988507,timestamp_gap_over_0.5_seconds_requires_review,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_2f0c90ece853b4_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T092219-710.MP4,cded3ab983f3e443a0bb6dc4986bf59d36a916e405f064e9b895d8c322dd08ce,PASS,264,8.566721581548599,910.0,"[[1440, 1080, 3]]",0.0,29.88666666666667,30.098333333333336,True,0.21833333333333282,0.3432183908045978,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_57c74728570ec9_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T092442-A1022211.MP4,0e36587d53a27550e2fe99f5fac763b265ecd31faf084ff9d478781bbbf1faf3,PASS,264,8.70504707516592,564.0,"[[1440, 1080, 3]]",0.0,29.883333333333336,30.103333333333335,True,0.2216666666666658,0.34839080459770244,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_2fc7ddf8f284e4_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T092718-627.MP4,dc4fd35dcbafffdfaee9c5681f064fb156b8ca381ad9aa3cd24a3a12aab6f3de,PASS,264,8.746138276339618,821.0,"[[1440, 1080, 3]]",0.0,29.898333333333337,30.098333333333336,True,0.24333333333333332,0.3385057471264368,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_a04e9f770a2bb9_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093041-606.MP4,3af8e3f457be218332c68383bdda5ce85ff828dcb09f3c01dd6185008d654e25,PASS,264,8.753464080153485,1095.0,"[[1440, 1080, 3]]",0.0,29.898333333333337,30.09166666666667,True,0.23833333333333329,0.3315517241379311,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_333df78fe49441_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093303-878.MP4,83870099a9e924c15cadf97e1692df31d1ab071af60517688c5c7a376fedf9bd,PASS,264,8.752043022091,830.0,"[[1440, 1080, 3]]",0.0,29.873333333333335,30.083333333333336,True,0.2283333333333335,0.35655172413793323,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_4263d1ee2b7d38_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093518-A1022211.MP4,a8c54a7b26e0d5fb38a9b064a929c541c36a2ad1ae420cb9e88f7ab3705737b9,PASS,264,8.318329132157004,385.0,"[[1440, 1080, 3]]",0.0,29.968333333333334,30.078333333333337,True,0.23166666666666647,0.33367816091953983,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_7cb985938d0a6a_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093643-659.MP4,c9af9bfe59f024a58efd81ddb204e28a9691df00e7ea722a7c4c9b0dac21b604,PASS,264,8.615415350422655,1150.0,"[[1440, 1080, 3]]",0.0,29.983333333333334,30.083333333333336,True,0.22166666666666757,0.34327586206896754,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_7c448f9ef64639_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093925-A1021135.MP4,1fa91472ad5d26c7f523f78ec50a6fc5ac19c7af30aa27962f9b3072feb5b9dc,PASS,264,8.763508133318167,1284.0,"[[1440, 1080, 3]]",0.0,29.971666666666668,30.098333333333336,True,0.341666666666665,0.30471264367816175,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_bc495978774317_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094240-608.MP4,16a4f1954767c57a2a1c96445571daed60345cd06149d5f59bfefc029f4b6d5a,PASS,263,8.72070438948595,449.0,"[[1440, 1080, 3]]",0.0,29.951666666666668,30.07166666666667,True,0.245000000000001,0.24425287356321945,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_ce8fcc51bec8d3_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094515-610.MP4,92bf16ec2260fe57295dbb4f7ecb1ebace1c6b7f25be5192bcf9d1488971a8a9,PASS,264,8.758105047622003,941.0,"[[1440, 1080, 3]]",0.0,29.951666666666668,30.03,True,0.22166666666666401,0.3327011494252865,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_e3cef2504bbb4a_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094721-678.MP4,cd601f2151c9a9a3356148f8762bbf18733d3a1e16fbe05670d1abae8e23fb00,PASS,264,8.562341181024182,848.0,"[[1440, 1080, 3]]",0.0,29.885,30.108333333333334,True,0.22666666666666657,0.3448850574712665,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_5a173259b2d81c_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094919-606.MP4,c7d7f1ccf9896811d8d19ac93fd7d680c52e395783c322775eae9606b86fb1e4,PASS,264,8.719292175374425,294.0,"[[1440, 1080, 3]]",0.0,29.965000000000003,30.078333333333337,True,0.31833333333333513,0.3278160919540234,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_d7a117e86dae24_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095015-604.MP4,1b7e313155fc17e572cd0779c403a3e4afae9731d5e6bebad283581a1fdadf95,PASS,264,8.623675278797535,1245.0,"[[1440, 1080, 3]]",0.0,29.98166666666667,30.08666666666667,True,0.245000000000001,0.3317816091954029,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_f339ead1fdb0ac_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095308-648.MP4,39f4544e3307ad3c0cdceed46d63e832c2fd80626e1716605e565d91d8c7381c,PASS,264,8.581007370353618,1075.0,"[[1440, 1080, 3]]",0.0,29.965000000000003,30.07166666666667,True,0.26500000000000057,0.350459770114945,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_6d3bdd73c6d58a_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095532-880.MP4,c5384550c98d3723b30badbe020734663150e0444c262937372110de45ba7fd4,PASS,264,8.76484117610493,705.0,"[[1440, 1080, 3]]",0.0,29.948333333333334,30.073333333333334,True,0.23166666666666913,0.3493678160919558,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_0095fbf4f8f613_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095730-639.MP4,3bd3f23aef11a1c8d43925660729570822fc7cd7cba01e4e55e644bc310ecb78,PASS,264,8.769778711975244,751.0,"[[1440, 1080, 3]]",0.0,29.94,30.053333333333335,True,0.26833333333333087,0.3621839080459779,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_6f2025aac495fd_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095910-921.MP4,414ebd7f27dff11a0e885a8d0016481ea268c20c09c0e96ae58a44aabfd3ed0d,PASS,264,8.476260422516956,654.0,"[[1440, 1080, 3]]",0.0,29.963333333333335,30.07,True,0.2183333333333337,0.3308620689655193,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_92e9f652faa64a_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100106-1145.MP4,c507aa50b88283c0725694f198f82e4d23bd5f561f3b0edd9c3dfae2f90582a4,PASS,264,8.735265110599727,620.0,"[[1440, 1080, 3]]",0.0,29.978333333333335,30.090000000000003,True,0.22166666666666668,0.3383333333333347,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_fe09caa146ddbd_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100313-648.MP4,20b50e04e47775454a5bbbb1ecc559ceda5b74a12aff216c3fc3ad698b6e1dcb,PASS,264,8.747383496750027,397.0,"[[1440, 1080, 3]]",0.0,29.96166666666667,30.078333333333337,True,0.24499999999999922,0.3501149425287373,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_f6c192eaf6c290_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100653-854.MP4,1ed1b887496a8f3de52515bec7d1d8fd2673f190103b98d55820036f1763d1fe,PASS,264,8.723493596472812,831.0,"[[1440, 1080, 3]]",0.0,29.973333333333336,30.08666666666667,True,0.25666666666666416,0.3368390804597716,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_42e874dae20aee_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100920-868.MP4,4e2b25d04b4b5a6c434fce2f49b30cd82bf63883ab5ae0baa8f1b4272bcaa5d6,PASS,264,8.737719805168002,882.0,"[[1440, 1080, 3]]",0.0,29.973333333333336,30.083333333333336,True,0.22166666666666668,0.33534482758620854,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_b45e99f5e3803e_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T101921-1290.MP4,81627a3cc2d2d9f89323ac002a5411c83160327fe20f387cf4d4329fe7668d4f,PASS,264,8.575031525851198,986.0,"[[1440, 1080, 3]]",0.0,29.94666666666667,30.06666666666667,True,0.23166666666666558,0.35902298850574965,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_250cea481e2ccd_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102138-1004.MP4,ec1b7db025421e508e2c418584b0b514c89b2e921f0312b2930a8e46bc2a7cef,PASS,263,8.717464247320585,446.0,"[[1440, 1080, 3]]",0.0,29.905,30.01,True,0.28000000000000114,0.30017241379310633,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_fbbccb98b40ed8_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102426-A1022182.MP4,fc77d36ddce78da36e7ee3c8eef7d428c7a833a62c998e552a200140de759d4e,PASS,265,8.753277711561383,612.0,"[[1440, 1080, 3]]",0.0,29.988333333333337,30.155,True,0.2699999999999996,0.358390804597704,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_b7367092cbf12f_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102603-1039.MP4,0e27ceb6c1e0eca8da814308c527ccd11a5d8abaa49309963c81037b0efc0d46,PASS,265,8.578421205458996,1034.0,"[[1440, 1080, 3]]",0.0,29.988333333333337,30.093333333333334,True,0.31000000000000005,0.3564942528735635,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_b42fb594523377_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102838-987.MP4,f1bffff8ecf658ccebcdd98145901d13b9acc21bed71a7af5b8998ee1d2096ba,PASS,264,8.58966761838065,1063.0,"[[1440, 1080, 3]]",0.0,29.963333333333335,30.073333333333334,True,0.3183333333333316,0.3406321839080455,,NOT_VERIFIED,NOT_PERFORMED,False
jiufu_bf9a8ef3c38b6b_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T103517-861.MP4,642e6c9be62a6dc35b728ccf2702e23ced88e013f6b2be53fad6cd6a28c3bd30,PASS,264,8.4375,549.0,"[[1440, 1080, 3]]",0.0,29.968333333333334,30.041666666666668,True,0.23000000000000043,0.34689655172413936,,NOT_VERIFIED,NOT_PERFORMED,False
