target_index,target_time_seconds,source_frame_index,source_time_seconds,time_supported
0,0.0,0,0.0,True
1,0.1149425287356322,1,0.1516666666666666,True
2,0.2298850574712644,2,0.2683333333333333,True
3,0.3448275862068966,3,0.3366666666666666,True
4,0.4597701149425288,4,0.4166666666666667,True
5,0.574712643678161,5,0.6066666666666667,True
6,0.6896551724137931,6,0.7216666666666667,True
7,0.8045977011494253,7,0.8083333333333333,True
8,0.9195402298850576,8,0.8750000000000001,True
9,1.0344827586206897,9,1.0566666666666666,True
10,1.149425287356322,10,1.1833333333333331,True
11,1.264367816091954,11,1.2916666666666667,True
12,1.3793103448275863,12,1.355,True
13,1.4942528735632186,13,1.435,True
14,1.6091954022988506,14,1.6016666666666668,True
15,1.7241379310344829,15,1.7483333333333335,True
16,1.8390804597701151,16,1.8633333333333333,True
17,1.9540229885057472,17,1.9266666666666667,True
18,2.0689655172413794,18,2.0050000000000003,True
19,2.1839080459770117,19,2.2183333333333333,True
20,2.298850574712644,20,2.2333333333333334,True
21,2.4137931034482762,21,2.396666666666667,True
22,2.528735632183908,22,2.5516666666666667,True
23,2.6436781609195403,23,2.6566666666666667,True
24,2.7586206896551726,24,2.718333333333334,True
25,2.873563218390805,26,2.9083333333333337,True
26,2.988505747126437,26,2.9083333333333337,True
27,3.1034482758620694,27,3.115,True
28,3.218390804597701,28,3.1933333333333334,True
29,3.3333333333333335,29,3.35,True
30,3.4482758620689657,30,3.456666666666667,True
31,3.563218390804598,31,3.486666666666667,True
32,3.6781609195402303,32,3.6833333333333336,True
33,3.7931034482758625,33,3.805,True
34,3.9080459770114944,34,3.92,True
35,4.022988505747127,35,3.996666666666667,True
36,4.137931034482759,37,4.163333333333334,True
37,4.252873563218391,38,4.278333333333333,True
38,4.367816091954023,38,4.278333333333333,True
39,4.482758620689656,39,4.49,True
40,4.597701149425288,40,4.546666666666667,True
41,4.71264367816092,41,4.708333333333334,True
42,4.8275862068965525,42,4.796666666666667,True
43,4.942528735632185,43,4.943333333333333,True
44,5.057471264367816,44,5.048333333333334,True
45,5.172413793103448,45,5.166666666666667,True
46,5.287356321839081,46,5.281666666666667,True
47,5.402298850574713,47,5.398333333333333,True
48,5.517241379310345,48,5.516666666666667,True
49,5.6321839080459775,49,5.628333333333334,True
50,5.74712643678161,50,5.738333333333333,True
51,5.862068965517242,51,5.856666666666667,True
52,5.977011494252874,52,5.958333333333334,True
53,6.0919540229885065,53,6.078333333333334,True
54,6.206896551724139,54,6.193333333333333,True
55,6.321839080459771,55,6.301666666666667,True
56,6.436781609195402,56,6.416666666666667,True
57,6.551724137931035,58,6.565,True
58,6.666666666666667,59,6.668333333333334,True
59,6.781609195402299,60,6.793333333333334,True
60,6.8965517241379315,61,6.928333333333334,True
61,7.011494252873564,62,7.013333333333334,True
62,7.126436781609196,63,7.231666666666667,True
63,7.241379310344828,63,7.231666666666667,True
64,7.356321839080461,65,7.36,True
65,7.471264367816093,66,7.568333333333334,True
66,7.586206896551725,66,7.568333333333334,True
67,7.701149425287357,67,7.628333333333334,True
68,7.816091954022989,69,7.82,True
69,7.931034482758621,70,7.930000000000001,True
70,8.045977011494253,71,8.116666666666667,True
71,8.160919540229886,71,8.116666666666667,True
72,8.275862068965518,72,8.253333333333334,True
73,8.39080459770115,73,8.358333333333334,True
74,8.505747126436782,74,8.473333333333334,True
75,8.620689655172415,75,8.578333333333333,True
76,8.735632183908047,76,8.696666666666667,True
77,8.85057471264368,77,8.816666666666666,True
78,8.965517241379311,79,8.958333333333334,True
79,9.080459770114944,80,9.073333333333334,True
80,9.195402298850576,81,9.276666666666667,True
81,9.310344827586208,81,9.276666666666667,True
82,9.42528735632184,82,9.381666666666668,True
83,9.540229885057473,83,9.501666666666669,True
84,9.655172413793105,84,9.61,True
85,9.770114942528737,85,9.746666666666668,True
86,9.88505747126437,86,9.836666666666668,True
87,10.0,87,9.953333333333331,True
88,10.114942528735632,88,10.06,True
89,10.229885057471265,90,10.27,True
90,10.344827586206897,91,10.406666666666668,True
91,10.459770114942529,92,10.491666666666667,True
92,10.574712643678161,93,10.553333333333336,True
93,10.689655172413794,94,10.751666666666669,True
94,10.804597701149426,95,10.786666666666669,True
95,10.919540229885058,96,10.891666666666667,True
96,11.03448275862069,97,11.113333333333332,True
97,11.149425287356323,98,11.126666666666669,True
98,11.264367816091955,99,11.336666666666668,True
99,11.379310344827587,99,11.336666666666668,True
100,11.49425287356322,101,11.548333333333334,True
101,11.609195402298852,102,11.658333333333331,True
102,11.724137931034484,103,11.768333333333334,True
103,11.839080459770116,104,11.896666666666668,True
104,11.954022988505749,105,12.005,True
105,12.06896551724138,106,12.108333333333334,True
106,12.183908045977013,107,12.24,True
107,12.298850574712645,108,12.346666666666668,True
108,12.413793103448278,109,12.448333333333334,True
109,12.52873563218391,110,12.571666666666667,True
110,12.643678160919542,111,12.693333333333332,True
111,12.758620689655173,112,12.803333333333336,True
112,12.873563218390805,113,12.908333333333337,True
113,12.988505747126437,114,12.998333333333337,True
114,13.10344827586207,115,13.068333333333332,True
115,13.218390804597702,116,13.258333333333336,True
116,13.333333333333334,117,13.386666666666668,True
117,13.448275862068966,118,13.485,True
118,13.563218390804598,119,13.588333333333336,True
119,13.67816091954023,120,13.711666666666668,True
120,13.793103448275863,121,13.798333333333334,True
121,13.908045977011495,122,13.858333333333334,True
122,14.022988505747128,123,14.066666666666668,True
123,14.13793103448276,124,14.096666666666668,True
124,14.252873563218392,125,14.38,True
125,14.367816091954024,125,14.38,True
126,14.482758620689657,127,14.533333333333337,True
127,14.597701149425289,128,14.633333333333336,True
128,14.712643678160921,129,14.748333333333337,True
129,14.827586206896553,130,14.853333333333332,True
130,14.942528735632186,131,14.973333333333334,True
131,15.057471264367818,132,15.088333333333336,True
132,15.17241379310345,133,15.191666666666668,True
133,15.287356321839082,133,15.191666666666668,True
134,15.402298850574715,134,15.448333333333334,True
135,15.517241379310347,136,15.495,True
136,15.632183908045977,137,15.658333333333337,True
137,15.74712643678161,138,15.771666666666668,True
138,15.862068965517242,139,15.881666666666668,True
139,15.977011494252874,140,15.988333333333337,True
140,16.091954022988507,141,16.116666666666667,True
141,16.20689655172414,142,16.228333333333335,True
142,16.32183908045977,143,16.343333333333334,True
143,16.436781609195403,144,16.45,True
144,16.551724137931036,145,16.561666666666667,True
145,16.666666666666668,146,16.683333333333334,True
146,16.7816091954023,147,16.788333333333334,True
147,16.896551724137932,148,16.903333333333336,True
148,17.011494252873565,149,16.98166666666667,False
149,17.126436781609197,149,16.98166666666667,False
150,17.24137931034483,149,16.98166666666667,False
151,17.35632183908046,149,16.98166666666667,False
152,17.471264367816094,149,16.98166666666667,False
153,17.586206896551726,149,16.98166666666667,False
154,17.70114942528736,149,16.98166666666667,False
155,17.81609195402299,149,16.98166666666667,False
156,17.931034482758623,149,16.98166666666667,False
157,18.045977011494255,149,16.98166666666667,False
158,18.160919540229887,149,16.98166666666667,False
159,18.27586206896552,149,16.98166666666667,False
160,18.390804597701152,150,19.73166666666667,False
161,18.505747126436784,150,19.73166666666667,False
162,18.620689655172416,150,19.73166666666667,False
163,18.73563218390805,150,19.73166666666667,False
164,18.85057471264368,150,19.73166666666667,False
165,18.965517241379313,150,19.73166666666667,False
166,19.080459770114945,150,19.73166666666667,False
167,19.195402298850578,150,19.73166666666667,False
168,19.31034482758621,150,19.73166666666667,False
169,19.425287356321842,150,19.73166666666667,False
170,19.540229885057474,150,19.73166666666667,False
171,19.655172413793107,150,19.73166666666667,False
172,19.77011494252874,151,19.745,True
173,19.885057471264368,153,19.898333333333333,True
174,20.0,154,20.00333333333333,True
175,20.114942528735632,155,20.110000000000003,True
176,20.229885057471265,156,20.21333333333333,True
177,20.344827586206897,157,20.32,True
178,20.45977011494253,159,20.46333333333333,True
179,20.57471264367816,160,20.673333333333336,True
180,20.689655172413794,160,20.673333333333336,True
181,20.804597701149426,161,20.781666666666663,True
182,20.919540229885058,162,20.89166666666667,True
183,21.03448275862069,164,21.040000000000003,True
184,21.149425287356323,165,21.245,True
185,21.264367816091955,165,21.245,True
186,21.379310344827587,166,21.34166666666667,True
187,21.49425287356322,167,21.468333333333334,True
188,21.60919540229885,168,21.56833333333333,True
189,21.724137931034484,169,21.695,True
190,21.839080459770116,170,21.813333333333336,True
191,21.95402298850575,171,21.92833333333333,True
192,22.06896551724138,172,22.028333333333336,True
193,22.183908045977013,173,22.153333333333336,True
194,22.298850574712645,174,22.261666666666667,True
195,22.413793103448278,175,22.37333333333333,True
196,22.52873563218391,176,22.493333333333336,True
197,22.643678160919542,178,22.68,True
198,22.758620689655174,179,22.74833333333333,True
199,22.873563218390807,180,22.951666666666668,True
200,22.98850574712644,180,22.951666666666668,True
201,23.10344827586207,181,23.061666666666667,True
202,23.218390804597703,182,23.173333333333336,True
203,23.333333333333336,183,23.295,True
204,23.448275862068968,185,23.476666666666667,True
205,23.5632183908046,186,23.55166666666667,True
206,23.678160919540232,187,23.75166666666667,True
207,23.793103448275865,187,23.75166666666667,True
208,23.908045977011497,188,23.885,True
209,24.02298850574713,190,24.00333333333333,True
210,24.13793103448276,191,24.21166666666667,True
211,24.252873563218394,191,24.21166666666667,True
212,24.367816091954026,192,24.328333333333333,True
213,24.48275862068966,194,24.493333333333336,True
214,24.59770114942529,195,24.655,True
215,24.712643678160923,195,24.655,True
216,24.827586206896555,196,24.773333333333333,True
217,24.942528735632187,197,24.883333333333336,True
218,25.05747126436782,198,25.011666666666667,True
219,25.172413793103452,200,25.221666666666668,True
220,25.287356321839084,201,25.34166666666667,True
221,25.402298850574716,202,25.451666666666668,True
222,25.517241379310345,203,25.561666666666667,True
223,25.632183908045977,204,25.673333333333336,True
224,25.74712643678161,205,25.796666666666667,True
225,25.862068965517242,206,25.901666666666667,True
226,25.977011494252874,207,25.98333333333333,True
227,26.091954022988507,208,26.05666666666667,True
228,26.20689655172414,209,26.25,True
229,26.32183908045977,210,26.361666666666668,True
230,26.436781609195403,211,26.48166666666667,True
231,26.551724137931036,212,26.59166666666667,True
232,26.666666666666668,213,26.703333333333337,True
233,26.7816091954023,214,26.795,True
234,26.896551724137932,215,26.85333333333333,True
235,27.011494252873565,216,27.058333333333334,True
236,27.126436781609197,217,27.16166666666667,True
237,27.24137931034483,218,27.276666666666667,True
238,27.35632183908046,219,27.311666666666667,True
239,27.471264367816094,220,27.511666666666667,True
240,27.586206896551726,221,27.635,True
241,27.70114942528736,222,27.73166666666667,True
242,27.81609195402299,223,27.83833333333333,True
243,27.931034482758623,224,27.96166666666667,True
244,28.045977011494255,225,28.07333333333333,True
245,28.160919540229887,226,28.18166666666667,True
246,28.27586206896552,227,28.30333333333333,True
247,28.390804597701152,228,28.37666666666667,True
248,28.505747126436784,229,28.540000000000003,True
249,28.620689655172416,230,28.64166666666667,True
250,28.73563218390805,231,28.76166666666667,True
251,28.85057471264368,232,28.871666666666677,True
252,28.965517241379313,233,28.98333333333333,True
253,29.080459770114945,234,29.10333333333333,True
254,29.195402298850578,235,29.17833333333333,True
255,29.31034482758621,236,29.243333333333336,True
256,29.425287356321842,237,29.593333333333334,True
257,29.540229885057474,237,29.593333333333334,True
258,29.655172413793107,238,29.67666666666667,True
259,29.77011494252874,240,29.78333333333333,True
260,29.88505747126437,241,29.916666666666668,True
