window_id,source_path,source_sha256,sampling_plan_available,status,reason,source_frames,target_frames,reused_source_frames,inference_performed,predicted_count
jiufu_a97a8ff157139f_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T093942-1631.MP4,af37cd9cec4038210a2578e88b94a518c9b9df8551503c2b78e3f5d22618f717,True,ready_for_signal_candidate,,263,261,27,False,
jiufu_a45d837f891e44_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T094241-605.MP4,bceff16981eca3a08097db9b972b4d5e6c244b55b27006c5db422809d63b2cf2,True,ready_for_signal_candidate,,263,261,17,False,
jiufu_3a993354ebd1c7_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T094536-1634.MP4,18538cd5489eb47c1c929a355a984b212a483701b18aed8c316dd1bc4e4dfb89,True,ready_for_signal_candidate,,264,261,15,False,
jiufu_2320c69c168a7a_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T094737-677.MP4,f7e99c001768ba6c5cc75c46135f09f23811f8be04c9c3f22bb7fa88dee373c4,False,abstain,long_timestamp_gap,,,,False,
jiufu_13f838ff73e069_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T094901-683.MP4,871f81ff6d15f8041ab9ef457b21b268dd77fdf3bcc0178b7203df2c40ade204,True,ready_for_signal_candidate,,264,261,13,False,
jiufu_34e5b460466c18_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T092243-664.MP4,58be239cac4a17d9e9b2f2f9e382a0c6a3cb08906533159132eff55c6690f098,False,abstain,long_timestamp_gap,,,,False,
jiufu_7388b7efc8afb3_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T092522-608.MP4,e75a1ae35380e7821ca58c4a970005277542225f3ebf67e1f51dab9c92c6da71,True,ready_for_signal_candidate,,264,261,12,False,
jiufu_cbc238aa9bbc71_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T092739-A1022249.MP4,6a7c4067c155b31dca790fe756b8be61f9a67dbf23fc8e85f39e740cfcb5cfa0,True,ready_for_signal_candidate,,263,261,21,False,
jiufu_2fdd36fbe9a8ce_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T093117-A1022253.MP4,bab28cbbf03fc3a0498ce7c042e1567fce256fff3c974de209ee8b67b0212705,True,ready_for_signal_candidate,,264,261,17,False,
jiufu_ef58cd171d4783_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T093312-691.MP4,66ae68cfe55cde7e26469f6f6e019db8b418c3512d08e1f7ae7dcf79d754b622,True,ready_for_signal_candidate,,263,261,21,False,
jiufu_96dfaf729ad3d4_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T093647-A1022251.MP4,edade2c7d8a4cdef6f80934637b600050f8abf98363f47110d3696b1c46d311f,False,abstain,long_timestamp_gap,,,,False,
jiufu_dfa58f3a711e47_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T094722-638.MP4,c41fa4aaa5bb09c954fa8ccc2a29e9a042df53c94d5b34d428a479a17f251078,True,ready_for_signal_candidate,,264,261,21,False,
jiufu_a1ceaa6025ff79_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T095344-1604.MP4,eab7e7808f630fd7cdecae2431741fc53d007f509a6a370a1abf38e94dbdc009,True,ready_for_signal_candidate,,264,261,13,False,
jiufu_376f61387ab710_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T095550-1631.MP4,a7a8b964d6fba99da0f02abe8cf9225449dea4675d863872249ddc94cd214017,True,ready_for_signal_candidate,,264,261,23,False,
jiufu_f6508f398bcf0f_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T095740-373.MP4,d7c56d44a986151c9c02250f7ce4fb76ad32cab15595b37826d42d9d598c7f7b,False,abstain,long_timestamp_gap,,,,False,
jiufu_9a1c40cbb80bb1_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T100037-588.MP4,21c10b7c164a2b21b8e95df857e14600d23cef1f3cd61ca258040120797c2b3a,True,ready_for_signal_candidate,,265,261,18,False,
jiufu_161f93bfffbe11_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T101019-1437.MP4,056d17e5e11c3213dfb524f1951e7786682236f084e40bdc9346611c9d599562,True,ready_for_signal_candidate,,264,261,20,False,
jiufu_014c9b6a274fed_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T101202-372.MP4,1b62ce6061020ca090d8a496b29db6b5d9c228b243ea1f5f272afc27ccf41132,True,ready_for_signal_candidate,,264,261,12,False,
jiufu_028724ccc9868d_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T091951-1010.MP4,2559f70d916eee4cc46cb1283c32e5bad5cafc850d4cd8c693db2a06c329e27e,True,ready_for_signal_candidate,,264,261,16,False,
jiufu_0c053f837a8b23_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T093200-1136.MP4,463ee2b5f023859060b99e6ff77bba1e751fcf9c246f252972cf5d688c39a8ca,True,ready_for_signal_candidate,,264,261,18,False,
jiufu_8f6eabd7f2cb6e_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T095732-868.MP4,358d2bb1e166413cb2f8d1292604726fd3365fafc290bd8b31faa58f1cad04d2,True,ready_for_signal_candidate,,261,261,18,False,
jiufu_21b4c4c26061d0_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T100445-1646.MP4,33d00d401cc3b6b95bf84aee364d07e65f18cdba37cfbe11d9c6b1960b9a41ca,True,ready_for_signal_candidate,,264,261,18,False,
jiufu_37333d1afc0ec2_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T100844-1518.MP4,76b63491517ad96995c73bf2cb6ad1cbd49da8f227f438881540b39ee1f21f22,True,ready_for_signal_candidate,,264,261,19,False,
jiufu_1ededf79f4d325_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T085842-1129.MP4,354c3c7c1a0fc94a3c06ab21379d5593d2a00cddcaa2b69e81599f1baabc095f,False,abstain,long_timestamp_gap,,,,False,
jiufu_b273cec8024eb2_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T090641-878.MP4,8fb078e658079156d0e8bff32e39d7763b04f1a569dca7970d0e6da77215e65e,True,ready_for_signal_candidate,,264,261,29,False,
jiufu_d1a9a7ab944633_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T090921-961.MP4,51ed1870c545b952fce218946022f7d1e3062d0ff68f0ca192977d45eefbce10,True,ready_for_signal_candidate,,264,261,29,False,
jiufu_908496549f5b42_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T091118-A1022182.MP4,9439ef8ed17ff37bec38cfe4e8b8365ba5cc8c479ba5b73bcc0b6ca76515dd38,True,ready_for_signal_candidate,,264,261,30,False,
jiufu_d3820405b5afe2_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T091352-887.MP4,7efde73db018c6097828c86f60e41af0ed232abf3b3839140989db34edda8869,False,abstain,long_timestamp_gap,,,,False,
jiufu_04fd6f8dc56a73_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T091631-165.MP4,c84e20aea7178ddc0da8a0d223ea896bcfcc17477078588377bc60e11554b944,True,ready_for_signal_candidate,,263,261,20,False,
jiufu_440a29cebcae1c_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T092827-1487.MP4,b30606e56bb1ca259389c2b7d3de49fb9288fcefeb5cafc98ce1ef0a09fdde67,True,ready_for_signal_candidate,,264,261,25,False,
jiufu_8538e6e6160d83_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T093122-810.MP4,a90f156b989e9ca559c33e24404c3a74771c88fb344ac69518750e01c2d7deb3,True,ready_for_signal_candidate,,264,261,23,False,
jiufu_e2821e37ff899d_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T093557-281.MP4,4fe90f07e3114771f0579a373df91c7f26ad11a24eb10db681d6ff3e43290d68,True,ready_for_signal_candidate,,263,261,30,False,
jiufu_b80d393ca25ef8_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T093904-1165.MP4,5b5652ea5759c966267f6c7704e16408225b5156f0e38ee8a7e8b30e1f0d7751,True,ready_for_signal_candidate,,264,261,15,False,
jiufu_adb9b6776eb349_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T094238-869.MP4,29ec1bb5967ae21d9c6213b06fa28bfa126c96f97453806f0c588f308dd68f68,True,ready_for_signal_candidate,,264,261,20,False,
jiufu_8fea3748e16a76_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T085241-1048.MP4,fb6fe1472417b19ac3b5ef4e6a365c6308833c9c4f307e8fef54a6364e2fdd68,True,ready_for_signal_candidate,,264,261,20,False,
jiufu_d837d576df8e43_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T085513-1539.MP4,8255061bce5f88de12e23a43d362d05d10ec8a3eedcce6cba7dab22140c39d92,True,ready_for_signal_candidate,,264,261,20,False,
jiufu_281bc808f4d3ff_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T085749-A1022182.MP4,d659ab78431a0d8920d4e4e4794bb4dc7b75e667ee99c40d893a753bf91ab6e0,True,ready_for_signal_candidate,,264,261,16,False,
jiufu_bb78a10aeab6d5_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T090150-1414.MP4,dae76f806fad7583c5ef3a07de8e9384f6330b40f1d96c665e9709c3a2494ecb,True,ready_for_signal_candidate,,264,261,17,False,
jiufu_4206de92a27bce_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T090347-1539.MP4,816ed5d7c2d9518801bac64a5f422acb999dc4f82a4aa097d1b49f41499b89e2,True,ready_for_signal_candidate,,263,261,22,False,
jiufu_6a5dbf528731c7_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T090911-649.MP4,d88adf53ecbb227717f54551723f69d4438317dbb1d8ca36f94d1ebafca114ee,True,ready_for_signal_candidate,,264,261,23,False,
jiufu_ed27d896cd2a66_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T092018-608.MP4,ac284a5c89ce9239a200a5fade168a24416e908d3af685b63b7dbdd57e80ef6c,True,ready_for_signal_candidate,,265,261,15,False,
jiufu_004d48d055c457_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T092534-710.MP4,ac44dd7475bcc213297529e1e80a213aaa202379b7f1299a4749438ab06b0476,False,abstain,unsupported_window_end,,,,False,
jiufu_43743cb152c168_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T093503-1022249.MP4,0f4e0c2dcef3a5ef719fc3599619a681b9c43fe949f7abff860c2e95380e4765,True,ready_for_signal_candidate,,264,261,20,False,
jiufu_d7498380edb383_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T093825-719.MP4,28612e55f2019984fb61703de4d41807144293dda4f4cf2234b28d60ad463df8,True,ready_for_signal_candidate,,263,261,15,False,
jiufu_512d98136d6412_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T094601-A1022251.MP4,a81e38e7e92ce7f88b0a2e407100a50300995b31bda09a802144e0c559692869,True,ready_for_signal_candidate,,264,261,14,False,
jiufu_7b10e1dbd08a03_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T094835-A1022259.MP4,03d1db34eefa6c128d45bbb3b2ab70c0162f9534719a9a872a47d91d34eebc62,False,abstain,long_timestamp_gap,,,,False,
jiufu_1b1d8d9b6faec7_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\20240810T085516-1823.MP4,bb1323007894b86f97fd8d187da703e7bafa5f0aa7f03b7b6c9d7d5ad0630d90,True,ready_for_signal_candidate,,264,261,13,False,
jiufu_1a11fc33fcb6cf_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\20240810T085733-1646.MP4,edd92d92f02ae5e71b291fb397548bf792b1e1fcfa6a14611ea39d4df6df4f84,True,ready_for_signal_candidate,,265,261,15,False,
jiufu_993a2261c33ae0_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\20240810T090006-1578.MP4,9f854d22d26693840b2ac04837aea9ba368d15a5714508aafd9e098e824d6ed4,True,ready_for_signal_candidate,,265,261,18,False,
jiufu_15023a4d62f18e_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\20240810T091205-997.MP4,5488012cac5aeadfc9d39529ce864b94666cdbee03f3a3fbd454211474e4e7a1,True,ready_for_signal_candidate,,263,261,18,False,
jiufu_bcea2687a6b788_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\20240810T091529-1836.MP4,702a9b50d0d448756e98466ab7be38d3001ef6dc7d3a9c8476d260a5af5500ec,True,ready_for_signal_candidate,,264,261,13,False,
jiufu_4a3dc560468965_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\20240810T092347-846.MP4,d983339d383d1a18870b214a8b571ee57192b17c85a8e85c987f5bdfae5cfeaf,False,abstain,long_timestamp_gap,,,,False,
jiufu_82901a53b6079a_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\20240810T092944-1879.MP4,4a26848e076beb3126c305c8461815bdeba01be3616fed800a865cf2e4774dba,False,abstain,long_timestamp_gap,,,,False,
jiufu_3f4036e1d8bfe3_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T090749-639.MP4,7edf09ebbef6a99e47034060f039e209b72f9385e67d55237c6a19d74aaeabe2,True,ready_for_signal_candidate,,264,261,15,False,
jiufu_aed28276135071_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T091914-1180.MP4,cf91a2aac44362de31dcf0c21bf9979dec673dad2e6882d9502bb5a6eb7cc2a4,True,ready_for_signal_candidate,,263,261,16,False,
jiufu_af70c3cc180ae2_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T093121-810.MP4,7f3c374a6ec1bf1d4c822237eb8d308a1f5f98405228bf270508d4534d520def,False,abstain,unsupported_window_end,,,,False,
jiufu_fe965ff4644d07_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T093648-372.MP4,5a21e658c9f68b09e41c238a4b660c42432b577c503018117812e354ea245765,True,ready_for_signal_candidate,,263,261,19,False,
jiufu_f6bca344b2c8ce_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T094327-810.MP4,7975ea6d3409c44b74c6d47895cd194299760a9eb110d6e66fea7393b4041876,True,ready_for_signal_candidate,,264,261,15,False,
jiufu_ce6ff507b22ee9_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T094536-A1021156.MP4,61e6a194b71ec1ec211b150cdf831e3a0814100f742b9c807cc07a88a99fea53,True,ready_for_signal_candidate,,264,261,18,False,
jiufu_075ed4d93c9959_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T094912-1371.MP4,c6c0f2da0313f925d601452f7282a79f1a0165902b7c35fec3b39ebfb5ee1ba2,True,ready_for_signal_candidate,,263,261,22,False,
jiufu_234cbf6b627421_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T095232-270.MP4,e0c402d17110fddc255af1bc63fa4f6b87787408faebfba11784c6d3aabe489e,True,ready_for_signal_candidate,,263,261,26,False,
jiufu_1dc98a0ed074ec_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T095726-1414.MP4,930a5588f84defe58137c6be346fc3b8da4c967e1972f355fc2e1f084635e5b2,True,ready_for_signal_candidate,,264,261,14,False,
jiufu_0f85cab7ac58ae_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T100212-165.MP4,bedea5588fe88ccc8e27eb19fb964a3e22cffc8b600237caee8d362c3e0b749f,True,ready_for_signal_candidate,,264,261,17,False,
jiufu_55441b4c6fe974_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T100355-1129.MP4,17619b5fdd79061134b52ad8de63fec71c8700ed0e3ed0a43b0d4a507c73dfd8,True,ready_for_signal_candidate,,264,261,25,False,
jiufu_d074036ef96d31_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T101031-281.MP4,c32210ba234c4240a1d882287fdbd6844b7a20583e4dc9022c89ac476764c01a,True,ready_for_signal_candidate,,264,261,17,False,
jiufu_cdaa16888fda03_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T101227-A1022182.MP4,ccb3a63e224e40ad9f5e129e1c6884c48518898a7cd7b18f3a6dd2509c42ae0d,True,ready_for_signal_candidate,,264,261,16,False,
jiufu_b7ed63dc0d8295_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0813\20240813T093620-1358.MP4,9610374556b76e17f2e70849decb611c12ef2ea6dc860230f5f1a00417b0877d,True,ready_for_signal_candidate,,263,261,21,False,
jiufu_7f3b12c4283ff8_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0813\20240813T094421-281.MP4,8b99d9fdfe216330ea25d76325618339abb47ef83236f02e5e8de054c49fb5e5,False,abstain,long_timestamp_gap,,,,False,
jiufu_36d04432159cdf_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0813\20240813T094742-1429.MP4,7e9842011fcd489f7670108454963f96b5c6dcbd0337194b9132d0bad182a305,False,abstain,long_timestamp_gap,,,,False,
jiufu_e47f27f9b4fe1b_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0813\20240813T095102-A1021134.MP4,fe498af4f65f8fe64730ed0b93985d4c6866f7b912ff528ca3d8c2e773ec6dc0,True,ready_for_signal_candidate,,262,261,13,False,
jiufu_9ddfe0afe06424_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0813\20240813T095941-1589.MP4,7525a2d0c1095a66894c26abf98fe60618daf04f89796667694ff6020e102367,True,ready_for_signal_candidate,,264,261,22,False,
jiufu_7beb44b12a5f36_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0813\20240813T100207-713.MP4,6e8bab8bd9e97c88519c3b63a7dd89668210e8f5a2cb8cc2a6e5216c6e443acf,False,abstain,long_timestamp_gap,,,,False,
