window_id,video_id,video_path,source_path,source_start_seconds,duration_seconds,cohort,annotation_round,annotator,annotation_status,manual_breath_count,event_definition,predictions_hidden,reference_notes,prior_algorithm_exposure,browser_video_path,view_start_seconds,duration_seconds_prediction,predicted_count,prediction_status,timebase_verified,timebase,truth_count,truth_rr_bpm,predicted_rr_bpm,verified_cow_id
jiufu_8ac17622997976_first30,jiufu_8ac17622997976,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T085718-1408.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T085718-1408.MP4,0,30,jiufu271,R2,1,complete,10,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T085718-1408.MP4,0,30,10.0,ok,true,annotation_video_seconds,10.0,20.0,20.0,1408
jiufu_ee2427b1f91c14_first30,jiufu_ee2427b1f91c14,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T085932-1428.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T085932-1428.MP4,0,30,jiufu271,R2,1,complete,14,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T085932-1428.MP4,0,30,14.0,ok,true,annotation_video_seconds,14.0,28.0,28.0,1428
jiufu_d40d50640e24a1_first30,jiufu_d40d50640e24a1,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T090206-165.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T090206-165.MP4,0,30,jiufu271,R2,1,complete,29,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T090206-165.MP4,0,30,29.0,ok,true,annotation_video_seconds,29.0,58.0,58.0,165
jiufu_e20abde4e3a043_first30,jiufu_e20abde4e3a043,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T090617-1422.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T090617-1422.MP4,0,30,jiufu271,R2,1,complete,21,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T090617-1422.MP4,0,30,18.0,ok,true,annotation_video_seconds,21.0,42.0,36.0,1422
jiufu_fffa829b4cfc5f_first30,jiufu_fffa829b4cfc5f,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T091121-878.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T091121-878.MP4,0,30,jiufu271,R2,1,complete,13,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T091121-878.MP4,0,30,11.0,ok,true,annotation_video_seconds,13.0,26.0,22.0,878
jiufu_39742bec07007b_first30,jiufu_39742bec07007b,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T091233-1146.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T091233-1146.MP4,0,30,jiufu271,R2,1,complete,20,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T091233-1146.MP4,0,30,10.0,ok,true,annotation_video_seconds,20.0,40.0,20.0,1146
jiufu_a7f96cc7661e4a_first30,jiufu_a7f96cc7661e4a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T091500-1371.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T091500-1371.MP4,0,30,jiufu271,R2,1,complete,16,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T091500-1371.MP4,0,30,14.0,ok,true,annotation_video_seconds,16.0,32.0,28.0,1371
jiufu_f5a7ada186a785_first30,jiufu_f5a7ada186a785,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T092133-281.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T092133-281.MP4,0,30,jiufu271,R2,1,complete,13,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T092133-281.MP4,0,30,18.0,ok,true,annotation_video_seconds,13.0,26.0,36.0,281
jiufu_8f2aab0fc1ae4b_first30,jiufu_8f2aab0fc1ae4b,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T092359-347.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T092359-347.MP4,0,30,jiufu271,R2,1,complete,26,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T092359-347.MP4,0,30,30.0,ok,true,annotation_video_seconds,26.0,52.0,60.0,347
jiufu_05aaedc28c6708_first30,jiufu_05aaedc28c6708,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T093355-161.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T093355-161.MP4,0,30,jiufu271,R2,1,complete,9,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T093355-161.MP4,0,30,11.0,ok,true,annotation_video_seconds,9.0,18.0,22.0,161
jiufu_0d1522aef374ec_first30,jiufu_0d1522aef374ec,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T085035-A1022205.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T085035-A1022205.MP4,0,30,jiufu271,R2,1,complete,14,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T085035-A1022205.MP4,0,30,14.0,ok,true,annotation_video_seconds,14.0,28.0,28.0,A1022205
jiufu_2cdb051142d5ab_first30,jiufu_2cdb051142d5ab,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T085946-670.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T085946-670.MP4,0,30,jiufu271,R2,1,complete,14,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T085946-670.MP4,0,30,14.0,ok,true,annotation_video_seconds,14.0,28.0,28.0,670
jiufu_d4707a9c23271d_first30,jiufu_d4707a9c23271d,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T091831-670.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T091831-670.MP4,0,30,jiufu271,R2,1,complete,14,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T091831-670.MP4,0,30,14.0,ok,true,annotation_video_seconds,14.0,28.0,28.0,670
jiufu_2f0c90ece853b4_first30,jiufu_2f0c90ece853b4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T092219-710.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T092219-710.MP4,0,30,jiufu271,R2,1,complete,17,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T092219-710.MP4,0,30,17.0,ok,true,annotation_video_seconds,17.0,34.0,34.0,710
jiufu_57c74728570ec9_first30,jiufu_57c74728570ec9,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T092442-A1022211.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T092442-A1022211.MP4,0,30,jiufu271,R2,1,complete,20,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T092442-A1022211.MP4,0,30,18.0,ok,true,annotation_video_seconds,20.0,40.0,36.0,A1022211
jiufu_2fc7ddf8f284e4_first30,jiufu_2fc7ddf8f284e4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T092718-627.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T092718-627.MP4,0,30,jiufu271,R2,1,complete,19,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T092718-627.MP4,0,30,18.0,ok,true,annotation_video_seconds,19.0,38.0,36.0,627
jiufu_a04e9f770a2bb9_first30,jiufu_a04e9f770a2bb9,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093041-606.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093041-606.MP4,0,30,jiufu271,R2,1,complete,23,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093041-606.MP4,0,30,20.0,ok,true,annotation_video_seconds,23.0,46.0,40.0,606
jiufu_333df78fe49441_first30,jiufu_333df78fe49441,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093303-878.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093303-878.MP4,0,30,jiufu271,R2,1,complete,14,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093303-878.MP4,0,30,15.0,ok,true,annotation_video_seconds,14.0,28.0,30.0,878
jiufu_4263d1ee2b7d38_first30,jiufu_4263d1ee2b7d38,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093518-A1022211.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093518-A1022211.MP4,0,30,jiufu271,R2,1,complete,22,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093518-A1022211.MP4,0,30,20.0,ok,true,annotation_video_seconds,22.0,44.0,40.0,A1022211
jiufu_7cb985938d0a6a_first30,jiufu_7cb985938d0a6a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093643-659.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093643-659.MP4,0,30,jiufu271,R2,1,complete,12,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093643-659.MP4,0,30,12.0,ok,true,annotation_video_seconds,12.0,24.0,24.0,659
jiufu_7c448f9ef64639_first30,jiufu_7c448f9ef64639,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093925-A1021135.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093925-A1021135.MP4,0,30,jiufu271,R2,1,complete,15,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093925-A1021135.MP4,0,30,16.0,ok,true,annotation_video_seconds,15.0,30.0,32.0,A1021135
jiufu_bc495978774317_first30,jiufu_bc495978774317,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094240-608.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094240-608.MP4,0,30,jiufu271,R2,1,complete,10,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094240-608.MP4,0,30,13.0,ok,true,annotation_video_seconds,10.0,20.0,26.0,608
jiufu_e3cef2504bbb4a_first30,jiufu_e3cef2504bbb4a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094721-678.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094721-678.MP4,0,30,jiufu271,R2,1,complete,16,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094721-678.MP4,0,30,15.0,ok,true,annotation_video_seconds,16.0,32.0,30.0,678
jiufu_d7a117e86dae24_first30,jiufu_d7a117e86dae24,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095015-604.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095015-604.MP4,0,30,jiufu271,R2,1,complete,15,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095015-604.MP4,0,30,15.0,ok,true,annotation_video_seconds,15.0,30.0,30.0,604
jiufu_f339ead1fdb0ac_first30,jiufu_f339ead1fdb0ac,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095308-648.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095308-648.MP4,0,30,jiufu271,R2,1,complete,16,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095308-648.MP4,0,30,18.0,ok,true,annotation_video_seconds,16.0,32.0,36.0,648
jiufu_92e9f652faa64a_first30,jiufu_92e9f652faa64a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100106-1145.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100106-1145.MP4,0,30,jiufu271,R2,1,complete,25,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100106-1145.MP4,0,30,18.0,ok,true,annotation_video_seconds,25.0,50.0,36.0,1145
jiufu_fe09caa146ddbd_first30,jiufu_fe09caa146ddbd,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100313-648.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100313-648.MP4,0,30,jiufu271,R2,1,complete,14,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100313-648.MP4,0,30,13.0,ok,true,annotation_video_seconds,14.0,28.0,26.0,648
jiufu_f6c192eaf6c290_first30,jiufu_f6c192eaf6c290,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100653-854.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100653-854.MP4,0,30,jiufu271,R2,1,complete,13,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100653-854.MP4,0,30,8.0,ok,true,annotation_video_seconds,13.0,26.0,16.0,854
jiufu_42e874dae20aee_first30,jiufu_42e874dae20aee,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100920-868.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100920-868.MP4,0,30,jiufu271,R2,1,complete,9,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100920-868.MP4,0,30,7.0,ok,true,annotation_video_seconds,9.0,18.0,14.0,868
jiufu_b45e99f5e3803e_first30,jiufu_b45e99f5e3803e,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T101921-1290.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T101921-1290.MP4,0,30,jiufu271,R2,1,complete,22,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T101921-1290.MP4,0,30,23.0,ok,true,annotation_video_seconds,22.0,44.0,46.0,1290
jiufu_fbbccb98b40ed8_first30,jiufu_fbbccb98b40ed8,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102426-A1022182.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102426-A1022182.MP4,0,30,jiufu271,R2,1,complete,8,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102426-A1022182.MP4,0,30,8.0,ok,true,annotation_video_seconds,8.0,16.0,16.0,A1022182
jiufu_b7367092cbf12f_first30,jiufu_b7367092cbf12f,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102603-1039.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102603-1039.MP4,0,30,jiufu271,R2,1,complete,18,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102603-1039.MP4,0,30,12.0,ok,true,annotation_video_seconds,18.0,36.0,24.0,1039
jiufu_fbaed9c05fdf1a_first30,jiufu_fbaed9c05fdf1a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T104244-874.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T104244-874.MP4,0,30,jiufu271,R2,1,complete,12,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T104244-874.MP4,0,30,19.0,ok,true,annotation_video_seconds,12.0,24.0,38.0,874
jiufu_09732493a874e4_first30,jiufu_09732493a874e4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T104504-623.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T104504-623.MP4,0,30,jiufu271,R2,1,complete,10,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T104504-623.MP4,0,30,21.0,ok,true,annotation_video_seconds,10.0,20.0,42.0,623
jiufu_c2f523dbca4113_first30,jiufu_c2f523dbca4113,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105204-919.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105204-919.MP4,0,30,jiufu271,R2,1,complete,16,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105204-919.MP4,0,30,16.0,ok,true,annotation_video_seconds,16.0,32.0,32.0,919
jiufu_19a4aa849045e9_first30,jiufu_19a4aa849045e9,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105433-1185.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105433-1185.MP4,0,30,jiufu271,R2,1,complete,17,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105433-1185.MP4,0,30,18.0,ok,true,annotation_video_seconds,17.0,34.0,36.0,1185
jiufu_bfba3aa9a87b7c_first30,jiufu_bfba3aa9a87b7c,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105702-A1022181.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105702-A1022181.MP4,0,30,jiufu271,R2,1,complete,16,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105702-A1022181.MP4,0,30,20.0,ok,true,annotation_video_seconds,16.0,32.0,40.0,A1022181
jiufu_542013dcb78dc0_first30,jiufu_542013dcb78dc0,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090139-878.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090139-878.MP4,0,30,jiufu271,R2,1,complete,13,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090139-878.MP4,0,30,16.0,ok,true,annotation_video_seconds,13.0,26.0,32.0,878
jiufu_596ccaaf7a001c_first30,jiufu_596ccaaf7a001c,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090335-632.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090335-632.MP4,0,30,jiufu271,R2,1,complete,15,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090335-632.MP4,0,30,14.0,ok,true,annotation_video_seconds,15.0,30.0,28.0,632
jiufu_9b4d8a24856a9f_first30,jiufu_9b4d8a24856a9f,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090646-1436.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090646-1436.MP4,0,30,jiufu271,R2,1,complete,6,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090646-1436.MP4,0,30,10.0,ok,true,annotation_video_seconds,6.0,12.0,20.0,1436
jiufu_a1fad2b6534006_first30,jiufu_a1fad2b6534006,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T091448-353.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T091448-353.MP4,0,30,jiufu271,R2,1,complete,18,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T091448-353.MP4,0,30,12.0,ok,true,annotation_video_seconds,18.0,36.0,24.0,353
jiufu_4923eea2509695_first30,jiufu_4923eea2509695,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T092151-1308.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T092151-1308.MP4,0,30,jiufu271,R2,1,complete,21,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T092151-1308.MP4,0,30,23.0,ok,true,annotation_video_seconds,21.0,42.0,46.0,1308
jiufu_ff4c4ac565e3b0_first30,jiufu_ff4c4ac565e3b0,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T092438-1539.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T092438-1539.MP4,0,30,jiufu271,R2,1,complete,10,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T092438-1539.MP4,0,30,10.0,ok,true,annotation_video_seconds,10.0,20.0,20.0,1539
jiufu_24afbde80aa2d4_first30,jiufu_24afbde80aa2d4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T093003-493.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T093003-493.MP4,0,30,jiufu271,R2,1,complete,7,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T093003-493.MP4,0,30,7.0,ok,true,annotation_video_seconds,7.0,14.0,14.0,493
jiufu_135fcf30e11031_first30,jiufu_135fcf30e11031,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T090924-A1022245.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T090924-A1022245.MP4,0,30,jiufu271,R2,1,complete,16,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T090924-A1022245.MP4,0,30,19.0,ok,true,annotation_video_seconds,16.0,32.0,38.0,A1022245
jiufu_21792037472910_first30,jiufu_21792037472910,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T091738-493.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T091738-493.MP4,0,30,jiufu271,R2,1,complete,6,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T091738-493.MP4,0,30,7.0,ok,true,annotation_video_seconds,6.0,12.0,14.0,493
jiufu_fdc3b301cd9ef1_first30,jiufu_fdc3b301cd9ef1,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T091934-653.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T091934-653.MP4,0,30,jiufu271,R2,1,complete,6,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T091934-653.MP4,0,30,6.0,ok,true,annotation_video_seconds,6.0,12.0,12.0,653
jiufu_b1efccc0572872_first30,jiufu_b1efccc0572872,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092348-A1021145.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092348-A1021145.MP4,0,30,jiufu271,R2,1,complete,9,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092348-A1021145.MP4,0,30,11.0,ok,true,annotation_video_seconds,9.0,18.0,22.0,A1021145
jiufu_cbf053d260a726_first30,jiufu_cbf053d260a726,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092519-218.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092519-218.MP4,0,30,jiufu271,R2,1,complete,17,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092519-218.MP4,0,30,12.0,ok,true,annotation_video_seconds,17.0,34.0,24.0,218
