grid_index,time_seconds,is_human_reference
6,0.6896551724137931,False
17,1.9540229885057472,False
37,4.252873563218391,False
53,6.0919540229885065,False
60,6.8965517241379315,False
73,8.39080459770115,False
95,10.919540229885058,False
102,11.724137931034484,False
113,12.988505747126437,False
127,14.597701149425289,False
143,16.436781609195403,False
161,18.505747126436784,False
178,20.45977011494253,False
194,22.298850574712645,False
203,23.333333333333336,False
216,24.827586206896555,False
225,25.862068965517242,False
238,27.35632183908046,False
251,28.85057471264368,False
