grid_index,time_seconds,is_human_reference
6,0.6896551724137931,False
16,1.8390804597701151,False
26,2.988505747126437,False
38,4.367816091954023,False
53,6.0919540229885065,False
61,7.011494252873564,False
75,8.620689655172415,False
147,16.896551724137932,False
158,18.160919540229887,False
169,19.425287356321842,False
178,20.45977011494253,False
192,22.06896551724138,False
200,22.98850574712644,False
211,24.252873563218394,False
224,25.74712643678161,False
234,26.896551724137932,False
246,28.27586206896552,False
254,29.195402298850578,False
