fold,subset,frame_id,cow_id,threshold,expected,predicted,correct,max_confidence,correct_max_confidence
1,training,R3-02_t20,659,0.001,2,2,2,0.9055391550064087,0.9055391550064087
1,training,R3-03_t00,957,0.25,1,1,1,0.9425264596939087,0.9425264596939087
1,training,R3-03_t00,957,0.001,1,2,1,0.9425264596939087,0.9425264596939087
1,training,R3-03_t10,957,0.25,0,0,0,0.0,0.0
1,training,R3-03_t10,957,0.001,0,2,0,0.0012910024961456656,0.0
1,training,R3-03_t20,957,0.25,2,2,2,0.9592531323432922,0.9592531323432922
1,training,R3-03_t20,957,0.001,2,2,2,0.9592531323432922,0.9592531323432922
1,heldout,R3-05_t00,A1022205,0.25,2,0,0,0.0,0.0
1,heldout,R3-05_t00,A1022205,0.001,2,2,0,0.009983749128878117,0.0
1,heldout,R3-05_t10,A1022205,0.25,1,2,1,0.3535393476486206,0.33181533217430115
1,heldout,R3-05_t10,A1022205,0.001,1,2,1,0.3535393476486206,0.33181533217430115
1,heldout,R3-05_t20,A1022205,0.25,1,0,0,0.0,0.0
1,heldout,R3-05_t20,A1022205,0.001,1,2,0,0.040109142661094666,0.0
1,training,R3-06_t00,1371,0.25,2,2,2,0.678828239440918,0.678828239440918
1,training,R3-06_t00,1371,0.001,2,2,2,0.678828239440918,0.678828239440918
1,training,R3-06_t10,1371,0.25,2,2,2,0.7808967232704163,0.7808967232704163
1,training,R3-06_t10,1371,0.001,2,2,2,0.7808967232704163,0.7808967232704163
1,training,R3-06_t20,1371,0.25,1,1,1,0.7126581072807312,0.7126581072807312
1,training,R3-06_t20,1371,0.001,1,2,1,0.7126581072807312,0.7126581072807312
1,training,R3-09_t00,1487,0.25,2,2,2,0.9285086989402771,0.9285086989402771
1,training,R3-09_t00,1487,0.001,2,2,2,0.9285086989402771,0.9285086989402771
1,training,R3-09_t10,1487,0.25,2,2,2,0.8224689364433289,0.8224689364433289
1,training,R3-09_t10,1487,0.001,2,2,2,0.8224689364433289,0.8224689364433289
1,training,R3-09_t20,1487,0.25,2,2,2,0.9393401145935059,0.9393401145935059
1,training,R3-09_t20,1487,0.001,2,2,2,0.9393401145935059,0.9393401145935059
1,training,R3-10_t00,1428,0.25,2,2,2,0.9307147860527039,0.9307147860527039
1,training,R3-10_t00,1428,0.001,2,2,2,0.9307147860527039,0.9307147860527039
1,training,R3-10_t10,1428,0.25,0,0,0,0.0,0.0
1,training,R3-10_t10,1428,0.001,0,2,0,0.0047805048525333405,0.0
1,training,R3-10_t20,1428,0.25,2,2,2,0.8099759221076965,0.8099759221076965
1,training,R3-10_t20,1428,0.001,2,2,2,0.8099759221076965,0.8099759221076965
1,heldout,R3-11_t00,683,0.25,2,0,0,0.0,0.0
1,heldout,R3-11_t00,683,0.001,2,2,2,0.10487227141857147,0.10487227141857147
1,heldout,R3-11_t10,683,0.25,0,0,0,0.0,0.0
1,heldout,R3-11_t10,683,0.001,0,2,0,0.004873400554060936,0.0
1,heldout,R3-11_t20,683,0.25,0,0,0,0.0,0.0
1,heldout,R3-11_t20,683,0.001,0,2,0,0.06112617254257202,0.0
1,heldout,R3-14_t00,583,0.25,2,2,1,0.597135603427887,0.40667030215263367
1,heldout,R3-14_t00,583,0.001,2,2,1,0.597135603427887,0.40667030215263367
1,heldout,R3-14_t10,583,0.25,2,1,1,0.875169575214386,0.875169575214386
1,heldout,R3-14_t10,583,0.001,2,2,1,0.875169575214386,0.875169575214386
1,heldout,R3-14_t20,583,0.25,2,2,2,0.860923171043396,0.860923171043396
1,heldout,R3-14_t20,583,0.001,2,2,2,0.860923171043396,0.860923171043396
1,training,R3-22_t00,743,0.25,0,0,0,0.0,0.0
1,training,R3-22_t00,743,0.001,0,0,0,0.0,0.0
1,training,R3-22_t10,743,0.25,1,1,1,0.9147989749908447,0.9147989749908447
1,training,R3-22_t10,743,0.001,1,2,1,0.9147989749908447,0.9147989749908447
1,training,R3-22_t20,743,0.25,2,2,2,0.967058539390564,0.967058539390564
1,training,R3-22_t20,743,0.001,2,2,2,0.967058539390564,0.967058539390564
1,training,R3-23_t00,1308,0.25,2,2,2,0.9704993367195129,0.9704993367195129
1,training,R3-23_t00,1308,0.001,2,2,2,0.9704993367195129,0.9704993367195129
1,training,R3-23_t10,1308,0.25,0,0,0,0.0,0.0
1,training,R3-23_t10,1308,0.001,0,2,0,0.009246150963008404,0.0
1,training,R3-23_t20,1308,0.25,1,1,1,0.9054037928581238,0.9054037928581238
1,training,R3-23_t20,1308,0.001,1,2,1,0.9054037928581238,0.9054037928581238
1,training,R3-24_t00,1129,0.25,1,1,1,0.8529440760612488,0.8529440760612488
1,training,R3-24_t00,1129,0.001,1,2,1,0.8529440760612488,0.8529440760612488
1,training,R3-24_t10,1129,0.25,2,2,2,0.8388587832450867,0.8388587832450867
1,training,R3-24_t10,1129,0.001,2,2,2,0.8388587832450867,0.8388587832450867
1,training,R3-24_t20,1129,0.25,1,1,1,0.8539947867393494,0.8539947867393494
1,training,R3-24_t20,1129,0.001,1,2,1,0.8539947867393494,0.8539947867393494
2,training,R3-01_t00,1414,0.25,2,2,2,0.9855306148529053,0.9855306148529053
2,training,R3-01_t00,1414,0.001,2,2,2,0.9855306148529053,0.9855306148529053
2,training,R3-01_t10,1414,0.25,1,1,1,0.9670170545578003,0.9670170545578003
2,training,R3-01_t10,1414,0.001,1,2,1,0.9670170545578003,0.9670170545578003
2,training,R3-01_t20,1414,0.25,1,1,1,0.9687545895576477,0.9687545895576477
2,training,R3-01_t20,1414,0.001,1,2,1,0.9687545895576477,0.9687545895576477
2,training,R3-02_t00,659,0.25,2,2,2,0.9596903324127197,0.9596903324127197
2,training,R3-02_t00,659,0.001,2,2,2,0.9596903324127197,0.9596903324127197
2,training,R3-02_t10,659,0.25,2,2,2,0.8963003158569336,0.8963003158569336
2,training,R3-02_t10,659,0.001,2,2,2,0.8963003158569336,0.8963003158569336
2,training,R3-02_t20,659,0.25,2,2,2,0.9736159443855286,0.9736159443855286
2,training,R3-02_t20,659,0.001,2,2,2,0.9736159443855286,0.9736159443855286
2,heldout,R3-03_t00,957,0.25,1,1,1,0.5821509957313538,0.5821509957313538
2,heldout,R3-03_t00,957,0.001,1,2,1,0.5821509957313538,0.5821509957313538
2,heldout,R3-03_t10,957,0.25,0,1,0,0.2575474679470062,0.0
2,heldout,R3-03_t10,957,0.001,0,2,0,0.2575474679470062,0.0
2,heldout,R3-03_t20,957,0.25,2,0,0,0.0,0.0
2,heldout,R3-03_t20,957,0.001,2,2,0,0.05195776745676994,0.0
2,training,R3-05_t00,A1022205,0.25,2,2,2,0.9498369097709656,0.9498369097709656
2,training,R3-05_t00,A1022205,0.001,2,2,2,0.9498369097709656,0.9498369097709656
2,training,R3-05_t10,A1022205,0.25,1,1,1,0.9511693716049194,0.9511693716049194
2,training,R3-05_t10,A1022205,0.001,1,2,1,0.9511693716049194,0.9511693716049194
2,training,R3-05_t20,A1022205,0.25,1,1,1,0.9173229336738586,0.9173229336738586
2,training,R3-05_t20,A1022205,0.001,1,2,1,0.9173229336738586,0.027575116604566574
2,training,R3-06_t00,1371,0.25,2,2,2,0.7539318799972534,0.7539318799972534
2,training,R3-06_t00,1371,0.001,2,2,2,0.7539318799972534,0.7539318799972534
2,training,R3-06_t10,1371,0.25,2,2,2,0.931693971157074,0.931693971157074
2,training,R3-06_t10,1371,0.001,2,2,2,0.931693971157074,0.931693971157074
2,training,R3-06_t20,1371,0.25,1,1,1,0.9421263337135315,0.9421263337135315
2,training,R3-06_t20,1371,0.001,1,2,1,0.9421263337135315,0.9421263337135315
2,heldout,R3-09_t00,1487,0.25,2,2,1,0.8763270974159241,0.8763270974159241
2,heldout,R3-09_t00,1487,0.001,2,2,1,0.8763270974159241,0.8763270974159241
2,heldout,R3-09_t10,1487,0.25,2,1,1,0.5344955325126648,0.5344955325126648
2,heldout,R3-09_t10,1487,0.001,2,2,1,0.5344955325126648,0.5344955325126648
2,heldout,R3-09_t20,1487,0.25,2,2,2,0.7597236633300781,0.7597236633300781
2,heldout,R3-09_t20,1487,0.001,2,2,2,0.7597236633300781,0.7597236633300781
2,heldout,R3-10_t00,1428,0.25,2,2,2,0.8893117308616638,0.8893117308616638
2,heldout,R3-10_t00,1428,0.001,2,2,2,0.8893117308616638,0.8893117308616638
2,heldout,R3-10_t10,1428,0.25,0,0,0,0.0,0.0
2,heldout,R3-10_t10,1428,0.001,0,2,0,0.0075989942997694016,0.0
2,heldout,R3-10_t20,1428,0.25,2,1,1,0.5871984362602234,0.5871984362602234
2,heldout,R3-10_t20,1428,0.001,2,2,1,0.5871984362602234,0.5871984362602234
2,training,R3-11_t00,683,0.25,2,2,2,0.9457620978355408,0.9457620978355408
2,training,R3-11_t00,683,0.001,2,2,2,0.9457620978355408,0.9457620978355408
2,training,R3-11_t10,683,0.25,0,0,0,0.0,0.0
2,training,R3-11_t10,683,0.001,0,2,0,0.004415595903992653,0.0
2,training,R3-11_t20,683,0.25,0,0,0,0.0,0.0
2,training,R3-11_t20,683,0.001,0,2,0,0.010309940204024315,0.0
2,training,R3-14_t00,583,0.25,2,2,2,0.8142043352127075,0.8142043352127075
2,training,R3-14_t00,583,0.001,2,2,2,0.8142043352127075,0.8142043352127075
2,training,R3-14_t10,583,0.25,2,2,2,0.9268603324890137,0.9268603324890137
2,training,R3-14_t10,583,0.001,2,2,2,0.9268603324890137,0.9268603324890137
2,training,R3-14_t20,583,0.25,2,2,2,0.8876895904541016,0.8876895904541016
2,training,R3-14_t20,583,0.001,2,2,2,0.8876895904541016,0.8876895904541016
2,heldout,R3-22_t00,743,0.25,0,0,0,0.0,0.0
2,heldout,R3-22_t00,743,0.001,0,2,0,0.005266287364065647,0.0
2,heldout,R3-22_t10,743,0.25,1,0,0,0.0,0.0
2,heldout,R3-22_t10,743,0.001,1,2,1,0.02587968483567238,0.02587968483567238
2,heldout,R3-22_t20,743,0.25,2,2,2,0.3206561207771301,0.3206561207771301
2,heldout,R3-22_t20,743,0.001,2,2,2,0.3206561207771301,0.3206561207771301
2,training,R3-23_t00,1308,0.25,2,2,2,0.9126524925231934,0.9126524925231934
2,training,R3-23_t00,1308,0.001,2,2,2,0.9126524925231934,0.9126524925231934
2,training,R3-23_t10,1308,0.25,0,0,0,0.0,0.0
2,training,R3-23_t10,1308,0.001,0,2,0,0.0193034578114748,0.0
2,training,R3-23_t20,1308,0.25,1,1,1,0.9192147850990295,0.9192147850990295
2,training,R3-23_t20,1308,0.001,1,2,1,0.9192147850990295,0.9192147850990295
2,training,R3-24_t00,1129,0.25,1,1,1,0.547698438167572,0.547698438167572
2,training,R3-24_t00,1129,0.001,1,2,1,0.547698438167572,0.547698438167572
2,training,R3-24_t10,1129,0.25,2,2,2,0.9332890510559082,0.9332890510559082
2,training,R3-24_t10,1129,0.001,2,2,2,0.9332890510559082,0.9332890510559082
2,training,R3-24_t20,1129,0.25,1,1,1,0.8049706220626831,0.8049706220626831
2,training,R3-24_t20,1129,0.001,1,2,1,0.8049706220626831,0.8049706220626831
