target_index,target_time_seconds,source_frame_index,source_time_seconds,nearest_time_error_seconds,reused_source_frame
0,0.0,0,0.0,0.0,False
1,0.1149425287356322,1,0.10333333333333335,0.01160919540229885,False
2,0.2298850574712644,2,0.21333333333333335,0.016551724137931045,False
3,0.3448275862068966,3,0.32833333333333337,0.01649425287356321,False
4,0.4597701149425288,4,0.4066666666666667,0.05310344827586211,False
5,0.574712643678161,5,0.555,0.019712643678160946,False
6,0.6896551724137931,6,0.67,0.01965517241379311,False
7,0.8045977011494253,7,0.7816666666666667,0.022931034482758572,False
8,0.9195402298850576,9,0.93,0.01045977011494248,False
9,1.0344827586206897,10,1.1183333333333334,0.08385057471264368,False
10,1.149425287356322,10,1.1183333333333334,0.031091954022988588,True
11,1.264367816091954,11,1.2383333333333335,0.026034482758620525,False
12,1.3793103448275863,12,1.3366666666666667,0.04264367816091963,False
13,1.4942528735632186,13,1.4583333333333335,0.03591954022988508,False
14,1.6091954022988506,14,1.5716666666666668,0.03752873563218384,False
15,1.7241379310344829,15,1.6666666666666667,0.05747126436781613,False
16,1.8390804597701151,16,1.8066666666666669,0.032413793103448274,False
17,1.9540229885057472,18,1.9433333333333334,0.010689655172413826,False
18,2.0689655172413794,19,2.1566666666666667,0.08770114942528728,False
19,2.1839080459770117,19,2.1566666666666667,0.027241379310344982,True
20,2.298850574712644,20,2.2483333333333335,0.05051724137931046,False
21,2.4137931034482762,21,2.3733333333333335,0.04045977011494273,False
22,2.528735632183908,22,2.4933333333333336,0.03540229885057444,False
23,2.6436781609195403,23,2.601666666666667,0.042011494252873316,False
24,2.7586206896551726,24,2.71,0.04862068965517263,False
25,2.873563218390805,25,2.83,0.04356321839080479,False
26,2.988505747126437,26,2.941666666666667,0.046839080459770255,False
27,3.1034482758620694,27,3.0533333333333337,0.05011494252873572,False
28,3.218390804597701,28,3.171666666666667,0.04672413793103436,False
29,3.3333333333333335,29,3.2933333333333334,0.040000000000000036,False
30,3.4482758620689657,30,3.3983333333333334,0.04994252873563232,False
31,3.563218390804598,31,3.5116666666666667,0.0515517241379313,False
32,3.6781609195402303,32,3.6233333333333335,0.05482758620689676,False
33,3.7931034482758625,33,3.891666666666667,0.09856321839080451,False
34,3.9080459770114944,34,3.9050000000000002,0.0030459770114941165,False
35,4.022988505747127,35,4.023333333333333,0.0003448275862067973,False
36,4.137931034482759,37,4.201666666666667,0.06373563218390821,False
37,4.252873563218391,37,4.201666666666667,0.05120689655172406,True
38,4.367816091954023,38,4.3133333333333335,0.054482758620689964,False
39,4.482758620689656,39,4.426666666666667,0.056091954022988944,False
40,4.597701149425288,40,4.546666666666667,0.0510344827586211,False
41,4.71264367816092,41,4.658333333333333,0.05431034482758701,False
42,4.8275862068965525,42,4.770000000000001,0.05758620689655114,False
43,4.942528735632185,43,4.903333333333333,0.039195402298851434,False
44,5.057471264367816,44,5.013333333333334,0.04413793103448249,False
45,5.172413793103448,46,5.226666666666667,0.054252873563218174,False
46,5.287356321839081,47,5.346666666666667,0.059310344827586015,False
47,5.402298850574713,48,5.451666666666667,0.049367816091954175,False
48,5.517241379310345,49,5.571666666666667,0.054425287356322016,False
49,5.6321839080459775,49,5.571666666666667,0.06051724137931025,True
50,5.74712643678161,50,5.713333333333334,0.03379310344827591,False
51,5.862068965517242,52,5.836666666666667,0.0254022988505751,False
52,5.977011494252874,53,6.036666666666667,0.05965517241379281,False
53,6.0919540229885065,54,6.138333333333334,0.04637931034482712,False
54,6.206896551724139,55,6.251666666666667,0.04477011494252814,False
55,6.321839080459771,56,6.373333333333334,0.05149425287356291,False
56,6.436781609195402,56,6.373333333333334,0.06344827586206847,True
57,6.551724137931035,58,6.595000000000001,0.04327586206896594,False
58,6.666666666666667,59,6.711666666666667,0.04499999999999993,False
59,6.781609195402299,60,6.818333333333333,0.03672413793103413,False
60,6.8965517241379315,61,6.936666666666668,0.04011494252873682,False
61,7.011494252873564,62,6.9766666666666675,0.0348275862068963,False
62,7.126436781609196,63,7.171666666666667,0.04522988505747083,False
63,7.241379310344828,64,7.291666666666667,0.05028735632183867,False
64,7.356321839080461,65,7.3516666666666675,0.004655172413793096,False
65,7.471264367816093,66,7.508333333333334,0.037068965517240926,False
66,7.586206896551725,67,7.623333333333334,0.037126436781608874,False
67,7.701149425287357,68,7.640000000000001,0.061149425287356785,False
68,7.816091954022989,69,7.861666666666667,0.04557471264367852,False
69,7.931034482758621,70,7.961666666666667,0.030632183908045896,False
70,8.045977011494253,71,8.091666666666667,0.045689655172413524,False
71,8.160919540229886,72,8.151666666666667,0.009252873563218245,False
72,8.275862068965518,73,8.31,0.034137931034482705,False
73,8.39080459770115,74,8.413333333333334,0.022528735632183938,False
74,8.505747126436782,75,8.545,0.039252873563217605,False
75,8.620689655172415,76,8.558333333333334,0.06235632183908102,False
76,8.735632183908047,77,8.768333333333334,0.03270114942528757,False
77,8.85057471264368,78,8.883333333333335,0.032758620689655515,False
78,8.965517241379311,79,8.993333333333334,0.02781609195402268,False
79,9.080459770114944,80,9.103333333333333,0.022873563218389847,False
80,9.195402298850576,81,9.216666666666667,0.021264367816090868,False
81,9.310344827586208,82,9.331666666666667,0.021321839080458815,False
82,9.42528735632184,83,9.363333333333333,0.06195402298850716,False
83,9.540229885057473,84,9.56,0.019770114942527783,False
84,9.655172413793105,85,9.671666666666667,0.016494252873561877,False
85,9.770114942528737,86,9.788333333333334,0.01821839080459675,False
86,9.88505747126437,87,9.901666666666667,0.01660919540229777,False
87,10.0,88,10.028333333333334,0.02833333333333421,False
88,10.114942528735632,89,10.041666666666668,0.07327586206896441,False
89,10.229885057471265,90,10.241666666666667,0.01178160919540261,False
90,10.344827586206897,91,10.361666666666668,0.01683908045977134,False
91,10.459770114942529,92,10.483333333333334,0.02356321839080522,False
92,10.574712643678161,93,10.538333333333334,0.03637931034482733,False
93,10.689655172413794,94,10.703333333333333,0.01367816091953955,False
94,10.804597701149426,95,10.801666666666668,0.0029310344827582213,False
95,10.919540229885058,96,10.926666666666668,0.007126436781609513,False
96,11.03448275862069,97,11.030000000000001,0.004482758620689253,False
97,11.149425287356323,98,11.156666666666668,0.007241379310345408,False
98,11.264367816091955,99,11.206666666666667,0.05770114942528792,False
99,11.379310344827587,100,11.388333333333334,0.009022988505746454,False
100,11.49425287356322,101,11.458333333333334,0.03591954022988553,False
101,11.609195402298852,102,11.613333333333333,0.004137931034481568,False
102,11.724137931034484,103,11.723333333333334,0.0008045977011494898,False
103,11.839080459770116,104,11.833333333333334,0.005747126436782324,False
104,11.954022988505749,105,11.943333333333333,0.010689655172415158,False
105,12.06896551724138,106,12.066666666666668,0.0022988505747125743,False
106,12.183908045977013,107,12.171666666666667,0.01224137931034619,False
107,12.298850574712645,108,12.3,0.001149425287355399,False
108,12.413793103448278,109,12.398333333333333,0.015459770114944149,False
109,12.52873563218391,110,12.515,0.013735632183909274,False
110,12.643678160919542,111,12.631666666666668,0.0120114942528744,False
111,12.758620689655173,112,12.743333333333334,0.01528735632183853,False
112,12.873563218390805,113,12.851666666666668,0.021896551724136515,False
113,12.988505747126437,114,12.971666666666668,0.016839080459769562,False
114,13.10344827586207,116,13.118333333333334,0.014885057471264673,False
115,13.218390804597702,116,13.118333333333334,0.10005747126436759,True
116,13.333333333333334,117,13.32,0.013333333333333641,False
117,13.448275862068966,118,13.430000000000001,0.0182758620689647,False
118,13.563218390804598,119,13.541666666666668,0.021551724137930606,False
119,13.67816091954023,120,13.666666666666668,0.011494252873562871,False
120,13.793103448275863,121,13.771666666666668,0.02143678160919471,False
121,13.908045977011495,123,13.916666666666668,0.008620689655172598,False
122,14.022988505747128,124,14.123333333333337,0.1003448275862091,False
123,14.13793103448276,124,14.123333333333337,0.014597701149423159,True
124,14.252873563218392,125,14.223333333333334,0.029540229885057556,False
125,14.367816091954024,126,14.335,0.03281609195402346,False
126,14.482758620689657,127,14.451666666666668,0.031091954022988588,False
127,14.597701149425289,128,14.561666666666667,0.03603448275862142,False
128,14.712643678160921,129,14.643333333333334,0.06931034482758669,False
129,14.827586206896553,130,14.798333333333334,0.029252873563219595,False
130,14.942528735632186,131,14.901666666666667,0.04086206896551836,False
131,15.057471264367818,132,15.021666666666668,0.03580459770114963,False
132,15.17241379310345,133,15.145000000000001,0.027413793103448825,False
133,15.287356321839082,134,15.256666666666668,0.03068965517241473,False
134,15.402298850574715,135,15.361666666666668,0.04063218390804657,False
135,15.517241379310347,136,15.483333333333334,0.03390804597701269,False
136,15.632183908045977,137,15.591666666666667,0.040517241379310676,False
137,15.74712643678161,138,15.701666666666668,0.04545977011494173,False
138,15.862068965517242,139,15.823333333333334,0.03873563218390785,False
139,15.977011494252874,140,15.933333333333334,0.04367816091954069,False
140,16.091954022988507,141,16.055,0.03695402298850681,False
141,16.20689655172414,143,16.238333333333333,0.0314367816091945,False
142,16.32183908045977,144,16.39666666666667,0.07482758620689722,False
143,16.436781609195403,144,16.39666666666667,0.04011494252873504,True
144,16.551724137931036,145,16.505000000000003,0.04672413793103303,False
145,16.666666666666668,146,16.625,0.04166666666666785,False
146,16.7816091954023,147,16.733333333333334,0.048275862068965836,False
147,16.896551724137932,148,16.843333333333334,0.05321839080459867,False
148,17.011494252873565,150,17.043333333333333,0.031839080459768354,False
149,17.126436781609197,151,17.103333333333335,0.023103448275861638,False
150,17.24137931034483,152,17.315,0.0736206896551721,False
151,17.35632183908046,152,17.315,0.041321839080460165,True
152,17.471264367816094,154,17.52166666666667,0.05040229885057457,False
153,17.586206896551726,155,17.643333333333334,0.05712643678160845,False
154,17.70114942528736,155,17.643333333333334,0.05781609195402382,True
155,17.81609195402299,156,17.761666666666667,0.05442528735632379,False
156,17.931034482758623,158,17.955000000000005,0.023965517241382628,False
157,18.045977011494255,159,18.11,0.0640229885057444,False
158,18.160919540229887,159,18.11,0.05091954022988787,True
159,18.27586206896552,160,18.220000000000002,0.05586206896551715,False
160,18.390804597701152,162,18.400000000000002,0.009195402298850297,False
161,18.505747126436784,163,18.55666666666667,0.05091954022988432,False
162,18.620689655172416,164,18.673333333333336,0.052643678160919194,False
163,18.73563218390805,165,18.791666666666668,0.05603448275861922,False
164,18.85057471264368,166,18.900000000000002,0.049425287356321235,False
165,18.965517241379313,167,19.018333333333334,0.05281609195402126,False
166,19.080459770114945,168,19.131666666666668,0.05120689655172228,False
167,19.195402298850578,169,19.243333333333336,0.04793103448275815,False
168,19.31034482758621,170,19.358333333333334,0.04798850574712432,False
169,19.425287356321842,171,19.463333333333335,0.03804597701149248,False
170,19.540229885057474,172,19.548333333333336,0.00810344827586107,False
171,19.655172413793107,173,19.703333333333333,0.04816091954022639,False
172,19.77011494252874,174,19.813333333333336,0.04321839080459711,False
173,19.885057471264368,175,19.921666666666667,0.03660919540229912,False
174,20.0,176,20.03666666666667,0.036666666666668846,False
175,20.114942528735632,177,20.155,0.04005747126436887,False
176,20.229885057471265,178,20.275000000000002,0.0451149425287376,False
177,20.344827586206897,179,20.338333333333335,0.00649425287356209,False
178,20.45977011494253,180,20.413333333333334,0.046436781609195066,False
179,20.57471264367816,181,20.62,0.04528735632183967,False
180,20.689655172413794,182,20.713333333333335,0.023678160919541114,False
181,20.804597701149426,183,20.833333333333336,0.028735632183909843,False
182,20.919540229885058,184,20.953333333333333,0.03379310344827502,False
183,21.03448275862069,185,21.058333333333334,0.02385057471264318,False
184,21.149425287356323,186,21.143333333333334,0.006091954022988233,False
185,21.264367816091955,187,21.30166666666667,0.03729885057471449,False
186,21.379310344827587,188,21.398333333333333,0.01902298850574624,False
187,21.49425287356322,189,21.513333333333335,0.019080459770115965,False
188,21.60919540229885,190,21.631666666666668,0.02247126436781599,False
189,21.724137931034484,191,21.743333333333336,0.01919540229885186,False
190,21.839080459770116,192,21.863333333333333,0.024252873563217037,False
191,21.95402298850575,193,21.986666666666668,0.03264367816091962,False
192,22.06896551724138,194,22.09166666666667,0.02270114942528778,False
193,22.183908045977013,195,22.203333333333333,0.019425287356320098,False
194,22.298850574712645,196,22.315,0.016149425287355967,False
195,22.413793103448278,197,22.433333333333334,0.019540229885055993,False
196,22.52873563218391,198,22.541666666666668,0.012931034482758008,False
197,22.643678160919542,199,22.663333333333334,0.019655172413791888,False
198,22.758620689655174,200,22.776666666666667,0.01804597701149291,False
199,22.873563218390807,201,22.883333333333336,0.009770114942529773,False
200,22.98850574712644,202,23.003333333333334,0.01482758620689495,False
