target_index,target_time_seconds,source_frame_index,source_time_seconds,time_supported
0,0.0,0,0.0,True
1,0.1149425287356322,1,0.2116666666666666,True
2,0.2298850574712644,1,0.2116666666666666,True
3,0.3448275862068966,2,0.3183333333333333,True
4,0.4597701149425288,3,0.44,True
5,0.574712643678161,5,0.5933333333333334,True
6,0.6896551724137931,5,0.5933333333333334,True
7,0.8045977011494253,6,0.795,True
8,0.9195402298850576,7,0.9,True
9,1.0344827586206897,8,1.028333333333333,True
10,1.149425287356322,10,1.1583333333333334,True
11,1.264367816091954,11,1.3433333333333335,True
12,1.3793103448275863,11,1.3433333333333335,True
13,1.4942528735632186,12,1.4683333333333335,True
14,1.6091954022988506,14,1.6183333333333334,True
15,1.7241379310344829,14,1.6183333333333334,True
16,1.8390804597701151,15,1.83,True
17,1.9540229885057472,16,1.9333333333333331,True
18,2.0689655172413794,18,2.0766666666666667,True
19,2.1839080459770117,19,2.206666666666667,True
20,2.298850574712644,19,2.206666666666667,True
21,2.4137931034482762,20,2.4033333333333333,True
22,2.528735632183908,21,2.506666666666667,True
23,2.6436781609195403,22,2.5883333333333334,True
24,2.7586206896551726,23,2.736666666666667,True
25,2.873563218390805,24,2.8583333333333334,True
26,2.988505747126437,25,2.976666666666667,True
27,3.1034482758620694,27,3.1166666666666667,True
28,3.218390804597701,28,3.231666666666667,True
29,3.3333333333333335,29,3.4283333333333337,True
30,3.4482758620689657,29,3.4283333333333337,True
31,3.563218390804598,30,3.561666666666667,True
32,3.6781609195402303,31,3.6633333333333336,True
33,3.7931034482758625,32,3.7783333333333338,True
34,3.9080459770114944,33,3.8833333333333337,True
35,4.022988505747127,34,4.008333333333334,True
36,4.137931034482759,35,4.113333333333333,True
37,4.252873563218391,36,4.235,True
38,4.367816091954023,37,4.356666666666667,True
39,4.482758620689656,39,4.491666666666667,True
40,4.597701149425288,41,4.578333333333334,True
41,4.71264367816092,42,4.691666666666667,True
42,4.8275862068965525,43,4.808333333333334,True
43,4.942528735632185,44,4.973333333333334,True
44,5.057471264367816,45,5.031666666666667,True
45,5.172413793103448,46,5.148333333333333,True
46,5.287356321839081,47,5.255,True
47,5.402298850574713,48,5.376666666666667,True
48,5.517241379310345,49,5.493333333333334,True
49,5.6321839080459775,50,5.596666666666667,True
50,5.74712643678161,52,5.745,True
51,5.862068965517242,53,5.961666666666667,True
52,5.977011494252874,53,5.961666666666667,True
53,6.0919540229885065,54,6.021666666666667,True
