epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.3678,5.17534,10.1639,3.31968,0,0,0,0,0,0,0,5e-05,5e-05,0.09505
2,2.26542,3.30469,5.27926,1.49614,0,0,0,0,0,0,0,0.000109505,0.000109505,0.0891095
3,3.15536,3.21714,4.96732,1.43315,0,0,0,0,0,0,0,0.00016847,0.00016847,0.0831685
4,3.99853,3.11055,4.38482,1.32643,0,0,0,0,0,0,0,0.000226895,0.000226895,0.0772269
5,4.93241,3.36424,4.06261,1.46463,0,0,0,0,0,0,0,0.00028478,0.00028478,0.0712848
6,5.77691,2.99975,3.76875,1.33466,0,0,0,0,0,0,0,0.000342125,0.000342125,0.0653421
7,6.6254,3.05558,3.66781,1.30527,0,0,0,0,0,0,0,0.00039893,0.00039893,0.0593989
8,7.44083,2.87586,3.3166,1.22927,0,0,0,0,0,0,0,0.000455195,0.000455195,0.0534552
9,8.26285,3.05977,3.38945,1.31491,0,0,0,0,0,0,0,0.00051092,0.00051092,0.0475109
10,9.1477,2.88192,3.098,1.31837,0,0,0,0,0,0,0,0.000566105,0.000566105,0.0415661
11,9.96441,2.80062,2.50831,1.25388,0,0,0,0,0,0,0,0.00062075,0.00062075,0.0356207
12,10.8471,2.98854,2.61157,1.29311,0,0,0,0,0,0,0,0.000674855,0.000674855,0.0296749
13,11.7135,2.92506,2.54522,1.29624,0,0,0,0,0,0,0,0.00072842,0.00072842,0.0237284
14,12.6332,3.00576,2.41977,1.3308,0,0,0,0,0,0,0,0.000781445,0.000781445,0.0177814
15,13.465,2.74708,2.37373,1.27083,0,0,0,0,0,0,0,0.00083393,0.00083393,0.0118339
16,14.2816,2.87616,2.27265,1.2832,0,0,0,0,0,0,0,0.000885875,0.000885875,0.00588587
17,15.1415,2.77655,2.33036,1.22624,0,0,0,0,0,0,0,0.000928,0.000928,0.000928
18,15.933,2.7391,2.29959,1.27316,0,0,0,0,0,0,0,0.0009235,0.0009235,0.0009235
19,16.7635,2.64846,2.21185,1.23746,0,0,0,0,0,0,0,0.000919,0.000919,0.000919
20,17.5855,2.77832,2.27529,1.28142,0,0,0,0,0,0,0,0.0009145,0.0009145,0.0009145
21,18.4786,2.77666,2.23387,1.27326,0,0,0,0,0,0,0,0.00091,0.00091,0.00091
22,19.473,2.63283,1.95441,1.21978,0,0,0,0,0,0,0,0.0009055,0.0009055,0.0009055
23,20.3739,2.72219,1.99327,1.28643,0,0,0,0,0,0,0,0.000901,0.000901,0.000901
24,21.232,2.52095,1.87186,1.21974,0,0,0,0,0,0,0,0.0008965,0.0008965,0.0008965
25,22.12,2.57513,2.05881,1.23587,0,0,0,0,0,0,0,0.000892,0.000892,0.000892
26,23.1222,2.57381,1.82363,1.18561,0,0,0,0,0,0,0,0.0008875,0.0008875,0.0008875
27,24.0286,2.77262,1.91063,1.29826,0,0,0,0,0,0,0,0.000883,0.000883,0.000883
28,24.8868,2.57296,1.8582,1.22439,0,0,0,0,0,0,0,0.0008785,0.0008785,0.0008785
29,25.7688,2.60904,1.82666,1.24516,0,0,0,0,0,0,0,0.000874,0.000874,0.000874
30,26.6682,2.33632,1.80351,1.19381,0,0,0,0,0,0,0,0.0008695,0.0008695,0.0008695
31,27.6043,2.41964,1.83635,1.21207,0,0,0,0,0,0,0,0.000865,0.000865,0.000865
32,28.4407,2.37925,1.93209,1.17096,0,0,0,0,0,0,0,0.0008605,0.0008605,0.0008605
33,29.3076,2.294,1.70766,1.20256,0,0,0,0,0,0,0,0.000856,0.000856,0.000856
34,30.1355,2.40987,1.85032,1.24199,0,0,0,0,0,0,0,0.0008515,0.0008515,0.0008515
35,31.0545,2.52574,1.84276,1.20348,0,0,0,0,0,0,0,0.000847,0.000847,0.000847
36,32.0385,2.28461,1.72453,1.20651,0,0,0,0,0,0,0,0.0008425,0.0008425,0.0008425
37,32.9093,2.29751,1.64569,1.13956,0,0,0,0,0,0,0,0.000838,0.000838,0.000838
38,33.7216,2.33014,1.71596,1.16988,0,0,0,0,0,0,0,0.0008335,0.0008335,0.0008335
39,34.7168,2.23578,1.5877,1.11479,0,0,0,0,0,0,0,0.000829,0.000829,0.000829
40,35.5643,2.30366,1.51792,1.18344,0,0,0,0,0,0,0,0.0008245,0.0008245,0.0008245
41,36.4403,2.21929,1.49052,1.09638,0,0,0,0,0,0,0,0.00082,0.00082,0.00082
42,37.278,2.26514,1.64453,1.12162,0,0,0,0,0,0,0,0.0008155,0.0008155,0.0008155
43,38.1341,2.31109,1.58698,1.19481,0,0,0,0,0,0,0,0.000811,0.000811,0.000811
44,39.0638,2.32365,1.57822,1.13624,0,0,0,0,0,0,0,0.0008065,0.0008065,0.0008065
45,39.9108,2.28441,1.44948,1.13224,0,0,0,0,0,0,0,0.000802,0.000802,0.000802
46,40.7282,2.21316,1.63304,1.07997,0,0,0,0,0,0,0,0.0007975,0.0007975,0.0007975
47,41.5824,2.11749,1.63007,1.07908,0,0,0,0,0,0,0,0.000793,0.000793,0.000793
48,42.5144,2.14076,1.34494,1.07017,0,0,0,0,0,0,0,0.0007885,0.0007885,0.0007885
49,43.4942,2.1462,1.87684,1.13752,0,0,0,0,0,0,0,0.000784,0.000784,0.000784
50,44.427,2.18201,1.48289,1.06409,0,0,0,0,0,0,0,0.0007795,0.0007795,0.0007795
51,45.3314,2.17014,1.3092,1.11064,0,0,0,0,0,0,0,0.000775,0.000775,0.000775
52,46.2852,2.05628,1.49706,1.06943,0,0,0,0,0,0,0,0.0007705,0.0007705,0.0007705
53,47.2016,2.12474,1.37608,1.05715,0,0,0,0,0,0,0,0.000766,0.000766,0.000766
54,48.253,2.0636,1.40701,1.06882,0,0,0,0,0,0,0,0.0007615,0.0007615,0.0007615
