frame_name,left_temp,right_temp,left_source,right_source,roi_radius,status
frame_000094.jpg,,,missing,missing,20,no_valid_nostril
frame_000095.jpg,,,missing,missing,20,no_valid_nostril
frame_000096.jpg,,,missing,missing,20,no_valid_nostril
frame_000097.jpg,,,missing,missing,20,no_valid_nostril
frame_000098.jpg,,,missing,missing,20,no_valid_nostril
frame_000099.jpg,,,missing,missing,20,no_valid_nostril
frame_000100.jpg,,,missing,missing,20,no_valid_nostril
frame_000101.jpg,32.02891641802736,,detected,missing,20,ok
frame_000102.jpg,31.780330187864074,,detected,missing,20,ok
frame_000103.jpg,,,missing,missing,20,no_valid_nostril
frame_000104.jpg,32.58814362185689,,detected,missing,20,ok
frame_000105.jpg,,,missing,missing,20,no_valid_nostril
frame_000106.jpg,,,missing,missing,20,no_valid_nostril
frame_000107.jpg,32.29094163829969,,detected,missing,20,ok
frame_000108.jpg,,,missing,missing,20,no_valid_nostril
frame_000109.jpg,,,missing,missing,20,no_valid_nostril
frame_000110.jpg,,,missing,missing,20,no_valid_nostril
frame_000111.jpg,,,missing,missing,20,no_valid_nostril
frame_000112.jpg,,,missing,missing,20,no_valid_nostril
frame_000113.jpg,,,missing,missing,20,no_valid_nostril
frame_000114.jpg,,,missing,missing,20,no_valid_nostril
frame_000115.jpg,,,missing,missing,20,no_valid_nostril
frame_000116.jpg,,,missing,missing,20,no_valid_nostril
frame_000117.jpg,,,missing,missing,20,no_valid_nostril
frame_000118.jpg,,,missing,missing,20,no_valid_nostril
frame_000119.jpg,,,missing,missing,20,no_valid_nostril
frame_000120.jpg,,,missing,missing,20,no_valid_nostril
frame_000121.jpg,,,missing,missing,20,no_valid_nostril
frame_000122.jpg,,,missing,missing,20,no_valid_nostril
frame_000123.jpg,,,missing,missing,20,no_valid_nostril
frame_000124.jpg,,,missing,missing,20,no_valid_nostril
frame_000125.jpg,32.99120539690913,,detected,missing,20,ok
frame_000126.jpg,33.014496338849696,,detected,missing,20,ok
frame_000127.jpg,33.00112519319911,,detected,missing,20,ok
frame_000128.jpg,32.83891445920873,,detected,missing,20,ok
frame_000129.jpg,,,missing,missing,20,no_valid_nostril
frame_000130.jpg,,,missing,missing,20,no_valid_nostril
frame_000131.jpg,,,missing,missing,20,no_valid_nostril
frame_000132.jpg,32.78402329981718,,detected,missing,20,ok
frame_000133.jpg,32.90503165590948,,detected,missing,20,ok
frame_000134.jpg,32.866180101229006,,detected,missing,20,ok
frame_000135.jpg,,,missing,missing,20,no_valid_nostril
frame_000136.jpg,32.999962607653984,,detected,missing,20,ok
frame_000137.jpg,,,missing,missing,20,no_valid_nostril
frame_000138.jpg,,,missing,missing,20,no_valid_nostril
frame_000139.jpg,,,missing,missing,20,no_valid_nostril
frame_000140.jpg,,,missing,missing,20,no_valid_nostril
frame_000141.jpg,,,missing,missing,20,no_valid_nostril
frame_000142.jpg,,,missing,missing,20,no_valid_nostril
frame_000143.jpg,,,missing,missing,20,no_valid_nostril
frame_000144.jpg,,,missing,missing,20,no_valid_nostril
frame_000145.jpg,,,missing,missing,20,no_valid_nostril
frame_000146.jpg,27.61412479512078,,detected,missing,20,ok
frame_000147.jpg,,,missing,missing,20,no_valid_nostril
frame_000148.jpg,,,missing,missing,20,no_valid_nostril
frame_000149.jpg,,,missing,missing,20,no_valid_nostril
frame_000150.jpg,,,missing,missing,20,no_valid_nostril
frame_000151.jpg,,,missing,missing,20,no_valid_nostril
frame_000152.jpg,32.51415081839062,,detected,missing,20,ok
frame_000153.jpg,,,missing,missing,20,no_valid_nostril
frame_000154.jpg,,,missing,missing,20,no_valid_nostril
frame_000155.jpg,,,missing,missing,20,no_valid_nostril
frame_000156.jpg,,,missing,missing,20,no_valid_nostril
frame_000157.jpg,32.589026181244925,,detected,missing,20,ok
frame_000158.jpg,,,missing,missing,20,no_valid_nostril
frame_000159.jpg,,,missing,missing,20,no_valid_nostril
frame_000160.jpg,,,missing,missing,20,no_valid_nostril
frame_000161.jpg,,,missing,missing,20,no_valid_nostril
frame_000162.jpg,,,missing,missing,20,no_valid_nostril
frame_000163.jpg,,,missing,missing,20,no_valid_nostril
frame_000164.jpg,,,missing,missing,20,no_valid_nostril
frame_000165.jpg,,,missing,missing,20,no_valid_nostril
frame_000166.jpg,,,missing,missing,20,no_valid_nostril
frame_000167.jpg,,,missing,missing,20,no_valid_nostril
frame_000168.jpg,,,missing,missing,20,no_valid_nostril
frame_000169.jpg,,,missing,missing,20,no_valid_nostril
frame_000170.jpg,,,missing,missing,20,no_valid_nostril
frame_000171.jpg,,,missing,missing,20,no_valid_nostril
frame_000172.jpg,,,missing,missing,20,no_valid_nostril
frame_000173.jpg,31.653581173796606,,detected,missing,20,ok
frame_000174.jpg,31.871605775485474,,detected,missing,20,ok
frame_000175.jpg,32.32234511546386,,detected,missing,20,ok
frame_000176.jpg,32.32234511546386,,detected,missing,20,ok
frame_000177.jpg,32.331424942086365,,detected,missing,20,ok
frame_000178.jpg,,,missing,missing,20,no_valid_nostril
frame_000179.jpg,,,missing,missing,20,no_valid_nostril
frame_000180.jpg,,,missing,missing,20,no_valid_nostril
frame_000181.jpg,,,missing,missing,20,no_valid_nostril
frame_000182.jpg,,,missing,missing,20,no_valid_nostril
frame_000183.jpg,,,missing,missing,20,no_valid_nostril
frame_000184.jpg,,,missing,missing,20,no_valid_nostril
frame_000185.jpg,,,missing,missing,20,no_valid_nostril
frame_000186.jpg,,,missing,missing,20,no_valid_nostril
frame_000187.jpg,,,missing,missing,20,no_valid_nostril
frame_000188.jpg,,,missing,missing,20,no_valid_nostril
frame_000189.jpg,,,missing,missing,20,no_valid_nostril
frame_000190.jpg,,,missing,missing,20,no_valid_nostril
frame_000191.jpg,,,missing,missing,20,no_valid_nostril
frame_000192.jpg,32.10800100830163,,detected,missing,20,ok
frame_000193.jpg,32.22910062072722,,detected,missing,20,ok
frame_000194.jpg,32.461786655257114,,detected,missing,20,ok
frame_000195.jpg,32.75642258810503,,detected,missing,20,ok
frame_000196.jpg,32.67704335900105,,detected,missing,20,ok
frame_000197.jpg,32.78880016029869,,detected,missing,20,ok
frame_000198.jpg,32.800199899161726,,detected,missing,20,ok
frame_000199.jpg,32.83539215674028,,detected,missing,20,ok
frame_000200.jpg,32.83479829920392,,detected,missing,20,ok
frame_000201.jpg,32.80833446192564,,detected,missing,20,ok
frame_000202.jpg,32.84772547197689,,detected,missing,20,ok
frame_000203.jpg,32.84258977383647,,detected,missing,20,ok
frame_000204.jpg,32.84367730063447,,detected,missing,20,ok
frame_000205.jpg,32.91030147224409,,detected,missing,20,ok
frame_000206.jpg,32.546235785975036,,detected,missing,20,ok
frame_000207.jpg,32.48467940822843,,detected,missing,20,ok
frame_000208.jpg,32.40063476280734,,detected,missing,20,ok
frame_000209.jpg,32.36341626715651,,detected,missing,20,ok
frame_000210.jpg,32.234454585548846,,detected,missing,20,ok
frame_000211.jpg,32.02531424419413,,detected,missing,20,ok
frame_000212.jpg,32.056789424070345,,detected,missing,20,ok
frame_000213.jpg,32.25557131425471,,detected,missing,20,ok
frame_000214.jpg,32.12149508894884,,detected,missing,20,ok
frame_000215.jpg,32.56296767121569,,detected,missing,20,ok
frame_000216.jpg,32.062637965882764,,detected,missing,20,ok
frame_000217.jpg,,,missing,missing,20,no_valid_nostril
frame_000218.jpg,,,missing,missing,20,no_valid_nostril
frame_000219.jpg,,,missing,missing,20,no_valid_nostril
frame_000220.jpg,,,missing,missing,20,no_valid_nostril
frame_000221.jpg,,,missing,missing,20,no_valid_nostril
frame_000222.jpg,,,missing,missing,20,no_valid_nostril
frame_000223.jpg,,,missing,missing,20,no_valid_nostril
frame_000224.jpg,,,missing,missing,20,no_valid_nostril
frame_000225.jpg,,,missing,missing,20,no_valid_nostril
frame_000226.jpg,,,missing,missing,20,no_valid_nostril
frame_000227.jpg,,,missing,missing,20,no_valid_nostril
frame_000228.jpg,,,missing,missing,20,no_valid_nostril
frame_000229.jpg,,,missing,missing,20,no_valid_nostril
frame_000230.jpg,,,missing,missing,20,no_valid_nostril
frame_000231.jpg,,,missing,missing,20,no_valid_nostril
frame_000232.jpg,,,missing,missing,20,no_valid_nostril
frame_000233.jpg,,,missing,missing,20,no_valid_nostril
frame_000234.jpg,,,missing,missing,20,no_valid_nostril
frame_000235.jpg,,,missing,missing,20,no_valid_nostril
frame_000236.jpg,,,missing,missing,20,no_valid_nostril
frame_000237.jpg,,,missing,missing,20,no_valid_nostril
frame_000238.jpg,,,missing,missing,20,no_valid_nostril
frame_000239.jpg,,,missing,missing,20,no_valid_nostril
frame_000240.jpg,32.6956527145819,,detected,missing,20,ok
