window_id,farm,source_path,source_session,start_seconds,duration_seconds,sampling_rule,sampled_fingerprint,file_id,verified_cow_id,source_sha256,prediction_status,predicted_count,duration_seconds_prediction,method_manifest_sha256,source_sha256_prediction,reason,frame_shape,timestamp_policy_status,grid_frames,radius_min,radius_max,exponent,video_id,video_path,source_path_reference,source_start_seconds,duration_seconds_reference,annotation_round,annotator,annotation_status,manual_breath_count,event_definition,predictions_hidden,reference_notes,analysis_role,Unnamed: 14,备注,source_annotation_status,blinding_source,count_reference_role,event_reference_ready,primary_included,exclusion_reason,truth_count,truth_rr_bpm,predicted_rr_bpm
jiufu_2fc7ddf8f284e4_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T092718-627.MP4,20240801T092718_627,0.0,30.0,first_30_seconds_predeclared_not_best_segment,c4430b8b76aeb542cca0a85647b1c8ddcecce5585a0d2e111127c7108971633c,jiufu_2fc7ddf8f284e4,627,dc4fd35dcbafffdfaee9c5681f064fb156b8ca381ad9aa3cd24a3a12aab6f3de,ok,18.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,dc4fd35dcbafffdfaee9c5681f064fb156b8ca381ad9aa3cd24a3a12aab6f3de,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,17.0,21.0,0.5,jiufu_2fc7ddf8f284e4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T092718-627.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T092718-627.MP4,0,30,R1,1,complete,15,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,15.0,30.0,36.0
jiufu_a04e9f770a2bb9_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093041-606.MP4,20240801T093041_606,0.0,30.0,first_30_seconds_predeclared_not_best_segment,4d48ace6c21bbafd7f41f8cd8058f2dee227f338ee06793fa7989aab282e6a4e,jiufu_a04e9f770a2bb9,606,3af8e3f457be218332c68383bdda5ce85ff828dcb09f3c01dd6185008d654e25,ok,20.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,3af8e3f457be218332c68383bdda5ce85ff828dcb09f3c01dd6185008d654e25,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,17.0,23.0,1.0,jiufu_a04e9f770a2bb9,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093041-606.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093041-606.MP4,0,30,R1,1,complete,22,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,22.0,44.0,40.0
jiufu_333df78fe49441_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093303-878.MP4,20240801T093303_878,0.0,30.0,first_30_seconds_predeclared_not_best_segment,6b0ece79311724cd54aa55a8c2b36e6bdf2d60f117e8ec99e712f9dc03ad52d1,jiufu_333df78fe49441,878,83870099a9e924c15cadf97e1692df31d1ab071af60517688c5c7a376fedf9bd,ok,15.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,83870099a9e924c15cadf97e1692df31d1ab071af60517688c5c7a376fedf9bd,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,16.0,22.0,1.0,jiufu_333df78fe49441,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093303-878.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093303-878.MP4,0,30,R1,1,complete,13,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,13.0,26.0,30.0
jiufu_4263d1ee2b7d38_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093518-A1022211.MP4,20240801T093518_A1022211,0.0,30.0,first_30_seconds_predeclared_not_best_segment,c5edff49ecc895b0dabc06792154996039b4c5bc99709ca934112621ae90d922,jiufu_4263d1ee2b7d38,A1022211,a8c54a7b26e0d5fb38a9b064a929c541c36a2ad1ae420cb9e88f7ab3705737b9,ok,20.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,a8c54a7b26e0d5fb38a9b064a929c541c36a2ad1ae420cb9e88f7ab3705737b9,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,18.0,22.0,1.0,jiufu_4263d1ee2b7d38,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093518-A1022211.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093518-A1022211.MP4,0,30,R1,1,complete,21,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,21.0,42.0,40.0
jiufu_ce8fcc51bec8d3_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094515-610.MP4,20240801T094515_610,0.0,30.0,first_30_seconds_predeclared_not_best_segment,46e9b0dae04a42093ea6c88d10293c1e5b6f2ec37579761c9e0cb020fa3223ad,jiufu_ce8fcc51bec8d3,610,92bf16ec2260fe57295dbb4f7ecb1ebace1c6b7f25be5192bcf9d1488971a8a9,ok,13.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,92bf16ec2260fe57295dbb4f7ecb1ebace1c6b7f25be5192bcf9d1488971a8a9,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,16.0,21.0,0.5,jiufu_ce8fcc51bec8d3,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094515-610.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094515-610.MP4,0,30,R1,1,complete,12,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,12.0,24.0,26.0
jiufu_e3cef2504bbb4a_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094721-678.MP4,20240801T094721_678,0.0,30.0,first_30_seconds_predeclared_not_best_segment,8a20cbccf6d43489ee299499848cf827fd030d764ad9c59b9c166261b4a10603,jiufu_e3cef2504bbb4a,678,cd601f2151c9a9a3356148f8762bbf18733d3a1e16fbe05670d1abae8e23fb00,ok,15.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,cd601f2151c9a9a3356148f8762bbf18733d3a1e16fbe05670d1abae8e23fb00,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,16.0,22.0,0.5,jiufu_e3cef2504bbb4a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094721-678.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094721-678.MP4,0,30,R1,1,complete,14,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,14.0,28.0,30.0
jiufu_d7a117e86dae24_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095015-604.MP4,20240801T095015_604,0.0,30.0,first_30_seconds_predeclared_not_best_segment,12294a798d89b7197bd3810ee357a3165108bf10f078104f9e723464929b4372,jiufu_d7a117e86dae24,604,1b7e313155fc17e572cd0779c403a3e4afae9731d5e6bebad283581a1fdadf95,ok,15.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,1b7e313155fc17e572cd0779c403a3e4afae9731d5e6bebad283581a1fdadf95,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,16.0,23.0,0.5,jiufu_d7a117e86dae24,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095015-604.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095015-604.MP4,0,30,R1,1,complete,17,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,17.0,34.0,30.0
jiufu_f339ead1fdb0ac_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095308-648.MP4,20240801T095308_648,0.0,30.0,first_30_seconds_predeclared_not_best_segment,a418f3c94d17449d8da21b2f085e3694a60704d46f49d73a7b158ce1f4339a27,jiufu_f339ead1fdb0ac,648,39f4544e3307ad3c0cdceed46d63e832c2fd80626e1716605e565d91d8c7381c,ok,18.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,39f4544e3307ad3c0cdceed46d63e832c2fd80626e1716605e565d91d8c7381c,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,16.0,23.0,0.5,jiufu_f339ead1fdb0ac,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095308-648.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095308-648.MP4,0,30,R1,1,complete,13,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,13.0,26.0,36.0
jiufu_6f2025aac495fd_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095910-921.MP4,20240801T095910_921,0.0,30.0,first_30_seconds_predeclared_not_best_segment,70ed09b467eaa44754aa3f5c2f9a58a1ba8e0660a3862322fac5451861ae2d04,jiufu_6f2025aac495fd,921,414ebd7f27dff11a0e885a8d0016481ea268c20c09c0e96ae58a44aabfd3ed0d,ok,18.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,414ebd7f27dff11a0e885a8d0016481ea268c20c09c0e96ae58a44aabfd3ed0d,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,16.0,22.0,1.0,jiufu_6f2025aac495fd,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095910-921.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095910-921.MP4,0,30,R1,1,complete,16,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,16.0,32.0,36.0
jiufu_92e9f652faa64a_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100106-1145.MP4,20240801T100106_1145,0.0,30.0,first_30_seconds_predeclared_not_best_segment,b2d14ddb8d74750ed178c9cbe4912dccefde4848422a48c6d6f5dab819ea25d4,jiufu_92e9f652faa64a,1145,c507aa50b88283c0725694f198f82e4d23bd5f561f3b0edd9c3dfae2f90582a4,ok,18.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,c507aa50b88283c0725694f198f82e4d23bd5f561f3b0edd9c3dfae2f90582a4,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,17.0,23.0,1.0,jiufu_92e9f652faa64a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100106-1145.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100106-1145.MP4,0,30,R1,1,complete,23,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,23.0,46.0,36.0
jiufu_fe09caa146ddbd_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100313-648.MP4,20240801T100313_648,0.0,30.0,first_30_seconds_predeclared_not_best_segment,7ad3cce13070db190d439cf02673a588cb5ca99e4d1ba2bd4823ec33b1148da4,jiufu_fe09caa146ddbd,648,20b50e04e47775454a5bbbb1ecc559ceda5b74a12aff216c3fc3ad698b6e1dcb,ok,13.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,20b50e04e47775454a5bbbb1ecc559ceda5b74a12aff216c3fc3ad698b6e1dcb,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,18.0,24.0,0.5,jiufu_fe09caa146ddbd,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100313-648.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100313-648.MP4,0,30,R1,1,complete,13,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,13.0,26.0,26.0
jiufu_f6c192eaf6c290_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100653-854.MP4,20240801T100653_854,0.0,30.0,first_30_seconds_predeclared_not_best_segment,c7eb163bf22917c24617ff070eeeb142017150ce536183ece951d20b07a74436,jiufu_f6c192eaf6c290,854,1ed1b887496a8f3de52515bec7d1d8fd2673f190103b98d55820036f1763d1fe,ok,8.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,1ed1b887496a8f3de52515bec7d1d8fd2673f190103b98d55820036f1763d1fe,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,17.0,22.0,0.5,jiufu_f6c192eaf6c290,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100653-854.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100653-854.MP4,0,30,R1,1,complete,11,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,11.0,22.0,16.0
jiufu_42e874dae20aee_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100920-868.MP4,20240801T100920_868,0.0,30.0,first_30_seconds_predeclared_not_best_segment,7a2f4b715c90e049099904303e10bc17cb990b93f27eaf15be112d295636ae55,jiufu_42e874dae20aee,868,4e2b25d04b4b5a6c434fce2f49b30cd82bf63883ab5ae0baa8f1b4272bcaa5d6,ok,7.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,4e2b25d04b4b5a6c434fce2f49b30cd82bf63883ab5ae0baa8f1b4272bcaa5d6,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,17.0,24.0,0.5,jiufu_42e874dae20aee,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100920-868.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100920-868.MP4,0,30,R1,1,complete,7,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,7.0,14.0,14.0
jiufu_b45e99f5e3803e_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T101921-1290.MP4,20240801T101921_1290,0.0,30.0,first_30_seconds_predeclared_not_best_segment,8456703c3da0558603ff34f687457a29a2ed6a7edcf9ca86862be5c34174b2bf,jiufu_b45e99f5e3803e,1290,81627a3cc2d2d9f89323ac002a5411c83160327fe20f387cf4d4329fe7668d4f,ok,23.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,81627a3cc2d2d9f89323ac002a5411c83160327fe20f387cf4d4329fe7668d4f,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,16.0,24.0,1.0,jiufu_b45e99f5e3803e,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T101921-1290.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T101921-1290.MP4,0,30,R1,1,complete,21,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,21.0,42.0,46.0
jiufu_b7367092cbf12f_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102603-1039.MP4,20240801T102603_1039,0.0,30.0,first_30_seconds_predeclared_not_best_segment,71b77792b808ea292b6c2ebf1c7ee632506dbd5e581390063bb070b87c60dd47,jiufu_b7367092cbf12f,1039,0e27ceb6c1e0eca8da814308c527ccd11a5d8abaa49309963c81037b0efc0d46,ok,12.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,0e27ceb6c1e0eca8da814308c527ccd11a5d8abaa49309963c81037b0efc0d46,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,18.0,24.0,1.0,jiufu_b7367092cbf12f,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102603-1039.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102603-1039.MP4,0,30,R1,1,complete,18,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,18.0,36.0,24.0
jiufu_b42fb594523377_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102838-987.MP4,20240801T102838_987,0.0,30.0,first_30_seconds_predeclared_not_best_segment,5b8678b9650bda903df9f440303d4e4040d88d89c7e1f3ae0fbbf499c98e9384,jiufu_b42fb594523377,987,f1bffff8ecf658ccebcdd98145901d13b9acc21bed71a7af5b8998ee1d2096ba,ok,17.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,f1bffff8ecf658ccebcdd98145901d13b9acc21bed71a7af5b8998ee1d2096ba,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,19.0,24.0,0.5,jiufu_b42fb594523377,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102838-987.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102838-987.MP4,0,30,R1,1,complete,17,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,17.0,34.0,34.0
jiufu_fbaed9c05fdf1a_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T104244-874.MP4,20240801T104244_874,0.0,30.0,first_30_seconds_predeclared_not_best_segment,7f3f52b23f5a6098a8970ba06938851e6eca7fd43a07c188aee5b60e779fe22d,jiufu_fbaed9c05fdf1a,874,3700cad6dd252944f5381ada41fd336982b329aba3762d37f23da32513cb87cd,ok,19.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,3700cad6dd252944f5381ada41fd336982b329aba3762d37f23da32513cb87cd,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,18.0,21.0,0.5,jiufu_fbaed9c05fdf1a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T104244-874.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T104244-874.MP4,0,30,R1,1,complete,16,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,16.0,32.0,38.0
jiufu_c2f523dbca4113_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105204-919.MP4,20240801T105204_919,0.0,30.0,first_30_seconds_predeclared_not_best_segment,28bf06bd11971d5fcb9681486dac3fd99fb28735861b26846a5e99757d33c4d8,jiufu_c2f523dbca4113,919,733bbcbd358444bb0d7a9ee8bb79add712b4c40aedac5ef4418ca8197360e0b2,ok,16.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,733bbcbd358444bb0d7a9ee8bb79add712b4c40aedac5ef4418ca8197360e0b2,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,16.0,21.0,0.5,jiufu_c2f523dbca4113,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105204-919.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105204-919.MP4,0,30,R1,1,complete,14,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,14.0,28.0,32.0
jiufu_19a4aa849045e9_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105433-1185.MP4,20240801T105433_1185,0.0,30.0,first_30_seconds_predeclared_not_best_segment,dc6f63619b2a044bc58dacb1276e7f3aef5d5ef20fc11cb2bb3b48a55c4b6d7d,jiufu_19a4aa849045e9,1185,860fd9039d3b982d05c6f686a6b54202d89be1a3535ee1f77b3e8696344269bc,ok,18.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,860fd9039d3b982d05c6f686a6b54202d89be1a3535ee1f77b3e8696344269bc,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,18.0,22.0,0.5,jiufu_19a4aa849045e9,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105433-1185.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105433-1185.MP4,0,30,R1,1,complete,17,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,17.0,34.0,36.0
jiufu_bfba3aa9a87b7c_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105702-A1022181.MP4,20240801T105702_A1022181,0.0,30.0,first_30_seconds_predeclared_not_best_segment,e749bc33852d9ffaa3b5ff29c53d24c1654e5ff02123aa780c788e677d2bedaa,jiufu_bfba3aa9a87b7c,A1022181,d6d61fa6c29c5197ec8a64cbcffdbad49d1367991f470ebab9b27db7f492be4d,ok,20.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,d6d61fa6c29c5197ec8a64cbcffdbad49d1367991f470ebab9b27db7f492be4d,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,17.0,22.0,0.5,jiufu_bfba3aa9a87b7c,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105702-A1022181.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105702-A1022181.MP4,0,30,R1,1,complete,17,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,17.0,34.0,40.0
jiufu_542013dcb78dc0_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090139-878.MP4,20240802T090139_878,0.0,30.0,first_30_seconds_predeclared_not_best_segment,b897505c640ec41364efd22714bb620895b83008a1f4bf15d47edd79d351b262,jiufu_542013dcb78dc0,878,ada9a22034755b88484b68b4ee417ad5788b3898f6ae784a5ed6357c692c6626,ok,16.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,ada9a22034755b88484b68b4ee417ad5788b3898f6ae784a5ed6357c692c6626,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,18.0,24.0,0.5,jiufu_542013dcb78dc0,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090139-878.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090139-878.MP4,0,30,R1,1,complete,15,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,15.0,30.0,32.0
jiufu_596ccaaf7a001c_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090335-632.MP4,20240802T090335_632,0.0,30.0,first_30_seconds_predeclared_not_best_segment,f11e9ebf11d4728ca06b6b31c5b256da0dcde624ea6cc44b3be27366bb2a5520,jiufu_596ccaaf7a001c,632,15726609d7c7d6844c5fa154fe5ba5c30410cc9dd8cb66b65843d3a5ab9d7a83,ok,14.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,15726609d7c7d6844c5fa154fe5ba5c30410cc9dd8cb66b65843d3a5ab9d7a83,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,16.0,22.0,0.5,jiufu_596ccaaf7a001c,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090335-632.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090335-632.MP4,0,30,R1,1,complete,14,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,14.0,28.0,28.0
jiufu_a1fad2b6534006_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T091448-353.MP4,20240802T091448_353,0.0,30.0,first_30_seconds_predeclared_not_best_segment,02648799ad550c3348632e1266925ef20f8fa5df93247af109d8cc67737f6fc2,jiufu_a1fad2b6534006,353,17254863f5c9fcb48cb26c95bad4074e1eb145eb91479289b32bff445505adb2,ok,12.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,17254863f5c9fcb48cb26c95bad4074e1eb145eb91479289b32bff445505adb2,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,16.0,23.0,1.0,jiufu_a1fad2b6534006,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T091448-353.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T091448-353.MP4,0,30,R1,1,complete,18,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,18.0,36.0,24.0
