window_id,farm,source_path,source_session,start_seconds,duration_seconds,sampling_rule,sampled_fingerprint,file_id,verified_cow_id,source_sha256,prediction_status,predicted_count,duration_seconds_prediction,method_manifest_sha256,source_sha256_prediction,reason,frame_shape,timestamp_policy_status,grid_frames,radius_min,radius_max,exponent,video_id,video_path,source_path_reference,source_start_seconds,duration_seconds_reference,annotation_round,annotator,annotation_status,manual_breath_count,event_definition,predictions_hidden,reference_notes,analysis_role,Unnamed: 14,备注,source_annotation_status,blinding_source,count_reference_role,event_reference_ready,primary_included,exclusion_reason,truth_count,truth_rr_bpm,predicted_rr_bpm
jiufu_4923eea2509695_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T092151-1308.MP4,20240802T092151_1308,0.0,30.0,first_30_seconds_predeclared_not_best_segment,959efc156a3d85cb4fe3f5dfc60c90ef035bc6000424dd9d5551d58039b2b09a,jiufu_4923eea2509695,1308,aa6658c307f84cc6f723b34ab183e9727806e67b9ded89220bfae12da67bde8e,ok,23.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,aa6658c307f84cc6f723b34ab183e9727806e67b9ded89220bfae12da67bde8e,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,17.0,21.0,0.5,jiufu_4923eea2509695,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T092151-1308.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T092151-1308.MP4,0,30,R1,1,complete,21,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,21.0,42.0,46.0
jiufu_24afbde80aa2d4_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T093003-493.MP4,20240802T093003_493,0.0,30.0,first_30_seconds_predeclared_not_best_segment,c41c0917a157f1e5ea898499d8f5f0ac18a2661f06b0b4f420dc7f6fc2461b1e,jiufu_24afbde80aa2d4,493,8949a97c6a49f88f29d89ccb8b605d634f259f70f06332dececcbca6ebbf6e1d,ok,7.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,8949a97c6a49f88f29d89ccb8b605d634f259f70f06332dececcbca6ebbf6e1d,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,16.0,22.0,1.0,jiufu_24afbde80aa2d4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T093003-493.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T093003-493.MP4,0,30,R1,1,complete,7,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,7.0,14.0,14.0
jiufu_3f4fbf87cbf023_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T093253-1285.MP4,20240802T093253_1285,0.0,30.0,first_30_seconds_predeclared_not_best_segment,d03ffbd62993d9f544ff888446074842c62468ac3bb597229029d300a2a5d8e6,jiufu_3f4fbf87cbf023,1285,6665042ef45866eab763ae47489540c07109cdf0f8ed694e813772a49308c6a7,ok,23.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,6665042ef45866eab763ae47489540c07109cdf0f8ed694e813772a49308c6a7,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,17.0,24.0,1.0,jiufu_3f4fbf87cbf023,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T093253-1285.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T093253-1285.MP4,0,30,R1,1,complete,30,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,30.0,60.0,46.0
jiufu_135fcf30e11031_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T090924-A1022245.MP4,20240803T090924_A1022245,0.0,30.0,first_30_seconds_predeclared_not_best_segment,7d7ebfb491825ee5e3ae7ed297e967c08b8d0a44559b46b84c0a416b46b36533,jiufu_135fcf30e11031,A1022245,ba2dd6768c0922f937b0c1bc76ea8a67e5e6eaf6dd73dd71ccc7d262326efa49,ok,19.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,ba2dd6768c0922f937b0c1bc76ea8a67e5e6eaf6dd73dd71ccc7d262326efa49,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,16.0,22.0,0.5,jiufu_135fcf30e11031,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T090924-A1022245.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T090924-A1022245.MP4,0,30,R1,1,complete,17,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,17.0,34.0,38.0
jiufu_fdc3b301cd9ef1_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T091934-653.MP4,20240803T091934_653,0.0,30.0,first_30_seconds_predeclared_not_best_segment,c3970fe1bfb62b969b5edeacba4d15ae533a88265ac906f8613d21850d7d5883,jiufu_fdc3b301cd9ef1,653,ffc951dd623d6d4b6d2ec3a158d3c2d85cd3cca7669da2f0f3bc530f80b3d347,ok,6.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,ffc951dd623d6d4b6d2ec3a158d3c2d85cd3cca7669da2f0f3bc530f80b3d347,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,16.0,23.0,0.5,jiufu_fdc3b301cd9ef1,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T091934-653.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T091934-653.MP4,0,30,R1,1,complete,6,expiration_peak,true,,frozen_external_test,,大部分时间鼻子不在视野内,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,6.0,12.0,12.0
jiufu_b1efccc0572872_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092348-A1021145.MP4,20240803T092348_A1021145,0.0,30.0,first_30_seconds_predeclared_not_best_segment,d06ca15d5f371423aa097de4bb0339f07866e7373a95557943f6866ecb10aaa4,jiufu_b1efccc0572872,A1021145,6682c088533c2adc44a40b56bca828e8755b1f82ed578244b036d7caed7ab755,ok,11.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,6682c088533c2adc44a40b56bca828e8755b1f82ed578244b036d7caed7ab755,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,16.0,23.0,0.5,jiufu_b1efccc0572872,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092348-A1021145.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092348-A1021145.MP4,0,30,R1,1,complete,12,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,12.0,24.0,22.0
jiufu_4cadeee3a7496f_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092818-697.MP4,20240803T092818_697,0.0,30.0,first_30_seconds_predeclared_not_best_segment,b656ed04edc054ceb692d19a2d38fc0082027d6d5e5de230159e4eb40899fb83,jiufu_4cadeee3a7496f,697,1f3c4d7ab992824a625597f3d649bb5a00e81e798519490fcde32c0d14d6f454,ok,15.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,1f3c4d7ab992824a625597f3d649bb5a00e81e798519490fcde32c0d14d6f454,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,16.0,21.0,0.5,jiufu_4cadeee3a7496f,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092818-697.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092818-697.MP4,0,30,R1,1,complete,11,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,11.0,22.0,30.0
jiufu_0bede2d3d6e2ef_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092932-1233.MP4,20240803T092932_1233,0.0,30.0,first_30_seconds_predeclared_not_best_segment,e3078c6587c84e6dd542997d846ae58c2d89fed7b59f796a60a92322149050f4,jiufu_0bede2d3d6e2ef,1233,73512a338add3662ccd713502410cd656b9b95bef152d083864d59a1252602e9,ok,18.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,73512a338add3662ccd713502410cd656b9b95bef152d083864d59a1252602e9,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,16.0,21.0,0.5,jiufu_0bede2d3d6e2ef,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092932-1233.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092932-1233.MP4,0,30,R1,1,complete,23,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,23.0,46.0,36.0
jiufu_771e73351d8f0d_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T093253-1316.MP4,20240803T093253_1316,0.0,30.0,first_30_seconds_predeclared_not_best_segment,b55a23d56a4d00e6c37d85e3bc6fc7fda1f5cc43dbcd77a634a010893bc74a33,jiufu_771e73351d8f0d,1316,28577f431290c0bfc4aa1ed88ec56bf06d00767f11ca097acab50ad08c28c84b,ok,25.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,28577f431290c0bfc4aa1ed88ec56bf06d00767f11ca097acab50ad08c28c84b,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,16.0,21.0,0.5,jiufu_771e73351d8f0d,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T093253-1316.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T093253-1316.MP4,0,30,R1,1,complete,30,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,30.0,60.0,50.0
jiufu_ed4591eaed0b3f_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T093609-1496.MP4,20240803T093609_1496,0.0,30.0,first_30_seconds_predeclared_not_best_segment,f53ddd40d2bc3d5823f815866268029559ae5643fb367f2733e06916bfe2c1c8,jiufu_ed4591eaed0b3f,1496,bc032c636538f08574aab70863d45e94ab2e35a5b9daefa0d7febea21e295d89,ok,18.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,bc032c636538f08574aab70863d45e94ab2e35a5b9daefa0d7febea21e295d89,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,17.0,24.0,1.0,jiufu_ed4591eaed0b3f,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T093609-1496.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T093609-1496.MP4,0,30,R1,1,complete,22,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,22.0,44.0,36.0
jiufu_39c814598b6c9a_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T093744-1589.MP4,20240803T093744_1589,0.0,30.0,first_30_seconds_predeclared_not_best_segment,1ee308202dbdc4232499807789d34d4e4d31e93515ecc951888ff34a8cabc15f,jiufu_39c814598b6c9a,1589,ba199f8a050589b8a8c9d202467ee77aa6caa35ad083967da8aff518f4eed12a,ok,15.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,ba199f8a050589b8a8c9d202467ee77aa6caa35ad083967da8aff518f4eed12a,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,17.0,24.0,1.0,jiufu_39c814598b6c9a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T093744-1589.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T093744-1589.MP4,0,30,R1,1,complete,22,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,22.0,44.0,30.0
jiufu_44a8b44ef7ff55_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T095323-1268.MP4,20240803T095323_1268,0.0,30.0,first_30_seconds_predeclared_not_best_segment,c30f9218e68af243ac87687c594f05674d070381c18adc4d9b7791620be464a6,jiufu_44a8b44ef7ff55,1268,ad72fd3b04d5a1e72fccbb541cd4db2618634b749159e45b94e97e9b6517cafb,ok,15.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,ad72fd3b04d5a1e72fccbb541cd4db2618634b749159e45b94e97e9b6517cafb,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,17.0,22.0,0.5,jiufu_44a8b44ef7ff55,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T095323-1268.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T095323-1268.MP4,0,30,R1,1,complete,12,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,12.0,24.0,30.0
jiufu_46aefc048b6969_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T095513-989.MP4,20240803T095513_989,0.0,30.0,first_30_seconds_predeclared_not_best_segment,cb26dafb02b04374ea9d9cb5ebc54ae34a32e855c3576f18e28331acb778de42,jiufu_46aefc048b6969,989,740043960ee9c8034924e5f967ea37c588a2b120d4fcc9131704e9611a2c721a,ok,12.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,740043960ee9c8034924e5f967ea37c588a2b120d4fcc9131704e9611a2c721a,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,18.0,23.0,1.0,jiufu_46aefc048b6969,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T095513-989.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T095513-989.MP4,0,30,R1,1,complete,13,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,13.0,26.0,24.0
jiufu_f19803e664a7cb_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T095912-A1022198.MP4,20240803T095912_A1022198,0.0,30.0,first_30_seconds_predeclared_not_best_segment,e551ff311508e0b58a08c27388883b1941a689339084947cd9ac55335e827983,jiufu_f19803e664a7cb,A1022198,bc9dd63a26752d0868e21316217bebdda4a88ff16d364fe1439e1fcb2e40813e,ok,12.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,bc9dd63a26752d0868e21316217bebdda4a88ff16d364fe1439e1fcb2e40813e,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,17.0,24.0,1.0,jiufu_f19803e664a7cb,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T095912-A1022198.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T095912-A1022198.MP4,0,30,R1,1,complete,12,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,12.0,24.0,24.0
jiufu_ca838441c991bb_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T100248-1634.MP4,20240803T100248_1634,0.0,30.0,first_30_seconds_predeclared_not_best_segment,e02aa7addd7cdd38252aefc7389f25e8b94170d9b57097c99393d305e3f810e6,jiufu_ca838441c991bb,1634,7badfed801dc8b15e33fcc94e2b912da544e0cd04c9702dbf95563d3e39f326f,ok,21.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,7badfed801dc8b15e33fcc94e2b912da544e0cd04c9702dbf95563d3e39f326f,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,18.0,22.0,0.5,jiufu_ca838441c991bb,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T100248-1634.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T100248-1634.MP4,0,30,R1,1,complete,19,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,19.0,38.0,42.0
jiufu_a72be27aa4d574_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T101007-546.MP4,20240803T101007_546,0.0,30.0,first_30_seconds_predeclared_not_best_segment,75d0be403cdf6cef88abce5ef1c1a88ae897aefb53b034cf8bb869a506585b0b,jiufu_a72be27aa4d574,546,eeb361834bc6433d0df298cad2e90651fe37323277c09fced4e80512f8fefed6,ok,15.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,eeb361834bc6433d0df298cad2e90651fe37323277c09fced4e80512f8fefed6,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,17.0,22.0,0.5,jiufu_a72be27aa4d574,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T101007-546.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T101007-546.MP4,0,30,R1,1,complete,12,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,12.0,24.0,30.0
jiufu_cc8f24e9070eb6_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T101522-677.MP4,20240803T101522_677,0.0,30.0,first_30_seconds_predeclared_not_best_segment,80e2519ee647c5cb4459ee1bc6b82a66fe54dc78a4aeba117044e8d80246335b,jiufu_cc8f24e9070eb6,677,d4136a404e4e8b8a61653e45800ca4347d1f32de631b465256d8adb0f1e2100a,ok,10.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,d4136a404e4e8b8a61653e45800ca4347d1f32de631b465256d8adb0f1e2100a,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,17.0,23.0,0.5,jiufu_cc8f24e9070eb6,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T101522-677.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T101522-677.MP4,0,30,R1,1,complete,14,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,14.0,28.0,20.0
jiufu_658fffa214f378_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T085308-606.MP4,20240804T085308_606,0.0,30.0,first_30_seconds_predeclared_not_best_segment,df3f5910cb712ed4950c4f6852895c68468c0be7b3467b6ac83ce189d6fb9044,jiufu_658fffa214f378,606,3f08f564966b637d563ecb395d913d2bcb26ecf8fa037cc74a1dfdb79b8fbeda,ok,24.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,3f08f564966b637d563ecb395d913d2bcb26ecf8fa037cc74a1dfdb79b8fbeda,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,16.0,22.0,0.5,jiufu_658fffa214f378,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T085308-606.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T085308-606.MP4,0,30,R1,1,complete,24,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,24.0,48.0,48.0
jiufu_1f9c8c3925bc30_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T091622-A1022186.MP4,20240804T091622_A1022186,0.0,30.0,first_30_seconds_predeclared_not_best_segment,89fa87ea30106ede2ae997e07c3f88c7ac4a80320cfa3c41b35cae0c2a0d77b5,jiufu_1f9c8c3925bc30,A1022186,8548842a8beff23aa39d090509087f50457abf3ac9cfd28050fb93dcfc4a8876,ok,14.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,8548842a8beff23aa39d090509087f50457abf3ac9cfd28050fb93dcfc4a8876,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,19.0,23.0,0.5,jiufu_1f9c8c3925bc30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T091622-A1022186.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T091622-A1022186.MP4,0,30,R1,1,complete,13,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,13.0,26.0,28.0
jiufu_2b9099fd06d9e1_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T092512-678.MP4,20240804T092512_678,0.0,30.0,first_30_seconds_predeclared_not_best_segment,2c31de23b2886cfe126feab3ba9a928f4f41bf5d1983826b2acacb697e0f2be8,jiufu_2b9099fd06d9e1,678,75ea4dab00e31c7a6021a280ddf8653afd14bcf7b38835a8475cb12decd34fe7,ok,17.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,75ea4dab00e31c7a6021a280ddf8653afd14bcf7b38835a8475cb12decd34fe7,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,16.0,23.0,0.5,jiufu_2b9099fd06d9e1,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T092512-678.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T092512-678.MP4,0,30,R1,1,complete,14,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,14.0,28.0,34.0
jiufu_370ef65c280bd7_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T092832-A1022249.MP4,20240804T092832_A1022249,0.0,30.0,first_30_seconds_predeclared_not_best_segment,ed3e37b9578305a71b1363c92e9108d16ec8ee65b7ad3bb9fa122153313b4181,jiufu_370ef65c280bd7,A1022249,b88726a1c2e7279e35da7ee90e08511fd1f4e76ffbc570f24b72c3996d5324ff,ok,17.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,b88726a1c2e7279e35da7ee90e08511fd1f4e76ffbc570f24b72c3996d5324ff,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,16.0,24.0,0.5,jiufu_370ef65c280bd7,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T092832-A1022249.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T092832-A1022249.MP4,0,30,R1,1,complete,15,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,15.0,30.0,34.0
jiufu_b01f0755dc6a1f_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T095921-639.MP4,20240804T095921_639,0.0,30.0,first_30_seconds_predeclared_not_best_segment,fd5cd0b2622898cfe8ab24cfec5d73fc7be6ea3cfc49361f011f0406e81a19b2,jiufu_b01f0755dc6a1f,639,cc889b3951a5a6246a58dd4a90c413f6765e9fff88b25606615f6e13d080ca0d,ok,12.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,cc889b3951a5a6246a58dd4a90c413f6765e9fff88b25606615f6e13d080ca0d,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,16.0,22.0,0.5,jiufu_b01f0755dc6a1f,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T095921-639.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T095921-639.MP4,0,30,R1,1,complete,11,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,11.0,22.0,24.0
jiufu_7f52d294468aa5_first30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T090618-1398.MP4,20240805T090618_1398,0.0,30.0,first_30_seconds_predeclared_not_best_segment,55777b0940de0e994fc1e361615e4854be407e71b216992032fea254e43b4d80,jiufu_7f52d294468aa5,1398,dee25d125065516d9825e8b18409ad80233abfa9f6d96051f4e7bc4cd2895566,ok,16.0,30.0,fb88586aaa86f425327210197065e1305b4a62418c6c11f5780c90b66e543bd0,dee25d125065516d9825e8b18409ad80233abfa9f6d96051f4e7bc4cd2895566,,"[1440, 1080, 3]",ready_for_signal_candidate,261.0,18.0,23.0,0.5,jiufu_7f52d294468aa5,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T090618-1398.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T090618-1398.MP4,0,30,R1,1,complete,15,expiration_peak,true,,frozen_external_test,,,complete,2026-09-11用户更正：说错了久福牧场的隐藏了，因为久福的本来就没有标注次数，也没有预测标注。,count_only,false,True,included,15.0,30.0,32.0
