epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,0.869458,4.83434,12.8526,3.19369,0,0,0,0,0,0,0,5e-05,5e-05,0.09505
2,1.60683,3.82419,5.78153,1.76418,0,0,0,0,0,0,0,0.0001067,0.0001067,0.0891067
3,2.34238,3.46276,5.13268,1.54952,0,0,0,0,0,0,0,0.0001598,0.0001598,0.0831598
4,3.02753,3.34695,4.82691,1.46021,0,0,0,0,0,0,0,0.0002093,0.0002093,0.0772093
5,3.72862,3.41394,4.60735,1.49316,0,0,0,0,0,0,0,0.0002552,0.0002552,0.0712552
6,4.43964,3.39493,4.47435,1.43075,0,0,0,0,0,0,0,0.0002975,0.0002975,0.0652975
7,5.15008,3.34676,4.45792,1.42146,0,0,0,0,0,0,0,0.0003362,0.0003362,0.0593362
8,5.85062,3.23891,4.29245,1.38665,0,0,0,0,0,0,0,0.0003713,0.0003713,0.0533713
9,6.56084,3.1614,4.24541,1.34417,0,0,0,0,0,0,0,0.0004028,0.0004028,0.0474028
10,7.27019,3.05833,4.16338,1.32709,0,0,0,0,0,0,0,0.0004307,0.0004307,0.0414307
11,7.95665,2.97917,4.09224,1.27787,0,0,0,0,0,0,0,0.000455,0.000455,0.035455
12,8.67961,2.9266,3.99726,1.29578,0,0,0,0,0,0,0,0.0004757,0.0004757,0.0294757
13,9.35243,3.03311,3.93377,1.31137,0,0,0,0,0,0,0,0.0004928,0.0004928,0.0234928
14,10.0465,2.99665,3.79099,1.29589,0,0,0,0,0,0,0,0.0005063,0.0005063,0.0175063
15,10.7404,3.12596,3.75287,1.36471,0,0,0,0,0,0,0,0.0005162,0.0005162,0.0115162
16,11.4171,2.90157,3.87332,1.3131,0,0,0,0,0,0,0,0.0005225,0.0005225,0.0055225
17,12.0871,2.72028,3.78508,1.24333,0,0,0,0,0,0,0,0.00052,0.00052,0.00052
18,12.7705,2.71977,3.57755,1.29522,0,0,0,0,0,0,0,0.00049,0.00049,0.00049
19,13.4732,2.91686,3.46841,1.31583,0,0,0,0,0,0,0,0.00046,0.00046,0.00046
20,14.1561,2.91626,3.6794,1.38448,0,0,0,0,0,0,0,0.00043,0.00043,0.00043
21,14.8194,2.76752,3.52886,1.28624,0,0,0,0,0,0,0,0.0004,0.0004,0.0004
22,15.5141,2.70832,3.36728,1.29125,0,0,0,0,0,0,0,0.00037,0.00037,0.00037
23,16.2035,2.74139,3.29177,1.29935,0,0,0,0,0,0,0,0.00034,0.00034,0.00034
24,16.8749,2.87,3.27865,1.30116,0,0,0,0,0,0,0,0.00031,0.00031,0.00031
25,17.614,2.77524,3.40022,1.3924,0,0,0,0,0,0,0,0.00028,0.00028,0.00028
26,18.3223,2.87705,3.17649,1.38208,0,0,0,0,0,0,0,0.00025,0.00025,0.00025
27,19.0324,2.92022,3.39449,1.38728,0,0,0,0,0,0,0,0.00022,0.00022,0.00022
28,19.7275,2.75743,3.39749,1.31495,0,0,0,0,0,0,0,0.00019,0.00019,0.00019
29,20.4316,2.84246,3.19758,1.30199,0,0,0,0,0,0,0,0.00016,0.00016,0.00016
30,21.4067,2.70232,2.95722,1.32295,0.02887,0.6875,0.1429,0.03318,3.34886,3.43501,1.49475,0.00013,0.00013,0.00013
