target_index,target_time_seconds,source_frame_index,source_time_seconds,time_supported
0,0.0,0,0.0,True
1,0.1149425287356322,1,0.1666666666666666,True
2,0.2298850574712644,2,0.2916666666666667,True
3,0.3448275862068966,3,0.35,True
4,0.4597701149425288,4,0.5483333333333333,True
5,0.574712643678161,4,0.5483333333333333,True
6,0.6896551724137931,5,0.6416666666666667,True
7,0.8045977011494253,6,0.795,True
8,0.9195402298850576,7,0.8633333333333334,True
9,1.0344827586206897,8,1.0116666666666667,True
10,1.149425287356322,10,1.1983333333333337,True
11,1.264367816091954,11,1.265,True
12,1.3793103448275863,12,1.3683333333333334,True
13,1.4942528735632186,12,1.3683333333333334,True
14,1.6091954022988506,13,1.65,True
15,1.7241379310344829,14,1.665,True
16,1.8390804597701151,15,1.87,True
17,1.9540229885057472,16,1.9666666666666668,True
18,2.0689655172413794,17,1.9833333333333332,True
19,2.1839080459770117,18,2.17,True
20,2.298850574712644,19,2.2616666666666667,True
21,2.4137931034482762,20,2.395,True
22,2.528735632183908,21,2.541666666666667,True
23,2.6436781609195403,23,2.6333333333333333,True
24,2.7586206896551726,24,2.75,True
25,2.873563218390805,25,2.9266666666666667,True
26,2.988505747126437,25,2.9266666666666667,True
27,3.1034482758620694,26,3.0700000000000003,True
28,3.218390804597701,28,3.1983333333333337,True
29,3.3333333333333335,29,3.3666666666666667,True
30,3.4482758620689657,30,3.481666666666667,True
31,3.563218390804598,31,3.628333333333333,True
32,3.6781609195402303,31,3.628333333333333,True
33,3.7931034482758625,33,3.831666666666667,True
34,3.9080459770114944,34,3.94,True
35,4.022988505747127,35,3.9983333333333335,True
36,4.137931034482759,36,4.196666666666667,True
37,4.252873563218391,37,4.305000000000001,True
38,4.367816091954023,38,4.413333333333334,True
39,4.482758620689656,39,4.471666666666667,True
40,4.597701149425288,40,4.566666666666667,True
41,4.71264367816092,41,4.783333333333333,True
42,4.8275862068965525,41,4.783333333333333,True
43,4.942528735632185,43,4.953333333333334,True
44,5.057471264367816,44,5.023333333333333,True
45,5.172413793103448,45,5.24,True
46,5.287356321839081,45,5.24,True
47,5.402298850574713,47,5.416666666666667,True
48,5.517241379310345,48,5.4783333333333335,True
49,5.6321839080459775,48,5.4783333333333335,True
50,5.74712643678161,49,5.916666666666667,True
51,5.862068965517242,49,5.916666666666667,True
52,5.977011494252874,51,6.001666666666667,True
53,6.0919540229885065,53,6.1433333333333335,True
54,6.206896551724139,54,6.263333333333334,True
55,6.321839080459771,55,6.325,True
56,6.436781609195402,56,6.396666666666667,True
57,6.551724137931035,57,6.558333333333334,True
58,6.666666666666667,58,6.62,True
59,6.781609195402299,59,6.786666666666667,True
60,6.8965517241379315,60,6.968333333333334,True
61,7.011494252873564,61,7.006666666666667,True
62,7.126436781609196,62,7.186666666666668,True
63,7.241379310344828,63,7.246666666666667,True
64,7.356321839080461,64,7.415,True
65,7.471264367816093,65,7.466666666666667,True
66,7.586206896551725,66,7.645000000000001,True
67,7.701149425287357,67,7.686666666666668,True
68,7.816091954022989,68,7.758333333333334,True
69,7.931034482758621,69,7.935,True
70,8.045977011494253,70,8.081666666666667,True
71,8.160919540229886,70,8.081666666666667,True
72,8.275862068965518,71,8.270000000000001,True
73,8.39080459770115,72,8.368333333333334,True
74,8.505747126436782,74,8.561666666666667,True
75,8.620689655172415,75,8.608333333333334,True
76,8.735632183908047,76,8.778333333333334,True
77,8.85057471264368,77,8.833333333333334,True
78,8.965517241379311,78,9.018333333333334,True
79,9.080459770114944,79,9.063333333333334,True
80,9.195402298850576,80,9.221666666666668,True
81,9.310344827586208,81,9.238333333333332,True
82,9.42528735632184,82,9.41,True
83,9.540229885057473,83,9.568333333333332,True
84,9.655172413793105,84,9.673333333333334,True
85,9.770114942528737,85,9.796666666666669,True
86,9.88505747126437,86,9.865,True
87,10.0,87,10.026666666666667,True
88,10.114942528735632,88,10.121666666666668,True
89,10.229885057471265,89,10.266666666666667,True
90,10.344827586206897,90,10.323333333333334,True
91,10.459770114942529,91,10.48,True
92,10.574712643678161,92,10.578333333333331,True
93,10.689655172413794,93,10.705,True
94,10.804597701149426,94,10.778333333333334,True
95,10.919540229885058,95,10.928333333333336,True
96,11.03448275862069,96,11.045,True
97,11.149425287356323,97,11.176666666666668,True
98,11.264367816091955,98,11.295,True
99,11.379310344827587,99,11.338333333333336,True
100,11.49425287356322,100,11.498333333333337,True
101,11.609195402298852,101,11.626666666666669,True
102,11.724137931034484,102,11.768333333333334,True
103,11.839080459770116,104,11.866666666666667,True
104,11.954022988505749,104,11.866666666666667,True
105,12.06896551724138,105,12.073333333333334,True
106,12.183908045977013,106,12.228333333333332,True
107,12.298850574712645,107,12.298333333333334,True
108,12.413793103448278,108,12.331666666666669,True
109,12.52873563218391,109,12.521666666666668,True
110,12.643678160919542,110,12.598333333333334,True
111,12.758620689655173,112,12.785,True
112,12.873563218390805,112,12.785,False
113,12.988505747126437,112,12.785,False
114,13.10344827586207,112,12.785,False
115,13.218390804597702,112,12.785,False
116,13.333333333333334,112,12.785,False
117,13.448275862068966,112,12.785,False
118,13.563218390804598,112,12.785,False
119,13.67816091954023,112,12.785,False
120,13.793103448275863,112,12.785,False
121,13.908045977011495,112,12.785,False
122,14.022988505747128,112,12.785,False
123,14.13793103448276,113,15.288333333333334,False
124,14.252873563218392,113,15.288333333333334,False
125,14.367816091954024,113,15.288333333333334,False
126,14.482758620689657,113,15.288333333333334,False
127,14.597701149425289,113,15.288333333333334,False
128,14.712643678160921,113,15.288333333333334,False
129,14.827586206896553,113,15.288333333333334,False
130,14.942528735632186,113,15.288333333333334,False
131,15.057471264367818,113,15.288333333333334,False
132,15.17241379310345,113,15.288333333333334,False
133,15.287356321839082,113,15.288333333333334,False
134,15.402298850574715,115,15.371666666666668,True
135,15.517241379310347,116,15.501666666666669,True
136,15.632183908045977,118,15.623333333333337,True
137,15.74712643678161,119,15.786666666666669,True
138,15.862068965517242,119,15.786666666666669,True
139,15.977011494252874,120,16.038333333333334,True
140,16.091954022988507,122,16.09166666666667,True
141,16.20689655172414,123,16.246666666666666,True
142,16.32183908045977,123,16.246666666666666,True
143,16.436781609195403,124,16.398333333333333,True
144,16.551724137931036,125,16.48166666666667,True
145,16.666666666666668,126,16.658333333333335,True
146,16.7816091954023,127,16.723333333333333,True
147,16.896551724137932,128,16.881666666666668,True
148,17.011494252873565,130,17.065,True
149,17.126436781609197,130,17.065,True
150,17.24137931034483,131,17.198333333333334,True
151,17.35632183908046,132,17.291666666666668,True
152,17.471264367816094,133,17.425,True
153,17.586206896551726,134,17.55166666666667,True
154,17.70114942528736,135,17.651666666666667,True
155,17.81609195402299,136,17.78666666666667,True
156,17.931034482758623,138,17.915000000000003,True
157,18.045977011494255,139,18.12,True
158,18.160919540229887,139,18.12,True
159,18.27586206896552,140,18.246666666666663,True
160,18.390804597701152,142,18.380000000000003,True
161,18.505747126436784,143,18.575000000000003,True
162,18.620689655172416,143,18.575000000000003,True
163,18.73563218390805,144,18.69666666666667,True
164,18.85057471264368,145,18.793333333333333,True
165,18.965517241379313,147,18.98,True
166,19.080459770114945,148,19.05,True
167,19.195402298850578,149,19.208333333333336,True
168,19.31034482758621,150,19.39333333333333,True
169,19.425287356321842,151,19.43166666666667,True
170,19.540229885057474,152,19.616666666666667,True
171,19.655172413793107,153,19.666666666666668,True
172,19.77011494252874,154,19.83666666666667,True
173,19.885057471264368,155,19.89666666666667,True
174,20.0,156,20.065,True
175,20.114942528735632,157,20.118333333333336,True
176,20.229885057471265,158,20.30166666666667,True
177,20.344827586206897,158,20.30166666666667,True
178,20.45977011494253,160,20.513333333333332,True
179,20.57471264367816,161,20.62,True
180,20.689655172413794,162,20.743333333333336,True
181,20.804597701149426,163,20.843333333333334,True
182,20.919540229885058,164,20.975,True
183,21.03448275862069,165,21.066666666666663,True
184,21.149425287356323,166,21.19333333333333,True
185,21.264367816091955,167,21.298333333333336,True
186,21.379310344827587,168,21.421666666666667,True
187,21.49425287356322,169,21.523333333333333,True
188,21.60919540229885,170,21.651666666666667,True
189,21.724137931034484,171,21.75166666666667,True
190,21.839080459770116,172,21.883333333333336,True
191,21.95402298850575,173,21.98166666666667,True
192,22.06896551724138,174,22.148333333333333,True
193,22.183908045977013,175,22.19333333333333,True
194,22.298850574712645,176,22.25,True
195,22.413793103448278,177,22.40833333333333,True
196,22.52873563218391,178,22.475,True
197,22.643678160919542,179,22.635,True
198,22.758620689655174,180,22.708333333333336,True
199,22.873563218390807,181,22.85833333333333,True
200,22.98850574712644,182,22.92666666666667,True
201,23.10344827586207,183,23.081666666666667,True
202,23.218390804597703,184,23.226666666666667,True
203,23.333333333333336,185,23.316666666666663,True
204,23.448275862068968,186,23.46666666666667,True
205,23.5632183908046,187,23.578333333333333,True
206,23.678160919540232,188,23.718333333333334,True
207,23.793103448275865,189,23.761666666666667,True
208,23.908045977011497,190,23.833333333333336,True
209,24.02298850574713,191,24.043333333333337,True
210,24.13793103448276,191,24.043333333333337,True
211,24.252873563218394,192,24.293333333333337,True
212,24.367816091954026,193,24.326666666666668,True
213,24.48275862068966,195,24.496666666666677,True
214,24.59770114942529,196,24.621666666666677,True
215,24.712643678160923,197,24.71666666666667,True
216,24.827586206896555,198,24.83833333333333,True
217,24.942528735632187,199,24.9,True
218,25.05747126436782,200,25.046666666666667,True
219,25.172413793103452,202,25.201666666666668,True
220,25.287356321839084,203,25.35833333333333,True
221,25.402298850574716,204,25.42833333333333,True
222,25.517241379310345,205,25.596666666666668,True
223,25.632183908045977,206,25.65666666666667,True
224,25.74712643678161,207,25.826666666666668,True
225,25.862068965517242,207,25.826666666666668,True
226,25.977011494252874,208,26.00333333333333,True
227,26.091954022988507,209,26.05,True
228,26.20689655172414,210,26.236666666666668,True
229,26.32183908045977,212,26.33833333333333,True
230,26.436781609195403,213,26.515,True
231,26.551724137931036,214,26.565,True
232,26.666666666666668,214,26.565,True
233,26.7816091954023,215,26.78166666666667,True
234,26.896551724137932,216,26.89333333333333,True
235,27.011494252873565,218,27.025,True
236,27.126436781609197,218,27.025,True
237,27.24137931034483,219,27.23333333333333,True
238,27.35632183908046,220,27.35833333333333,True
239,27.471264367816094,221,27.46666666666667,True
240,27.586206896551726,223,27.65,True
241,27.70114942528736,223,27.65,True
242,27.81609195402299,224,27.773333333333333,True
243,27.931034482758623,225,27.91166666666667,True
244,28.045977011494255,226,28.025,True
245,28.160919540229887,227,28.08666666666667,True
246,28.27586206896552,228,28.246666666666677,True
247,28.390804597701152,229,28.35833333333333,True
248,28.505747126436784,230,28.486666666666668,True
249,28.620689655172416,232,28.62,True
250,28.73563218390805,233,28.778333333333336,True
251,28.85057471264368,234,28.848333333333336,True
252,28.965517241379313,235,29.013333333333332,True
253,29.080459770114945,235,29.013333333333332,True
254,29.195402298850578,236,29.19666666666667,True
255,29.31034482758621,237,29.235000000000003,True
256,29.425287356321842,238,29.418333333333337,True
257,29.540229885057474,239,29.471666666666668,True
258,29.655172413793107,240,29.648333333333337,True
259,29.77011494252874,241,29.69333333333333,True
260,29.88505747126437,242,29.87,True
