window_id,mode,score
jiufu_fbbccb98b40ed8_first30,mean,0.09475856268160689
jiufu_fbbccb98b40ed8_first30,max,0.08127081233887938
jiufu_fbbccb98b40ed8_first30,min,0.10110928591440285
jiufu_fbbccb98b40ed8_first30,left,0.11785812514996515
jiufu_fbbccb98b40ed8_first30,right,0.08653153078393583
jiufu_b7367092cbf12f_first30,mean,0.07307704017724696
jiufu_b7367092cbf12f_first30,max,0.1176015782557185
jiufu_b7367092cbf12f_first30,min,0.05178993144634788
jiufu_b7367092cbf12f_first30,left,0.04734558194683382
jiufu_b7367092cbf12f_first30,right,0.09633784065651849
jiufu_b42fb594523377_first30,mean,0.12740238969035186
jiufu_b42fb594523377_first30,max,0.1000098242979927
jiufu_b42fb594523377_first30,min,0.11944517249018306
jiufu_b42fb594523377_first30,left,0.1296573550777624
jiufu_b42fb594523377_first30,right,0.08483747065486355
jiufu_bf9a8ef3c38b6b_first30,mean,0.04033480889202834
jiufu_bf9a8ef3c38b6b_first30,max,0.060755768864380104
jiufu_bf9a8ef3c38b6b_first30,min,0.047261480301733994
jiufu_bf9a8ef3c38b6b_first30,left,0.05069280327520833
jiufu_bf9a8ef3c38b6b_first30,right,0.049086135913785925
jiufu_fbaed9c05fdf1a_first30,mean,0.1554342975274726
jiufu_fbaed9c05fdf1a_first30,max,0.16053410206061297
jiufu_fbaed9c05fdf1a_first30,min,0.12227953080112759
jiufu_fbaed9c05fdf1a_first30,left,0.12402874374494584
jiufu_fbaed9c05fdf1a_first30,right,0.1269272998165063
jiufu_09732493a874e4_first30,mean,0.08686847711542775
jiufu_09732493a874e4_first30,max,0.09811815335370473
jiufu_09732493a874e4_first30,min,0.08939716549904118
jiufu_09732493a874e4_first30,left,0.10956112002124704
jiufu_09732493a874e4_first30,right,0.07900805764558724
jiufu_ce73dd701d1a38_first30,mean,0.040273539144627994
jiufu_ce73dd701d1a38_first30,max,0.04199452645761418
jiufu_ce73dd701d1a38_first30,min,0.02878525589368706
jiufu_ce73dd701d1a38_first30,left,0.04439193355468
jiufu_ce73dd701d1a38_first30,right,0.03130025177791045
jiufu_c2f523dbca4113_first30,mean,0.138524252551099
jiufu_c2f523dbca4113_first30,max,0.14103178432873714
jiufu_c2f523dbca4113_first30,min,0.10183032284680342
jiufu_c2f523dbca4113_first30,left,0.10695376066599635
jiufu_c2f523dbca4113_first30,right,0.14483626047359563
jiufu_19a4aa849045e9_first30,mean,0.4408312354424455
jiufu_19a4aa849045e9_first30,max,0.48862946835847254
jiufu_19a4aa849045e9_first30,min,0.3299899622316956
jiufu_19a4aa849045e9_first30,left,0.22282458454842044
jiufu_19a4aa849045e9_first30,right,0.5225824946567911
jiufu_bfba3aa9a87b7c_first30,mean,0.19350681028612246
jiufu_bfba3aa9a87b7c_first30,max,0.17820276984501263
jiufu_bfba3aa9a87b7c_first30,min,0.17768216022369074
jiufu_bfba3aa9a87b7c_first30,left,0.1809507779430803
jiufu_bfba3aa9a87b7c_first30,right,0.1515588741587897
jiufu_6a5717214c3e46_first30,mean,0.09454734400270552
jiufu_6a5717214c3e46_first30,max,0.07273678427916998
jiufu_6a5717214c3e46_first30,min,0.0779188678231255
jiufu_6a5717214c3e46_first30,left,0.062437859556162704
jiufu_6a5717214c3e46_first30,right,0.059515400274045616
jiufu_542013dcb78dc0_first30,mean,0.06561459660499029
jiufu_542013dcb78dc0_first30,max,0.0909350825771019
jiufu_542013dcb78dc0_first30,min,0.06425452000655271
jiufu_542013dcb78dc0_first30,left,0.04918665752021781
jiufu_542013dcb78dc0_first30,right,0.07995862467258773
jiufu_596ccaaf7a001c_first30,mean,0.09163359859230791
jiufu_596ccaaf7a001c_first30,max,0.16094648744761827
jiufu_596ccaaf7a001c_first30,min,0.06472706723661331
jiufu_596ccaaf7a001c_first30,left,0.04035575113274959
jiufu_596ccaaf7a001c_first30,right,0.06308921159097683
jiufu_9b4d8a24856a9f_first30,mean,0.06350122803909784
jiufu_9b4d8a24856a9f_first30,max,0.07462053190944512
jiufu_9b4d8a24856a9f_first30,min,0.06000932730049484
jiufu_9b4d8a24856a9f_first30,left,0.10807774875682837
jiufu_9b4d8a24856a9f_first30,right,0.055563066752483035
jiufu_58dfb2705d8668_first30,mean,0.01660753323298087
jiufu_58dfb2705d8668_first30,max,0.01718044798959923
jiufu_58dfb2705d8668_first30,min,0.013017027311215516
jiufu_58dfb2705d8668_first30,left,0.01355911150740811
jiufu_58dfb2705d8668_first30,right,0.012280313182337762
jiufu_a7efdc57a481f8_first30,mean,0.02527810121260857
jiufu_a7efdc57a481f8_first30,max,0.08535398575941398
jiufu_a7efdc57a481f8_first30,min,0.025580384153465294
jiufu_a7efdc57a481f8_first30,left,0.03950835460050846
jiufu_a7efdc57a481f8_first30,right,0.06946617217777931
jiufu_a1fad2b6534006_first30,mean,0.04433496327925613
jiufu_a1fad2b6534006_first30,max,0.05462720909920704
jiufu_a1fad2b6534006_first30,min,0.027627105278215342
jiufu_a1fad2b6534006_first30,left,0.02921180368783434
jiufu_a1fad2b6534006_first30,right,0.04491242495396152
jiufu_d16072cd12326f_first30,mean,0.13886899273145384
jiufu_d16072cd12326f_first30,max,0.03946862272070867
jiufu_d16072cd12326f_first30,min,0.17908599259530644
jiufu_d16072cd12326f_first30,left,0.21606375396215685
jiufu_d16072cd12326f_first30,right,0.03737362380966676
jiufu_4923eea2509695_first30,mean,0.08782554267519255
jiufu_4923eea2509695_first30,max,0.15287855431258665
jiufu_4923eea2509695_first30,min,0.08755811239723402
jiufu_4923eea2509695_first30,left,0.0718272963174829
jiufu_4923eea2509695_first30,right,0.06279209788404527
jiufu_ff4c4ac565e3b0_first30,mean,0.0696337452520319
jiufu_ff4c4ac565e3b0_first30,max,0.08453177251630942
jiufu_ff4c4ac565e3b0_first30,min,0.08266668503846468
jiufu_ff4c4ac565e3b0_first30,left,0.019967262328268384
jiufu_ff4c4ac565e3b0_first30,right,0.0864360321260154
jiufu_24afbde80aa2d4_first30,mean,0.06084299077983724
jiufu_24afbde80aa2d4_first30,max,0.11631382109804052
jiufu_24afbde80aa2d4_first30,min,0.04310344956925146
jiufu_24afbde80aa2d4_first30,left,0.09337196164277065
jiufu_24afbde80aa2d4_first30,right,0.04073753473773035
jiufu_3f4fbf87cbf023_first30,mean,0.04838480942007965
jiufu_3f4fbf87cbf023_first30,max,0.04556070620038188
jiufu_3f4fbf87cbf023_first30,min,0.056065542635169274
jiufu_3f4fbf87cbf023_first30,left,0.06067431973322398
jiufu_3f4fbf87cbf023_first30,right,0.04407336289561076
jiufu_135fcf30e11031_first30,mean,0.07677528964482165
jiufu_135fcf30e11031_first30,max,0.10319128126334391
jiufu_135fcf30e11031_first30,min,0.05150544600641177
jiufu_135fcf30e11031_first30,left,0.05857124617974617
jiufu_135fcf30e11031_first30,right,0.04271582737196023
jiufu_21792037472910_first30,mean,0.029068110643956938
jiufu_21792037472910_first30,max,0.1056786464065595
jiufu_21792037472910_first30,min,0.03085730688129914
jiufu_21792037472910_first30,left,0.017897030413114932
jiufu_21792037472910_first30,right,0.0378792463786424
jiufu_fdc3b301cd9ef1_first30,mean,0.11325544637128859
jiufu_fdc3b301cd9ef1_first30,max,0.09817719294864603
jiufu_fdc3b301cd9ef1_first30,min,0.10428069035960986
jiufu_fdc3b301cd9ef1_first30,left,0.06381345292329814
jiufu_fdc3b301cd9ef1_first30,right,0.11459415076946557
jiufu_86e7274f6556e4_first30,mean,0.11926483345902754
jiufu_86e7274f6556e4_first30,max,0.10789580282008339
jiufu_86e7274f6556e4_first30,min,0.09053253726980266
jiufu_86e7274f6556e4_first30,left,0.11226604219652457
jiufu_86e7274f6556e4_first30,right,0.05046700512613077
jiufu_b1efccc0572872_first30,mean,0.08448343983016464
jiufu_b1efccc0572872_first30,max,0.09441117621384544
jiufu_b1efccc0572872_first30,min,0.06871790536809969
jiufu_b1efccc0572872_first30,left,0.08106191465644272
jiufu_b1efccc0572872_first30,right,0.06853038857936213
jiufu_cbf053d260a726_first30,mean,0.0662194073724296
jiufu_cbf053d260a726_first30,max,0.04354845865245342
jiufu_cbf053d260a726_first30,min,0.07863005247341036
jiufu_cbf053d260a726_first30,left,0.05711757718693816
jiufu_cbf053d260a726_first30,right,0.06088860914469533
jiufu_b7a3631a4e36ce_first30,mean,0.09178309879773967
jiufu_b7a3631a4e36ce_first30,max,0.10627559095456961
jiufu_b7a3631a4e36ce_first30,min,0.06540786162172783
jiufu_b7a3631a4e36ce_first30,left,0.07462213258861149
jiufu_b7a3631a4e36ce_first30,right,0.07498518124654827
jiufu_4cadeee3a7496f_first30,mean,0.10081739959548221
jiufu_4cadeee3a7496f_first30,max,0.16992202058117745
jiufu_4cadeee3a7496f_first30,min,0.07907392417042568
jiufu_4cadeee3a7496f_first30,left,0.07135228529109994
jiufu_4cadeee3a7496f_first30,right,0.09123606608714831
jiufu_0bede2d3d6e2ef_first30,mean,0.01591945444477285
jiufu_0bede2d3d6e2ef_first30,max,0.07437185714238968
jiufu_0bede2d3d6e2ef_first30,min,0.024210363524083903
jiufu_0bede2d3d6e2ef_first30,left,0.016080797883243295
jiufu_0bede2d3d6e2ef_first30,right,0.036583521095429596
jiufu_771e73351d8f0d_first30,mean,0.06946865312846452
jiufu_771e73351d8f0d_first30,max,0.05737867441939507
jiufu_771e73351d8f0d_first30,min,0.060547485073591985
jiufu_771e73351d8f0d_first30,left,0.05449322725787948
jiufu_771e73351d8f0d_first30,right,0.13695626442892733
jiufu_ed4591eaed0b3f_first30,mean,0.11632063920953008
jiufu_ed4591eaed0b3f_first30,max,0.09104831787157568
jiufu_ed4591eaed0b3f_first30,min,0.10369217080928134
jiufu_ed4591eaed0b3f_first30,left,0.06950648570194488
jiufu_ed4591eaed0b3f_first30,right,0.09597902634899821
jiufu_39c814598b6c9a_first30,mean,0.06465141621505019
jiufu_39c814598b6c9a_first30,max,0.08400561438560555
jiufu_39c814598b6c9a_first30,min,0.0396540204037565
jiufu_39c814598b6c9a_first30,left,0.0607164711511841
jiufu_39c814598b6c9a_first30,right,0.042126271518726055
jiufu_72f9214b6e39c9_first30,mean,0.0559007229351134
jiufu_72f9214b6e39c9_first30,max,0.051113311494056055
jiufu_72f9214b6e39c9_first30,min,0.04751862007167305
jiufu_72f9214b6e39c9_first30,left,0.037930965581839
jiufu_72f9214b6e39c9_first30,right,0.041474787783707195
jiufu_44a8b44ef7ff55_first30,mean,0.329571283379464
jiufu_44a8b44ef7ff55_first30,max,0.31665788893871716
jiufu_44a8b44ef7ff55_first30,min,0.3154196650593201
jiufu_44a8b44ef7ff55_first30,left,0.2667844194716882
jiufu_44a8b44ef7ff55_first30,right,0.3372371661684842
jiufu_46aefc048b6969_first30,mean,0.30939037805386516
jiufu_46aefc048b6969_first30,max,0.32896974083767827
jiufu_46aefc048b6969_first30,min,0.26608286632722267
jiufu_46aefc048b6969_first30,left,0.26088249919932394
jiufu_46aefc048b6969_first30,right,0.3208288413258588
jiufu_f19803e664a7cb_first30,mean,0.2301450823266432
jiufu_f19803e664a7cb_first30,max,0.34427019554605315
jiufu_f19803e664a7cb_first30,min,0.14158132729686432
jiufu_f19803e664a7cb_first30,left,0.26490384784828225
jiufu_f19803e664a7cb_first30,right,0.01733848403608786
jiufu_ca838441c991bb_first30,mean,0.0766849816007416
jiufu_ca838441c991bb_first30,max,0.05260380853616989
jiufu_ca838441c991bb_first30,min,0.07346384348762446
jiufu_ca838441c991bb_first30,left,0.060692140732367596
jiufu_ca838441c991bb_first30,right,0.041117852744496045
jiufu_366cb8600d5450_first30,mean,0.07299647096392821
jiufu_366cb8600d5450_first30,max,0.07133186589508787
jiufu_366cb8600d5450_first30,min,0.05979535525412163
jiufu_366cb8600d5450_first30,left,0.10201567165466557
jiufu_366cb8600d5450_first30,right,0.05451766196595934
jiufu_a72be27aa4d574_first30,mean,0.1269260195362116
jiufu_a72be27aa4d574_first30,max,0.11105977315548296
jiufu_a72be27aa4d574_first30,min,0.11032852915290656
jiufu_a72be27aa4d574_first30,left,0.06214872130809425
jiufu_a72be27aa4d574_first30,right,0.12256600234835309
jiufu_3c840580af889d_first30,mean,0.04781850076186917
jiufu_3c840580af889d_first30,max,0.0904001265539609
jiufu_3c840580af889d_first30,min,0.045959268539819034
jiufu_3c840580af889d_first30,left,0.04916144721582244
jiufu_3c840580af889d_first30,right,0.043025482055611006
jiufu_cc8f24e9070eb6_first30,mean,0.05222183081979954
jiufu_cc8f24e9070eb6_first30,max,0.07688717203807671
jiufu_cc8f24e9070eb6_first30,min,0.05277861492889447
jiufu_cc8f24e9070eb6_first30,left,0.05474244561739233
jiufu_cc8f24e9070eb6_first30,right,0.05227204137876748
jiufu_658fffa214f378_first30,mean,0.07513752725456313
jiufu_658fffa214f378_first30,max,0.08064855869789961
jiufu_658fffa214f378_first30,min,0.06675879253353237
jiufu_658fffa214f378_first30,left,0.05808896178935299
jiufu_658fffa214f378_first30,right,0.05072901756824623
jiufu_080c7e20b51912_first30,mean,0.09979752029718811
jiufu_080c7e20b51912_first30,max,0.08373367762064621
jiufu_080c7e20b51912_first30,min,0.09084922959957066
jiufu_080c7e20b51912_first30,left,0.07217808788252067
jiufu_080c7e20b51912_first30,right,0.06615428937821687
jiufu_a005ae733f6503_first30,mean,0.09598308572636428
jiufu_a005ae733f6503_first30,max,0.15381812720371751
jiufu_a005ae733f6503_first30,min,0.041489069961886796
jiufu_a005ae733f6503_first30,left,0.03965960000243638
jiufu_a005ae733f6503_first30,right,0.10829532756265495
jiufu_8f5bef5fd5a268_first30,mean,0.060587928422482604
jiufu_8f5bef5fd5a268_first30,max,0.04647751497952111
jiufu_8f5bef5fd5a268_first30,min,0.06876499551913397
jiufu_8f5bef5fd5a268_first30,left,0.05758045421983082
jiufu_8f5bef5fd5a268_first30,right,0.07544141998365891
jiufu_1f9c8c3925bc30_first30,mean,0.09243931455032342
jiufu_1f9c8c3925bc30_first30,max,0.07835567353689767
jiufu_1f9c8c3925bc30_first30,min,0.10103711309376809
jiufu_1f9c8c3925bc30_first30,left,0.11990612829755798
jiufu_1f9c8c3925bc30_first30,right,0.06405444948017315
jiufu_b7b6bd430c8fe7_first30,mean,0.09630419413023196
jiufu_b7b6bd430c8fe7_first30,max,0.1386914541686075
jiufu_b7b6bd430c8fe7_first30,min,0.06672306838093861
jiufu_b7b6bd430c8fe7_first30,left,0.091684296827167
jiufu_b7b6bd430c8fe7_first30,right,0.0773340616556906
jiufu_2b9099fd06d9e1_first30,mean,0.16592509021217844
jiufu_2b9099fd06d9e1_first30,max,0.104539450204155
jiufu_2b9099fd06d9e1_first30,min,0.1812016184776983
jiufu_2b9099fd06d9e1_first30,left,0.06296785216646127
jiufu_2b9099fd06d9e1_first30,right,0.21260487689612378
jiufu_370ef65c280bd7_first30,mean,0.09709739309446654
jiufu_370ef65c280bd7_first30,max,0.12721504818925156
jiufu_370ef65c280bd7_first30,min,0.08761643766890093
jiufu_370ef65c280bd7_first30,left,0.06972643481495863
jiufu_370ef65c280bd7_first30,right,0.06392631134565359
jiufu_638ea7f2298781_first30,mean,0.0742721370824157
jiufu_638ea7f2298781_first30,max,0.07212839069781761
jiufu_638ea7f2298781_first30,min,0.07038076236638185
jiufu_638ea7f2298781_first30,left,0.05762376640174194
jiufu_638ea7f2298781_first30,right,0.07482539775219976
jiufu_931fb29cee6b4b_first30,mean,0.057178211011160066
jiufu_931fb29cee6b4b_first30,max,0.07374869125513277
jiufu_931fb29cee6b4b_first30,min,0.07056722256266701
jiufu_931fb29cee6b4b_first30,left,0.05009294988601479
jiufu_931fb29cee6b4b_first30,right,0.050063873039037615
jiufu_b01f0755dc6a1f_first30,mean,0.0452483076521608
jiufu_b01f0755dc6a1f_first30,max,0.093001355492418
jiufu_b01f0755dc6a1f_first30,min,0.041501173103154536
jiufu_b01f0755dc6a1f_first30,left,0.06079580051969745
jiufu_b01f0755dc6a1f_first30,right,0.06640805232910836
jiufu_f242385ce55e15_first30,mean,0.04474234578124977
jiufu_f242385ce55e15_first30,max,0.10879336065745522
jiufu_f242385ce55e15_first30,min,0.03001358206001391
jiufu_f242385ce55e15_first30,left,0.07057232894404826
jiufu_f242385ce55e15_first30,right,0.05548948506526882
jiufu_f920435ef76ec4_first30,mean,0.05248180369661551
jiufu_f920435ef76ec4_first30,max,0.05542057643710063
jiufu_f920435ef76ec4_first30,min,0.04602738920563717
jiufu_f920435ef76ec4_first30,left,0.04159887994342393
jiufu_f920435ef76ec4_first30,right,0.03507735895458803
jiufu_7f52d294468aa5_first30,mean,0.17433466214719368
jiufu_7f52d294468aa5_first30,max,0.14552908718317084
jiufu_7f52d294468aa5_first30,min,0.17136765489903194
jiufu_7f52d294468aa5_first30,left,0.12015904667188722
jiufu_7f52d294468aa5_first30,right,0.20088021657622157
jiufu_11acdc6d1c6ccc_first30,mean,0.04454571743801172
jiufu_11acdc6d1c6ccc_first30,max,0.07052657336270593
jiufu_11acdc6d1c6ccc_first30,min,0.05949995915189766
jiufu_11acdc6d1c6ccc_first30,left,0.054265836964227855
jiufu_11acdc6d1c6ccc_first30,right,0.10698474209521362
jiufu_cc60214ff2d564_first30,mean,0.04024906316287625
jiufu_cc60214ff2d564_first30,max,0.05668009517834013
jiufu_cc60214ff2d564_first30,min,0.03423914922412751
jiufu_cc60214ff2d564_first30,left,0.07543254271844378
jiufu_cc60214ff2d564_first30,right,0.03293461548132406
jiufu_f23fd2fe9eb848_first30,mean,0.05777897182088477
jiufu_f23fd2fe9eb848_first30,max,0.0365451891289996
jiufu_f23fd2fe9eb848_first30,min,0.06268674162417723
jiufu_f23fd2fe9eb848_first30,left,0.08607123516881987
jiufu_f23fd2fe9eb848_first30,right,0.03954219075239243
jiufu_19e995b0eca6a3_first30,mean,0.08324854095071828
jiufu_19e995b0eca6a3_first30,max,0.10155574548441305
jiufu_19e995b0eca6a3_first30,min,0.05478727576305361
jiufu_19e995b0eca6a3_first30,left,0.058483129682835866
jiufu_19e995b0eca6a3_first30,right,0.09934550622873699
jiufu_126bdac0bd036b_first30,mean,0.22356146019707396
jiufu_126bdac0bd036b_first30,max,0.08927548781159421
jiufu_126bdac0bd036b_first30,min,0.26622714821667315
jiufu_126bdac0bd036b_first30,left,0.306719472724703
jiufu_126bdac0bd036b_first30,right,0.043798119080630415
jiufu_c6e5a206ad0c30_first30,mean,0.19339910529905513
jiufu_c6e5a206ad0c30_first30,max,0.15510604364088496
jiufu_c6e5a206ad0c30_first30,min,0.17428430676718568
jiufu_c6e5a206ad0c30_first30,left,0.22389358873210694
jiufu_c6e5a206ad0c30_first30,right,0.053184843672584185
jiufu_0f7af9c769fda5_first30,mean,0.08720595947633474
jiufu_0f7af9c769fda5_first30,max,0.08669897237044513
jiufu_0f7af9c769fda5_first30,min,0.08501918861671777
jiufu_0f7af9c769fda5_first30,left,0.054238844096462194
jiufu_0f7af9c769fda5_first30,right,0.06430000108354586
jiufu_42402108cd09a9_first30,mean,0.09369306752178343
jiufu_42402108cd09a9_first30,max,0.12443128947643652
jiufu_42402108cd09a9_first30,min,0.06687949963401685
jiufu_42402108cd09a9_first30,left,0.07557495952430013
jiufu_42402108cd09a9_first30,right,0.09918887356691307
jiufu_a97a8ff157139f_first30,mean,0.09606542935910256
jiufu_a97a8ff157139f_first30,max,0.0954837887526464
jiufu_a97a8ff157139f_first30,min,0.05785518885203483
jiufu_a97a8ff157139f_first30,left,0.0750739157038998
jiufu_a97a8ff157139f_first30,right,0.12622463563099534
jiufu_a45d837f891e44_first30,mean,0.047071746151882685
jiufu_a45d837f891e44_first30,max,0.044407003314502785
jiufu_a45d837f891e44_first30,min,0.03319957654360629
jiufu_a45d837f891e44_first30,left,0.04397349669789308
jiufu_a45d837f891e44_first30,right,0.04739531861512841
jiufu_3a993354ebd1c7_first30,mean,0.07113544768567655
jiufu_3a993354ebd1c7_first30,max,0.07006868335938832
jiufu_3a993354ebd1c7_first30,min,0.05460508655811156
jiufu_3a993354ebd1c7_first30,left,0.10154253665219228
jiufu_3a993354ebd1c7_first30,right,0.04344295581151298
jiufu_13f838ff73e069_first30,mean,0.03209716417009172
jiufu_13f838ff73e069_first30,max,0.05229603248035758
jiufu_13f838ff73e069_first30,min,0.029948867435660564
jiufu_13f838ff73e069_first30,left,0.03156023567294734
jiufu_13f838ff73e069_first30,right,0.0455551219328134
jiufu_7388b7efc8afb3_first30,mean,0.0605050025980407
jiufu_7388b7efc8afb3_first30,max,0.05977270271025285
jiufu_7388b7efc8afb3_first30,min,0.04755878558585148
jiufu_7388b7efc8afb3_first30,left,0.043408913414132985
jiufu_7388b7efc8afb3_first30,right,0.0615867843959724
jiufu_cbc238aa9bbc71_first30,mean,0.06628848817667315
jiufu_cbc238aa9bbc71_first30,max,0.07627842630073653
jiufu_cbc238aa9bbc71_first30,min,0.046784670865553955
jiufu_cbc238aa9bbc71_first30,left,0.0760684189597063
jiufu_cbc238aa9bbc71_first30,right,0.04096336919542096
jiufu_2fdd36fbe9a8ce_first30,mean,0.17671930578153777
jiufu_2fdd36fbe9a8ce_first30,max,0.19046243635431492
jiufu_2fdd36fbe9a8ce_first30,min,0.14615596139651937
jiufu_2fdd36fbe9a8ce_first30,left,0.1612217524879036
jiufu_2fdd36fbe9a8ce_first30,right,0.12505428016134298
jiufu_ef58cd171d4783_first30,mean,0.09207051355246733
jiufu_ef58cd171d4783_first30,max,0.10010789953991417
jiufu_ef58cd171d4783_first30,min,0.0888603106349022
jiufu_ef58cd171d4783_first30,left,0.07552548142764509
jiufu_ef58cd171d4783_first30,right,0.06676044871660536
jiufu_dfa58f3a711e47_first30,mean,0.10718284157230765
jiufu_dfa58f3a711e47_first30,max,0.08228633312051623
jiufu_dfa58f3a711e47_first30,min,0.09708918320005996
jiufu_dfa58f3a711e47_first30,left,0.08194165218529814
jiufu_dfa58f3a711e47_first30,right,0.07583656206852432
jiufu_a1ceaa6025ff79_first30,mean,0.048810772956248506
jiufu_a1ceaa6025ff79_first30,max,0.054770288289184434
jiufu_a1ceaa6025ff79_first30,min,0.05304563385052521
jiufu_a1ceaa6025ff79_first30,left,0.06148145527438652
jiufu_a1ceaa6025ff79_first30,right,0.04378703826279812
jiufu_376f61387ab710_first30,mean,0.03244976273498839
jiufu_376f61387ab710_first30,max,0.03711781064541957
jiufu_376f61387ab710_first30,min,0.04389430163100991
jiufu_376f61387ab710_first30,left,0.04153871361499268
jiufu_376f61387ab710_first30,right,0.0448883579716653
jiufu_9a1c40cbb80bb1_first30,mean,0.07605080358640741
jiufu_9a1c40cbb80bb1_first30,max,0.05069180682157314
jiufu_9a1c40cbb80bb1_first30,min,0.08752313866281598
jiufu_9a1c40cbb80bb1_first30,left,0.023736622805405658
jiufu_9a1c40cbb80bb1_first30,right,0.09667447540434741
jiufu_161f93bfffbe11_first30,mean,0.13774831371661986
jiufu_161f93bfffbe11_first30,max,0.11309581415228938
jiufu_161f93bfffbe11_first30,min,0.10311493860760486
jiufu_161f93bfffbe11_first30,left,0.07446879459302941
jiufu_161f93bfffbe11_first30,right,0.06683481619024534
jiufu_014c9b6a274fed_first30,mean,0.06533590617001916
jiufu_014c9b6a274fed_first30,max,0.06981895349883321
jiufu_014c9b6a274fed_first30,min,0.0572689825471603
jiufu_014c9b6a274fed_first30,left,0.053964195218563604
jiufu_014c9b6a274fed_first30,right,0.06556637292188103
jiufu_028724ccc9868d_first30,mean,0.1361523280050378
jiufu_028724ccc9868d_first30,max,0.07094160765609572
jiufu_028724ccc9868d_first30,min,0.154797361353388
jiufu_028724ccc9868d_first30,left,0.06276216806671779
jiufu_028724ccc9868d_first30,right,0.15980792464037788
jiufu_0c053f837a8b23_first30,mean,0.21958744255054927
jiufu_0c053f837a8b23_first30,max,0.28515148911049937
jiufu_0c053f837a8b23_first30,min,0.1251863278322075
jiufu_0c053f837a8b23_first30,left,0.26594964056666975
jiufu_0c053f837a8b23_first30,right,0.10758742706083224
jiufu_8f6eabd7f2cb6e_first30,mean,0.162451969366988
jiufu_8f6eabd7f2cb6e_first30,max,0.1556958360734318
jiufu_8f6eabd7f2cb6e_first30,min,0.13083884252992306
jiufu_8f6eabd7f2cb6e_first30,left,0.165083794180798
jiufu_8f6eabd7f2cb6e_first30,right,0.08612324082077798
jiufu_21b4c4c26061d0_first30,mean,0.087313668492681
jiufu_21b4c4c26061d0_first30,max,0.13717888011099555
jiufu_21b4c4c26061d0_first30,min,0.08905220669056847
jiufu_21b4c4c26061d0_first30,left,0.06358998844598615
jiufu_21b4c4c26061d0_first30,right,0.08092212318256208
jiufu_37333d1afc0ec2_first30,mean,0.0626609473290161
jiufu_37333d1afc0ec2_first30,max,0.06572323238377197
jiufu_37333d1afc0ec2_first30,min,0.05426642358633811
jiufu_37333d1afc0ec2_first30,left,0.055915598237205745
jiufu_37333d1afc0ec2_first30,right,0.06140200303608175
jiufu_b273cec8024eb2_first30,mean,0.11887670103075391
jiufu_b273cec8024eb2_first30,max,0.2593334029283702
jiufu_b273cec8024eb2_first30,min,0.05989562647254282
jiufu_b273cec8024eb2_first30,left,0.06529623683643265
jiufu_b273cec8024eb2_first30,right,0.10373534330104116
jiufu_d1a9a7ab944633_first30,mean,0.09190813716943125
jiufu_d1a9a7ab944633_first30,max,0.06255639989564442
jiufu_d1a9a7ab944633_first30,min,0.08251234271798985
jiufu_d1a9a7ab944633_first30,left,0.06320537225393695
jiufu_d1a9a7ab944633_first30,right,0.06890422788088772
jiufu_908496549f5b42_first30,mean,0.060389063188516785
jiufu_908496549f5b42_first30,max,0.08762172719441766
jiufu_908496549f5b42_first30,min,0.045573955963608394
jiufu_908496549f5b42_first30,left,0.04850805615891364
jiufu_908496549f5b42_first30,right,0.04130377039600102
jiufu_04fd6f8dc56a73_first30,mean,0.11785571326040904
jiufu_04fd6f8dc56a73_first30,max,0.13034932680607597
jiufu_04fd6f8dc56a73_first30,min,0.0816086954256355
jiufu_04fd6f8dc56a73_first30,left,0.08656928248885405
jiufu_04fd6f8dc56a73_first30,right,0.08670529923881017
jiufu_440a29cebcae1c_first30,mean,0.21521631717446735
jiufu_440a29cebcae1c_first30,max,0.18410340659728328
jiufu_440a29cebcae1c_first30,min,0.1948662847798612
jiufu_440a29cebcae1c_first30,left,0.1890355779494783
jiufu_440a29cebcae1c_first30,right,0.07512200112926024
jiufu_8538e6e6160d83_first30,mean,0.049959603150170714
jiufu_8538e6e6160d83_first30,max,0.032137293316920924
jiufu_8538e6e6160d83_first30,min,0.07763200819890681
jiufu_8538e6e6160d83_first30,left,0.07361544360246419
jiufu_8538e6e6160d83_first30,right,0.022793858335839145
jiufu_e2821e37ff899d_first30,mean,0.5232889510474684
jiufu_e2821e37ff899d_first30,max,0.5107736283565049
jiufu_e2821e37ff899d_first30,min,0.47184230908969127
jiufu_e2821e37ff899d_first30,left,0.47835413075561883
jiufu_e2821e37ff899d_first30,right,0.45785440605947303
jiufu_b80d393ca25ef8_first30,mean,0.06472979620860424
jiufu_b80d393ca25ef8_first30,max,0.08367118164394903
jiufu_b80d393ca25ef8_first30,min,0.07616823898534605
jiufu_b80d393ca25ef8_first30,left,0.08719023145866764
jiufu_b80d393ca25ef8_first30,right,0.06070412387651527
jiufu_adb9b6776eb349_first30,mean,0.14201414869240167
jiufu_adb9b6776eb349_first30,max,0.13435263704959452
jiufu_adb9b6776eb349_first30,min,0.13164810556786855
jiufu_adb9b6776eb349_first30,left,0.11115050984168666
jiufu_adb9b6776eb349_first30,right,0.12295455701368953
jiufu_8fea3748e16a76_first30,mean,0.05161602872065184
jiufu_8fea3748e16a76_first30,max,0.05303733698960216
jiufu_8fea3748e16a76_first30,min,0.04445115443197815
jiufu_8fea3748e16a76_first30,left,0.03165790243200253
jiufu_8fea3748e16a76_first30,right,0.0372997459108933
