frame_id,variant,keypoint,x,y,confidence,inside_native
R3-01_t05,rotate_minus30,0,683.453115632484,446.2370642848623,0.7064744830131531,True
R3-01_t05,rotate_minus30,1,532.1639742264443,529.2811794626916,0.7145227789878845,True
R3-01_t05,center75,0,761.713623046875,180.0,0.004800241440534592,True
R3-01_t05,center75,1,580.0451049804688,180.0,0.00425407150760293,True
R3-02_t00,baseline,0,447.034423828125,755.9613647460938,0.999376118183136,True
R3-02_t00,baseline,1,327.5013427734375,752.8344116210938,0.003406795207411051,True
R3-02_t00,rotate_plus30,0,443.2910201072369,766.0589462991071,0.9996509552001953,True
R3-02_t00,rotate_plus30,1,342.57845966640366,707.2428468492316,0.9999123811721802,True
R3-02_t00,lower75,0,445.6019287109375,766.6572570800781,0.9940978288650513,True
R3-02_t00,lower75,1,322.32196044921875,756.1002807617188,0.029148777946829796,True
R3-02_t00,center75,0,449.9484558105469,757.75927734375,0.9983388185501099,True
R3-02_t00,center75,1,324.4158172607422,750.9031982421875,0.06676071137189865,True
R3-02_t10,baseline,0,580.7210083007812,452.81610107421875,0.9998936653137207,True
R3-02_t10,baseline,1,469.6941833496094,448.0564270019531,0.973076343536377,True
R3-02_t10,rotate_plus30,0,558.5716375433774,485.4870353577385,0.004345642402768135,True
R3-02_t10,rotate_plus30,1,475.7635243953015,441.82523396458714,0.9934890270233154,True
R3-02_t10,gray,0,575.9474487304688,447.66180419921875,0.9998297691345215,True
R3-02_t10,gray,1,469.1727600097656,446.34820556640625,0.999872088432312,True
R3-02_t10,clahe_l,0,582.1013793945312,448.1499938964844,0.9999470710754395,True
R3-02_t10,clahe_l,1,468.9759521484375,444.6297912597656,0.9968072175979614,True
R3-02_t10,lower75,0,578.448486328125,441.6785659790039,0.9991064667701721,True
R3-02_t10,lower75,1,470.47930908203125,438.7372512817383,0.9979854822158813,True
R3-02_t10,center75,0,578.0324096679688,444.8750915527344,0.9996127486228943,True
R3-02_t10,center75,1,476.0755310058594,444.0453796386719,0.999269425868988,True
R3-02_t15,baseline,0,597.152587890625,411.7284851074219,0.9996352195739746,True
R3-02_t15,baseline,1,484.2305603027344,412.3695373535156,0.9991057515144348,True
R3-02_t15,rotate_minus30,0,589.3306665928825,399.6761896732726,0.973678708076477,True
R3-02_t15,rotate_minus30,1,507.749679311417,442.036372426394,0.026216646656394005,True
R3-02_t15,rotate_plus30,0,572.764515739376,445.5581798806951,0.3849601745605469,True
R3-02_t15,rotate_plus30,1,491.1231869428723,406.00600290836303,0.994407057762146,True
R3-02_t15,gray,0,583.3212280273438,411.59222412109375,0.9997005462646484,True
R3-02_t15,gray,1,481.94061279296875,411.58984375,0.9998728036880493,True
R3-02_t15,clahe_l,0,596.209228515625,406.0088806152344,0.9998421669006348,True
R3-02_t15,clahe_l,1,483.9362487792969,408.8315124511719,0.999382734298706,True
R3-02_t15,lower75,0,594.529296875,407.5092315673828,0.9987040758132935,True
R3-02_t15,lower75,1,480.9573669433594,407.4868469238281,0.9981933236122131,True
R3-02_t15,center75,0,590.5652465820312,413.924072265625,0.9993922710418701,True
R3-02_t15,center75,1,483.87548828125,413.9174499511719,0.9962730407714844,True
R3-02_t20,baseline,0,602.7296142578125,429.6632385253906,0.9943978786468506,True
R3-02_t20,baseline,1,496.54791259765625,432.57269287109375,0.9891746044158936,True
R3-02_t20,rotate_plus30,0,581.5319475413155,459.1924278017468,0.16957804560661316,True
R3-02_t20,rotate_plus30,1,496.27941266291634,419.8575676539218,0.9913734793663025,True
R3-02_t20,gray,0,594.9535522460938,432.7174377441406,0.9913806319236755,True
R3-02_t20,gray,1,488.869140625,431.77978515625,0.9988337159156799,True
R3-02_t20,clahe_l,0,603.370849609375,427.6197814941406,0.9848237037658691,True
R3-02_t20,clahe_l,1,496.2044372558594,434.1360778808594,0.9964441657066345,True
R3-02_t20,lower75,0,605.7005004882812,432.71446990966797,0.9997650980949402,True
R3-02_t20,lower75,1,495.2127990722656,430.12437438964844,0.9996637105941772,True
R3-02_t20,center75,0,604.19189453125,431.57386779785156,0.9998376369476318,True
R3-02_t20,center75,1,496.455810546875,431.4302062988281,0.9998284578323364,True
R3-03_t00,baseline,0,435.5748291015625,290.1683654785156,0.9981572031974792,True
R3-03_t00,baseline,1,305.850830078125,296.0299072265625,0.008082650601863861,True
R3-03_t00,gray,0,430.96783447265625,294.4791259765625,0.9998745918273926,True
R3-03_t00,gray,1,330.5429992675781,298.96722412109375,0.9998515844345093,True
R3-03_t00,clahe_l,0,436.6007385253906,295.8609313964844,0.9978566765785217,True
R3-03_t00,clahe_l,1,315.6684875488281,297.02410888671875,0.15049774944782257,True
R3-03_t00,center75,0,438.3441467285156,287.84069061279297,0.9987679123878479,True
R3-03_t00,center75,1,306.790771484375,292.85826873779297,0.01958036608994007,True
R3-03_t15,gray,0,487.6846923828125,137.916015625,0.99888676404953,True
R3-03_t15,gray,1,360.6051330566406,147.14617919921875,0.999896764755249,True
R3-03_t15,clahe_l,0,492.87255859375,136.9037322998047,0.9932003617286682,True
R3-03_t15,clahe_l,1,365.97698974609375,136.88218688964844,0.9766364693641663,True
R3-03_t20,rotate_minus30,0,747.8593849526064,391.4909696826538,0.9881068468093872,True
R3-03_t20,rotate_minus30,1,613.4300049688904,476.5533324271252,0.9862045049667358,True
R3-03_t25,baseline,0,570.2696533203125,201.45431518554688,0.9986131191253662,True
R3-03_t25,baseline,1,435.5658264160156,203.73153686523438,0.9904995560646057,True
R3-03_t25,gray,0,570.5901489257812,208.23272705078125,0.9995763897895813,True
R3-03_t25,gray,1,431.68536376953125,213.11087036132812,0.9993808269500732,True
R3-03_t25,clahe_l,0,569.443603515625,203.48231506347656,0.9984904527664185,True
R3-03_t25,clahe_l,1,438.0501403808594,205.25184631347656,0.9970722198486328,True
R3-03_t25,center75,0,589.1950988769531,188.164626121521,0.7562357783317566,True
R3-03_t25,center75,1,429.4535827636719,186.32566213607788,0.10372757166624069,True
R3-05_t10,baseline,0,1080.0,716.051025390625,0.00025141178048215806,False
R3-05_t10,baseline,1,930.0787963867188,720.5106811523438,0.9997735619544983,True
R3-05_t10,clahe_l,0,1080.0,717.0474853515625,0.0005458465311676264,False
R3-05_t10,clahe_l,1,930.9782104492188,721.9768676757812,0.9998369216918945,True
R3-05_t10,lower75,0,1075.4952392578125,702.2481384277344,0.0012328199809417129,True
R3-05_t10,lower75,1,932.13623046875,706.0523376464844,0.9971300959587097,True
R3-05_t25,baseline,0,1051.0633544921875,482.18035888671875,9.199827036354691e-05,True
R3-05_t25,baseline,1,904.0974731445312,495.08563232421875,0.9998722076416016,True
R3-05_t25,rotate_minus30,0,1004.1554563314266,443.30685838013267,0.0011784144444391131,True
R3-05_t25,rotate_minus30,1,907.4721554708728,492.5384856477483,0.9959650039672852,True
R3-05_t25,clahe_l,0,1051.278076171875,480.577392578125,0.00017872368334792554,True
R3-05_t25,clahe_l,1,901.7319946289062,492.2315673828125,0.9998791217803955,True
R3-05_t25,lower75,0,1038.492431640625,485.48828125,0.0029891629237681627,True
R3-05_t25,lower75,1,903.5147094726562,486.22069549560547,0.9992319345474243,True
R3-05_t25,center75,0,945.0,480.86676025390625,0.0017303258646279573,True
R3-05_t25,center75,1,914.7254638671875,484.24542236328125,0.8229490518569946,True
R3-06_t00,baseline,0,663.0184326171875,516.1671752929688,0.508990466594696,True
R3-06_t00,baseline,1,564.1591796875,514.8546142578125,0.9759233593940735,True
R3-06_t00,lower75,0,665.1127319335938,520.2144927978516,0.9610880613327026,True
R3-06_t00,lower75,1,558.392822265625,515.3875732421875,0.9690830707550049,True
R3-06_t00,center75,0,664.25927734375,521.5646057128906,0.9111382961273193,True
R3-06_t00,center75,1,560.1812438964844,518.0743103027344,0.9559552669525146,True
R3-06_t10,lower75,0,438.7230224609375,663.577880859375,0.9950942993164062,True
R3-06_t10,lower75,1,305.76324462890625,663.3395690917969,0.4038623869419098,True
R3-06_t10,center75,0,437.7242431640625,656.9970397949219,0.9809867739677429,True
R3-06_t10,center75,1,306.7707824707031,658.9426574707031,0.7789632678031921,True
R3-06_t15,baseline,0,494.9449462890625,699.8440551757812,0.9916070699691772,True
R3-06_t15,baseline,1,352.6083068847656,701.4594116210938,0.8480194807052612,True
R3-06_t15,lower75,0,501.1128845214844,704.12939453125,0.9986885190010071,True
R3-06_t15,lower75,1,355.0640563964844,705.6963195800781,0.9882450103759766,True
R3-06_t15,center75,0,496.2704772949219,697.9053955078125,0.9962407350540161,True
R3-06_t15,center75,1,355.9329528808594,702.397216796875,0.9614425897598267,True
R3-06_t25,baseline,0,563.7476806640625,638.7753295898438,0.9930302500724792,True
R3-06_t25,baseline,1,409.272705078125,638.2318725585938,0.9953712821006775,True
R3-06_t25,clahe_l,0,562.0400390625,647.204833984375,0.9915140271186829,True
R3-06_t25,clahe_l,1,419.14556884765625,650.6701049804688,0.9828251004219055,True
R3-06_t25,lower75,0,557.2406616210938,634.6530456542969,0.9960399866104126,True
R3-06_t25,lower75,1,414.92730712890625,639.0840454101562,0.986143171787262,True
R3-06_t25,center75,0,559.0421752929688,637.470703125,0.9987813830375671,True
R3-06_t25,center75,1,411.96502685546875,641.1978454589844,0.9977839589118958,True
R3-09_t00,baseline,0,778.1522827148438,735.708251953125,0.9995177984237671,True
R3-09_t00,baseline,1,628.9987182617188,736.787841796875,0.09126367419958115,True
R3-09_t00,gray,0,773.2877197265625,740.2553100585938,0.9998224377632141,True
R3-09_t00,gray,1,648.5547485351562,739.1910400390625,0.974825918674469,True
R3-09_t00,clahe_l,0,775.985107421875,733.1697387695312,0.9993332028388977,True
R3-09_t00,clahe_l,1,631.5738525390625,736.6575927734375,0.12097813189029694,True
R3-09_t00,lower75,0,766.4042358398438,723.0835876464844,0.9722511172294617,True
R3-09_t00,lower75,1,642.96240234375,722.6311340332031,0.26051047444343567,True
R3-09_t00,center75,0,766.794921875,725.0761108398438,0.9889464974403381,True
R3-09_t00,center75,1,645.1284484863281,725.361328125,0.2951715588569641,True
R3-09_t15,baseline,0,684.6768188476562,898.0335083007812,0.9996159076690674,True
R3-09_t15,baseline,1,539.025390625,896.97705078125,0.8814528584480286,True
R3-09_t15,rotate_minus30,0,689.9139357880326,863.3833435997126,0.9941011071205139,True
R3-09_t15,rotate_minus30,1,564.6586883095633,931.2425082398903,0.03733271360397339,True
R3-09_t15,gray,0,685.7689819335938,898.041015625,0.9996347427368164,True
R3-09_t15,gray,1,544.4678955078125,897.01708984375,0.9961196184158325,True
R3-09_t15,clahe_l,0,692.5828857421875,901.5376586914062,0.999489426612854,True
R3-09_t15,clahe_l,1,541.8287963867188,899.88525390625,0.9301188588142395,True
R3-09_t15,lower75,0,681.4278564453125,894.3240966796875,0.9976940751075745,True
R3-09_t15,lower75,1,544.2595825195312,892.3467407226562,0.9151713848114014,True
R3-09_t15,center75,0,680.4375610351562,892.1201782226562,0.9860904216766357,True
R3-09_t15,center75,1,543.9065551757812,892.1688842773438,0.9458014369010925,True
R3-09_t20,baseline,0,848.1226806640625,527.1392211914062,0.9997473359107971,True
R3-09_t20,baseline,1,702.7672119140625,519.118408203125,0.8727366924285889,True
R3-09_t20,clahe_l,0,852.9357299804688,529.46435546875,0.9993628859519958,True
R3-09_t20,clahe_l,1,713.8017578125,522.8712768554688,0.7476086020469666,True
R3-09_t20,lower75,0,846.9754028320312,517.1178741455078,0.9988300204277039,True
