frame_id,review_id,window_id,variant,detections,high_keypoints,elapsed_seconds,box_conf
R3-02_t15,R3-02,jiufu_7cb985938d0a6a_first30,center75,1,2,0.016000000000076398,0.8812671303749084
R3-02_t20,R3-02,jiufu_7cb985938d0a6a_first30,baseline,1,2,0.016000000000076398,0.8931835293769836
R3-02_t20,R3-02,jiufu_7cb985938d0a6a_first30,rotate_minus30,0,0,0.016000000000076398,
R3-02_t20,R3-02,jiufu_7cb985938d0a6a_first30,rotate_plus30,1,1,0.01499999999987267,0.47415891289711
R3-02_t20,R3-02,jiufu_7cb985938d0a6a_first30,gray,1,2,0.016000000000076398,0.8389752507209778
R3-02_t20,R3-02,jiufu_7cb985938d0a6a_first30,clahe_l,1,2,0.016000000000076398,0.8985846638679504
R3-02_t20,R3-02,jiufu_7cb985938d0a6a_first30,lower75,1,2,0.016000000000076398,0.8802193403244019
R3-02_t20,R3-02,jiufu_7cb985938d0a6a_first30,center75,1,2,0.01499999999987267,0.8750969767570496
R3-02_t25,R3-02,jiufu_7cb985938d0a6a_first30,baseline,0,0,0.0,
R3-02_t25,R3-02,jiufu_7cb985938d0a6a_first30,rotate_minus30,0,0,0.016000000000076398,
R3-02_t25,R3-02,jiufu_7cb985938d0a6a_first30,rotate_plus30,0,0,0.01499999999987267,
R3-02_t25,R3-02,jiufu_7cb985938d0a6a_first30,gray,0,0,0.0,
R3-02_t25,R3-02,jiufu_7cb985938d0a6a_first30,clahe_l,0,0,0.0,
R3-02_t25,R3-02,jiufu_7cb985938d0a6a_first30,lower75,0,0,0.01499999999987267,
R3-02_t25,R3-02,jiufu_7cb985938d0a6a_first30,center75,0,0,0.016000000000076398,
R3-03_t00,R3-03,jiufu_2aaced556ff39d_first30,baseline,1,1,0.01499999999987267,0.8404229879379272
R3-03_t00,R3-03,jiufu_2aaced556ff39d_first30,rotate_minus30,0,0,0.016000000000076398,
R3-03_t00,R3-03,jiufu_2aaced556ff39d_first30,rotate_plus30,0,0,0.016000000000076398,
R3-03_t00,R3-03,jiufu_2aaced556ff39d_first30,gray,1,2,0.01499999999987267,0.8988783955574036
R3-03_t00,R3-03,jiufu_2aaced556ff39d_first30,clahe_l,1,1,0.01499999999987267,0.866623044013977
R3-03_t00,R3-03,jiufu_2aaced556ff39d_first30,lower75,0,0,0.016000000000076398,
R3-03_t00,R3-03,jiufu_2aaced556ff39d_first30,center75,1,1,0.016000000000076398,0.8258168697357178
R3-03_t05,R3-03,jiufu_2aaced556ff39d_first30,baseline,0,0,0.01499999999987267,
R3-03_t05,R3-03,jiufu_2aaced556ff39d_first30,rotate_minus30,0,0,0.016000000000076398,
R3-03_t05,R3-03,jiufu_2aaced556ff39d_first30,rotate_plus30,0,0,0.01499999999987267,
R3-03_t05,R3-03,jiufu_2aaced556ff39d_first30,gray,0,0,0.016000000000076398,
R3-03_t05,R3-03,jiufu_2aaced556ff39d_first30,clahe_l,0,0,0.01499999999987267,
R3-03_t05,R3-03,jiufu_2aaced556ff39d_first30,lower75,0,0,0.016000000000076398,
R3-03_t05,R3-03,jiufu_2aaced556ff39d_first30,center75,0,0,0.016000000000076398,
R3-03_t10,R3-03,jiufu_2aaced556ff39d_first30,baseline,0,0,0.0,
R3-03_t10,R3-03,jiufu_2aaced556ff39d_first30,rotate_minus30,0,0,0.016000000000076398,
R3-03_t10,R3-03,jiufu_2aaced556ff39d_first30,rotate_plus30,0,0,0.01499999999987267,
R3-03_t10,R3-03,jiufu_2aaced556ff39d_first30,gray,0,0,0.016000000000076398,
R3-03_t10,R3-03,jiufu_2aaced556ff39d_first30,clahe_l,0,0,0.01499999999987267,
R3-03_t10,R3-03,jiufu_2aaced556ff39d_first30,lower75,0,0,0.016000000000076398,
R3-03_t10,R3-03,jiufu_2aaced556ff39d_first30,center75,0,0,0.0,
R3-03_t15,R3-03,jiufu_2aaced556ff39d_first30,baseline,0,0,0.01499999999987267,
R3-03_t15,R3-03,jiufu_2aaced556ff39d_first30,rotate_minus30,0,0,0.016000000000076398,
R3-03_t15,R3-03,jiufu_2aaced556ff39d_first30,rotate_plus30,0,0,0.016000000000076398,
R3-03_t15,R3-03,jiufu_2aaced556ff39d_first30,gray,1,2,0.01499999999987267,0.5231189131736755
R3-03_t15,R3-03,jiufu_2aaced556ff39d_first30,clahe_l,1,2,0.01499999999987267,0.45288726687431335
R3-03_t15,R3-03,jiufu_2aaced556ff39d_first30,lower75,0,0,0.016000000000076398,
R3-03_t15,R3-03,jiufu_2aaced556ff39d_first30,center75,0,0,0.016000000000076398,
R3-03_t20,R3-03,jiufu_2aaced556ff39d_first30,baseline,0,0,0.016000000000076398,
R3-03_t20,R3-03,jiufu_2aaced556ff39d_first30,rotate_minus30,1,2,0.01499999999987267,0.7350376844406128
R3-03_t20,R3-03,jiufu_2aaced556ff39d_first30,rotate_plus30,0,0,0.0,
R3-03_t20,R3-03,jiufu_2aaced556ff39d_first30,gray,0,0,0.01499999999987267,
R3-03_t20,R3-03,jiufu_2aaced556ff39d_first30,clahe_l,0,0,0.016000000000076398,
R3-03_t20,R3-03,jiufu_2aaced556ff39d_first30,lower75,0,0,0.01499999999987267,
R3-03_t20,R3-03,jiufu_2aaced556ff39d_first30,center75,0,0,0.016000000000076398,
R3-03_t25,R3-03,jiufu_2aaced556ff39d_first30,baseline,1,2,0.016000000000076398,0.8016536235809326
R3-03_t25,R3-03,jiufu_2aaced556ff39d_first30,rotate_minus30,0,0,0.0,
R3-03_t25,R3-03,jiufu_2aaced556ff39d_first30,rotate_plus30,0,0,0.0,
R3-03_t25,R3-03,jiufu_2aaced556ff39d_first30,gray,1,2,0.0,0.8505662083625793
R3-03_t25,R3-03,jiufu_2aaced556ff39d_first30,clahe_l,1,2,0.016000000000076398,0.8390946388244629
R3-03_t25,R3-03,jiufu_2aaced556ff39d_first30,lower75,0,0,0.016000000000076398,
R3-03_t25,R3-03,jiufu_2aaced556ff39d_first30,center75,1,1,0.0,0.7058323621749878
R3-05_t00,R3-05,jiufu_0d1522aef374ec_first30,baseline,0,0,0.016000000000076398,
R3-05_t00,R3-05,jiufu_0d1522aef374ec_first30,rotate_minus30,0,0,0.016000000000076398,
R3-05_t00,R3-05,jiufu_0d1522aef374ec_first30,rotate_plus30,0,0,0.0,
R3-05_t00,R3-05,jiufu_0d1522aef374ec_first30,gray,0,0,0.0,
R3-05_t00,R3-05,jiufu_0d1522aef374ec_first30,clahe_l,0,0,0.01499999999987267,
R3-05_t00,R3-05,jiufu_0d1522aef374ec_first30,lower75,0,0,0.016000000000076398,
R3-05_t00,R3-05,jiufu_0d1522aef374ec_first30,center75,0,0,0.01499999999987267,
R3-05_t05,R3-05,jiufu_0d1522aef374ec_first30,baseline,0,0,0.0,
R3-05_t05,R3-05,jiufu_0d1522aef374ec_first30,rotate_minus30,0,0,0.0,
R3-05_t05,R3-05,jiufu_0d1522aef374ec_first30,rotate_plus30,0,0,0.0,
R3-05_t05,R3-05,jiufu_0d1522aef374ec_first30,gray,0,0,0.0,
R3-05_t05,R3-05,jiufu_0d1522aef374ec_first30,clahe_l,0,0,0.01499999999987267,
R3-05_t05,R3-05,jiufu_0d1522aef374ec_first30,lower75,0,0,0.016000000000076398,
R3-05_t05,R3-05,jiufu_0d1522aef374ec_first30,center75,0,0,0.0,
R3-05_t10,R3-05,jiufu_0d1522aef374ec_first30,baseline,1,1,0.016000000000076398,0.8322476148605347
R3-05_t10,R3-05,jiufu_0d1522aef374ec_first30,rotate_minus30,0,0,0.01499999999987267,
R3-05_t10,R3-05,jiufu_0d1522aef374ec_first30,rotate_plus30,0,0,0.0,
R3-05_t10,R3-05,jiufu_0d1522aef374ec_first30,gray,0,0,0.01499999999987267,
R3-05_t10,R3-05,jiufu_0d1522aef374ec_first30,clahe_l,1,1,0.016000000000076398,0.8140124082565308
R3-05_t10,R3-05,jiufu_0d1522aef374ec_first30,lower75,1,1,0.01499999999987267,0.5547143816947937
R3-05_t10,R3-05,jiufu_0d1522aef374ec_first30,center75,0,0,0.016000000000076398,
R3-05_t15,R3-05,jiufu_0d1522aef374ec_first30,baseline,0,0,0.0,
R3-05_t15,R3-05,jiufu_0d1522aef374ec_first30,rotate_minus30,0,0,0.0,
R3-05_t15,R3-05,jiufu_0d1522aef374ec_first30,rotate_plus30,0,0,0.0,
R3-05_t15,R3-05,jiufu_0d1522aef374ec_first30,gray,0,0,0.0,
R3-05_t15,R3-05,jiufu_0d1522aef374ec_first30,clahe_l,0,0,0.016000000000076398,
R3-05_t15,R3-05,jiufu_0d1522aef374ec_first30,lower75,0,0,0.016000000000076398,
R3-05_t15,R3-05,jiufu_0d1522aef374ec_first30,center75,0,0,0.0,
R3-05_t20,R3-05,jiufu_0d1522aef374ec_first30,baseline,0,0,0.016000000000076398,
R3-05_t20,R3-05,jiufu_0d1522aef374ec_first30,rotate_minus30,0,0,0.016000000000076398,
R3-05_t20,R3-05,jiufu_0d1522aef374ec_first30,rotate_plus30,0,0,0.01499999999987267,
R3-05_t20,R3-05,jiufu_0d1522aef374ec_first30,gray,0,0,0.0,
R3-05_t20,R3-05,jiufu_0d1522aef374ec_first30,clahe_l,0,0,0.016000000000076398,
R3-05_t20,R3-05,jiufu_0d1522aef374ec_first30,lower75,0,0,0.01499999999987267,
R3-05_t20,R3-05,jiufu_0d1522aef374ec_first30,center75,0,0,0.016000000000076398,
R3-05_t25,R3-05,jiufu_0d1522aef374ec_first30,baseline,1,1,0.016000000000076398,0.8692802786827087
R3-05_t25,R3-05,jiufu_0d1522aef374ec_first30,rotate_minus30,1,1,0.01499999999987267,0.7071270942687988
R3-05_t25,R3-05,jiufu_0d1522aef374ec_first30,rotate_plus30,0,0,0.016000000000076398,
R3-05_t25,R3-05,jiufu_0d1522aef374ec_first30,gray,0,0,0.0,
R3-05_t25,R3-05,jiufu_0d1522aef374ec_first30,clahe_l,1,1,0.016000000000076398,0.8783864974975586
R3-05_t25,R3-05,jiufu_0d1522aef374ec_first30,lower75,1,1,0.01499999999987267,0.3021215498447418
R3-05_t25,R3-05,jiufu_0d1522aef374ec_first30,center75,1,1,0.016000000000076398,0.3272543251514435
R3-06_t00,R3-06,jiufu_6328167f32f25e_first30,baseline,1,2,0.0,0.7366700768470764
R3-06_t00,R3-06,jiufu_6328167f32f25e_first30,rotate_minus30,0,0,0.016000000000076398,
R3-06_t00,R3-06,jiufu_6328167f32f25e_first30,rotate_plus30,0,0,0.016000000000076398,
R3-06_t00,R3-06,jiufu_6328167f32f25e_first30,gray,0,0,0.0,
R3-06_t00,R3-06,jiufu_6328167f32f25e_first30,clahe_l,0,0,0.016000000000076398,
R3-06_t00,R3-06,jiufu_6328167f32f25e_first30,lower75,1,2,0.016000000000076398,0.7678744792938232
R3-06_t00,R3-06,jiufu_6328167f32f25e_first30,center75,1,2,0.01499999999987267,0.38510045409202576
R3-06_t05,R3-06,jiufu_6328167f32f25e_first30,baseline,0,0,0.016000000000076398,
R3-06_t05,R3-06,jiufu_6328167f32f25e_first30,rotate_minus30,0,0,0.0,
R3-06_t05,R3-06,jiufu_6328167f32f25e_first30,rotate_plus30,0,0,0.0,
R3-06_t05,R3-06,jiufu_6328167f32f25e_first30,gray,0,0,0.016000000000076398,
R3-06_t05,R3-06,jiufu_6328167f32f25e_first30,clahe_l,0,0,0.01499999999987267,
R3-06_t05,R3-06,jiufu_6328167f32f25e_first30,lower75,0,0,0.016000000000076398,
R3-06_t05,R3-06,jiufu_6328167f32f25e_first30,center75,0,0,0.0,
R3-06_t10,R3-06,jiufu_6328167f32f25e_first30,baseline,0,0,0.01499999999987267,
R3-06_t10,R3-06,jiufu_6328167f32f25e_first30,rotate_minus30,0,0,0.016000000000076398,
R3-06_t10,R3-06,jiufu_6328167f32f25e_first30,rotate_plus30,0,0,0.016000000000076398,
R3-06_t10,R3-06,jiufu_6328167f32f25e_first30,gray,0,0,0.01499999999987267,
R3-06_t10,R3-06,jiufu_6328167f32f25e_first30,clahe_l,0,0,0.0,
R3-06_t10,R3-06,jiufu_6328167f32f25e_first30,lower75,1,1,0.01499999999987267,0.7205736041069031
R3-06_t10,R3-06,jiufu_6328167f32f25e_first30,center75,1,2,0.016000000000076398,0.7186253666877747
R3-06_t15,R3-06,jiufu_6328167f32f25e_first30,baseline,1,2,0.016000000000076398,0.5578925609588623
R3-06_t15,R3-06,jiufu_6328167f32f25e_first30,rotate_minus30,0,0,0.0,
R3-06_t15,R3-06,jiufu_6328167f32f25e_first30,rotate_plus30,0,0,0.016000000000076398,
R3-06_t15,R3-06,jiufu_6328167f32f25e_first30,gray,0,0,0.0,
R3-06_t15,R3-06,jiufu_6328167f32f25e_first30,clahe_l,0,0,0.016000000000076398,
R3-06_t15,R3-06,jiufu_6328167f32f25e_first30,lower75,1,2,0.016000000000076398,0.7916826605796814
R3-06_t15,R3-06,jiufu_6328167f32f25e_first30,center75,1,2,0.01499999999987267,0.7686216235160828
R3-06_t20,R3-06,jiufu_6328167f32f25e_first30,baseline,0,0,0.01499999999987267,
R3-06_t20,R3-06,jiufu_6328167f32f25e_first30,rotate_minus30,0,0,0.016000000000076398,
R3-06_t20,R3-06,jiufu_6328167f32f25e_first30,rotate_plus30,0,0,0.01499999999987267,
R3-06_t20,R3-06,jiufu_6328167f32f25e_first30,gray,0,0,0.016000000000076398,
R3-06_t20,R3-06,jiufu_6328167f32f25e_first30,clahe_l,0,0,0.0,
R3-06_t20,R3-06,jiufu_6328167f32f25e_first30,lower75,0,0,0.01499999999987267,
R3-06_t20,R3-06,jiufu_6328167f32f25e_first30,center75,0,0,0.016000000000076398,
R3-06_t25,R3-06,jiufu_6328167f32f25e_first30,baseline,1,2,0.0,0.8706512451171875
R3-06_t25,R3-06,jiufu_6328167f32f25e_first30,rotate_minus30,0,0,0.016000000000076398,
R3-06_t25,R3-06,jiufu_6328167f32f25e_first30,rotate_plus30,0,0,0.016000000000076398,
R3-06_t25,R3-06,jiufu_6328167f32f25e_first30,gray,0,0,0.01499999999987267,
R3-06_t25,R3-06,jiufu_6328167f32f25e_first30,clahe_l,1,2,0.0,0.7057299017906189
R3-06_t25,R3-06,jiufu_6328167f32f25e_first30,lower75,1,2,0.016000000000076398,0.8593347668647766
R3-06_t25,R3-06,jiufu_6328167f32f25e_first30,center75,1,2,0.01499999999987267,0.8607414364814758
R3-09_t00,R3-09,jiufu_440a29cebcae1c_first30,baseline,1,1,0.016000000000076398,0.8389667868614197
R3-09_t00,R3-09,jiufu_440a29cebcae1c_first30,rotate_minus30,0,0,0.016000000000076398,
R3-09_t00,R3-09,jiufu_440a29cebcae1c_first30,rotate_plus30,0,0,0.01499999999987267,
R3-09_t00,R3-09,jiufu_440a29cebcae1c_first30,gray,1,2,0.016000000000076398,0.722601592540741
R3-09_t00,R3-09,jiufu_440a29cebcae1c_first30,clahe_l,1,1,0.0,0.8214290738105774
R3-09_t00,R3-09,jiufu_440a29cebcae1c_first30,lower75,1,1,0.01499999999987267,0.8280050754547119
R3-09_t00,R3-09,jiufu_440a29cebcae1c_first30,center75,1,1,0.016000000000076398,0.7945494055747986
R3-09_t05,R3-09,jiufu_440a29cebcae1c_first30,baseline,0,0,0.0,
R3-09_t05,R3-09,jiufu_440a29cebcae1c_first30,rotate_minus30,0,0,0.016000000000076398,
R3-09_t05,R3-09,jiufu_440a29cebcae1c_first30,rotate_plus30,0,0,0.016000000000076398,
R3-09_t05,R3-09,jiufu_440a29cebcae1c_first30,gray,0,0,0.01499999999987267,
R3-09_t05,R3-09,jiufu_440a29cebcae1c_first30,clahe_l,0,0,0.01499999999987267,
R3-09_t05,R3-09,jiufu_440a29cebcae1c_first30,lower75,0,0,0.016000000000076398,
R3-09_t05,R3-09,jiufu_440a29cebcae1c_first30,center75,0,0,0.0,
R3-09_t10,R3-09,jiufu_440a29cebcae1c_first30,baseline,0,0,0.01499999999987267,
R3-09_t10,R3-09,jiufu_440a29cebcae1c_first30,rotate_minus30,0,0,0.016000000000076398,
R3-09_t10,R3-09,jiufu_440a29cebcae1c_first30,rotate_plus30,0,0,0.016000000000076398,
R3-09_t10,R3-09,jiufu_440a29cebcae1c_first30,gray,0,0,0.016000000000076398,
R3-09_t10,R3-09,jiufu_440a29cebcae1c_first30,clahe_l,0,0,0.016000000000076398,
R3-09_t10,R3-09,jiufu_440a29cebcae1c_first30,lower75,0,0,0.016000000000076398,
R3-09_t10,R3-09,jiufu_440a29cebcae1c_first30,center75,0,0,0.0,
R3-09_t15,R3-09,jiufu_440a29cebcae1c_first30,baseline,1,2,0.0,0.8297328948974609
R3-09_t15,R3-09,jiufu_440a29cebcae1c_first30,rotate_minus30,1,1,0.01499999999987267,0.49979135394096375
R3-09_t15,R3-09,jiufu_440a29cebcae1c_first30,rotate_plus30,0,0,0.016000000000076398,
R3-09_t15,R3-09,jiufu_440a29cebcae1c_first30,gray,1,2,0.016000000000076398,0.6307097673416138
R3-09_t15,R3-09,jiufu_440a29cebcae1c_first30,clahe_l,1,2,0.016000000000076398,0.8360321521759033
R3-09_t15,R3-09,jiufu_440a29cebcae1c_first30,lower75,1,2,0.01499999999987267,0.5671009421348572
R3-09_t15,R3-09,jiufu_440a29cebcae1c_first30,center75,1,2,0.016000000000076398,0.6540868878364563
R3-09_t20,R3-09,jiufu_440a29cebcae1c_first30,baseline,1,2,0.016000000000076398,0.8738594055175781
R3-09_t20,R3-09,jiufu_440a29cebcae1c_first30,rotate_minus30,0,0,0.01499999999987267,
R3-09_t20,R3-09,jiufu_440a29cebcae1c_first30,rotate_plus30,0,0,0.016000000000076398,
R3-09_t20,R3-09,jiufu_440a29cebcae1c_first30,gray,0,0,0.01499999999987267,
R3-09_t20,R3-09,jiufu_440a29cebcae1c_first30,clahe_l,1,2,0.016000000000076398,0.8739995360374451
R3-09_t20,R3-09,jiufu_440a29cebcae1c_first30,lower75,1,2,0.01499999999987267,0.7951241135597229
R3-09_t20,R3-09,jiufu_440a29cebcae1c_first30,center75,1,2,0.016000000000076398,0.8213465809822083
R3-09_t25,R3-09,jiufu_440a29cebcae1c_first30,baseline,1,2,0.01499999999987267,0.5359867811203003
R3-09_t25,R3-09,jiufu_440a29cebcae1c_first30,rotate_minus30,1,1,0.016000000000076398,0.5117719173431396
R3-09_t25,R3-09,jiufu_440a29cebcae1c_first30,rotate_plus30,0,0,0.016000000000076398,
R3-09_t25,R3-09,jiufu_440a29cebcae1c_first30,gray,0,0,0.01499999999987267,
R3-09_t25,R3-09,jiufu_440a29cebcae1c_first30,clahe_l,1,2,0.0,0.44217395782470703
R3-09_t25,R3-09,jiufu_440a29cebcae1c_first30,lower75,0,0,0.016000000000076398,
R3-09_t25,R3-09,jiufu_440a29cebcae1c_first30,center75,0,0,0.01499999999987267,
R3-10_t00,R3-10,jiufu_f920435ef76ec4_first30,baseline,1,2,0.016000000000076398,0.8083230257034302
R3-10_t00,R3-10,jiufu_f920435ef76ec4_first30,rotate_minus30,0,0,0.016000000000076398,
R3-10_t00,R3-10,jiufu_f920435ef76ec4_first30,rotate_plus30,0,0,0.01499999999987267,
R3-10_t00,R3-10,jiufu_f920435ef76ec4_first30,gray,1,2,0.016000000000076398,0.8176778554916382
R3-10_t00,R3-10,jiufu_f920435ef76ec4_first30,clahe_l,1,2,0.01499999999987267,0.763867199420929
R3-10_t00,R3-10,jiufu_f920435ef76ec4_first30,lower75,1,2,0.016000000000076398,0.7925824522972107
R3-10_t00,R3-10,jiufu_f920435ef76ec4_first30,center75,1,2,0.01499999999987267,0.6745468378067017
R3-10_t05,R3-10,jiufu_f920435ef76ec4_first30,baseline,0,0,0.016000000000076398,
R3-10_t05,R3-10,jiufu_f920435ef76ec4_first30,rotate_minus30,0,0,0.0,
R3-10_t05,R3-10,jiufu_f920435ef76ec4_first30,rotate_plus30,0,0,0.016000000000076398,
R3-10_t05,R3-10,jiufu_f920435ef76ec4_first30,gray,0,0,0.0,
R3-10_t05,R3-10,jiufu_f920435ef76ec4_first30,clahe_l,0,0,0.016000000000076398,
R3-10_t05,R3-10,jiufu_f920435ef76ec4_first30,lower75,0,0,0.016000000000076398,
R3-10_t05,R3-10,jiufu_f920435ef76ec4_first30,center75,0,0,0.0,
R3-10_t10,R3-10,jiufu_f920435ef76ec4_first30,baseline,0,0,0.016000000000076398,
R3-10_t10,R3-10,jiufu_f920435ef76ec4_first30,rotate_minus30,0,0,0.01499999999987267,
R3-10_t10,R3-10,jiufu_f920435ef76ec4_first30,rotate_plus30,0,0,0.016000000000076398,
R3-10_t10,R3-10,jiufu_f920435ef76ec4_first30,gray,0,0,0.016000000000076398,
