thermal_file_id,thermal_path,rgb_file_id,rgb_path,filename_clock_difference_seconds,same_cow_verified,synchronization_offset_seconds,synchronization_status
jiufu_2fdd36fbe9a8ce,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T093117-A1022253.MP4,jiufu_b07caf89a4e1b0,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\VID_20240806_093122.mp4,5.0,,,candidate_only_not_verified
jiufu_ef58cd171d4783,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T093312-691.MP4,jiufu_fce608ba48da03,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\VID_20240806_093318.mp4,6.0,,,candidate_only_not_verified
jiufu_96dfaf729ad3d4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T093647-A1022251.MP4,jiufu_fc0ffd22062c2f,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\VID_20240806_093653.mp4,6.0,,,candidate_only_not_verified
jiufu_edd2035329db9a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T094441-A1022225.MP4,jiufu_513208d1bb74b1,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\VID_20240806_094446.mp4,5.0,,,candidate_only_not_verified
jiufu_dfa58f3a711e47,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T094722-638.MP4,jiufu_38fdf240a35409,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\VID_20240806_094727.mp4,5.0,,,candidate_only_not_verified
jiufu_09e9260db2ab34,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T095112-1600.MP4,jiufu_0e4301220ab310,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\VID_20240806_095118.mp4,6.0,,,candidate_only_not_verified
jiufu_a1ceaa6025ff79,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T095344-1604.MP4,jiufu_6ca632d5aa4baf,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\VID_20240806_095350.mp4,6.0,,,candidate_only_not_verified
jiufu_376f61387ab710,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T095550-1631.MP4,jiufu_af413406e25a68,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\VID_20240806_095608.mp4,18.0,,,candidate_only_not_verified
jiufu_f6508f398bcf0f,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T095740-373.MP4,jiufu_15ce4790689abc,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\VID_20240806_095748.mp4,8.0,,,candidate_only_not_verified
jiufu_9a1c40cbb80bb1,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T100037-588.MP4,jiufu_cd34004f5914e1,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\VID_20240806_100053.mp4,16.0,,,candidate_only_not_verified
