thermal_file_id,thermal_path,rgb_file_id,rgb_path,filename_clock_difference_seconds,same_cow_verified,synchronization_offset_seconds,synchronization_status
jiufu_5aff7b1199b385,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T100705-493.MP4,jiufu_7658e689ffb6a1,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\VID_20240806_100816.mp4,71.0,,,candidate_only_not_verified
jiufu_161f93bfffbe11,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T101019-1437.MP4,jiufu_3bfadc4460cb1a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\VID_20240806_101025.mp4,6.0,,,candidate_only_not_verified
jiufu_014c9b6a274fed,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T101202-372.MP4,jiufu_d9e7d29d1354fe,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\VID_20240806_101207.mp4,5.0,,,candidate_only_not_verified
jiufu_079cd1be5a48ee,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T091800-368.MP4,jiufu_44f1141e78d09b,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\VID_20240807_091805.mp4,5.0,,,candidate_only_not_verified
jiufu_028724ccc9868d,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T091951-1010.MP4,jiufu_457bde29c0c49f,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\VID_20240807_091957.mp4,6.0,,,candidate_only_not_verified
jiufu_143eed8df6b623,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T092225-1385.MP4,jiufu_8582df053fc4ff,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\VID_20240807_092231.mp4,6.0,,,candidate_only_not_verified
jiufu_3ffa2ebc9f7aa6,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T092434-491.MP4,jiufu_5909b1b7c1f025,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\VID_20240807_092440.mp4,6.0,,,candidate_only_not_verified
jiufu_7e34b3d872c130,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T092839-1808.MP4,jiufu_ed02aab0a43b7a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\VID_20240807_092848.mp4,9.0,,,candidate_only_not_verified
jiufu_0c053f837a8b23,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T093200-1136.MP4,jiufu_d0a9bbc2925e6b,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\VID_20240807_093219.mp4,19.0,,,candidate_only_not_verified
jiufu_8f6eabd7f2cb6e,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T095732-868.MP4,jiufu_6d21fa5e2c7001,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\VID_20240807_095744.mp4,12.0,,,candidate_only_not_verified
jiufu_2d36daa6306965,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T100043-1808.MP4,jiufu_a1633d5fb6a4fb,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\VID_20240807_100049.mp4,6.0,,,candidate_only_not_verified
jiufu_21b4c4c26061d0,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T100445-1646.MP4,jiufu_59368cb35efcdb,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\VID_20240807_100454.mp4,9.0,,,candidate_only_not_verified
jiufu_37333d1afc0ec2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T100844-1518.MP4,jiufu_8cd5629b5fcf63,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\VID_20240807_100852.mp4,8.0,,,candidate_only_not_verified
jiufu_4d4f3d3e1ed504,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T101014-450.MP4,jiufu_8cd5629b5fcf63,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\VID_20240807_100852.mp4,-82.0,,,candidate_only_not_verified
jiufu_4d4f3d3e1ed504,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T101014-450.MP4,jiufu_77c4fb9e908f8c,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\VID_20240807_101033.mp4,19.0,,,candidate_only_not_verified
jiufu_1ededf79f4d325,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T085842-1129.MP4,jiufu_745d513e11df25,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\VID_20240808_085848.mp4,6.0,,,candidate_only_not_verified
jiufu_3c36071681cfda,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T090329-1595.MP4,jiufu_de10d49755cf36,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\VID_20240808_090339.mp4,10.0,,,candidate_only_not_verified
jiufu_b273cec8024eb2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T090641-878.MP4,jiufu_da07e958e78d7e,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\VID_20240808_090647.mp4,6.0,,,candidate_only_not_verified
jiufu_d1a9a7ab944633,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T090921-961.MP4,jiufu_89f81c2c0ee262,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\VID_20240808_090929.mp4,8.0,,,candidate_only_not_verified
jiufu_908496549f5b42,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T091118-A1022182.MP4,jiufu_60097971b2def6,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\VID_20240808_091123.mp4,5.0,,,candidate_only_not_verified
jiufu_d3820405b5afe2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T091352-887.MP4,jiufu_014c3fe2368d82,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\VID_20240808_091358.mp4,6.0,,,candidate_only_not_verified
jiufu_04fd6f8dc56a73,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T091631-165.MP4,jiufu_a14706deb6a210,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\VID_20240808_091638.mp4,7.0,,,candidate_only_not_verified
jiufu_c6caf2300d7ef2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T091916-585.MP4,jiufu_35d60a0dc441bb,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\VID_20240808_091923.mp4,7.0,,,candidate_only_not_verified
jiufu_95e2f0fde2ed12,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T092255-845.MP4,jiufu_836e7177944acb,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\VID_20240808_092301.mp4,6.0,,,candidate_only_not_verified
jiufu_537861ff18f6bd,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T092657-907.MP4,jiufu_017477696ce378,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\VID_20240808_092705.mp4,8.0,,,candidate_only_not_verified
jiufu_440a29cebcae1c,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T092827-1487.MP4,jiufu_017477696ce378,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\VID_20240808_092705.mp4,-82.0,,,candidate_only_not_verified
jiufu_440a29cebcae1c,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T092827-1487.MP4,jiufu_160b5c5a901f15,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\VID_20240808_092845.mp4,18.0,,,candidate_only_not_verified
jiufu_bf762c1049f0b1,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T093329-557.MP4,jiufu_8a6315be363ba3,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\VID_20240808_093343.mp4,14.0,,,candidate_only_not_verified
jiufu_b80d393ca25ef8,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T093904-1165.MP4,jiufu_d82d9c725e6619,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\VID_20240808_093820.mp4,-44.0,,,candidate_only_not_verified
jiufu_b80d393ca25ef8,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T093904-1165.MP4,jiufu_962225f93e1fab,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\VID_20240808_093917.mp4,13.0,,,candidate_only_not_verified
jiufu_adb9b6776eb349,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T094238-869.MP4,jiufu_dc3f7e1bbc8873,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\VID_20240808_094244.mp4,6.0,,,candidate_only_not_verified
jiufu_8fea3748e16a76,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T085241-1048.MP4,jiufu_2c148cad951848,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\VID_20240809_085248.mp4,7.0,,,candidate_only_not_verified
jiufu_d837d576df8e43,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T085513-1539.MP4,jiufu_7b1b9cca487baa,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\VID_20240809_085528.mp4,15.0,,,candidate_only_not_verified
jiufu_281bc808f4d3ff,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T085749-A1022182.MP4,jiufu_04a6ddfada18a7,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\VID_20240809_085755.mp4,6.0,,,candidate_only_not_verified
jiufu_3f7200b6f97f39,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T085927-1489.MP4,jiufu_5283048c4efe92,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\VID_20240809_085931.mp4,4.0,,,candidate_only_not_verified
jiufu_bb78a10aeab6d5,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T090150-1414.MP4,jiufu_adbeac08f5b8e0,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\VID_20240809_090229.mp4,39.0,,,candidate_only_not_verified
jiufu_4206de92a27bce,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T090347-1539.MP4,jiufu_adbeac08f5b8e0,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\VID_20240809_090229.mp4,-78.0,,,candidate_only_not_verified
jiufu_4206de92a27bce,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T090347-1539.MP4,jiufu_230aedde39963d,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\VID_20240809_090353.mp4,6.0,,,candidate_only_not_verified
jiufu_6a5dbf528731c7,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T090911-649.MP4,jiufu_87a91267b53831,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\VID_20240809_090918.mp4,7.0,,,candidate_only_not_verified
jiufu_6a5dbf528731c7,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T090911-649.MP4,jiufu_706e6d23e32eb3,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\VID_20240809_091040.mp4,89.0,,,candidate_only_not_verified
jiufu_40b8800dc56315,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T091035-A1022255.MP4,jiufu_87a91267b53831,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\VID_20240809_090918.mp4,-77.0,,,candidate_only_not_verified
jiufu_40b8800dc56315,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T091035-A1022255.MP4,jiufu_706e6d23e32eb3,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\VID_20240809_091040.mp4,5.0,,,candidate_only_not_verified
jiufu_cef5411b3cd0c3,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T091314-1600.MP4,jiufu_ce6c9a4e613933,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\VID_20240809_091319.mp4,5.0,,,candidate_only_not_verified
jiufu_2231c47ffa2af5,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T091741-A1021158.MP4,jiufu_6962d1cfb4d09a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\VID_20240809_091746.mp4,5.0,,,candidate_only_not_verified
jiufu_ed27d896cd2a66,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T092018-608.MP4,jiufu_347fbbedf60467,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\VID_20240809_092022.mp4,4.0,,,candidate_only_not_verified
jiufu_01bdcc78517a7d,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T092303-A1021136.MP4,jiufu_210a6f9e17638d,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\VID_20240809_092324.mp4,21.0,,,candidate_only_not_verified
jiufu_538530a6792429,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T093136-A1022225.MP4,jiufu_fbce14e81a41f9,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\VID_20240809_093142.mp4,6.0,,,candidate_only_not_verified
jiufu_43743cb152c168,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T093503-1022249.MP4,jiufu_ad0043464b840a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\VID_20240809_093508.mp4,5.0,,,candidate_only_not_verified
jiufu_d7498380edb383,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T093825-719.MP4,jiufu_57349f459ce068,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\VID_20240809_093840.mp4,15.0,,,candidate_only_not_verified
jiufu_9e181c913ec073,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T094046-916.MP4,jiufu_b58b0a6d3af21f,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\VID_20240809_094050.mp4,4.0,,,candidate_only_not_verified
jiufu_2eeea5e32d05bc,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T094338-661.MP4,jiufu_fc645710891a8a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\VID_20240809_094343.mp4,5.0,,,candidate_only_not_verified
jiufu_512d98136d6412,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T094601-A1022251.MP4,jiufu_884616679aa8c7,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\VID_20240809_094606.mp4,5.0,,,candidate_only_not_verified
jiufu_7b10e1dbd08a03,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T094835-A1022259.MP4,jiufu_3be0131673d2c5,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\VID_20240809_094840.mp4,5.0,,,candidate_only_not_verified
jiufu_bfcd2e32d671e3,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\20240810T085257-1847.MP4,jiufu_953c7ccca20df4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\VID_20240810_085206.mp4,-51.0,,,candidate_only_not_verified
jiufu_1b1d8d9b6faec7,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\20240810T085516-1823.MP4,jiufu_c24be265092118,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\VID_20240810_085522.mp4,6.0,,,candidate_only_not_verified
jiufu_1a11fc33fcb6cf,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\20240810T085733-1646.MP4,jiufu_d557e601c03e36,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\VID_20240810_085739.mp4,6.0,,,candidate_only_not_verified
jiufu_993a2261c33ae0,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\20240810T090006-1578.MP4,jiufu_3396d914f9778f,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\VID_20240810_090013.mp4,7.0,,,candidate_only_not_verified
jiufu_15023a4d62f18e,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\20240810T091205-997.MP4,jiufu_631708f4a44a8d,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\VID_20240810_091211.mp4,6.0,,,candidate_only_not_verified
jiufu_bcea2687a6b788,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\20240810T091529-1836.MP4,jiufu_9703815c96013c,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\VID_20240810_091536.mp4,7.0,,,candidate_only_not_verified
jiufu_a2e7d49af4c5a8,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\20240810T092109-282.MP4,jiufu_3007988222ce90,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\VID_20240810_092116.mp4,7.0,,,candidate_only_not_verified
jiufu_4a3dc560468965,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\20240810T092347-846.MP4,jiufu_a9f5323dede2fc,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\VID_20240810_092418.mp4,31.0,,,candidate_only_not_verified
jiufu_82901a53b6079a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\20240810T092944-1879.MP4,jiufu_a81c6040ce3514,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\VID_20240810_093000.mp4,16.0,,,candidate_only_not_verified
jiufu_27bc4cd2ea908d,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T085332-1600.MP4,jiufu_5f25a6989746ad,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\VID_20240811_085340.mp4,8.0,,,candidate_only_not_verified
jiufu_b037392ac0cbba,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T085635-A1022255.MP4,jiufu_12215dcac29c47,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\VID_20240811_085641.mp4,6.0,,,candidate_only_not_verified
jiufu_640b17b3d2a911,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T090019-1162.MP4,jiufu_1340f1ae47b444,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\VID_20240811_090026.mp4,7.0,,,candidate_only_not_verified
jiufu_6fe1ca6960f417,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T090252-654.MP4,jiufu_9e0df851958532,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\VID_20240811_090300.mp4,8.0,,,candidate_only_not_verified
jiufu_3f4036e1d8bfe3,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T090749-639.MP4,jiufu_2827e3486fd83a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\VID_20240811_090802.mp4,13.0,,,candidate_only_not_verified
jiufu_38e1cfe16cf6fe,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T091111-655.MP4,jiufu_99d1bb7cff86cb,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\VID_20240811_091117.mp4,6.0,,,candidate_only_not_verified
jiufu_3bb7fb2f11ad3b,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T091458-875.MP4,jiufu_8e46b6dae54e89,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\VID_20240811_091504.mp4,6.0,,,candidate_only_not_verified
jiufu_aed28276135071,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T091914-1180.MP4,jiufu_431fa267879d3a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\VID_20240811_091920.mp4,6.0,,,candidate_only_not_verified
jiufu_6d7887422a9b05,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T092153-654.MP4,jiufu_0040ba26e8d1a6,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\VID_20240811_092200.mp4,7.0,,,candidate_only_not_verified
jiufu_af70c3cc180ae2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T093121-810.MP4,jiufu_fb69d73b358bad,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\VID_20240811_093138.mp4,17.0,,,candidate_only_not_verified
jiufu_fe965ff4644d07,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T093648-372.MP4,jiufu_1c138dc0289982,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\VID_20240811_093656.mp4,8.0,,,candidate_only_not_verified
jiufu_a1f14278f3e004,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T094040-312.MP4,jiufu_6195f25490920f,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\VID_20240811_094047.mp4,7.0,,,candidate_only_not_verified
jiufu_f6bca344b2c8ce,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T094327-810.MP4,jiufu_1af89227e41235,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\VID_20240811_094335.mp4,8.0,,,candidate_only_not_verified
jiufu_ce6ff507b22ee9,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T094536-A1021156.MP4,jiufu_dc43105030c148,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\VID_20240811_094543.mp4,7.0,,,candidate_only_not_verified
jiufu_075ed4d93c9959,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T094912-1371.MP4,jiufu_d87da7935cac8c,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\VID_20240811_094923.mp4,11.0,,,candidate_only_not_verified
jiufu_234cbf6b627421,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T095232-270.MP4,jiufu_2a054b1b08ea6c,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\VID_20240811_095253.mp4,21.0,,,candidate_only_not_verified
jiufu_0d9520db10bbec,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T095438-907.MP4,jiufu_27c3ee8382e93d,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\VID_20240811_095452.mp4,14.0,,,candidate_only_not_verified
jiufu_1dc98a0ed074ec,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T095726-1414.MP4,jiufu_9e6142261ac67b,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\VID_20240811_095733.mp4,7.0,,,candidate_only_not_verified
jiufu_eb79339ab279e2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T100026-1636.MP4,jiufu_a5bcf45a43a950,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\VID_20240811_100032.mp4,6.0,,,candidate_only_not_verified
jiufu_0f85cab7ac58ae,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T100212-165.MP4,jiufu_10b28e7f9600c1,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\VID_20240811_100219.mp4,7.0,,,candidate_only_not_verified
jiufu_55441b4c6fe974,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T100355-1129.MP4,jiufu_d0614c7362cfdf,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\VID_20240811_100403.mp4,8.0,,,candidate_only_not_verified
jiufu_a5319cced95f79,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T100834-1489.MP4,jiufu_ac607e182cf3e8,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\VID_20240811_100909.mp4,35.0,,,candidate_only_not_verified
jiufu_d074036ef96d31,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T101031-281.MP4,jiufu_ac607e182cf3e8,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\VID_20240811_100909.mp4,-82.0,,,candidate_only_not_verified
jiufu_d074036ef96d31,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T101031-281.MP4,jiufu_32c0f5e0b6313d,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\VID_20240811_101038.mp4,7.0,,,candidate_only_not_verified
jiufu_cdaa16888fda03,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T101227-A1022182.MP4,jiufu_220212a8633b6f,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\VID_20240811_101238.mp4,11.0,,,candidate_only_not_verified
jiufu_31c0e7ee8005b0,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0813\20240813T093911-A1021148.MP4,jiufu_57fd0c760e9906,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0813\VID_20240813_093917.mp4,6.0,,,candidate_only_not_verified
jiufu_9ee36627669993,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0813\20240813T094137-907.MP4,jiufu_86969af30afd2a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0813\VID_20240813_094220.mp4,43.0,,,candidate_only_not_verified
jiufu_7f3b12c4283ff8,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0813\20240813T094421-281.MP4,jiufu_a27904eb644dfe,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0813\VID_20240813_094427.mp4,6.0,,,candidate_only_not_verified
