epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,19.9071,2.43855,2.69723,1.22711,0,0,0,0,0,0,0,0.00091,0.00091,0.00091
22,20.8592,2.52818,2.64058,1.24502,0,0,0,0,0,0,0,0.0009055,0.0009055,0.0009055
23,21.779,2.58528,2.46964,1.28322,0,0,0,0,0,0,0,0.000901,0.000901,0.000901
24,22.7035,2.47078,2.52717,1.22383,0,0,0,0,0,0,0,0.0008965,0.0008965,0.0008965
25,23.6316,2.42861,2.48889,1.31078,0,0,0,0,0,0,0,0.000892,0.000892,0.000892
26,24.5231,2.45993,2.18049,1.26528,0,0,0,0,0,0,0,0.0008875,0.0008875,0.0008875
27,25.416,2.52221,2.26295,1.30512,0,0,0,0,0,0,0,0.000883,0.000883,0.000883
28,26.3916,2.42281,2.31035,1.26737,0,0,0,0,0,0,0,0.0008785,0.0008785,0.0008785
29,27.2916,2.44353,2.48924,1.23574,0,0,0,0,0,0,0,0.000874,0.000874,0.000874
30,28.1739,2.40429,2.28527,1.26143,0,0,0,0,0,0,0,0.0008695,0.0008695,0.0008695
31,29.1155,2.26476,2.13255,1.18421,0,0,0,0,0,0,0,0.000865,0.000865,0.000865
32,30.0193,2.36685,2.44132,1.20344,0,0,0,0,0,0,0,0.0008605,0.0008605,0.0008605
33,30.9447,2.32609,2.04865,1.19308,0,0,0,0,0,0,0,0.000856,0.000856,0.000856
34,31.8214,2.34751,2.18619,1.18126,0,0,0,0,0,0,0,0.0008515,0.0008515,0.0008515
35,32.6953,2.13831,2.352,1.17132,0,0,0,0,0,0,0,0.000847,0.000847,0.000847
36,33.6403,2.16004,1.97532,1.17511,0,0,0,0,0,0,0,0.0008425,0.0008425,0.0008425
37,34.6249,2.17807,2.0112,1.12798,0,0,0,0,0,0,0,0.000838,0.000838,0.000838
38,35.4982,2.2013,1.95457,1.17239,0,0,0,0,0,0,0,0.0008335,0.0008335,0.0008335
39,36.452,2.16711,1.88201,1.17484,0,0,0,0,0,0,0,0.000829,0.000829,0.000829
40,37.2833,2.14408,1.8116,1.09741,0,0,0,0,0,0,0,0.0008245,0.0008245,0.0008245
41,38.2234,2.04198,1.76624,1.1045,0,0,0,0,0,0,0,0.00082,0.00082,0.00082
42,39.1027,2.08703,1.87423,1.08604,0,0,0,0,0,0,0,0.0008155,0.0008155,0.0008155
43,39.9894,2.07412,2.1539,1.07795,0,0,0,0,0,0,0,0.000811,0.000811,0.000811
44,40.9137,1.99268,1.65732,1.1342,0,0,0,0,0,0,0,0.0008065,0.0008065,0.0008065
45,41.7909,2.12276,1.77599,1.06111,0,0,0,0,0,0,0,0.000802,0.000802,0.000802
46,42.7245,2.038,1.70938,1.07437,0,0,0,0,0,0,0,0.0007975,0.0007975,0.0007975
47,43.6395,1.84596,1.73988,1.03808,0,0,0,0,0,0,0,0.000793,0.000793,0.000793
48,44.5698,1.99331,1.64676,1.06948,0,0,0,0,0,0,0,0.0007885,0.0007885,0.0007885
49,45.4141,1.85055,1.64979,1.04764,0,0,0,0,0,0,0,0.000784,0.000784,0.000784
50,46.5304,1.87805,1.4433,1.018,0,0,0,0,0,0,0,0.0007795,0.0007795,0.0007795
51,47.4224,2.01113,1.54014,1.14628,0,0,0,0,0,0,0,0.000775,0.000775,0.000775
52,48.3252,1.92444,1.47556,1.079,0,0,0,0,0,0,0,0.0007705,0.0007705,0.0007705
53,49.1908,1.82502,1.44294,1.04622,0,0,0,0,0,0,0,0.000766,0.000766,0.000766
54,50.079,1.82607,1.45642,0.987,0,0,0,0,0,0,0,0.0007615,0.0007615,0.0007615
55,51.0424,1.92279,1.47338,1.05926,0,0,0,0,0,0,0,0.000757,0.000757,0.000757
56,51.9906,1.81177,1.39014,1.02847,0,0,0,0,0,0,0,0.0007525,0.0007525,0.0007525
57,52.8663,1.95079,1.49317,1.02577,0,0,0,0,0,0,0,0.000748,0.000748,0.000748
58,53.7402,1.74116,1.39593,1.01513,0,0,0,0,0,0,0,0.0007435,0.0007435,0.0007435
59,54.657,1.91,1.50281,1.06073,0,0,0,0,0,0,0,0.000739,0.000739,0.000739
60,55.5771,1.92591,1.31148,1.04899,0,0,0,0,0,0,0,0.0007345,0.0007345,0.0007345
61,56.4505,1.83594,1.35403,0.96631,0,0,0,0,0,0,0,0.00073,0.00073,0.00073
62,57.3087,1.65505,1.27943,1.02275,0,0,0,0,0,0,0,0.0007255,0.0007255,0.0007255
63,58.2559,1.70695,1.36638,1.01226,0,0,0,0,0,0,0,0.000721,0.000721,0.000721
64,59.2849,1.98925,1.30445,1.09919,0,0,0,0,0,0,0,0.0007165,0.0007165,0.0007165
65,60.2068,1.7845,1.30617,1.07705,0,0,0,0,0,0,0,0.000712,0.000712,0.000712
66,61.0865,1.81086,1.34126,1.06847,0,0,0,0,0,0,0,0.0007075,0.0007075,0.0007075
67,61.9706,1.76665,1.25577,1.01475,0,0,0,0,0,0,0,0.000703,0.000703,0.000703
68,62.9094,1.67866,1.17689,1.0257,0,0,0,0,0,0,0,0.0006985,0.0006985,0.0006985
69,63.7975,1.74492,1.29099,1.0276,0,0,0,0,0,0,0,0.000694,0.000694,0.000694
70,64.7127,1.64399,1.16321,0.94929,0,0,0,0,0,0,0,0.0006895,0.0006895,0.0006895
71,65.6208,1.72878,1.20078,1.01734,0,0,0,0,0,0,0,0.000685,0.000685,0.000685
72,66.5314,1.5584,1.07294,0.9392,0,0,0,0,0,0,0,0.0006805,0.0006805,0.0006805
73,67.5155,1.71222,1.22369,0.99035,0,0,0,0,0,0,0,0.000676,0.000676,0.000676
74,68.3918,1.77951,1.26789,1.00858,0,0,0,0,0,0,0,0.0006715,0.0006715,0.0006715
75,69.2485,1.58523,1.14111,0.93522,0,0,0,0,0,0,0,0.000667,0.000667,0.000667
76,70.2051,1.68887,1.1476,1.05413,0,0,0,0,0,0,0,0.0006625,0.0006625,0.0006625
77,71.1059,1.62435,1.16822,1.00084,0,0,0,0,0,0,0,0.000658,0.000658,0.000658
78,71.9925,1.71805,1.18395,0.97178,0,0,0,0,0,0,0,0.0006535,0.0006535,0.0006535
79,72.8846,1.50483,1.22596,0.93963,0,0,0,0,0,0,0,0.000649,0.000649,0.000649
80,73.8104,1.76679,1.23522,0.97287,0,0,0,0,0,0,0,0.0006445,0.0006445,0.0006445
81,74.8493,1.64193,1.16799,0.97148,0,0,0,0,0,0,0,0.00064,0.00064,0.00064
82,75.8036,1.48859,0.99575,0.94832,0,0,0,0,0,0,0,0.0006355,0.0006355,0.0006355
83,76.8258,1.59264,1.12649,0.99728,0,0,0,0,0,0,0,0.000631,0.000631,0.000631
84,77.7033,1.50331,1.09654,0.97267,0,0,0,0,0,0,0,0.0006265,0.0006265,0.0006265
85,78.5869,1.54091,1.04706,0.97096,0,0,0,0,0,0,0,0.000622,0.000622,0.000622
86,79.4573,1.4436,1.14513,0.91045,0,0,0,0,0,0,0,0.0006175,0.0006175,0.0006175
87,80.3662,1.59189,1.09645,0.92422,0,0,0,0,0,0,0,0.000613,0.000613,0.000613
88,81.2413,1.55722,1.05256,0.9429,0,0,0,0,0,0,0,0.0006085,0.0006085,0.0006085
89,82.2161,1.4195,1.02348,0.91906,0,0,0,0,0,0,0,0.000604,0.000604,0.000604
90,83.1499,1.41015,1.02718,0.88245,0,0,0,0,0,0,0,0.0005995,0.0005995,0.0005995
91,84.0782,1.5299,1.05617,0.90436,0,0,0,0,0,0,0,0.000595,0.000595,0.000595
92,84.9485,1.34603,1.00861,0.9057,0,0,0,0,0,0,0,0.0005905,0.0005905,0.0005905
93,85.813,1.5519,1.03155,0.96381,0,0,0,0,0,0,0,0.000586,0.000586,0.000586
94,86.6801,1.42272,1.02695,0.93534,0,0,0,0,0,0,0,0.0005815,0.0005815,0.0005815
95,87.5939,1.36137,1.02147,0.87074,0,0,0,0,0,0,0,0.000577,0.000577,0.000577
96,88.4649,1.42092,0.95635,0.89568,0,0,0,0,0,0,0,0.0005725,0.0005725,0.0005725
97,89.3252,1.41292,0.97864,0.93181,0,0,0,0,0,0,0,0.000568,0.000568,0.000568
98,90.3102,1.30386,0.98651,0.89718,0,0,0,0,0,0,0,0.0005635,0.0005635,0.0005635
99,91.1936,1.39925,1.01968,0.92972,0,0,0,0,0,0,0,0.000559,0.000559,0.000559
100,92.0869,1.34589,1.02505,0.94902,0,0,0,0,0,0,0,0.0005545,0.0005545,0.0005545
101,92.9659,1.44973,1.01048,0.92541,0,0,0,0,0,0,0,0.00055,0.00055,0.00055
102,93.8766,1.31275,0.97875,0.89248,0,0,0,0,0,0,0,0.0005455,0.0005455,0.0005455
103,94.7876,1.46186,0.98958,0.92207,0,0,0,0,0,0,0,0.000541,0.000541,0.000541
104,95.6168,1.31953,0.95488,0.92202,0,0,0,0,0,0,0,0.0005365,0.0005365,0.0005365
105,96.4935,1.4579,0.98675,0.94401,0,0,0,0,0,0,0,0.000532,0.000532,0.000532
106,97.4326,1.34126,0.91672,0.87985,0,0,0,0,0,0,0,0.0005275,0.0005275,0.0005275
107,98.3819,1.29809,0.94421,0.88129,0,0,0,0,0,0,0,0.000523,0.000523,0.000523
108,99.3411,1.44722,1.02396,0.91832,0,0,0,0,0,0,0,0.0005185,0.0005185,0.0005185
109,100.239,1.39613,0.97832,0.92075,0,0,0,0,0,0,0,0.000514,0.000514,0.000514
110,101.101,1.37112,0.9743,0.9031,0,0,0,0,0,0,0,0.0005095,0.0005095,0.0005095
111,101.976,1.34698,0.89559,0.9087,0,0,0,0,0,0,0,0.000505,0.000505,0.000505
112,102.946,1.24154,0.90162,0.92585,0,0,0,0,0,0,0,0.0005005,0.0005005,0.0005005
113,103.881,1.41919,0.96709,0.91734,0,0,0,0,0,0,0,0.000496,0.000496,0.000496
114,104.832,1.21498,0.953,0.88771,0,0,0,0,0,0,0,0.0004915,0.0004915,0.0004915
115,105.726,1.25982,0.92955,0.9092,0,0,0,0,0,0,0,0.000487,0.000487,0.000487
116,106.803,1.27112,0.95122,0.88736,0,0,0,0,0,0,0,0.0004825,0.0004825,0.0004825
117,107.717,1.39172,0.97455,0.93221,0,0,0,0,0,0,0,0.000478,0.000478,0.000478
118,108.603,1.25111,0.90378,0.9035,0,0,0,0,0,0,0,0.0004735,0.0004735,0.0004735
119,109.508,1.28349,0.87588,0.90829,0,0,0,0,0,0,0,0.000469,0.000469,0.000469
120,110.426,1.30548,0.9833,0.89548,0,0,0,0,0,0,0,0.0004645,0.0004645,0.0004645
121,111.353,1.26097,0.91528,0.86687,0,0,0,0,0,0,0,0.00046,0.00046,0.00046
122,112.276,1.2343,0.91473,0.89982,0,0,0,0,0,0,0,0.0004555,0.0004555,0.0004555
123,113.298,1.38797,0.95469,0.87552,0,0,0,0,0,0,0,0.000451,0.000451,0.000451
124,114.301,1.27659,0.91494,0.8794,0,0,0,0,0,0,0,0.0004465,0.0004465,0.0004465
125,115.199,1.36968,0.91754,0.91269,0,0,0,0,0,0,0,0.000442,0.000442,0.000442
126,116.092,1.21959,0.86043,0.9176,0,0,0,0,0,0,0,0.0004375,0.0004375,0.0004375
127,117.004,1.3078,0.90732,0.85908,0,0,0,0,0,0,0,0.000433,0.000433,0.000433
128,117.993,1.16183,0.87515,0.85752,0,0,0,0,0,0,0,0.0004285,0.0004285,0.0004285
129,118.895,1.25052,0.84008,0.89964,0,0,0,0,0,0,0,0.000424,0.000424,0.000424
130,119.828,1.15912,0.91722,0.89192,0,0,0,0,0,0,0,0.0004195,0.0004195,0.0004195
131,120.69,1.1614,0.84011,0.91672,0,0,0,0,0,0,0,0.000415,0.000415,0.000415
132,121.666,1.16487,0.88575,0.86143,0,0,0,0,0,0,0,0.0004105,0.0004105,0.0004105
133,122.636,1.19718,0.8861,0.87442,0,0,0,0,0,0,0,0.000406,0.000406,0.000406
134,123.515,1.12663,0.82109,0.87294,0,0,0,0,0,0,0,0.0004015,0.0004015,0.0004015
135,124.409,1.11241,0.85223,0.85792,0,0,0,0,0,0,0,0.000397,0.000397,0.000397
136,125.27,1.14402,0.8655,0.88854,0,0,0,0,0,0,0,0.0003925,0.0003925,0.0003925
137,126.197,1.13817,0.85242,0.88036,0,0,0,0,0,0,0,0.000388,0.000388,0.000388
138,127.16,1.1777,0.87371,0.86082,0,0,0,0,0,0,0,0.0003835,0.0003835,0.0003835
139,128.094,1.19175,0.83956,0.85546,0,0,0,0,0,0,0,0.000379,0.000379,0.000379
140,129.033,1.12587,0.84212,0.83915,0,0,0,0,0,0,0,0.0003745,0.0003745,0.0003745
141,129.942,1.15808,0.8632,0.87303,0,0,0,0,0,0,0,0.00037,0.00037,0.00037
142,130.917,1.06763,0.76631,0.86775,0,0,0,0,0,0,0,0.0003655,0.0003655,0.0003655
143,131.799,1.17811,0.88355,0.83279,0,0,0,0,0,0,0,0.000361,0.000361,0.000361
144,132.68,1.13449,0.90374,0.88752,0,0,0,0,0,0,0,0.0003565,0.0003565,0.0003565
145,133.597,1.139,0.89261,0.86425,0,0,0,0,0,0,0,0.000352,0.000352,0.000352
146,134.525,1.11159,0.85091,0.87211,0,0,0,0,0,0,0,0.0003475,0.0003475,0.0003475
147,135.44,1.04756,0.81609,0.85289,0,0,0,0,0,0,0,0.000343,0.000343,0.000343
148,136.603,1.20766,0.84752,0.85709,0,0,0,0,0,0,0,0.0003385,0.0003385,0.0003385
149,137.599,1.09705,0.83537,0.84845,0,0,0,0,0,0,0,0.000334,0.000334,0.000334
150,138.546,1.0464,0.81447,0.81578,0,0,0,0,0,0,0,0.0003295,0.0003295,0.0003295
151,139.472,1.06134,0.80636,0.84992,0,0,0,0,0,0,0,0.000325,0.000325,0.000325
152,140.362,1.1483,0.87728,0.87424,0,0,0,0,0,0,0,0.0003205,0.0003205,0.0003205
153,141.298,1.09114,0.82702,0.81832,0,0,0,0,0,0,0,0.000316,0.000316,0.000316
154,142.275,0.98657,0.82764,0.83038,0,0,0,0,0,0,0,0.0003115,0.0003115,0.0003115
155,143.194,1.10595,0.8379,0.87277,0,0,0,0,0,0,0,0.000307,0.000307,0.000307
156,144.106,1.05879,0.86613,0.85817,0,0,0,0,0,0,0,0.0003025,0.0003025,0.0003025
157,145.127,1.04482,0.79551,0.85596,0,0,0,0,0,0,0,0.000298,0.000298,0.000298
158,146.082,1.09788,0.83059,0.83934,0,0,0,0,0,0,0,0.0002935,0.0002935,0.0002935
159,147.083,1.05492,0.79465,0.90243,0,0,0,0,0,0,0,0.000289,0.000289,0.000289
160,147.986,1.09803,0.80787,0.90726,0,0,0,0,0,0,0,0.0002845,0.0002845,0.0002845
161,148.963,1.15026,0.88047,0.84224,0,0,0,0,0,0,0,0.00028,0.00028,0.00028
162,149.889,1.08342,0.83151,0.82906,0,0,0,0,0,0,0,0.0002755,0.0002755,0.0002755
163,150.862,1.04339,0.79109,0.87351,0,0,0,0,0,0,0,0.000271,0.000271,0.000271
164,151.819,1.1003,0.82513,0.87173,0,0,0,0,0,0,0,0.0002665,0.0002665,0.0002665
165,152.801,1.04013,0.80216,0.84951,0,0,0,0,0,0,0,0.000262,0.000262,0.000262
166,153.764,1.10671,0.76064,0.85757,0,0,0,0,0,0,0,0.0002575,0.0002575,0.0002575
167,154.732,0.98331,0.73371,0.83489,0,0,0,0,0,0,0,0.000253,0.000253,0.000253
168,155.645,1.04871,0.78558,0.84887,0,0,0,0,0,0,0,0.0002485,0.0002485,0.0002485
169,156.516,1.00615,0.78294,0.86828,0,0,0,0,0,0,0,0.000244,0.000244,0.000244
170,157.464,1.02969,0.79705,0.8232,0,0,0,0,0,0,0,0.0002395,0.0002395,0.0002395
171,158.403,1.12258,0.81417,0.86552,0,0,0,0,0,0,0,0.000235,0.000235,0.000235
172,159.373,1.09344,0.78384,0.87569,0,0,0,0,0,0,0,0.0002305,0.0002305,0.0002305
173,160.385,1.03759,0.75214,0.88408,0,0,0,0,0,0,0,0.000226,0.000226,0.000226
174,161.295,1.05064,0.80917,0.84317,0,0,0,0,0,0,0,0.0002215,0.0002215,0.0002215
175,162.241,1.05772,0.7704,0.87372,0,0,0,0,0,0,0,0.000217,0.000217,0.000217
176,163.127,0.92424,0.76934,0.83581,0,0,0,0,0,0,0,0.0002125,0.0002125,0.0002125
177,164.037,1.04296,0.76412,0.83938,0,0,0,0,0,0,0,0.000208,0.000208,0.000208
178,164.942,1.0451,0.78783,0.86213,0,0,0,0,0,0,0,0.0002035,0.0002035,0.0002035
179,165.847,1.02969,0.75511,0.85451,0,0,0,0,0,0,0,0.000199,0.000199,0.000199
180,166.882,0.95493,0.76705,0.83888,0,0,0,0,0,0,0,0.0001945,0.0001945,0.0001945
181,167.904,1.04241,0.82009,0.8633,0,0,0,0,0,0,0,0.00019,0.00019,0.00019
182,168.767,1.03326,0.81734,0.84821,0,0,0,0,0,0,0,0.0001855,0.0001855,0.0001855
183,169.69,1.04392,0.75831,0.83804,0,0,0,0,0,0,0,0.000181,0.000181,0.000181
184,170.562,0.94216,0.733,0.85352,0,0,0,0,0,0,0,0.0001765,0.0001765,0.0001765
185,171.469,0.986,0.77179,0.86615,0,0,0,0,0,0,0,0.000172,0.000172,0.000172
186,172.317,0.98151,0.78837,0.82997,0,0,0,0,0,0,0,0.0001675,0.0001675,0.0001675
187,173.203,0.95725,0.7616,0.876,0,0,0,0,0,0,0,0.000163,0.000163,0.000163
188,174.072,0.97217,0.79047,0.83384,0,0,0,0,0,0,0,0.0001585,0.0001585,0.0001585
189,175.035,1.06118,0.78461,0.8749,0,0,0,0,0,0,0,0.000154,0.000154,0.000154
190,175.92,0.90694,0.72958,0.84816,0,0,0,0,0,0,0,0.0001495,0.0001495,0.0001495
191,176.966,0.93065,0.76131,0.83626,0,0,0,0,0,0,0,0.000145,0.000145,0.000145
192,177.917,0.9864,0.73709,0.83118,0,0,0,0,0,0,0,0.0001405,0.0001405,0.0001405
193,178.898,0.93495,0.79432,0.84294,0,0,0,0,0,0,0,0.000136,0.000136,0.000136
194,179.82,0.98199,0.71064,0.87687,0,0,0,0,0,0,0,0.0001315,0.0001315,0.0001315
195,180.703,0.86831,0.72748,0.81414,0,0,0,0,0,0,0,0.000127,0.000127,0.000127
196,181.591,0.97565,0.79501,0.83558,0,0,0,0,0,0,0,0.0001225,0.0001225,0.0001225
197,182.576,0.95985,0.78687,0.82448,0,0,0,0,0,0,0,0.000118,0.000118,0.000118
198,183.456,1.13181,0.89864,0.84341,0,0,0,0,0,0,0,0.0001135,0.0001135,0.0001135
199,184.411,0.8505,0.70145,0.8104,0,0,0,0,0,0,0,0.000109,0.000109,0.000109
200,185.923,0.98556,0.75691,0.8286,0.41062,0.375,0.3017,0.04269,3.70932,2.48235,1.8046,0.0001045,0.0001045,0.0001045
