cohort,method,window_id,tp,fp,fn,precision,recall,f1
R2_complete216,center_support,jiufu_9eb853207f9233_first30,4,9,9,0.3076923076923077,0.3076923076923077,0.3076923076923077
R2_complete216,center_support,jiufu_494e84a71f0d53_first30,2,1,2,0.6666666666666666,0.5,0.5714285714285714
R2_complete216,center_support,jiufu_8953d49083882b_first30,15,5,9,0.75,0.625,0.6818181818181818
R2_complete216,center_support,jiufu_577eb87b4ec0fa_first30,1,6,13,0.14285714285714285,0.07142857142857142,0.09523809523809523
R2_complete216,center_support,jiufu_ac7d209f2a6aec_first30,5,2,1,0.7142857142857143,0.8333333333333334,0.7692307692307693
R2_complete216,center_support,jiufu_f0f7415c6e495e_first30,0,0,22,0.0,0.0,0.0
R2_complete216,center_support,jiufu_45e262858c1edf_first30,8,2,12,0.8,0.4,0.5333333333333333
R2_complete216,center_support,jiufu_59f7f9462f2c30_first30,7,7,12,0.5,0.3684210526315789,0.42424242424242425
R2_complete216,center_support,jiufu_6454a9e613172b_first30,17,2,6,0.8947368421052632,0.7391304347826086,0.8095238095238095
R2_complete216,center_support,jiufu_6328167f32f25e_first30,0,0,13,0.0,0.0,0.0
R2_complete216,center_support,jiufu_80fa8dbe195b66_first30,12,4,10,0.75,0.5454545454545454,0.631578947368421
R2_complete216,center_support,jiufu_012d9efb7d8d4c_first30,2,3,17,0.4,0.10526315789473684,0.16666666666666666
R2_complete216,center_support,jiufu_5623dc263f1364_first30,8,6,4,0.5714285714285714,0.6666666666666666,0.6153846153846154
R2_complete216,center_support,jiufu_8254fd394c755d_first30,2,2,12,0.5,0.14285714285714285,0.2222222222222222
R2_complete216,center_support,jiufu_33ff2c90bde0a7_first30,6,2,2,0.75,0.75,0.75
R2_complete216,center_support,jiufu_c37db5cf8c7d4e_first30,2,2,5,0.5,0.2857142857142857,0.36363636363636365
R2_complete216,center_support,jiufu_3f44e994a4ccb7_first30,0,0,21,0.0,0.0,0.0
R2_complete216,center_support,jiufu_58a951a34f7249_first30,0,0,16,0.0,0.0,0.0
R2_complete216,center_support,jiufu_8ac17622997976_first30,5,4,5,0.5555555555555556,0.5,0.5263157894736842
R2_complete216,center_support,jiufu_ee2427b1f91c14_first30,8,6,6,0.5714285714285714,0.5714285714285714,0.5714285714285714
R2_complete216,center_support,jiufu_d40d50640e24a1_first30,23,6,6,0.7931034482758621,0.7931034482758621,0.7931034482758621
R2_complete216,center_support,jiufu_e20abde4e3a043_first30,14,4,7,0.7777777777777778,0.6666666666666666,0.717948717948718
R2_complete216,center_support,jiufu_fffa829b4cfc5f_first30,5,6,8,0.45454545454545453,0.38461538461538464,0.4166666666666667
R2_complete216,center_support,jiufu_39742bec07007b_first30,6,0,14,1.0,0.3,0.46153846153846156
R2_complete216,center_support,jiufu_a7f96cc7661e4a_first30,8,4,8,0.6666666666666666,0.5,0.5714285714285714
R2_complete216,center_support,jiufu_f5a7ada186a785_first30,7,11,6,0.3888888888888889,0.5384615384615384,0.45161290322580644
R2_complete216,center_support,jiufu_8f2aab0fc1ae4b_first30,18,11,8,0.6206896551724138,0.6923076923076923,0.6545454545454545
R2_complete216,center_support,jiufu_b230c11bab398b_first30,0,0,18,0.0,0.0,0.0
R2_complete216,center_support,jiufu_05aaedc28c6708_first30,5,4,4,0.5555555555555556,0.5555555555555556,0.5555555555555556
R2_complete216,center_support,jiufu_0d1522aef374ec_first30,8,6,6,0.5714285714285714,0.5714285714285714,0.5714285714285714
R2_complete216,center_support,jiufu_2cdb051142d5ab_first30,13,0,1,1.0,0.9285714285714286,0.9629629629629629
R2_complete216,center_support,jiufu_d4707a9c23271d_first30,11,1,3,0.9166666666666666,0.7857142857142857,0.8461538461538461
R2_complete216,center_support,jiufu_2f0c90ece853b4_first30,14,2,3,0.875,0.8235294117647058,0.8484848484848485
R2_complete216,center_support,jiufu_57c74728570ec9_first30,12,6,8,0.6666666666666666,0.6,0.631578947368421
R2_complete216,center_support,jiufu_2fc7ddf8f284e4_first30,9,8,10,0.5294117647058824,0.47368421052631576,0.5
R2_complete216,center_support,jiufu_a04e9f770a2bb9_first30,9,10,14,0.47368421052631576,0.391304347826087,0.42857142857142855
R2_complete216,center_support,jiufu_333df78fe49441_first30,11,3,3,0.7857142857142857,0.7857142857142857,0.7857142857142857
R2_complete216,center_support,jiufu_4263d1ee2b7d38_first30,19,1,3,0.95,0.8636363636363636,0.9047619047619048
R2_complete216,center_support,jiufu_7cb985938d0a6a_first30,2,10,10,0.16666666666666666,0.16666666666666666,0.16666666666666666
R2_complete216,center_support,jiufu_7c448f9ef64639_first30,7,5,8,0.5833333333333334,0.4666666666666667,0.5185185185185185
R2_complete216,center_support,jiufu_bc495978774317_first30,3,4,7,0.42857142857142855,0.3,0.35294117647058826
R2_complete216,center_support,jiufu_e3cef2504bbb4a_first30,2,4,14,0.3333333333333333,0.125,0.18181818181818182
R2_complete216,center_support,jiufu_d7a117e86dae24_first30,10,1,5,0.9090909090909091,0.6666666666666666,0.7692307692307693
R2_complete216,center_support,jiufu_f339ead1fdb0ac_first30,9,9,7,0.5,0.5625,0.5294117647058824
R2_complete216,center_support,jiufu_92e9f652faa64a_first30,14,2,11,0.875,0.56,0.6829268292682927
R2_complete216,center_support,jiufu_fe09caa146ddbd_first30,5,7,9,0.4166666666666667,0.35714285714285715,0.38461538461538464
R2_complete216,center_support,jiufu_f6c192eaf6c290_first30,4,2,9,0.6666666666666666,0.3076923076923077,0.42105263157894735
R2_complete216,center_support,jiufu_42e874dae20aee_first30,1,4,8,0.2,0.1111111111111111,0.14285714285714285
R2_complete216,center_support,jiufu_b45e99f5e3803e_first30,18,3,4,0.8571428571428571,0.8181818181818182,0.8372093023255814
R2_complete216,center_support,jiufu_fbbccb98b40ed8_first30,3,1,5,0.75,0.375,0.5
R2_complete216,center_support,jiufu_b7367092cbf12f_first30,11,0,7,1.0,0.6111111111111112,0.7586206896551724
R2_complete216,center_support,jiufu_61a3c1628d9017_first30,0,0,22,0.0,0.0,0.0
R2_complete216,center_support,jiufu_fbaed9c05fdf1a_first30,5,12,7,0.29411764705882354,0.4166666666666667,0.3448275862068966
R2_complete216,center_support,jiufu_09732493a874e4_first30,6,11,4,0.35294117647058826,0.6,0.4444444444444444
R2_complete216,center_support,jiufu_afbc3c7536759a_first30,0,0,20,0.0,0.0,0.0
R2_complete216,center_support,jiufu_c2f523dbca4113_first30,6,10,10,0.375,0.375,0.375
R2_complete216,center_support,jiufu_19a4aa849045e9_first30,14,4,3,0.7777777777777778,0.8235294117647058,0.8
R2_complete216,center_support,jiufu_bfba3aa9a87b7c_first30,12,7,4,0.631578947368421,0.75,0.6857142857142857
R2_complete216,center_support,jiufu_542013dcb78dc0_first30,6,9,7,0.4,0.46153846153846156,0.42857142857142855
R2_complete216,center_support,jiufu_596ccaaf7a001c_first30,9,2,6,0.8181818181818182,0.6,0.6923076923076923
R2_complete216,center_support,jiufu_9b4d8a24856a9f_first30,3,6,3,0.3333333333333333,0.5,0.4
R2_complete216,center_support,jiufu_a1fad2b6534006_first30,8,3,10,0.7272727272727273,0.4444444444444444,0.5517241379310345
R2_complete216,center_support,jiufu_1686565c1da471_first30,0,0,10,0.0,0.0,0.0
R2_complete216,center_support,jiufu_4923eea2509695_first30,10,4,11,0.7142857142857143,0.47619047619047616,0.5714285714285714
R2_complete216,center_support,jiufu_ff4c4ac565e3b0_first30,2,4,8,0.3333333333333333,0.2,0.25
R2_complete216,center_support,jiufu_24afbde80aa2d4_first30,5,2,2,0.7142857142857143,0.7142857142857143,0.7142857142857143
R2_complete216,center_support,jiufu_6434f8ad9b4978_first30,0,0,17,0.0,0.0,0.0
R2_complete216,center_support,jiufu_0f495ca37676e0_first30,0,0,17,0.0,0.0,0.0
R2_complete216,center_support,jiufu_135fcf30e11031_first30,13,5,3,0.7222222222222222,0.8125,0.7647058823529411
R2_complete216,center_support,jiufu_21792037472910_first30,3,2,3,0.6,0.5,0.5454545454545454
R2_complete216,center_support,jiufu_fdc3b301cd9ef1_first30,3,3,3,0.5,0.5,0.5
R2_complete216,center_support,jiufu_b1efccc0572872_first30,8,2,1,0.8,0.8888888888888888,0.8421052631578947
R2_complete216,center_support,jiufu_cbf053d260a726_first30,4,1,13,0.8,0.23529411764705882,0.36363636363636365
R2_complete216,center_support,jiufu_b7a3631a4e36ce_first30,2,2,9,0.5,0.18181818181818182,0.26666666666666666
R2_complete216,center_support,jiufu_4cadeee3a7496f_first30,5,7,5,0.4166666666666667,0.5,0.45454545454545453
R2_complete216,center_support,jiufu_0bede2d3d6e2ef_first30,14,3,9,0.8235294117647058,0.6086956521739131,0.7
R2_complete216,center_support,jiufu_771e73351d8f0d_first30,20,2,10,0.9090909090909091,0.6666666666666666,0.7692307692307693
R2_complete216,center_support,jiufu_ed4591eaed0b3f_first30,13,3,10,0.8125,0.5652173913043478,0.6666666666666666
R2_complete216,center_support,jiufu_39c814598b6c9a_first30,7,7,11,0.5,0.3888888888888889,0.4375
R2_complete216,center_support,jiufu_c79b86b8813e90_first30,0,0,12,0.0,0.0,0.0
R2_complete216,center_support,jiufu_d0a278abbce35d_first30,0,0,17,0.0,0.0,0.0
R2_complete216,center_support,jiufu_72f9214b6e39c9_first30,1,4,4,0.2,0.2,0.2
R2_complete216,center_support,jiufu_24b7bfc0889845_first30,0,0,14,0.0,0.0,0.0
R2_complete216,center_support,jiufu_44a8b44ef7ff55_first30,7,7,3,0.5,0.7,0.5833333333333334
R2_complete216,center_support,jiufu_46aefc048b6969_first30,5,7,7,0.4166666666666667,0.4166666666666667,0.4166666666666667
R2_complete216,center_support,jiufu_f19803e664a7cb_first30,3,9,9,0.25,0.25,0.25
R2_complete216,center_support,jiufu_ca838441c991bb_first30,17,3,4,0.85,0.8095238095238095,0.8292682926829268
R2_complete216,center_support,jiufu_fc574ca4aa0e22_first30,0,0,15,0.0,0.0,0.0
R2_complete216,center_support,jiufu_366cb8600d5450_first30,3,3,6,0.5,0.3333333333333333,0.4
R2_complete216,center_support,jiufu_a72be27aa4d574_first30,4,11,5,0.26666666666666666,0.4444444444444444,0.3333333333333333
R2_complete216,center_support,jiufu_cc8f24e9070eb6_first30,3,5,7,0.375,0.3,0.3333333333333333
R2_complete216,center_support,jiufu_658fffa214f378_first30,18,6,4,0.75,0.8181818181818182,0.782608695652174
R2_complete216,center_support,jiufu_9fc4ab4ff20989_first30,0,0,13,0.0,0.0,0.0
R2_complete216,center_support,jiufu_4a28bba3529d28_first30,0,0,13,0.0,0.0,0.0
R2_complete216,center_support,jiufu_a005ae733f6503_first30,3,3,5,0.5,0.375,0.42857142857142855
R2_complete216,center_support,jiufu_1f9c8c3925bc30_first30,2,9,12,0.18181818181818182,0.14285714285714285,0.16
R2_complete216,center_support,jiufu_14d4ade8b6206e_first30,0,0,16,0.0,0.0,0.0
R2_complete216,center_support,jiufu_2b9099fd06d9e1_first30,3,6,9,0.3333333333333333,0.25,0.2857142857142857
R2_complete216,center_support,jiufu_370ef65c280bd7_first30,5,6,10,0.45454545454545453,0.3333333333333333,0.38461538461538464
R2_complete216,center_support,jiufu_931fb29cee6b4b_first30,3,2,11,0.6,0.21428571428571427,0.3157894736842105
R2_complete216,center_support,jiufu_b01f0755dc6a1f_first30,5,4,8,0.5555555555555556,0.38461538461538464,0.45454545454545453
R2_complete216,center_support,jiufu_f242385ce55e15_first30,3,7,7,0.3,0.3,0.3
R2_complete216,center_support,jiufu_f920435ef76ec4_first30,4,1,4,0.8,0.5,0.6153846153846154
R2_complete216,center_support,jiufu_7f52d294468aa5_first30,3,10,12,0.23076923076923078,0.2,0.21428571428571427
R2_complete216,center_support,jiufu_11acdc6d1c6ccc_first30,4,5,8,0.4444444444444444,0.3333333333333333,0.38095238095238093
R2_complete216,center_support,jiufu_cc60214ff2d564_first30,1,2,11,0.3333333333333333,0.08333333333333333,0.13333333333333333
R2_complete216,center_support,jiufu_f23fd2fe9eb848_first30,4,4,6,0.5,0.4,0.4444444444444444
R2_complete216,center_support,jiufu_766cc912612d8c_first30,0,0,13,0.0,0.0,0.0
R2_complete216,center_support,jiufu_126bdac0bd036b_first30,3,9,9,0.25,0.25,0.25
R2_complete216,center_support,jiufu_c6e5a206ad0c30_first30,13,3,5,0.8125,0.7222222222222222,0.7647058823529411
R2_complete216,center_support,jiufu_0f7af9c769fda5_first30,6,2,10,0.75,0.375,0.5
R2_complete216,center_support,jiufu_42402108cd09a9_first30,1,5,4,0.16666666666666666,0.2,0.18181818181818182
R2_complete216,center_support,jiufu_a97a8ff157139f_first30,8,0,3,1.0,0.7272727272727273,0.8421052631578947
R2_complete216,center_support,jiufu_a45d837f891e44_first30,2,3,6,0.4,0.25,0.3076923076923077
R2_complete216,center_support,jiufu_3a993354ebd1c7_first30,13,0,10,1.0,0.5652173913043478,0.7222222222222222
R2_complete216,center_support,jiufu_2320c69c168a7a_first30,0,0,12,0.0,0.0,0.0
R2_complete216,center_support,jiufu_13f838ff73e069_first30,2,0,1,1.0,0.6666666666666666,0.8
R2_complete216,center_support,jiufu_34e5b460466c18_first30,0,0,13,0.0,0.0,0.0
R2_complete216,center_support,jiufu_7388b7efc8afb3_first30,4,4,10,0.5,0.2857142857142857,0.36363636363636365
R2_complete216,center_support,jiufu_2fdd36fbe9a8ce_first30,9,6,7,0.6,0.5625,0.5806451612903226
R2_complete216,center_support,jiufu_ef58cd171d4783_first30,6,6,9,0.5,0.4,0.4444444444444444
R2_complete216,center_support,jiufu_96dfaf729ad3d4_first30,0,0,10,0.0,0.0,0.0
R2_complete216,center_support,jiufu_dfa58f3a711e47_first30,4,0,3,1.0,0.5714285714285714,0.7272727272727273
R2_complete216,center_support,jiufu_a1ceaa6025ff79_first30,6,1,11,0.8571428571428571,0.35294117647058826,0.5
R2_complete216,center_support,jiufu_f6508f398bcf0f_first30,0,0,10,0.0,0.0,0.0
R2_complete216,center_support,jiufu_9a1c40cbb80bb1_first30,3,6,7,0.3333333333333333,0.3,0.3157894736842105
R2_complete216,center_support,jiufu_161f93bfffbe11_first30,6,2,4,0.75,0.6,0.6666666666666666
R2_complete216,center_support,jiufu_014c9b6a274fed_first30,5,1,11,0.8333333333333334,0.3125,0.45454545454545453
R2_complete216,center_support,jiufu_028724ccc9868d_first30,8,3,10,0.7272727272727273,0.4444444444444444,0.5517241379310345
R2_complete216,center_support,jiufu_0c053f837a8b23_first30,5,5,9,0.5,0.35714285714285715,0.4166666666666667
R2_complete216,center_support,jiufu_8f6eabd7f2cb6e_first30,3,5,7,0.375,0.3,0.3333333333333333
R2_complete216,center_support,jiufu_21b4c4c26061d0_first30,8,4,6,0.6666666666666666,0.5714285714285714,0.6153846153846154
R2_complete216,center_support,jiufu_37333d1afc0ec2_first30,4,7,8,0.36363636363636365,0.3333333333333333,0.34782608695652173
R2_complete216,center_support,jiufu_1ededf79f4d325_first30,0,0,8,0.0,0.0,0.0
R2_complete216,center_support,jiufu_b273cec8024eb2_first30,6,7,7,0.46153846153846156,0.46153846153846156,0.46153846153846156
R2_complete216,center_support,jiufu_d1a9a7ab944633_first30,4,0,13,1.0,0.23529411764705882,0.38095238095238093
R2_complete216,center_support,jiufu_908496549f5b42_first30,4,1,3,0.8,0.5714285714285714,0.6666666666666666
R2_complete216,center_support,jiufu_d3820405b5afe2_first30,0,0,9,0.0,0.0,0.0
R2_complete216,center_support,jiufu_04fd6f8dc56a73_first30,4,2,7,0.6666666666666666,0.36363636363636365,0.47058823529411764
R2_complete216,center_support,jiufu_440a29cebcae1c_first30,5,4,8,0.5555555555555556,0.38461538461538464,0.45454545454545453
R2_complete216,center_support,jiufu_e2821e37ff899d_first30,8,10,5,0.4444444444444444,0.6153846153846154,0.5161290322580645
R2_complete216,center_support,jiufu_b80d393ca25ef8_first30,1,1,3,0.5,0.25,0.3333333333333333
R2_complete216,center_support,jiufu_adb9b6776eb349_first30,13,4,8,0.7647058823529411,0.6190476190476191,0.6842105263157895
R2_complete216,center_support,jiufu_d837d576df8e43_first30,5,2,3,0.7142857142857143,0.625,0.6666666666666666
R2_complete216,center_support,jiufu_281bc808f4d3ff_first30,2,5,11,0.2857142857142857,0.15384615384615385,0.2
R2_complete216,center_support,jiufu_bb78a10aeab6d5_first30,0,0,15,0.0,0.0,0.0
R2_complete216,center_support,jiufu_4206de92a27bce_first30,13,2,1,0.8666666666666667,0.9285714285714286,0.896551724137931
R2_complete216,center_support,jiufu_004d48d055c457_first30,0,0,14,0.0,0.0,0.0
R2_complete216,center_support,jiufu_43743cb152c168_first30,7,4,8,0.6363636363636364,0.4666666666666667,0.5384615384615384
R2_complete216,center_support,jiufu_d7498380edb383_first30,0,2,12,0.0,0.0,0.0
R2_complete216,center_support,jiufu_512d98136d6412_first30,3,11,11,0.21428571428571427,0.21428571428571427,0.21428571428571427
R2_complete216,center_support,jiufu_7b10e1dbd08a03_first30,0,0,14,0.0,0.0,0.0
R2_complete216,center_support,jiufu_1b1d8d9b6faec7_first30,1,3,13,0.25,0.07142857142857142,0.1111111111111111
R2_complete216,center_support,jiufu_1a11fc33fcb6cf_first30,7,5,7,0.5833333333333334,0.5,0.5384615384615384
R2_complete216,center_support,jiufu_993a2261c33ae0_first30,11,2,5,0.8461538461538461,0.6875,0.7586206896551724
R2_complete216,center_support,jiufu_15023a4d62f18e_first30,18,6,6,0.75,0.75,0.75
R2_complete216,center_support,jiufu_bcea2687a6b788_first30,3,1,18,0.75,0.14285714285714285,0.24
R2_complete216,center_support,jiufu_4a3dc560468965_first30,0,0,16,0.0,0.0,0.0
R2_complete216,center_support,jiufu_af70c3cc180ae2_first30,0,0,7,0.0,0.0,0.0
R2_complete216,center_support,jiufu_fe965ff4644d07_first30,6,5,8,0.5454545454545454,0.42857142857142855,0.48
R2_complete216,center_support,jiufu_f6bca344b2c8ce_first30,8,10,5,0.4444444444444444,0.6153846153846154,0.5161290322580645
R2_complete216,center_support,jiufu_ce6ff507b22ee9_first30,5,9,6,0.35714285714285715,0.45454545454545453,0.4
R2_complete216,center_support,jiufu_075ed4d93c9959_first30,4,1,7,0.8,0.36363636363636365,0.5
R2_complete216,center_support,jiufu_234cbf6b627421_first30,1,1,19,0.5,0.05,0.09090909090909091
R2_complete216,center_support,jiufu_0f85cab7ac58ae_first30,7,1,9,0.875,0.4375,0.5833333333333334
R2_complete216,center_support,jiufu_55441b4c6fe974_first30,4,3,8,0.5714285714285714,0.3333333333333333,0.42105263157894735
R2_complete216,center_support,jiufu_d074036ef96d31_first30,6,5,7,0.5454545454545454,0.46153846153846156,0.5
R2_complete216,center_support,jiufu_cdaa16888fda03_first30,0,7,9,0.0,0.0,0.0
R2_complete216,center_support,jiufu_b7ed63dc0d8295_first30,4,11,7,0.26666666666666666,0.36363636363636365,0.3076923076923077
R2_complete216,center_support,jiufu_7f3b12c4283ff8_first30,0,0,11,0.0,0.0,0.0
R2_complete216,center_support,jiufu_36d04432159cdf_first30,0,0,10,0.0,0.0,0.0
R2_complete216,center_support,jiufu_9ddfe0afe06424_first30,6,4,9,0.6,0.4,0.48
R2_complete216,center_support,jiufu_7beb44b12a5f36_first30,0,0,8,0.0,0.0,0.0
R3_full11,original,jiufu_bb78a10aeab6d5_first30,0,0,16,0.0,0.0,0.0
R3_full11,original,jiufu_7cb985938d0a6a_first30,5,7,8,0.4166666666666667,0.38461538461538464,0.4
R3_full11,original,jiufu_2aaced556ff39d_first30,0,0,9,0.0,0.0,0.0
R3_full11,original,jiufu_0d1522aef374ec_first30,11,3,4,0.7857142857142857,0.7333333333333333,0.7586206896551724
R3_full11,original,jiufu_6328167f32f25e_first30,0,0,12,0.0,0.0,0.0
R3_full11,original,jiufu_440a29cebcae1c_first30,4,7,8,0.36363636363636365,0.3333333333333333,0.34782608695652173
R3_full11,original,jiufu_f920435ef76ec4_first30,4,4,6,0.5,0.4,0.4444444444444444
R3_full11,original,jiufu_4f7144680fca9d_first30,0,0,22,0.0,0.0,0.0
R3_full11,original,jiufu_bd77cfa7950eaa_first30,8,7,6,0.5333333333333333,0.5714285714285714,0.5517241379310345
R3_full11,original,jiufu_cc60214ff2d564_first30,3,7,7,0.3,0.3,0.3
R3_full11,original,jiufu_55441b4c6fe974_first30,6,7,4,0.46153846153846156,0.6,0.5217391304347826
R3_full11,center_support,jiufu_bb78a10aeab6d5_first30,0,0,16,0.0,0.0,0.0
R3_full11,center_support,jiufu_7cb985938d0a6a_first30,5,7,8,0.4166666666666667,0.38461538461538464,0.4
R3_full11,center_support,jiufu_2aaced556ff39d_first30,0,0,9,0.0,0.0,0.0
R3_full11,center_support,jiufu_0d1522aef374ec_first30,11,3,4,0.7857142857142857,0.7333333333333333,0.7586206896551724
R3_full11,center_support,jiufu_6328167f32f25e_first30,0,0,12,0.0,0.0,0.0
R3_full11,center_support,jiufu_440a29cebcae1c_first30,4,5,8,0.4444444444444444,0.3333333333333333,0.38095238095238093
R3_full11,center_support,jiufu_f920435ef76ec4_first30,4,1,6,0.8,0.4,0.5333333333333333
R3_full11,center_support,jiufu_4f7144680fca9d_first30,0,0,22,0.0,0.0,0.0
R3_full11,center_support,jiufu_bd77cfa7950eaa_first30,6,5,8,0.5454545454545454,0.42857142857142855,0.48
R3_full11,center_support,jiufu_cc60214ff2d564_first30,2,1,8,0.6666666666666666,0.2,0.3076923076923077
R3_full11,center_support,jiufu_55441b4c6fe974_first30,4,3,6,0.5714285714285714,0.4,0.47058823529411764
R3_strict9,original,jiufu_bb78a10aeab6d5_first30,0,0,16,0.0,0.0,0.0
R3_strict9,original,jiufu_7cb985938d0a6a_first30,5,7,8,0.4166666666666667,0.38461538461538464,0.4
R3_strict9,original,jiufu_2aaced556ff39d_first30,0,0,9,0.0,0.0,0.0
R3_strict9,original,jiufu_0d1522aef374ec_first30,11,3,4,0.7857142857142857,0.7333333333333333,0.7586206896551724
R3_strict9,original,jiufu_440a29cebcae1c_first30,4,7,8,0.36363636363636365,0.3333333333333333,0.34782608695652173
R3_strict9,original,jiufu_f920435ef76ec4_first30,4,4,6,0.5,0.4,0.4444444444444444
R3_strict9,original,jiufu_4f7144680fca9d_first30,0,0,22,0.0,0.0,0.0
R3_strict9,original,jiufu_cc60214ff2d564_first30,3,7,7,0.3,0.3,0.3
R3_strict9,original,jiufu_55441b4c6fe974_first30,6,7,4,0.46153846153846156,0.6,0.5217391304347826
R3_strict9,center_support,jiufu_bb78a10aeab6d5_first30,0,0,16,0.0,0.0,0.0
R3_strict9,center_support,jiufu_7cb985938d0a6a_first30,5,7,8,0.4166666666666667,0.38461538461538464,0.4
R3_strict9,center_support,jiufu_2aaced556ff39d_first30,0,0,9,0.0,0.0,0.0
R3_strict9,center_support,jiufu_0d1522aef374ec_first30,11,3,4,0.7857142857142857,0.7333333333333333,0.7586206896551724
R3_strict9,center_support,jiufu_440a29cebcae1c_first30,4,5,8,0.4444444444444444,0.3333333333333333,0.38095238095238093
R3_strict9,center_support,jiufu_f920435ef76ec4_first30,4,1,6,0.8,0.4,0.5333333333333333
R3_strict9,center_support,jiufu_4f7144680fca9d_first30,0,0,22,0.0,0.0,0.0
R3_strict9,center_support,jiufu_cc60214ff2d564_first30,2,1,8,0.6666666666666666,0.2,0.3076923076923077
R3_strict9,center_support,jiufu_55441b4c6fe974_first30,4,3,6,0.5714285714285714,0.4,0.47058823529411764
