grid_index,time_seconds,is_human_reference
4,0.4597701149425288,False
14,1.6091954022988506,False
22,2.528735632183908,False
29,3.3333333333333335,False
37,4.252873563218391,False
44,5.057471264367816,False
60,6.8965517241379315,False
74,8.505747126436782,False
84,9.655172413793105,False
94,10.804597701149426,False
103,11.839080459770116,False
110,12.643678160919542,False
118,13.563218390804598,False
127,14.597701149425289,False
136,15.632183908045977,False
144,16.551724137931036,False
150,17.24137931034483,False
159,18.27586206896552,False
166,19.080459770114945,False
175,20.114942528735632,False
182,20.919540229885058,False
190,21.839080459770116,False
199,22.873563218390807,False
209,24.02298850574713,False
215,24.712643678160923,False
224,25.74712643678161,False
233,26.7816091954023,False
242,27.81609195402299,False
250,28.73563218390805,False
