window_id,video_id,video_path,source_path,source_start_seconds,duration_seconds,cohort,annotation_round,annotator,annotation_status,manual_breath_count,event_definition,predictions_hidden,reference_notes,prior_algorithm_exposure,browser_video_path,view_start_seconds
jiufu_c2f523dbca4113_first30,jiufu_c2f523dbca4113,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105204-919.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105204-919.MP4,0,30,jiufu271,R2,1,pending,,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105204-919.MP4,0
jiufu_f6508f398bcf0f_first30,jiufu_f6508f398bcf0f,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T095740-373.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T095740-373.MP4,0,30,jiufu271,R2,1,pending,,expiration_peak,true,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T095740-373.MP4,0
