grid_index,time_seconds,is_human_reference
12,1.3793103448275863,False
32,3.6781609195402303,False
44,5.057471264367816,False
58,6.666666666666667,False
67,7.701149425287357,False
80,9.195402298850576,False
99,11.379310344827587,False
110,12.643678160919542,False
118,13.563218390804598,False
129,14.827586206896553,False
138,15.862068965517242,False
146,16.7816091954023,False
156,17.931034482758623,False
174,20.0,False
197,22.643678160919542,False
211,24.252873563218394,False
232,26.666666666666668,False
