epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.52543,5.11347,10.2955,3.64011,0,0,0,0,0,0,0,5e-05,5e-05,0.09505
2,2.45966,3.8622,5.77378,1.8327,0,0,0,0,0,0,0,0.000109505,0.000109505,0.0891095
3,3.14085,3.80327,5.17444,1.6295,0,0,0,0,0,0,0,0.00016847,0.00016847,0.0831685
4,3.82624,3.2765,4.91431,1.44656,0,0,0,0,0,0,0,0.000226895,0.000226895,0.0772269
5,4.48063,3.58772,4.6294,1.54391,0,0,0,0,0,0,0,0.00028478,0.00028478,0.0712848
6,5.12498,3.41854,4.53467,1.45442,0,0,0,0,0,0,0,0.000342125,0.000342125,0.0653421
7,5.78246,3.44468,4.40635,1.43362,0,0,0,0,0,0,0,0.00039893,0.00039893,0.0593989
8,6.39883,3.34563,4.33899,1.43324,0,0,0,0,0,0,0,0.000455195,0.000455195,0.0534552
9,7.17128,3.11389,4.12302,1.36325,0,0,0,0,0,0,0,0.00051092,0.00051092,0.0475109
10,7.8346,3.15757,4.06792,1.40135,0,0,0,0,0,0,0,0.000566105,0.000566105,0.0415661
11,8.4943,3.25429,3.77798,1.42413,0,0,0,0,0,0,0,0.00062075,0.00062075,0.0356207
12,9.17812,3.05332,3.85117,1.42084,0,0,0,0,0,0,0,0.000674855,0.000674855,0.0296749
13,9.89978,3.19028,3.63526,1.4417,0,0,0,0,0,0,0,0.00072842,0.00072842,0.0237284
14,10.5734,3.0935,3.62583,1.41503,0,0,0,0,0,0,0,0.000781445,0.000781445,0.0177814
15,11.2707,2.85581,3.42584,1.36459,0,0,0,0,0,0,0,0.00083393,0.00083393,0.0118339
16,11.9111,2.92936,3.45672,1.45276,0,0,0,0,0,0,0,0.000885875,0.000885875,0.00588587
17,12.5861,2.82722,3.30613,1.34407,0,0,0,0,0,0,0,0.000928,0.000928,0.000928
18,13.2264,2.92132,3.01675,1.40228,0,0,0,0,0,0,0,0.0009235,0.0009235,0.0009235
19,13.9591,2.85164,3.0202,1.3842,0,0,0,0,0,0,0,0.000919,0.000919,0.000919
20,14.6223,3.2276,3.00358,1.52854,0,0,0,0,0,0,0,0.0009145,0.0009145,0.0009145
21,15.256,2.86088,2.80602,1.43129,0,0,0,0,0,0,0,0.00091,0.00091,0.00091
22,15.943,2.79825,2.81856,1.4958,0,0,0,0,0,0,0,0.0009055,0.0009055,0.0009055
23,16.62,2.75103,2.8498,1.45218,0,0,0,0,0,0,0,0.000901,0.000901,0.000901
24,17.2558,2.89654,2.57863,1.49245,0,0,0,0,0,0,0,0.0008965,0.0008965,0.0008965
25,17.9389,2.83167,2.60514,1.50007,0,0,0,0,0,0,0,0.000892,0.000892,0.000892
26,18.5863,2.8095,2.56058,1.36819,0,0,0,0,0,0,0,0.0008875,0.0008875,0.0008875
27,19.2292,2.71201,2.57502,1.43075,0,0,0,0,0,0,0,0.000883,0.000883,0.000883
28,19.9591,2.68653,2.56836,1.38443,0,0,0,0,0,0,0,0.0008785,0.0008785,0.0008785
29,20.59,2.66471,2.34537,1.38193,0,0,0,0,0,0,0,0.000874,0.000874,0.000874
30,21.2282,2.73557,2.46404,1.37548,0,0,0,0,0,0,0,0.0008695,0.0008695,0.0008695
31,21.8967,2.50904,2.52944,1.30118,0,0,0,0,0,0,0,0.000865,0.000865,0.000865
32,22.5322,2.59545,2.57536,1.30064,0,0,0,0,0,0,0,0.0008605,0.0008605,0.0008605
33,23.2237,2.42663,2.56661,1.27168,0,0,0,0,0,0,0,0.000856,0.000856,0.000856
34,23.8731,2.68879,2.54803,1.32682,0,0,0,0,0,0,0,0.0008515,0.0008515,0.0008515
35,24.4975,2.61549,2.53583,1.40414,0,0,0,0,0,0,0,0.000847,0.000847,0.000847
36,25.1565,2.43596,2.54866,1.32031,0,0,0,0,0,0,0,0.0008425,0.0008425,0.0008425
