epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
52,40.1952,2.34514,2.07701,1.17671,0,0,0,0,0,0,0,0.0007705,0.0007705,0.0007705
53,40.9598,2.13873,2.14525,1.18438,0,0,0,0,0,0,0,0.000766,0.000766,0.000766
54,41.7077,2.22093,1.98744,1.11481,0,0,0,0,0,0,0,0.0007615,0.0007615,0.0007615
55,42.4559,2.30449,1.94817,1.16382,0,0,0,0,0,0,0,0.000757,0.000757,0.000757
56,43.1523,2.16894,1.91634,1.14831,0,0,0,0,0,0,0,0.0007525,0.0007525,0.0007525
57,43.9259,2.37512,1.98836,1.1561,0,0,0,0,0,0,0,0.000748,0.000748,0.000748
58,44.628,2.07376,2.08479,1.10768,0,0,0,0,0,0,0,0.0007435,0.0007435,0.0007435
59,45.3684,2.20216,1.89677,1.16397,0,0,0,0,0,0,0,0.000739,0.000739,0.000739
60,46.1174,2.13265,1.88654,1.12803,0,0,0,0,0,0,0,0.0007345,0.0007345,0.0007345
61,46.8362,2.24566,1.93261,1.07654,0,0,0,0,0,0,0,0.00073,0.00073,0.00073
62,47.6394,2.10053,1.90429,1.16007,0,0,0,0,0,0,0,0.0007255,0.0007255,0.0007255
63,48.4438,1.94264,1.76705,1.08772,0,0,0,0,0,0,0,0.000721,0.000721,0.000721
64,49.2263,2.08858,1.82908,1.12906,0,0,0,0,0,0,0,0.0007165,0.0007165,0.0007165
65,50.0399,1.91736,1.75841,1.13914,0,0,0,0,0,0,0,0.000712,0.000712,0.000712
66,50.9644,1.94416,1.64555,1.14324,0,0,0,0,0,0,0,0.0007075,0.0007075,0.0007075
67,51.8231,1.76885,1.68445,1.04013,0,0,0,0,0,0,0,0.000703,0.000703,0.000703
68,52.788,1.87445,1.84697,1.07832,0,0,0,0,0,0,0,0.0006985,0.0006985,0.0006985
69,53.7402,1.87292,1.67149,1.07668,0,0,0,0,0,0,0,0.000694,0.000694,0.000694
70,54.6129,1.85903,1.68693,1.02012,0,0,0,0,0,0,0,0.0006895,0.0006895,0.0006895
71,55.4171,1.98368,1.62671,1.12171,0,0,0,0,0,0,0,0.000685,0.000685,0.000685
72,56.2205,1.73491,1.60255,1.00806,0,0,0,0,0,0,0,0.0006805,0.0006805,0.0006805
73,56.9987,1.92309,1.7032,1.04826,0,0,0,0,0,0,0,0.000676,0.000676,0.000676
74,57.7131,1.75217,1.5801,1.0544,0,0,0,0,0,0,0,0.0006715,0.0006715,0.0006715
75,58.4371,1.66828,1.45712,1.04065,0,0,0,0,0,0,0,0.000667,0.000667,0.000667
76,59.2076,2.00411,1.63858,1.13716,0,0,0,0,0,0,0,0.0006625,0.0006625,0.0006625
77,59.9815,1.93288,1.49728,1.07767,0,0,0,0,0,0,0,0.000658,0.000658,0.000658
78,60.6988,1.93609,1.51018,1.03087,0,0,0,0,0,0,0,0.0006535,0.0006535,0.0006535
79,61.4248,1.92478,1.6783,1.05265,0,0,0,0,0,0,0,0.000649,0.000649,0.000649
80,62.1737,1.88026,1.57834,1.02933,0,0,0,0,0,0,0,0.0006445,0.0006445,0.0006445
81,62.9941,1.76366,1.49146,1.02764,0,0,0,0,0,0,0,0.00064,0.00064,0.00064
82,63.7686,1.77779,1.40328,1.01561,0,0,0,0,0,0,0,0.0006355,0.0006355,0.0006355
83,64.5237,1.99107,1.40737,1.13154,0,0,0,0,0,0,0,0.000631,0.000631,0.000631
84,65.2589,1.81412,1.39803,1.05552,0,0,0,0,0,0,0,0.0006265,0.0006265,0.0006265
85,65.9874,1.71383,1.40162,1.05893,0,0,0,0,0,0,0,0.000622,0.000622,0.000622
86,66.7289,1.72406,1.29371,1.00085,0,0,0,0,0,0,0,0.0006175,0.0006175,0.0006175
87,67.549,1.84527,1.39833,1.00686,0,0,0,0,0,0,0,0.000613,0.000613,0.000613
88,68.4922,1.72779,1.44033,1.0202,0,0,0,0,0,0,0,0.0006085,0.0006085,0.0006085
89,69.312,1.81716,1.33274,1.00346,0,0,0,0,0,0,0,0.000604,0.000604,0.000604
90,70.1922,1.57442,1.40076,0.93469,0,0,0,0,0,0,0,0.0005995,0.0005995,0.0005995
91,71.09,1.68151,1.27347,0.9764,0,0,0,0,0,0,0,0.000595,0.000595,0.000595
92,72.0618,1.79465,1.26302,1.00944,0,0,0,0,0,0,0,0.0005905,0.0005905,0.0005905
93,72.8269,1.65573,1.29445,1.00695,0,0,0,0,0,0,0,0.000586,0.000586,0.000586
94,73.5093,1.65039,1.25742,0.98692,0,0,0,0,0,0,0,0.0005815,0.0005815,0.0005815
95,74.2614,1.65989,1.27282,0.98033,0,0,0,0,0,0,0,0.000577,0.000577,0.000577
96,75.0303,1.75064,1.26102,0.97213,0,0,0,0,0,0,0,0.0005725,0.0005725,0.0005725
97,75.834,1.70733,1.29045,0.98919,0,0,0,0,0,0,0,0.000568,0.000568,0.000568
98,76.5874,1.68961,1.2643,0.98786,0,0,0,0,0,0,0,0.0005635,0.0005635,0.0005635
99,77.348,1.7658,1.25982,1.0249,0,0,0,0,0,0,0,0.000559,0.000559,0.000559
100,78.1831,1.82677,1.23115,1.04543,0,0,0,0,0,0,0,0.0005545,0.0005545,0.0005545
101,78.9594,1.71395,1.27341,0.99895,0,0,0,0,0,0,0,0.00055,0.00055,0.00055
102,79.7693,1.64143,1.22126,0.96241,0,0,0,0,0,0,0,0.0005455,0.0005455,0.0005455
103,80.542,1.83673,1.33346,1.01959,0,0,0,0,0,0,0,0.000541,0.000541,0.000541
104,81.358,1.64698,1.21577,0.9913,0,0,0,0,0,0,0,0.0005365,0.0005365,0.0005365
105,82.1148,1.67259,1.24475,1.00367,0,0,0,0,0,0,0,0.000532,0.000532,0.000532
106,82.8575,1.60827,1.13435,0.95851,0,0,0,0,0,0,0,0.0005275,0.0005275,0.0005275
107,83.8826,1.61269,1.22988,0.95414,0,0,0,0,0,0,0,0.000523,0.000523,0.000523
108,84.922,1.63978,1.24587,0.97808,0,0,0,0,0,0,0,0.0005185,0.0005185,0.0005185
109,85.7473,1.66018,1.11122,0.99005,0,0,0,0,0,0,0,0.000514,0.000514,0.000514
110,86.5142,1.71401,1.23291,0.99007,0,0,0,0,0,0,0,0.0005095,0.0005095,0.0005095
111,87.2555,1.55881,1.19122,0.96666,0,0,0,0,0,0,0,0.000505,0.000505,0.000505
112,88.0664,1.63475,1.18831,0.98306,0,0,0,0,0,0,0,0.0005005,0.0005005,0.0005005
113,88.8234,1.73938,1.1267,0.99786,0,0,0,0,0,0,0,0.000496,0.000496,0.000496
114,89.5921,1.53425,1.16266,0.95593,0,0,0,0,0,0,0,0.0004915,0.0004915,0.0004915
115,90.3088,1.56501,1.20087,0.97827,0,0,0,0,0,0,0,0.000487,0.000487,0.000487
116,91.0346,1.55939,1.13968,0.95797,0,0,0,0,0,0,0,0.0004825,0.0004825,0.0004825
117,91.8488,1.67454,1.10843,0.99361,0,0,0,0,0,0,0,0.000478,0.000478,0.000478
118,92.5924,1.54391,1.05917,0.97341,0,0,0,0,0,0,0,0.0004735,0.0004735,0.0004735
119,93.4002,1.54693,1.07558,0.98027,0,0,0,0,0,0,0,0.000469,0.000469,0.000469
120,94.1365,1.60741,1.07186,0.96828,0,0,0,0,0,0,0,0.0004645,0.0004645,0.0004645
121,94.8784,1.62232,1.14796,0.93002,0,0,0,0,0,0,0,0.00046,0.00046,0.00046
122,95.6435,1.52554,1.09461,0.96301,0,0,0,0,0,0,0,0.0004555,0.0004555,0.0004555
123,96.4344,1.58755,1.1444,0.94765,0,0,0,0,0,0,0,0.000451,0.000451,0.000451
124,97.2007,1.49794,1.10767,0.92302,0,0,0,0,0,0,0,0.0004465,0.0004465,0.0004465
125,97.9247,1.56868,1.0533,0.97215,0,0,0,0,0,0,0,0.000442,0.000442,0.000442
126,98.7009,1.50537,1.06193,0.97011,0,0,0,0,0,0,0,0.0004375,0.0004375,0.0004375
127,99.4839,1.35886,1.11971,0.89195,0,0,0,0,0,0,0,0.000433,0.000433,0.000433
128,100.291,1.35661,1.05401,0.91226,0,0,0,0,0,0,0,0.0004285,0.0004285,0.0004285
129,101.035,1.44305,1.10814,0.93408,0,0,0,0,0,0,0,0.000424,0.000424,0.000424
130,101.789,1.42805,1.0829,0.96849,0,0,0,0,0,0,0,0.0004195,0.0004195,0.0004195
131,102.507,1.53552,1.09331,0.98705,0,0,0,0,0,0,0,0.000415,0.000415,0.000415
132,103.319,1.3834,1.09688,0.91008,0,0,0,0,0,0,0,0.0004105,0.0004105,0.0004105
133,104.102,1.46358,1.12515,0.93233,0,0,0,0,0,0,0,0.000406,0.000406,0.000406
134,104.874,1.31447,1.02198,0.91693,0,0,0,0,0,0,0,0.0004015,0.0004015,0.0004015
135,105.63,1.46718,1.0789,0.91021,0,0,0,0,0,0,0,0.000397,0.000397,0.000397
136,106.365,1.45972,1.04388,0.95165,0,0,0,0,0,0,0,0.0003925,0.0003925,0.0003925
137,107.191,1.40053,1.02209,0.93068,0,0,0,0,0,0,0,0.000388,0.000388,0.000388
138,107.964,1.29563,1.00683,0.88541,0,0,0,0,0,0,0,0.0003835,0.0003835,0.0003835
139,108.729,1.37199,1.00701,0.91347,0,0,0,0,0,0,0,0.000379,0.000379,0.000379
140,109.491,1.40773,1.03448,0.90025,0,0,0,0,0,0,0,0.0003745,0.0003745,0.0003745
141,110.241,1.33545,0.98491,0.9144,0,0,0,0,0,0,0,0.00037,0.00037,0.00037
142,111.001,1.252,0.98355,0.91121,0,0,0,0,0,0,0,0.0003655,0.0003655,0.0003655
143,111.776,1.39526,1.06688,0.88429,0,0,0,0,0,0,0,0.000361,0.000361,0.000361
144,112.52,1.30003,1.00471,0.93338,0,0,0,0,0,0,0,0.0003565,0.0003565,0.0003565
145,113.274,1.34093,1.00989,0.91618,0,0,0,0,0,0,0,0.000352,0.000352,0.000352
146,114.126,1.28468,0.98003,0.91381,0,0,0,0,0,0,0,0.0003475,0.0003475,0.0003475
147,114.952,1.3608,1.03501,0.90099,0,0,0,0,0,0,0,0.000343,0.000343,0.000343
148,115.941,1.35375,0.95455,0.8861,0,0,0,0,0,0,0,0.0003385,0.0003385,0.0003385
149,116.782,1.36251,0.96978,0.8939,0,0,0,0,0,0,0,0.000334,0.000334,0.000334
150,117.531,1.37152,0.97681,0.8651,0,0,0,0,0,0,0,0.0003295,0.0003295,0.0003295
151,118.287,1.32724,0.95272,0.88694,0,0,0,0,0,0,0,0.000325,0.000325,0.000325
152,119.055,1.37932,0.99167,0.91788,0,0,0,0,0,0,0,0.0003205,0.0003205,0.0003205
153,119.843,1.41231,0.94351,0.86615,0,0,0,0,0,0,0,0.000316,0.000316,0.000316
154,120.579,1.21822,0.92502,0.86773,0,0,0,0,0,0,0,0.0003115,0.0003115,0.0003115
155,121.324,1.23882,0.97964,0.89312,0,0,0,0,0,0,0,0.000307,0.000307,0.000307
156,122.147,1.3469,0.99819,0.89527,0,0,0,0,0,0,0,0.0003025,0.0003025,0.0003025
157,122.881,1.30553,0.93949,0.90778,0,0,0,0,0,0,0,0.000298,0.000298,0.000298
158,123.611,1.27285,0.9289,0.86746,0,0,0,0,0,0,0,0.0002935,0.0002935,0.0002935
159,124.382,1.35934,0.93808,0.94432,0,0,0,0,0,0,0,0.000289,0.000289,0.000289
160,125.079,1.34444,1.02353,0.94554,0,0,0,0,0,0,0,0.0002845,0.0002845,0.0002845
161,125.772,1.28066,0.98483,0.86935,0,0,0,0,0,0,0,0.00028,0.00028,0.00028
162,126.48,1.23026,0.93671,0.86065,0,0,0,0,0,0,0,0.0002755,0.0002755,0.0002755
163,127.183,1.30875,0.97318,0.91682,0,0,0,0,0,0,0,0.000271,0.000271,0.000271
164,127.964,1.22502,0.91619,0.89488,0,0,0,0,0,0,0,0.0002665,0.0002665,0.0002665
165,128.686,1.23243,0.95948,0.88844,0,0,0,0,0,0,0,0.000262,0.000262,0.000262
166,129.469,1.33344,0.96987,0.89846,0,0,0,0,0,0,0,0.0002575,0.0002575,0.0002575
167,130.207,1.19308,0.90427,0.8623,0,0,0,0,0,0,0,0.000253,0.000253,0.000253
168,130.899,1.34801,0.9941,0.89655,0,0,0,0,0,0,0,0.0002485,0.0002485,0.0002485
169,131.675,1.27768,0.93436,0.90779,0,0,0,0,0,0,0,0.000244,0.000244,0.000244
170,132.392,1.24416,0.92385,0.867,0,0,0,0,0,0,0,0.0002395,0.0002395,0.0002395
171,133.145,1.30181,1.00894,0.8819,0,0,0,0,0,0,0,0.000235,0.000235,0.000235
172,133.883,1.24849,0.91026,0.90147,0,0,0,0,0,0,0,0.0002305,0.0002305,0.0002305
173,134.607,1.20652,0.91681,0.90178,0,0,0,0,0,0,0,0.000226,0.000226,0.000226
174,135.366,1.36949,0.91677,0.89518,0,0,0,0,0,0,0,0.0002215,0.0002215,0.0002215
175,136.227,1.25692,0.9543,0.9087,0,0,0,0,0,0,0,0.000217,0.000217,0.000217
176,136.969,1.26507,0.91405,0.88376,0,0,0,0,0,0,0,0.0002125,0.0002125,0.0002125
177,137.744,1.41474,0.98212,0.89824,0,0,0,0,0,0,0,0.000208,0.000208,0.000208
178,138.457,1.2207,0.91166,0.892,0,0,0,0,0,0,0,0.0002035,0.0002035,0.0002035
179,139.174,1.22569,0.94536,0.87854,0,0,0,0,0,0,0,0.000199,0.000199,0.000199
180,139.94,1.21289,0.91011,0.88568,0,0,0,0,0,0,0,0.0001945,0.0001945,0.0001945
181,140.661,1.17807,0.87384,0.89566,0,0,0,0,0,0,0,0.00019,0.00019,0.00019
182,141.362,1.31611,0.97739,0.89958,0,0,0,0,0,0,0,0.0001855,0.0001855,0.0001855
183,142.141,1.29842,0.93226,0.87886,0,0,0,0,0,0,0,0.000181,0.000181,0.000181
184,142.854,1.28306,0.90479,0.88682,0,0,0,0,0,0,0,0.0001765,0.0001765,0.0001765
185,143.851,1.23582,0.93297,0.89959,0,0,0,0,0,0,0,0.000172,0.000172,0.000172
186,144.673,1.24722,0.91543,0.8652,0,0,0,0,0,0,0,0.0001675,0.0001675,0.0001675
187,145.369,1.12591,0.86532,0.8905,0,0,0,0,0,0,0,0.000163,0.000163,0.000163
188,146.11,1.17412,0.86153,0.87822,0,0,0,0,0,0,0,0.0001585,0.0001585,0.0001585
189,146.967,1.16633,0.89394,0.8886,0,0,0,0,0,0,0,0.000154,0.000154,0.000154
190,147.887,1.22738,0.90324,0.88426,0,0,0,0,0,0,0,0.0001495,0.0001495,0.0001495
191,148.662,1.27835,0.93009,0.87908,0,0,0,0,0,0,0,0.000145,0.000145,0.000145
192,149.362,1.2388,0.91094,0.8671,0,0,0,0,0,0,0,0.0001405,0.0001405,0.0001405
193,150.109,1.15137,0.8835,0.88103,0,0,0,0,0,0,0,0.000136,0.000136,0.000136
194,150.884,1.26706,0.9515,0.9192,0,0,0,0,0,0,0,0.0001315,0.0001315,0.0001315
195,151.614,1.13295,0.87614,0.84924,0,0,0,0,0,0,0,0.000127,0.000127,0.000127
196,152.413,1.27422,0.88573,0.8808,0,0,0,0,0,0,0,0.0001225,0.0001225,0.0001225
197,153.112,1.18673,0.87812,0.86401,0,0,0,0,0,0,0,0.000118,0.000118,0.000118
198,153.886,1.24839,1.03104,0.86065,0,0,0,0,0,0,0,0.0001135,0.0001135,0.0001135
199,154.649,1.16472,0.93551,0.85623,0,0,0,0,0,0,0,0.000109,0.000109,0.000109
200,155.751,1.16575,0.91674,0.85501,0.52629,0.25,0.19906,0.0378,3.4606,2.49819,1.63727,0.0001045,0.0001045,0.0001045
