window_id,source_path,previous_frame_index,next_frame_index,previous_timestamp_seconds,next_timestamp_seconds,interval_seconds,gap_crosses_window_end,interpretation
jiufu_e6b17e79b0b593_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T085342-1568.MP4,142,143,16.228333333333335,18.83666666666667,2.6083333333333343,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_d34b67b3b4cc6c_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T090228-638.MP4,260,261,29.638333333333335,32.015,2.376666666666665,True,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_d31bd7d7642ce6_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T091138-921.MP4,175,176,19.951666666666668,22.40666666666667,2.455000000000002,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_73db0107967f0e_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T091441-683.MP4,149,150,16.98166666666667,19.73166666666667,2.75,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_7045c3900be0cc_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T093120-921.MP4,217,218,24.75166666666667,27.276666666666667,2.5249999999999986,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_36ee658c295629_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T094529-1469.MP4,162,163,18.563333333333336,21.081666666666667,2.518333333333331,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_56e83ecf9a14bb_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T095754-1574.MP4,39,40,4.445,6.778333333333334,2.333333333333334,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_943fc8675c704c_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T102849-347.MP4,96,97,10.863333333333333,13.311666666666667,2.448333333333334,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_2aaced556ff39d_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T133413-957.MP4,99,100,11.275,13.631666666666668,2.3566666666666674,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_4f7144680fca9d_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T134435-583.MP4,124,125,14.061666666666667,16.491666666666667,2.4299999999999997,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_053d6bd561c20b_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T135554-1838.MP4,112,113,12.785,15.288333333333334,2.503333333333334,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_9a14e05c1c184c_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T135926-728.MP4,138,139,15.768333333333334,18.276666666666667,2.508333333333333,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_c5ff3e35124405_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T081638-1408.MP4,98,99,11.148333333333333,13.546666666666667,2.3983333333333334,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_58da0349ace78c_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T082946-1601.MP4,103,104,11.743333333333334,14.246666666666668,2.503333333333334,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_f0f7415c6e495e_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T105437-1308.MP4,33,34,3.841666666666667,6.265000000000001,2.423333333333334,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_6328167f32f25e_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T114908-1371.MP4,119,120,13.933333333333334,16.41,2.4766666666666666,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_ce6835d13f136d_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T115945-1414.MP4,40,41,4.541666666666667,7.243333333333334,2.701666666666667,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_3f44e994a4ccb7_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T122439-1145.MP4,248,249,28.238333333333337,28.741666666666667,0.5033333333333303,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_58a951a34f7249_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T085430-A1022182.MP4,48,49,5.671666666666667,8.223333333333334,2.5516666666666676,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_b230c11bab398b_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T093138-1078.MP4,203,204,23.163333333333334,25.541666666666668,2.378333333333334,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_d34b02325b217f_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T085306-1831.MP4,73,74,8.288333333333334,10.898333333333333,2.6099999999999994,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_61a48001d2c6ac_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T091954-A1022186.MP4,178,179,20.28,22.861666666666668,2.581666666666667,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_61a3c1628d9017_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T103842-859.MP4,88,89,10.036666666666667,12.413333333333334,2.376666666666667,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_afbc3c7536759a_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T104743-353.MP4,81,82,9.225000000000001,11.778333333333334,2.553333333333333,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_6e5606d58e82c5_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090823-1078.MP4,63,64,7.161666666666667,9.663333333333334,2.501666666666667,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_1686565c1da471_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T091928-1137.MP4,250,251,28.48,31.093333333333334,2.6133333333333333,True,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_6434f8ad9b4978_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T093445-659.MP4,247,248,28.10166666666667,30.68166666666667,2.5799999999999983,True,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_0f495ca37676e0_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T094056-353.MP4,157,158,17.873333333333335,20.518333333333334,2.6449999999999996,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_87e482c45f5ec2_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T094348-A1022209.MP4,225,226,25.94,28.068333333333335,2.128333333333334,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_c79b86b8813e90_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T093943-1358.MP4,196,197,22.338333333333335,24.758333333333336,2.4200000000000017,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_d0a278abbce35d_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T094255-372.MP4,91,92,10.506666666666668,13.171666666666667,2.664999999999999,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_24b7bfc0889845_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T094604-707.MP4,13,14,1.485,4.015000000000001,2.5300000000000002,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_fc574ca4aa0e22_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T100437-639.MP4,256,257,29.183333333333334,31.685000000000002,2.5016666666666687,True,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_9fc4ab4ff20989_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T085751-913.MP4,178,179,20.23166666666667,22.748333333333335,2.5166666666666657,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_4a28bba3529d28_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T090706-674.MP4,48,49,5.383333333333334,8.133333333333335,2.750000000000001,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_14d4ade8b6206e_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T092029-619.MP4,152,153,17.25166666666667,19.92666666666667,2.6750000000000007,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_d37cd7a2cec816_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T090249-668.MP4,47,48,5.343333333333334,7.9316666666666675,2.588333333333334,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_fdd90da34c7a97_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T090842-611.MP4,106,107,12.171666666666667,14.523333333333333,2.3516666666666666,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_766cc912612d8c_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T091746-1066.MP4,73,74,8.303333333333335,10.770000000000001,2.466666666666667,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_2320c69c168a7a_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T094737-677.MP4,149,150,16.96666666666667,19.423333333333336,2.456666666666667,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_34e5b460466c18_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T092243-664.MP4,178,179,20.19666666666667,22.678333333333335,2.4816666666666656,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_96dfaf729ad3d4_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T093647-A1022251.MP4,196,197,22.43166666666667,24.853333333333335,2.421666666666667,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_f6508f398bcf0f_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T095740-373.MP4,262,263,29.83666666666667,32.345,2.5083333333333293,True,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_1ededf79f4d325_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T085842-1129.MP4,178,179,20.273333333333333,22.68166666666667,2.408333333333335,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_d3820405b5afe2_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T091352-887.MP4,89,90,10.153333333333334,12.613333333333333,2.459999999999999,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_7b10e1dbd08a03_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T094835-A1022259.MP4,89,90,10.171666666666667,12.726666666666668,2.5550000000000015,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_4a3dc560468965_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\20240810T092347-846.MP4,55,56,6.195,8.811666666666667,2.616666666666667,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_82901a53b6079a_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\20240810T092944-1879.MP4,85,86,9.718333333333334,12.106666666666667,2.3883333333333336,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_7f3b12c4283ff8_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0813\20240813T094421-281.MP4,263,264,29.956666666666667,32.36,2.4033333333333324,True,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_36d04432159cdf_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0813\20240813T094742-1429.MP4,80,81,9.120000000000001,11.598333333333334,2.4783333333333335,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
jiufu_7beb44b12a5f36_first30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0813\20240813T100207-713.MP4,181,182,20.678333333333335,23.09,2.4116666666666653,False,no_decoded_frame_timestamp_between_endpoints; not_confirmed_camera_dropped_frames
