grid_index,time_seconds,is_human_reference
41,4.71264367816092,False
56,6.436781609195402,False
63,7.241379310344828,False
77,8.85057471264368,False
86,9.88505747126437,False
97,11.149425287356323,False
110,12.643678160919542,False
125,14.367816091954024,False
137,15.74712643678161,False
162,18.620689655172416,False
173,19.885057471264368,False
182,20.919540229885058,False
193,22.183908045977013,False
205,23.5632183908046,False
217,24.942528735632187,False
233,26.7816091954023,False
240,27.586206896551726,False
