frame_index,time_seconds,det_index,x,y,x0,y0,x1,y1,confidence,temperature
10,1.149425287356322,0,561.4428100585938,671.1295166015625,536.2991333007812,637.8712768554688,586.5864868164062,704.3877563476562,0.37194228172302246,32.556154999511804
10,1.149425287356322,1,556.1151428222656,666.1073913574219,533.8109741210938,641.5302124023438,578.4193115234375,690.6845703125,0.2942145764827728,32.56454283130977
16,1.8390804597701151,0,674.8103332519531,698.3632507324219,656.6062622070312,670.8069458007812,693.014404296875,725.9195556640625,0.6861778497695923,30.694066384605893
17,1.9540229885057472,0,641.7317504882812,721.1225891113281,623.171875,692.7731323242188,660.2916259765625,749.4720458984375,0.9229624271392822,31.056314954337925
17,1.9540229885057472,1,488.68589782714844,714.2050476074219,462.9621887207031,686.316650390625,514.4096069335938,742.0934448242188,0.358696311712265,32.080132285681024
18,2.0689655172413794,0,455.4204559326172,738.3560791015625,434.59381103515625,710.4749755859375,476.2471008300781,766.2371826171875,0.7976978421211243,32.12322999391023
18,2.0689655172413794,1,608.0507507324219,744.1948852539062,588.460693359375,716.7186279296875,627.6408081054688,771.671142578125,0.6421281695365906,31.380163740457483
19,2.183908045977012,0,569.3623657226562,764.4017944335938,549.605224609375,735.6130981445312,589.1195068359375,793.1904907226562,0.89667147397995,31.65505297157366
19,2.183908045977012,1,422.64300537109375,748.6149291992188,403.21856689453125,723.2305297851562,442.06744384765625,773.9993286132812,0.4451707899570465,31.83586230612597
20,2.298850574712644,0,533.5809020996094,782.8479614257812,513.187255859375,752.1653442382812,553.9745483398438,813.5305786132812,0.8659971952438354,31.921325246278077
20,2.298850574712644,1,365.0495910644531,775.0205688476562,345.4620666503906,748.854248046875,384.6371154785156,801.1868896484375,0.7906394004821777,32.520385762459206
21,2.413793103448276,0,498.7377014160156,799.9434509277344,480.06121826171875,771.4055786132812,517.4141845703125,828.4813232421875,0.8303035497665405,31.956210447954717
21,2.413793103448276,1,331.95033264160156,786.7842407226562,312.51318359375,761.8697509765625,351.3874816894531,811.69873046875,0.6589848399162292,32.4297964389579
22,2.528735632183908,0,469.4390869140625,793.0857238769531,446.1239013671875,764.5208740234375,492.7542724609375,821.6505737304688,0.9363741278648376,32.08639376781389
22,2.528735632183908,1,294.8000946044922,785.0460815429688,276.02178955078125,761.5808715820312,313.5783996582031,808.5112915039062,0.7286600470542908,32.66446194353738
23,2.6436781609195403,0,450.1936340332031,773.773681640625,427.744873046875,742.8558349609375,472.64239501953125,804.6915283203125,0.8862171173095703,31.780991342127557
23,2.6436781609195403,1,275.54396057128906,760.6378784179688,256.8537902832031,734.0328369140625,294.234130859375,787.242919921875,0.7048738598823547,32.57577823757807
24,2.7586206896551726,0,438.9637451171875,754.8706665039062,418.7203674316406,725.994873046875,459.2071228027344,783.7464599609375,0.896714985370636,31.525218491298336
24,2.7586206896551726,1,270.26466369628906,752.9126892089844,253.02536010742188,725.410400390625,287.50396728515625,780.4149780273438,0.7196446061134338,32.305981865902226
25,2.873563218390805,0,452.56085205078125,731.9205627441406,428.82958984375,700.4415893554688,476.2921142578125,763.3995361328125,0.8490657210350037,31.286117059650504
25,2.873563218390805,1,278.7979278564453,715.4322814941406,259.14434814453125,688.940673828125,298.4515075683594,741.9238891601562,0.7156984806060791,32.05490058396198
26,2.988505747126437,0,278.42283630371094,715.0723876953125,259.4111328125,689.2314453125,297.4345397949219,740.913330078125,0.8143641352653503,32.04341026362904
26,2.988505747126437,1,452.4635467529297,733.6532592773438,429.5646057128906,702.4866943359375,475.36248779296875,764.81982421875,0.792607843875885,31.212887861905248
27,3.1034482758620694,0,278.42283630371094,715.0723876953125,259.4111328125,689.2314453125,297.4345397949219,740.913330078125,0.8143641352653503,32.04341026362904
27,3.1034482758620694,1,452.4635467529297,733.6532592773438,429.5646057128906,702.4866943359375,475.36248779296875,764.81982421875,0.792607843875885,31.212887861905248
28,3.218390804597701,0,452.83900451660156,734.3370361328125,429.8515625,703.2457885742188,475.8264465332031,765.4282836914062,0.7920462489128113,31.274500737300357
28,3.218390804597701,1,278.1809387207031,712.4967651367188,259.698974609375,687.3341064453125,296.66290283203125,737.659423828125,0.7538819909095764,32.1076620551509
29,3.333333333333333,0,443.3892517089844,734.7906188964844,420.5619201660156,705.035400390625,466.2165832519531,764.5458374023438,0.924210250377655,31.383136976295106
29,3.333333333333333,1,276.1061706542969,728.1169738769531,258.4896240234375,701.2161254882812,293.72271728515625,755.017822265625,0.8764914870262146,32.19908315482673
30,3.4482758620689657,0,426.03038024902344,732.2704162597656,402.7640075683594,701.8089599609375,449.2967529296875,762.7318725585938,0.9011765122413635,31.78106814824791
30,3.4482758620689657,1,256.5357666015625,717.5601806640625,237.19488525390625,692.5289306640625,275.87664794921875,742.5914306640625,0.7207265496253967,32.142446195257804
31,3.563218390804598,0,373.26763916015625,731.6619873046875,346.54168701171875,700.8494873046875,399.99359130859375,762.4744873046875,0.9032794237136841,31.88608659645171
31,3.563218390804598,1,204.1431427001953,723.2561340332031,186.3109588623047,696.3975830078125,221.97532653808594,750.1146850585938,0.6668822765350342,32.57474874226721
32,3.6781609195402303,0,217.58814239501953,727.5266418457031,191.17044067382812,696.7261352539062,244.00584411621094,758.3271484375,0.7911072969436646,31.907226092912236
33,3.793103448275863,0,120.10192489624023,729.5968933105469,92.19718170166016,698.2234497070312,148.0066680908203,760.9703369140625,0.6502295732498169,31.765366751335904
33,3.793103448275863,1,385.56504821777344,360.8898620605469,354.241455078125,329.885986328125,416.8886413574219,391.89373779296875,0.3318041265010834,33.83522164845121
34,3.9080459770114944,0,120.10192489624023,729.5968933105469,92.19718170166016,698.2234497070312,148.0066680908203,760.9703369140625,0.6502295732498169,31.765366751335904
34,3.9080459770114944,1,385.56504821777344,360.8898620605469,354.241455078125,329.885986328125,416.8886413574219,391.89373779296875,0.3318041265010834,33.83522164845121
35,4.022988505747127,0,286.9352569580078,343.0891571044922,259.9073181152344,315.47052001953125,313.96319580078125,370.7077941894531,0.6134365200996399,34.11915282449748
35,4.022988505747127,1,291.07740783691406,349.57737731933594,262.8828125,318.2618408203125,319.2720031738281,380.8929138183594,0.27330100536346436,33.96413856292964
48,5.517241379310345,0,107.12736129760742,626.9784545898438,81.29723358154297,601.2962646484375,132.95748901367188,652.66064453125,0.3381553590297699,31.81682690362933
