label,videos,rr_valid_videos,rr_r2,rr_pearson_r2,rr_mae,rr_rmse,count_valid_videos,count_mae,exact_count,within_one_count,abs_count_error_ge2,evaluation_note,confidence_threshold,margin_threshold,applied_corrections
threshold_candidate,47,47,0.9009884319705664,0.9076487747184045,2.8505405297429114,3.5366109019371472,47,1.425531914893617,9,27,20,existing_out_of_fold_predictions_threshold_scan,0.56,0.1,5
threshold_candidate,47,47,0.9009884319705664,0.9076487747184045,2.8505405297429114,3.5366109019371472,47,1.425531914893617,9,27,20,existing_out_of_fold_predictions_threshold_scan,0.56,0.11,5
threshold_candidate,47,47,0.9009884319705664,0.9076487747184045,2.8505405297429114,3.5366109019371472,47,1.425531914893617,9,27,20,existing_out_of_fold_predictions_threshold_scan,0.56,0.12,5
threshold_candidate,47,47,0.9009884319705664,0.9076487747184045,2.8505405297429114,3.5366109019371472,47,1.425531914893617,9,27,20,existing_out_of_fold_predictions_threshold_scan,0.56,0.13,5
threshold_candidate,47,47,0.9009884319705664,0.9076487747184045,2.8505405297429114,3.5366109019371472,47,1.425531914893617,9,27,20,existing_out_of_fold_predictions_threshold_scan,0.56,0.14,5
threshold_candidate,47,47,0.9009884319705664,0.9076487747184045,2.8505405297429114,3.5366109019371472,47,1.425531914893617,9,27,20,existing_out_of_fold_predictions_threshold_scan,0.56,0.15,5
threshold_candidate,47,47,0.9009884319705664,0.9076487747184045,2.8505405297429114,3.5366109019371472,47,1.425531914893617,9,27,20,existing_out_of_fold_predictions_threshold_scan,0.56,0.16,5
threshold_candidate,47,47,0.9009884319705664,0.9076487747184045,2.8505405297429114,3.5366109019371472,47,1.425531914893617,9,27,20,existing_out_of_fold_predictions_threshold_scan,0.56,0.17,5
threshold_candidate,47,47,0.9009884319705664,0.9076487747184045,2.8505405297429114,3.5366109019371472,47,1.425531914893617,9,27,20,existing_out_of_fold_predictions_threshold_scan,0.56,0.18,5
threshold_candidate,47,47,0.9009884319705664,0.9076487747184045,2.8505405297429114,3.5366109019371472,47,1.425531914893617,9,27,20,existing_out_of_fold_predictions_threshold_scan,0.56,0.19,5
