video_id,frames,smoothed_frames,missing_left,missing_right,missing_both,repaired_left,repaired_right,tracked_left,tracked_right,inferred_left,inferred_right,global_inferred_left,global_inferred_right,low_conf_inferred_left,low_conf_inferred_right,peaks,rr_bpm,duration_seconds,rr_duration_seconds,rr_duration_source,smoothed_duration_seconds,mean_prominence,truth_count,count_error,abs_count_error,truth_rr,rr_error,abs_rr_error,fusion_mode,selected_fusion_mode,selection_score,selection_candidate_peaks,selection_median_prominence,selection_interval_cv,selection_amplitude,selection_missing_rate,repair_missing,smooth_window,peak_distance,peak_prominence,selected_peak_prominence,adaptive_peak_prominence,min_rr_bpm,max_rr_bpm,merge_shallow_peaks,merge_peak_gap,merge_valley_relief,merged_peak_count,adaptive_peak_retuning,peak_retune_rule,retune_target_peaks,edge_peak_completion,edge_peak_added,edge_peak_added_frames,edge_peak_min_gap,edge_peak_min_relief,raw_frames,analysis_frame_limit,analysis_window_source,truth_duration_seconds,raw_duration_seconds,temperature_csv,curve_csv,curve_png,review_png,status
bs196399,97,95,0,0,0,0,0,0,2,0,0,0,0,0,0,10,54.54545454545455,11.0,11.0,truth_duration_seconds,10.919540229885058,0.15251039660545232,10,0,0,55.0,-0.45454545454545325,0.45454545454545325,adaptive,right,1.6669307526438641,10,0.10701078559348068,0.24865870862696557,0.842124660681933,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,97,97,full_temperature_csv,11.0,11.149425287356323,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs196399\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs196399\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs196399\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs196399\paper_repro_peak_review.png,retuned
bs200673,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,10,75.0,8.0,8.0,truth_duration_seconds,8.275862068965518,0.5889391976896062,10,0,0,75.0,0.0,0.0,adaptive,left,2.212329588644027,9,0.7103719872556236,0.1397542485762676,0.7859173628382685,0.0,True,1,3,0.002,0.002,False,40.0,90.0,True,6,0.1,0,True,short_sparse_peak_count_edge,,both,1,0,0,0.1,72,72,full_temperature_csv,8.0,8.275862068965518,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs200673\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs200673\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs200673\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs200673\paper_repro_peak_review.png,retuned
bs200723,132,130,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40.0,15.0,15.0,truth_duration_seconds,14.942528735632186,0.45159526536983663,9,1,1,36.0,4.0,4.0,adaptive,min,1.7586696302880567,10,0.45037168234510766,0.2693990491799772,0.7214987362664689,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,132,132,full_temperature_csv,15.0,15.17241379310345,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs200723\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs200723\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs200723\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs200723\paper_repro_peak_review.png,retuned
bs200794,89,87,0,0,0,0,0,0,0,0,0,0,0,0,0,9,54.0,10.0,10.0,truth_duration_seconds,10.0,0.42276587012236594,9,0,0,54.0,0.0,0.0,adaptive,left,1.5858778790166135,9,0.46490660702993286,0.10188534160971215,0.5859569713957684,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,89,89,full_temperature_csv,10.0,10.229885057471265,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs200794\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs200794\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs200794\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs200794\paper_repro_peak_review.png,retuned
bs210974,80,78,0,0,0,0,0,0,0,0,0,0,0,0,0,10,66.66666666666667,9.0,9.0,truth_duration_seconds,8.965517241379311,0.3209730354990679,10,0,0,67.0,-0.3333333333333286,0.3333333333333286,adaptive,right,1.5421993097712794,10,0.31179411523196165,0.17817416124949612,0.6597461375820329,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,80,80,full_temperature_csv,9.0,9.195402298850576,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs210974\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs210974\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs210974\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs210974\paper_repro_peak_review.png,retuned
bs210984,81,79,0,0,0,0,0,0,33,0,11,0,0,0,0,9,60.0,9.0,9.0,truth_duration_seconds,9.080459770114944,0.3342637271747675,9,0,0,60.0,0.0,0.0,adaptive,left,1.7566998226649584,9,0.3480735119990275,0.08534681647494205,0.725649859451701,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,81,81,full_temperature_csv,9.0,9.310344827586208,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs210984\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs210984\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs210984\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs210984\paper_repro_peak_review.png,retuned
bs211046,114,112,0,0,0,0,0,0,0,0,0,0,0,0,0,9,41.53846153846154,13.0,13.0,truth_duration_seconds,12.873563218390805,0.30148589631167344,9,0,0,42.0,-0.4615384615384599,0.4615384615384599,adaptive,right,1.8293335162067998,9,0.25411026168740086,0.16410092881049748,0.8286368594623238,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,114,114,full_temperature_csv,13.0,13.10344827586207,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs211046\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs211046\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs211046\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs211046\paper_repro_peak_review.png,retuned
bs211063,101,99,0,0,0,0,0,0,0,0,0,0,0,0,0,11,60.00000000000001,11.0,11.0,truth_duration_seconds,11.379310344827587,0.23498876844490127,11,0,0,60.0,7.105427357601002e-15,7.105427357601002e-15,adaptive,min,1.5964666608968054,11,0.20707016152861016,0.3273888153414949,0.7765454535194714,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,101,101,full_temperature_csv,11.0,11.609195402298852,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs211063\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs211063\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs211063\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs211063\paper_repro_peak_review.png,retuned
bs3015,89,87,0,0,0,0,0,0,0,0,0,0,0,0,0,6,36.0,10.0,10.0,truth_duration_seconds,10.0,0.38353560166345835,6,0,0,36.0,0.0,0.0,adaptive,min,1.7678832396520903,5,0.45463643945592863,0.0,0.6566234000980808,0.0,True,3,5,0.035,0.002,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,89,89,full_temperature_csv,10.0,10.229885057471265,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs3015\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs3015\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs3015\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs3015\paper_repro_peak_review.png,retuned
bs450,72,70,0,0,0,0,0,0,0,0,0,0,0,0,0,9,67.5,8.0,8.0,truth_duration_seconds,8.045977011494253,0.44684347708814365,9,0,0,68.0,-0.5,0.5,adaptive,right,1.8570569968461632,9,0.5113926302235863,0.16519990412690447,0.7141321593430145,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,72,72,full_temperature_csv,8.0,8.275862068965518,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs450\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs450\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs450\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs450\paper_repro_peak_review.png,retuned
bs455,107,105,0,0,0,0,0,0,0,0,0,0,0,0,0,10,50.0,12.0,12.0,truth_duration_seconds,12.06896551724138,0.3895335171112398,10,0,0,50.0,0.0,0.0,adaptive,left,1.4381186134815442,10,0.38753764306206856,0.14426245014731587,0.5613560977465668,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,107,107,full_temperature_csv,12.0,12.298850574712645,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs455\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs455\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs455\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs455\paper_repro_peak_review.png,retuned
bs4717,79,77,0,0,0,0,0,0,0,0,0,0,0,0,0,10,66.66666666666667,9.0,9.0,truth_duration_seconds,8.85057471264368,0.25011016392248187,10,0,0,67.0,-0.3333333333333286,0.3333333333333286,adaptive,min,1.407964896892966,10,0.2593209261141559,0.14568627179820562,0.6107435533389565,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,79,79,full_temperature_csv,9.0,9.080459770114944,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs4717\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs4717\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs4717\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs4717\paper_repro_peak_review.png,retuned
bs6516,96,94,0,0,0,0,0,0,0,0,0,0,0,0,0,8,43.63636363636364,11.0,11.0,truth_duration_seconds,10.804597701149426,0.6282810127958772,9,-1,1,49.0,-5.36363636363636,5.36363636363636,adaptive,max,1.9423866602931326,8,0.5946831053516808,0.19437181228227485,0.7224447305412947,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,96,96,full_temperature_csv,11.0,11.03448275862069,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs6516\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs6516\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs6516\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs6516\paper_repro_peak_review.png,retuned
ns153017,88,86,0,0,0,0,0,0,0,0,0,0,0,0,0,9,54.0,10.0,10.0,truth_duration_seconds,9.88505747126437,0.2654764653651855,10,-1,1,60.0,-6.0,6.0,adaptive,min,1.6524092016794425,9,0.2778391717434725,0.14349813926062815,0.723159549783142,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,88,88,full_temperature_csv,10.0,10.114942528735632,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns153017\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns153017\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns153017\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns153017\paper_repro_peak_review.png,retuned
ns170082,80,78,0,0,0,0,0,0,0,0,0,0,0,0,0,10,66.66666666666667,9.0,9.0,truth_duration_seconds,8.965517241379311,0.2649375670912889,10,0,0,67.0,-0.3333333333333286,0.3333333333333286,adaptive,left,1.5276740524529184,10,0.2736291665897982,0.06674829782684842,0.6437095173882723,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,80,80,full_temperature_csv,9.0,9.195402298850576,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns170082\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns170082\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns170082\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns170082\paper_repro_peak_review.png,retuned
ns179166,71,69,0,0,0,0,0,0,0,0,0,0,0,0,0,10,75.0,8.0,8.0,truth_duration_seconds,7.931034482758621,0.48421702144069984,10,0,0,75.0,0.0,0.0,adaptive,right,1.8342680349311808,10,0.4846416363641482,0.09999999998499999,0.6998131992797664,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,71,71,full_temperature_csv,8.0,8.160919540229886,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns179166\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns179166\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns179166\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns179166\paper_repro_peak_review.png,retuned
ns196527,82,80,0,0,0,0,0,0,0,0,0,0,0,0,0,11,73.33333333333334,9.0,9.0,truth_duration_seconds,9.195402298850576,0.27158575908302596,11,0,0,73.33333333,3.3333407145619276e-09,3.3333407145619276e-09,adaptive,left,1.606817192267299,11,0.2689707597017727,0.1328729736722236,0.702141459700819,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,82,82,full_temperature_csv,9.0,9.42528735632184,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns196527\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns196527\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns196527\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns196527\paper_repro_peak_review.png,retuned
ns200886,99,99,0,0,0,0,0,0,0,0,48,0,0,0,0,10,54.54545454545455,11.0,11.0,truth_duration_seconds,11.379310344827587,0.45157825016282327,10,0,0,54.54545455,-4.5454555674950825e-09,4.5454555674950825e-09,adaptive,left,1.6496904313976501,10,0.38173578688937004,0.448921610308206,0.7462077248311916,0.0,True,1,7,0.12,0.12,False,40.0,90.0,True,6,0.1,0,True,dense_peak_count,10.0,none,0,,5,0.5,99,99,full_temperature_csv,11.0,11.379310344827587,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns200886\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns200886\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns200886\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns200886\paper_repro_peak_review.png,retuned
ns210947,115,113,0,0,0,0,0,3,0,0,0,0,0,0,0,13,60.0,13.0,13.0,truth_duration_seconds,12.988505747126437,0.20788473739826682,12,1,1,55.0,5.0,5.0,adaptive,max,0.9499426627916892,15,0.13613353202731948,0.34187442689744263,0.4923731721065454,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,2,True,none,,none,0,,5,0.5,115,115,full_temperature_csv,13.0,13.218390804597702,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns210947\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns210947\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns210947\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns210947\paper_repro_peak_review.png,retuned
ns211003,115,113,0,0,0,0,0,0,0,40,0,0,0,0,0,9,41.53846153846154,13.0,13.0,truth_duration_seconds,12.988505747126437,0.4236067183569118,9,0,0,42.0,-0.4615384615384599,0.4615384615384599,adaptive,right,1.3989441520462171,9,0.407655049206916,0.16342863291946583,0.536501709649517,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,115,115,full_temperature_csv,13.0,13.218390804597702,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211003\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211003\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211003\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211003\paper_repro_peak_review.png,retuned
ns211013,62,60,0,0,0,0,0,0,1,0,0,0,0,0,0,9,77.14285714285714,7.0,7.0,truth_duration_seconds,6.8965517241379315,0.388387146276495,10,-1,1,86.0,-8.857142857142861,8.857142857142861,adaptive,right,1.6410738485604122,9,0.340637401585269,0.09787411270468829,0.6746867516637437,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,62,62,full_temperature_csv,7.0,7.126436781609196,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211013\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211013\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211013\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211013\paper_repro_peak_review.png,retuned
ns211030,116,114,0,0,0,0,0,0,0,0,8,0,0,0,24,10,46.15384615384615,13.0,13.0,truth_duration_seconds,13.10344827586207,0.38199696466502153,11,-1,1,51.0,-4.846153846153847,4.846153846153847,adaptive,left,1.8433609899989811,10,0.3435678688697348,0.12005827191420367,0.7799111285431741,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,116,116,full_temperature_csv,13.0,13.333333333333334,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211030\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211030\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211030\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211030\paper_repro_peak_review.png,retuned
ns211095,97,95,0,0,0,0,0,0,0,0,0,0,0,0,0,10,54.54545454545455,11.0,11.0,truth_duration_seconds,10.919540229885058,0.23865862192767723,10,0,0,55.0,-0.45454545454545325,0.45454545454545325,adaptive,min,1.6927304618958565,10,0.2614810890677271,0.32619772938498715,0.7971741187603115,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,97,97,full_temperature_csv,11.0,11.149425287356323,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211095\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211095\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211095\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211095\paper_repro_peak_review.png,retuned
ns211117,81,79,0,0,0,0,0,0,0,0,0,0,0,0,0,11,73.33333333333334,9.0,9.0,truth_duration_seconds,9.080459770114944,0.47052633677537786,11,0,0,73.33333333,3.3333407145619276e-09,3.3333407145619276e-09,adaptive,left,1.6373869128890215,11,0.46392797724809126,0.09556901845488297,0.6106217224341859,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,81,81,full_temperature_csv,9.0,9.310344827586208,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211117\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211117\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211117\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211117\paper_repro_peak_review.png,retuned
ns211146,81,79,0,0,0,0,0,0,0,0,0,0,0,0,0,10,66.66666666666667,9.0,9.0,truth_duration_seconds,9.080459770114944,0.2675999326053081,10,0,0,66.66666667,-3.3333265037072124e-09,3.3333265037072124e-09,adaptive,right,1.414125773982211,10,0.26495123783717345,0.30743773091057225,0.6514467008001619,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,81,81,full_temperature_csv,9.0,9.310344827586208,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211146\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211146\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211146\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211146\paper_repro_peak_review.png,retuned
ns211154,117,115,0,0,0,0,0,0,0,0,0,0,0,0,0,11,50.76923076923077,13.0,13.0,truth_duration_seconds,13.218390804597702,0.49349014274158615,10,1,1,46.15384615,4.615384619230767,4.615384619230767,adaptive,right,1.727471528809699,11,0.4645646229906688,0.07547169810608759,0.6503213774360369,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,117,117,full_temperature_csv,13.0,13.448275862068966,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211154\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211154\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211154\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211154\paper_repro_peak_review.png,retuned
ns5364,88,86,0,0,0,0,0,0,0,0,59,0,0,0,0,9,54.0,10.0,10.0,truth_duration_seconds,9.88505747126437,0.10137820773844486,9,0,0,54.0,0.0,0.0,adaptive,left,1.8618131959281141,3,0.22720120265638472,0.11111111109876542,0.845083774410556,0.0,True,3,5,0.035,0.005,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,88,88,full_temperature_csv,10.0,10.114942528735632,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns5364\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns5364\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns5364\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns5364\paper_repro_peak_review.png,retuned
zs16110159,123,121,0,0,0,0,0,0,0,0,119,0,0,0,0,10,42.857142857142854,14.0,14.0,truth_duration_seconds,13.908045977011495,0.501370956748082,10,0,0,42.85714286,-2.8571491839102237e-09,2.8571491839102237e-09,adaptive,left,1.8661890814723643,10,0.514268914710857,0.043001307255890076,0.6867104101947261,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,123,123,full_temperature_csv,14.0,14.13793103448276,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs16110159\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs16110159\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs16110159\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs16110159\paper_repro_peak_review.png,retuned
zs16110577,71,69,0,0,0,0,0,0,0,0,0,0,0,0,0,6,45.0,8.0,8.0,truth_duration_seconds,7.931034482758621,0.557285123718127,6,0,0,45.0,0.0,0.0,adaptive,min,1.9564724877102886,6,0.6044090254174085,0.0634179218043534,0.6918862115975285,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,71,71,full_temperature_csv,8.0,8.160919540229886,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs16110577\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs16110577\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs16110577\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs16110577\paper_repro_peak_review.png,retuned
zs170053,114,112,0,0,0,0,0,0,0,0,0,0,0,0,0,10,46.15384615384615,13.0,13.0,truth_duration_seconds,12.873563218390805,0.5164274865797237,10,0,0,46.15384615,3.846153617814707e-09,3.846153617814707e-09,adaptive,right,1.8299804759109626,10,0.4784158822344129,0.15044825130188208,0.7133943596637453,0.0,True,3,5,0.035,0.035,True,40.0,90.0,True,6,0.1,0,True,none,,none,0,,5,0.5,114,114,full_temperature_csv,13.0,13.10344827586207,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs170053\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs170053\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs170053\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs170053\paper_repro_peak_review.png,retuned
zs170065,115,113,0,0,0,0,0,0,3,9,0,0,0,78,0,10,46.15384615384615,13.0,13.0,truth_duration_seconds,12.988505747126437,0.26822073425001236,10,0,0,46.15384615,3.846153617814707e-09,3.846153617814707e-09,adaptive,right,1.3334176725575202,10,0.188376364351913,0.2099455524135052,0.62500704220618,0.0,True,3,9,0.09,0.09,False,40.0,90.0,True,6,0.1,0,True,dense_peak_count,10.0,none,0,,5,0.5,115,115,full_temperature_csv,13.0,13.218390804597702,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs170065\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs170065\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs170065\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs170065\paper_repro_peak_review.png,retuned
zs170236,106,106,0,0,0,0,0,0,0,0,0,0,0,0,0,10,50.0,12.0,12.0,truth_duration_seconds,12.183908045977013,0.4660817569852987,10,0,0,50.0,0.0,0.0,adaptive,right,1.889633617991938,10,0.41747044472738004,0.29264958554636616,0.8092439830188705,0.0,True,1,7,0.002,0.002,False,40.0,90.0,True,6,0.1,0,True,dense_peak_count,10.0,none,0,,5,0.5,106,106,full_temperature_csv,12.0,12.183908045977013,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs170236\paper_repro_temperatures.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs170236\paper_repro_curve.csv,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs170236\paper_repro_curve.png,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs170236\paper_repro_peak_review.png,retuned
