grid_index,time_seconds,is_human_reference
2,0.2298850574712644,False
18,2.0689655172413794,False
25,2.873563218390805,False
37,4.252873563218391,False
43,4.942528735632185,False
64,7.356321839080461,False
84,9.655172413793105,False
89,10.229885057471265,False
107,12.298850574712645,False
129,14.827586206896553,False
148,17.011494252873565,False
167,19.195402298850578,False
173,19.885057471264368,False
200,22.98850574712644,False
212,24.367816091954026,False
217,24.942528735632187,False
237,27.24137931034483,False
255,29.31034482758621,False
