grid_index,time_seconds,is_human_reference
14,1.6091954022988506,False
26,2.988505747126437,False
37,4.252873563218391,False
49,5.6321839080459775,False
62,7.126436781609196,False
74,8.505747126436782,False
92,10.574712643678161,False
112,12.873563218390805,False
123,14.13793103448276,False
137,15.74712643678161,False
151,17.35632183908046,False
164,18.85057471264368,False
183,21.03448275862069,False
198,22.758620689655174,False
215,24.712643678160923,False
228,26.20689655172414,False
242,27.81609195402299,False
