frame_name,left_temp,right_temp,left_x,left_y,right_x,right_y,left_conf,right_conf,nostril_spacing,roi_radius,left_source,right_source,status
frame_000000.jpg,29.956090783993655,30.517680902955522,709.0374145507812,521.2456665039062,505.7210693359375,529.4904174804688,0.9663602709770203,0.9838235378265381,203.4834444130211,20,detected,detected,ok
frame_000001.jpg,30.67675695990774,30.689719399759408,712.9215087890625,546.470703125,511.80059814453125,550.4149780273438,0.9977820515632629,0.9949601888656616,201.15958342318862,20,detected,detected,ok
frame_000002.jpg,31.398312054500185,31.004186136180504,781.124755859375,530.3497924804688,585.2948608398438,537.7313842773438,0.9605374336242676,0.9894040822982788,195.9689661166184,20,detected,detected,ok
frame_000003.jpg,31.283587151182857,31.88436714212931,872.24462890625,509.0546875,662.0330810546875,503.7582092285156,0.9952861666679382,0.9957154393196106,210.27826214858743,20,detected,detected,ok
frame_000004.jpg,29.25406832593778,31.681965600363892,979.2318267822266,497.1409454345703,778.7296142578125,494.61724853515625,0.02062041498720646,0.9964731335639954,200.51809462795475,20,opposite_inferred,detected,opposite_inferred_repair
frame_000005.jpg,26.858942989949174,31.71579218124205,1063.4751739501953,494.40907287597656,862.9729614257812,491.8853759765625,0.001503041130490601,0.9739313721656799,200.51809462795475,20,opposite_inferred,detected,opposite_inferred_repair
frame_000006.jpg,,,,,,,,,,20,missing,missing,no_detection
frame_000007.jpg,,,,,,,,,,20,missing,missing,no_detection
frame_000008.jpg,,,,,,,,,,20,missing,missing,no_detection
frame_000009.jpg,,,,,,,,,,20,missing,missing,no_detection
frame_000010.jpg,,,,,,,,,,20,missing,missing,no_detection
frame_000011.jpg,,,,,,,,,,20,missing,missing,no_detection
frame_000012.jpg,,,,,,,,,,20,missing,missing,no_detection
frame_000013.jpg,,,,,,,,,,20,missing,missing,no_detection
frame_000014.jpg,,,,,,,,,,20,missing,missing,no_detection
frame_000015.jpg,,,,,,,,,,20,missing,missing,no_detection
frame_000016.jpg,,,,,,,,,,20,missing,missing,no_detection
frame_000017.jpg,,,,,,,,,,20,missing,missing,no_detection
frame_000018.jpg,,,,,,,,,,20,missing,missing,no_detection
frame_000019.jpg,,,,,,,,,,20,missing,missing,no_detection
frame_000020.jpg,,,,,,,,,,20,missing,missing,no_detection
frame_000021.jpg,,,,,,,,,,20,missing,missing,no_detection
frame_000022.jpg,,,,,,,,,,20,missing,missing,no_detection
frame_000023.jpg,,,,,,,,,,20,missing,missing,no_detection
frame_000024.jpg,,,,,,,,,,20,missing,missing,no_detection
frame_000025.jpg,,,,,,,,,,20,missing,missing,no_detection
frame_000026.jpg,,,,,,,,,,20,missing,missing,no_detection
frame_000027.jpg,,,1080.0,551.536865234375,1080.0,568.9736938476562,0.00031055245199240744,0.14159564673900604,17.43682861328125,20,missing,missing,no_valid_nostril
frame_000028.jpg,,,1080.0,551.536865234375,1080.0,568.9736938476562,0.00031055245199240744,0.14159564673900604,17.43682861328125,20,missing,missing,no_valid_nostril
frame_000029.jpg,,29.50914425100961,1080.0,543.856689453125,987.5480346679688,544.2855834960938,0.00042920641135424376,0.972058117389679,92.45296016815904,20,missing,detected,ok
frame_000030.jpg,,30.25469536142004,1080.0,528.9898681640625,947.7070922851562,525.9845581054688,0.0019347590859979391,0.9811248779296875,132.3270392633208,20,missing,detected,ok
