grid_index,time_seconds,is_human_reference
9,1.0344827586206897,False
19,2.1839080459770117,False
27,3.1034482758620694,False
43,4.942528735632185,False
58,6.666666666666667,False
65,7.471264367816093,False
105,12.06896551724138,False
127,14.597701149425289,False
141,16.20689655172414,False
153,17.586206896551726,False
163,18.73563218390805,False
171,19.655172413793107,False
182,20.919540229885058,False
192,22.06896551724138,False
213,24.48275862068966,False
223,25.632183908045977,False
233,26.7816091954023,False
246,28.27586206896552,False
