reference,method,window_id,cluster,tp,fp,fn,precision,recall,f1
R2,frozen,jiufu_39c814598b6c9a_first30,1589,7,8,11,0.4666666666666667,0.3888888888888889,0.42424242424242425
R2,direct_roi_only,jiufu_39c814598b6c9a_first30,1589,7,12,11,0.3684210526315789,0.3888888888888889,0.3783783783783784
R2,frozen,jiufu_c79b86b8813e90_first30,1358,0,0,12,0.0,0.0,0.0
R2,direct_roi_only,jiufu_c79b86b8813e90_first30,1358,0,0,12,0.0,0.0,0.0
R2,frozen,jiufu_d0a278abbce35d_first30,372,0,0,17,0.0,0.0,0.0
R2,direct_roi_only,jiufu_d0a278abbce35d_first30,372,0,0,17,0.0,0.0,0.0
R2,frozen,jiufu_72f9214b6e39c9_first30,950,1,8,4,0.1111111111111111,0.2,0.14285714285714285
R2,direct_roi_only,jiufu_72f9214b6e39c9_first30,950,1,5,4,0.16666666666666666,0.2,0.18181818181818182
R2,frozen,jiufu_24b7bfc0889845_first30,707,0,0,14,0.0,0.0,0.0
R2,direct_roi_only,jiufu_24b7bfc0889845_first30,707,0,0,14,0.0,0.0,0.0
R2,frozen,jiufu_44a8b44ef7ff55_first30,1268,7,8,3,0.4666666666666667,0.7,0.56
R2,direct_roi_only,jiufu_44a8b44ef7ff55_first30,1268,6,10,4,0.375,0.6,0.46153846153846156
R2,frozen,jiufu_46aefc048b6969_first30,989,5,7,7,0.4166666666666667,0.4166666666666667,0.4166666666666667
R2,direct_roi_only,jiufu_46aefc048b6969_first30,989,5,7,7,0.4166666666666667,0.4166666666666667,0.4166666666666667
R2,frozen,jiufu_f19803e664a7cb_first30,A1022198,3,9,9,0.25,0.25,0.25
R2,direct_roi_only,jiufu_f19803e664a7cb_first30,A1022198,3,9,9,0.25,0.25,0.25
R2,frozen,jiufu_ca838441c991bb_first30,1634,18,3,3,0.8571428571428571,0.8571428571428571,0.8571428571428571
R2,direct_roi_only,jiufu_ca838441c991bb_first30,1634,16,6,5,0.7272727272727273,0.7619047619047619,0.7441860465116279
R2,frozen,jiufu_fc574ca4aa0e22_first30,639,0,0,15,0.0,0.0,0.0
R2,direct_roi_only,jiufu_fc574ca4aa0e22_first30,639,0,0,15,0.0,0.0,0.0
R2,frozen,jiufu_366cb8600d5450_first30,1469,4,5,5,0.4444444444444444,0.4444444444444444,0.4444444444444444
R2,direct_roi_only,jiufu_366cb8600d5450_first30,1469,4,7,5,0.36363636363636365,0.4444444444444444,0.4
R2,frozen,jiufu_a72be27aa4d574_first30,546,4,11,5,0.26666666666666666,0.4444444444444444,0.3333333333333333
R2,direct_roi_only,jiufu_a72be27aa4d574_first30,546,3,13,6,0.1875,0.3333333333333333,0.24
R2,frozen,jiufu_cc8f24e9070eb6_first30,677,4,6,6,0.4,0.4,0.4
R2,direct_roi_only,jiufu_cc8f24e9070eb6_first30,677,2,5,8,0.2857142857142857,0.2,0.23529411764705882
R2,frozen,jiufu_658fffa214f378_first30,606,18,6,4,0.75,0.8181818181818182,0.782608695652174
R2,direct_roi_only,jiufu_658fffa214f378_first30,606,17,7,5,0.7083333333333334,0.7727272727272727,0.7391304347826086
R2,frozen,jiufu_9fc4ab4ff20989_first30,913,0,0,13,0.0,0.0,0.0
R2,direct_roi_only,jiufu_9fc4ab4ff20989_first30,913,0,0,13,0.0,0.0,0.0
R2,frozen,jiufu_4a28bba3529d28_first30,674,0,0,13,0.0,0.0,0.0
R2,direct_roi_only,jiufu_4a28bba3529d28_first30,674,0,0,13,0.0,0.0,0.0
R2,frozen,jiufu_a005ae733f6503_first30,664,3,7,5,0.3,0.375,0.3333333333333333
R2,direct_roi_only,jiufu_a005ae733f6503_first30,664,4,4,4,0.5,0.5,0.5
R2,frozen,jiufu_1f9c8c3925bc30_first30,A1022186,2,12,12,0.14285714285714285,0.14285714285714285,0.14285714285714285
R2,direct_roi_only,jiufu_1f9c8c3925bc30_first30,A1022186,1,10,13,0.09090909090909091,0.07142857142857142,0.08
R2,frozen,jiufu_14d4ade8b6206e_first30,619,0,0,16,0.0,0.0,0.0
R2,direct_roi_only,jiufu_14d4ade8b6206e_first30,619,0,0,16,0.0,0.0,0.0
R2,frozen,jiufu_2b9099fd06d9e1_first30,678,5,12,7,0.29411764705882354,0.4166666666666667,0.3448275862068966
R2,direct_roi_only,jiufu_2b9099fd06d9e1_first30,678,4,11,8,0.26666666666666666,0.3333333333333333,0.2962962962962963
R2,frozen,jiufu_370ef65c280bd7_first30,A1022249,7,10,8,0.4117647058823529,0.4666666666666667,0.4375
R2,direct_roi_only,jiufu_370ef65c280bd7_first30,A1022249,5,4,10,0.5555555555555556,0.3333333333333333,0.4166666666666667
R2,frozen,jiufu_931fb29cee6b4b_first30,880,6,3,8,0.6666666666666666,0.42857142857142855,0.5217391304347826
R2,direct_roi_only,jiufu_931fb29cee6b4b_first30,880,6,5,8,0.5454545454545454,0.42857142857142855,0.48
R2,frozen,jiufu_b01f0755dc6a1f_first30,639,6,6,7,0.5,0.46153846153846156,0.48
R2,direct_roi_only,jiufu_b01f0755dc6a1f_first30,639,6,8,7,0.42857142857142855,0.46153846153846156,0.4444444444444444
R2,frozen,jiufu_f242385ce55e15_first30,1436,3,7,7,0.3,0.3,0.3
R2,direct_roi_only,jiufu_f242385ce55e15_first30,1436,3,7,7,0.3,0.3,0.3
R2,frozen,jiufu_f920435ef76ec4_first30,1428,4,4,4,0.5,0.5,0.5
R2,direct_roi_only,jiufu_f920435ef76ec4_first30,1428,4,3,4,0.5714285714285714,0.5,0.5333333333333333
R2,frozen,jiufu_7f52d294468aa5_first30,1398,3,13,12,0.1875,0.2,0.1935483870967742
R2,direct_roi_only,jiufu_7f52d294468aa5_first30,1398,3,9,12,0.25,0.2,0.2222222222222222
R2,frozen,jiufu_11acdc6d1c6ccc_first30,987,4,6,8,0.4,0.3333333333333333,0.36363636363636365
R2,direct_roi_only,jiufu_11acdc6d1c6ccc_first30,987,6,8,6,0.42857142857142855,0.5,0.46153846153846156
R2,frozen,jiufu_cc60214ff2d564_first30,1308,3,7,9,0.3,0.25,0.2727272727272727
R2,direct_roi_only,jiufu_cc60214ff2d564_first30,1308,4,7,8,0.36363636363636365,0.3333333333333333,0.34782608695652173
R2,frozen,jiufu_f23fd2fe9eb848_first30,1618,4,5,6,0.4444444444444444,0.4,0.42105263157894735
R2,direct_roi_only,jiufu_f23fd2fe9eb848_first30,1618,4,4,6,0.5,0.4,0.4444444444444444
R2,frozen,jiufu_766cc912612d8c_first30,1066,0,0,13,0.0,0.0,0.0
R2,direct_roi_only,jiufu_766cc912612d8c_first30,1066,0,0,13,0.0,0.0,0.0
R2,frozen,jiufu_126bdac0bd036b_first30,1630,3,9,9,0.25,0.25,0.25
R2,direct_roi_only,jiufu_126bdac0bd036b_first30,1630,3,9,9,0.25,0.25,0.25
R2,frozen,jiufu_c6e5a206ad0c30_first30,A1021178,14,3,4,0.8235294117647058,0.7777777777777778,0.8
R2,direct_roi_only,jiufu_c6e5a206ad0c30_first30,A1021178,14,3,4,0.8235294117647058,0.7777777777777778,0.8
R2,frozen,jiufu_0f7af9c769fda5_first30,508,7,3,9,0.7,0.4375,0.5384615384615384
R2,direct_roi_only,jiufu_0f7af9c769fda5_first30,508,7,5,9,0.5833333333333334,0.4375,0.5
R2,frozen,jiufu_42402108cd09a9_first30,A1021154,1,6,4,0.14285714285714285,0.2,0.16666666666666666
R2,direct_roi_only,jiufu_42402108cd09a9_first30,A1021154,3,5,2,0.375,0.6,0.46153846153846156
R2,frozen,jiufu_a97a8ff157139f_first30,1631,9,2,2,0.8181818181818182,0.8181818181818182,0.8181818181818182
R2,direct_roi_only,jiufu_a97a8ff157139f_first30,1631,10,1,1,0.9090909090909091,0.9090909090909091,0.9090909090909091
R2,frozen,jiufu_a45d837f891e44_first30,605,3,4,5,0.42857142857142855,0.375,0.4
R2,direct_roi_only,jiufu_a45d837f891e44_first30,605,4,5,4,0.4444444444444444,0.5,0.47058823529411764
R2,frozen,jiufu_3a993354ebd1c7_first30,1634,15,2,8,0.8823529411764706,0.6521739130434783,0.75
R2,direct_roi_only,jiufu_3a993354ebd1c7_first30,1634,10,1,13,0.9090909090909091,0.43478260869565216,0.5882352941176471
R2,frozen,jiufu_2320c69c168a7a_first30,677,0,0,12,0.0,0.0,0.0
R2,direct_roi_only,jiufu_2320c69c168a7a_first30,677,0,0,12,0.0,0.0,0.0
R2,frozen,jiufu_13f838ff73e069_first30,683,3,2,0,0.6,1.0,0.75
R2,direct_roi_only,jiufu_13f838ff73e069_first30,683,2,4,1,0.3333333333333333,0.6666666666666666,0.4444444444444444
R2,frozen,jiufu_34e5b460466c18_first30,664,0,0,13,0.0,0.0,0.0
R2,direct_roi_only,jiufu_34e5b460466c18_first30,664,0,0,13,0.0,0.0,0.0
R2,frozen,jiufu_7388b7efc8afb3_first30,608,5,8,9,0.38461538461538464,0.35714285714285715,0.37037037037037035
R2,direct_roi_only,jiufu_7388b7efc8afb3_first30,608,4,7,10,0.36363636363636365,0.2857142857142857,0.32
R2,frozen,jiufu_2fdd36fbe9a8ce_first30,A1022253,9,7,7,0.5625,0.5625,0.5625
R2,direct_roi_only,jiufu_2fdd36fbe9a8ce_first30,A1022253,8,7,8,0.5333333333333333,0.5,0.5161290322580645
R2,frozen,jiufu_ef58cd171d4783_first30,691,6,8,9,0.42857142857142855,0.4,0.41379310344827586
R2,direct_roi_only,jiufu_ef58cd171d4783_first30,691,6,9,9,0.4,0.4,0.4
R2,frozen,jiufu_96dfaf729ad3d4_first30,A1022251,0,0,10,0.0,0.0,0.0
R2,direct_roi_only,jiufu_96dfaf729ad3d4_first30,A1022251,0,0,10,0.0,0.0,0.0
R2,frozen,jiufu_dfa58f3a711e47_first30,638,4,6,3,0.4,0.5714285714285714,0.47058823529411764
R2,direct_roi_only,jiufu_dfa58f3a711e47_first30,638,3,6,4,0.3333333333333333,0.42857142857142855,0.375
R2,frozen,jiufu_a1ceaa6025ff79_first30,1604,8,2,9,0.8,0.47058823529411764,0.5925925925925926
R2,direct_roi_only,jiufu_a1ceaa6025ff79_first30,1604,8,2,9,0.8,0.47058823529411764,0.5925925925925926
R2,frozen,jiufu_f6508f398bcf0f_first30,373,0,0,10,0.0,0.0,0.0
R2,direct_roi_only,jiufu_f6508f398bcf0f_first30,373,0,0,10,0.0,0.0,0.0
R2,frozen,jiufu_9a1c40cbb80bb1_first30,588,3,6,7,0.3333333333333333,0.3,0.3157894736842105
R2,direct_roi_only,jiufu_9a1c40cbb80bb1_first30,588,4,6,6,0.4,0.4,0.4
R2,frozen,jiufu_161f93bfffbe11_first30,1437,6,3,4,0.6666666666666666,0.6,0.631578947368421
R2,direct_roi_only,jiufu_161f93bfffbe11_first30,1437,8,3,2,0.7272727272727273,0.8,0.7619047619047619
R2,frozen,jiufu_014c9b6a274fed_first30,372,9,3,7,0.75,0.5625,0.6428571428571429
R2,direct_roi_only,jiufu_014c9b6a274fed_first30,372,3,3,13,0.5,0.1875,0.2727272727272727
R2,frozen,jiufu_028724ccc9868d_first30,1010,12,5,6,0.7058823529411765,0.6666666666666666,0.6857142857142857
R2,direct_roi_only,jiufu_028724ccc9868d_first30,1010,7,6,11,0.5384615384615384,0.3888888888888889,0.45161290322580644
R2,frozen,jiufu_0c053f837a8b23_first30,1136,8,9,6,0.47058823529411764,0.5714285714285714,0.5161290322580645
R2,direct_roi_only,jiufu_0c053f837a8b23_first30,1136,6,8,8,0.42857142857142855,0.42857142857142855,0.42857142857142855
R2,frozen,jiufu_8f6eabd7f2cb6e_first30,868,3,7,7,0.3,0.3,0.3
R2,direct_roi_only,jiufu_8f6eabd7f2cb6e_first30,868,5,5,5,0.5,0.5,0.5
R2,frozen,jiufu_21b4c4c26061d0_first30,1646,10,5,4,0.6666666666666666,0.7142857142857143,0.6896551724137931
R2,direct_roi_only,jiufu_21b4c4c26061d0_first30,1646,3,11,11,0.21428571428571427,0.21428571428571427,0.21428571428571427
R2,frozen,jiufu_37333d1afc0ec2_first30,1518,5,10,7,0.3333333333333333,0.4166666666666667,0.37037037037037035
R2,direct_roi_only,jiufu_37333d1afc0ec2_first30,1518,4,8,8,0.3333333333333333,0.3333333333333333,0.3333333333333333
R2,frozen,jiufu_1ededf79f4d325_first30,1129,0,0,8,0.0,0.0,0.0
R2,direct_roi_only,jiufu_1ededf79f4d325_first30,1129,0,0,8,0.0,0.0,0.0
R2,frozen,jiufu_b273cec8024eb2_first30,878,6,7,7,0.46153846153846156,0.46153846153846156,0.46153846153846156
R2,direct_roi_only,jiufu_b273cec8024eb2_first30,878,8,6,5,0.5714285714285714,0.6153846153846154,0.5925925925925926
R2,frozen,jiufu_d1a9a7ab944633_first30,961,6,6,11,0.5,0.35294117647058826,0.41379310344827586
R2,direct_roi_only,jiufu_d1a9a7ab944633_first30,961,7,3,10,0.7,0.4117647058823529,0.5185185185185185
R2,frozen,jiufu_908496549f5b42_first30,A1022182,4,2,3,0.6666666666666666,0.5714285714285714,0.6153846153846154
R2,direct_roi_only,jiufu_908496549f5b42_first30,A1022182,5,0,2,1.0,0.7142857142857143,0.8333333333333334
R2,frozen,jiufu_d3820405b5afe2_first30,887,0,0,9,0.0,0.0,0.0
R2,direct_roi_only,jiufu_d3820405b5afe2_first30,887,0,0,9,0.0,0.0,0.0
R2,frozen,jiufu_04fd6f8dc56a73_first30,165,8,2,3,0.8,0.7272727272727273,0.7619047619047619
R2,direct_roi_only,jiufu_04fd6f8dc56a73_first30,165,6,6,5,0.5,0.5454545454545454,0.5217391304347826
R2,frozen,jiufu_440a29cebcae1c_first30,1487,6,5,7,0.5454545454545454,0.46153846153846156,0.5
R2,direct_roi_only,jiufu_440a29cebcae1c_first30,1487,6,5,7,0.5454545454545454,0.46153846153846156,0.5
R2,frozen,jiufu_e2821e37ff899d_first30,281,8,10,5,0.4444444444444444,0.6153846153846154,0.5161290322580645
R2,direct_roi_only,jiufu_e2821e37ff899d_first30,281,8,10,5,0.4444444444444444,0.6153846153846154,0.5161290322580645
R2,frozen,jiufu_b80d393ca25ef8_first30,1165,4,1,0,0.8,1.0,0.8888888888888888
R2,direct_roi_only,jiufu_b80d393ca25ef8_first30,1165,2,0,2,1.0,0.5,0.6666666666666666
R2,frozen,jiufu_adb9b6776eb349_first30,869,15,4,6,0.7894736842105263,0.7142857142857143,0.75
R2,direct_roi_only,jiufu_adb9b6776eb349_first30,869,12,5,9,0.7058823529411765,0.5714285714285714,0.631578947368421
R2,frozen,jiufu_d837d576df8e43_first30,1539,6,3,2,0.6666666666666666,0.75,0.7058823529411765
R2,direct_roi_only,jiufu_d837d576df8e43_first30,1539,4,2,4,0.6666666666666666,0.5,0.5714285714285714
R2,frozen,jiufu_281bc808f4d3ff_first30,A1022182,2,6,11,0.25,0.15384615384615385,0.19047619047619047
R2,direct_roi_only,jiufu_281bc808f4d3ff_first30,A1022182,2,6,11,0.25,0.15384615384615385,0.19047619047619047
R2,frozen,jiufu_bb78a10aeab6d5_first30,1414,0,0,15,0.0,0.0,0.0
R2,direct_roi_only,jiufu_bb78a10aeab6d5_first30,1414,0,0,15,0.0,0.0,0.0
R2,frozen,jiufu_4206de92a27bce_first30,1539,13,2,1,0.8666666666666667,0.9285714285714286,0.896551724137931
R2,direct_roi_only,jiufu_4206de92a27bce_first30,1539,14,1,0,0.9333333333333333,1.0,0.9655172413793104
R2,frozen,jiufu_004d48d055c457_first30,710,0,0,14,0.0,0.0,0.0
R2,direct_roi_only,jiufu_004d48d055c457_first30,710,0,0,14,0.0,0.0,0.0
R2,frozen,jiufu_43743cb152c168_first30,1022249,8,5,7,0.6153846153846154,0.5333333333333333,0.5714285714285714
R2,direct_roi_only,jiufu_43743cb152c168_first30,1022249,7,4,8,0.6363636363636364,0.4666666666666667,0.5384615384615384
R2,frozen,jiufu_d7498380edb383_first30,719,3,9,9,0.25,0.25,0.25
R2,direct_roi_only,jiufu_d7498380edb383_first30,719,7,8,5,0.4666666666666667,0.5833333333333334,0.5185185185185185
R2,frozen,jiufu_512d98136d6412_first30,A1022251,3,11,11,0.21428571428571427,0.21428571428571427,0.21428571428571427
R2,direct_roi_only,jiufu_512d98136d6412_first30,A1022251,5,10,9,0.3333333333333333,0.35714285714285715,0.3448275862068966
R2,frozen,jiufu_7b10e1dbd08a03_first30,A1022259,0,0,14,0.0,0.0,0.0
R2,direct_roi_only,jiufu_7b10e1dbd08a03_first30,A1022259,0,0,14,0.0,0.0,0.0
R2,frozen,jiufu_1b1d8d9b6faec7_first30,1823,2,8,12,0.2,0.14285714285714285,0.16666666666666666
R2,direct_roi_only,jiufu_1b1d8d9b6faec7_first30,1823,3,6,11,0.3333333333333333,0.21428571428571427,0.2608695652173913
R2,frozen,jiufu_1a11fc33fcb6cf_first30,1646,7,7,7,0.5,0.5,0.5
R2,direct_roi_only,jiufu_1a11fc33fcb6cf_first30,1646,7,5,7,0.5833333333333334,0.5,0.5384615384615384
R2,frozen,jiufu_993a2261c33ae0_first30,1578,11,4,5,0.7333333333333333,0.6875,0.7096774193548387
R2,direct_roi_only,jiufu_993a2261c33ae0_first30,1578,7,6,9,0.5384615384615384,0.4375,0.4827586206896552
R2,frozen,jiufu_15023a4d62f18e_first30,997,18,6,6,0.75,0.75,0.75
R2,direct_roi_only,jiufu_15023a4d62f18e_first30,997,18,6,6,0.75,0.75,0.75
R2,frozen,jiufu_bcea2687a6b788_first30,1836,9,6,12,0.6,0.42857142857142855,0.5
R2,direct_roi_only,jiufu_bcea2687a6b788_first30,1836,10,1,11,0.9090909090909091,0.47619047619047616,0.625
R2,frozen,jiufu_4a3dc560468965_first30,846,0,0,16,0.0,0.0,0.0
R2,direct_roi_only,jiufu_4a3dc560468965_first30,846,0,0,16,0.0,0.0,0.0
R2,frozen,jiufu_af70c3cc180ae2_first30,810,0,0,7,0.0,0.0,0.0
R2,direct_roi_only,jiufu_af70c3cc180ae2_first30,810,0,0,7,0.0,0.0,0.0
R2,frozen,jiufu_fe965ff4644d07_first30,372,7,7,7,0.5,0.5,0.5
R2,direct_roi_only,jiufu_fe965ff4644d07_first30,372,8,5,6,0.6153846153846154,0.5714285714285714,0.5925925925925926
R2,frozen,jiufu_f6bca344b2c8ce_first30,810,8,10,5,0.4444444444444444,0.6153846153846154,0.5161290322580645
R2,direct_roi_only,jiufu_f6bca344b2c8ce_first30,810,8,10,5,0.4444444444444444,0.6153846153846154,0.5161290322580645
R2,frozen,jiufu_ce6ff507b22ee9_first30,A1021156,6,13,5,0.3157894736842105,0.5454545454545454,0.4
R2,direct_roi_only,jiufu_ce6ff507b22ee9_first30,A1021156,7,10,4,0.4117647058823529,0.6363636363636364,0.5
R2,frozen,jiufu_075ed4d93c9959_first30,1371,6,3,5,0.6666666666666666,0.5454545454545454,0.6
R2,direct_roi_only,jiufu_075ed4d93c9959_first30,1371,9,2,2,0.8181818181818182,0.8181818181818182,0.8181818181818182
R2,frozen,jiufu_234cbf6b627421_first30,270,3,1,17,0.75,0.15,0.25
R2,direct_roi_only,jiufu_234cbf6b627421_first30,270,2,1,18,0.6666666666666666,0.1,0.17391304347826086
R2,frozen,jiufu_0f85cab7ac58ae_first30,165,11,3,5,0.7857142857142857,0.6875,0.7333333333333333
R2,direct_roi_only,jiufu_0f85cab7ac58ae_first30,165,5,7,11,0.4166666666666667,0.3125,0.35714285714285715
R2,frozen,jiufu_55441b4c6fe974_first30,1129,4,9,8,0.3076923076923077,0.3333333333333333,0.32
R2,direct_roi_only,jiufu_55441b4c6fe974_first30,1129,3,7,9,0.3,0.25,0.2727272727272727
R2,frozen,jiufu_d074036ef96d31_first30,281,8,7,5,0.5333333333333333,0.6153846153846154,0.5714285714285714
R2,direct_roi_only,jiufu_d074036ef96d31_first30,281,5,5,8,0.5,0.38461538461538464,0.43478260869565216
R2,frozen,jiufu_cdaa16888fda03_first30,A1022182,2,7,7,0.2222222222222222,0.2222222222222222,0.2222222222222222
R2,direct_roi_only,jiufu_cdaa16888fda03_first30,A1022182,2,7,7,0.2222222222222222,0.2222222222222222,0.2222222222222222
R2,frozen,jiufu_b7ed63dc0d8295_first30,1358,4,11,7,0.26666666666666666,0.36363636363636365,0.3076923076923077
R2,direct_roi_only,jiufu_b7ed63dc0d8295_first30,1358,4,11,7,0.26666666666666666,0.36363636363636365,0.3076923076923077
R2,frozen,jiufu_7f3b12c4283ff8_first30,281,0,0,11,0.0,0.0,0.0
R2,direct_roi_only,jiufu_7f3b12c4283ff8_first30,281,0,0,11,0.0,0.0,0.0
R2,frozen,jiufu_36d04432159cdf_first30,1429,0,0,10,0.0,0.0,0.0
R2,direct_roi_only,jiufu_36d04432159cdf_first30,1429,0,0,10,0.0,0.0,0.0
R2,frozen,jiufu_9ddfe0afe06424_first30,1589,7,6,8,0.5384615384615384,0.4666666666666667,0.5
R2,direct_roi_only,jiufu_9ddfe0afe06424_first30,1589,6,6,9,0.5,0.4,0.4444444444444444
R2,frozen,jiufu_7beb44b12a5f36_first30,713,0,0,8,0.0,0.0,0.0
R2,direct_roi_only,jiufu_7beb44b12a5f36_first30,713,0,0,8,0.0,0.0,0.0
R3,frozen,jiufu_bb78a10aeab6d5_first30,1414,0,0,16,0.0,0.0,0.0
R3,direct_roi_only,jiufu_bb78a10aeab6d5_first30,1414,0,0,16,0.0,0.0,0.0
R3,frozen,jiufu_7cb985938d0a6a_first30,659,5,7,8,0.4166666666666667,0.38461538461538464,0.4
R3,direct_roi_only,jiufu_7cb985938d0a6a_first30,659,5,6,8,0.45454545454545453,0.38461538461538464,0.4166666666666667
R3,frozen,jiufu_2aaced556ff39d_first30,957,0,0,9,0.0,0.0,0.0
R3,direct_roi_only,jiufu_2aaced556ff39d_first30,957,0,0,9,0.0,0.0,0.0
R3,frozen,jiufu_0d1522aef374ec_first30,A1022205,11,3,4,0.7857142857142857,0.7333333333333333,0.7586206896551724
R3,direct_roi_only,jiufu_0d1522aef374ec_first30,A1022205,12,3,3,0.8,0.8,0.8
R3,frozen,jiufu_6328167f32f25e_first30,1371,0,0,12,0.0,0.0,0.0
R3,direct_roi_only,jiufu_6328167f32f25e_first30,1371,0,0,12,0.0,0.0,0.0
R3,frozen,jiufu_440a29cebcae1c_first30,1487,4,7,8,0.36363636363636365,0.3333333333333333,0.34782608695652173
R3,direct_roi_only,jiufu_440a29cebcae1c_first30,1487,4,7,8,0.36363636363636365,0.3333333333333333,0.34782608695652173
R3,frozen,jiufu_f920435ef76ec4_first30,1428,4,4,6,0.5,0.4,0.4444444444444444
R3,direct_roi_only,jiufu_f920435ef76ec4_first30,1428,4,3,6,0.5714285714285714,0.4,0.47058823529411764
R3,frozen,jiufu_4f7144680fca9d_first30,583,0,0,22,0.0,0.0,0.0
R3,direct_roi_only,jiufu_4f7144680fca9d_first30,583,0,0,22,0.0,0.0,0.0
R3,frozen,jiufu_bd77cfa7950eaa_first30,743,8,7,6,0.5333333333333333,0.5714285714285714,0.5517241379310345
R3,direct_roi_only,jiufu_bd77cfa7950eaa_first30,743,8,8,6,0.5,0.5714285714285714,0.5333333333333333
R3,frozen,jiufu_cc60214ff2d564_first30,1308,3,7,7,0.3,0.3,0.3
R3,direct_roi_only,jiufu_cc60214ff2d564_first30,1308,6,5,4,0.5454545454545454,0.6,0.5714285714285714
R3,frozen,jiufu_55441b4c6fe974_first30,1129,6,7,4,0.46153846153846156,0.6,0.5217391304347826
R3,direct_roi_only,jiufu_55441b4c6fe974_first30,1129,6,4,4,0.6,0.6,0.6
