target_index,target_time_seconds,source_frame_index,source_time_seconds,nearest_time_error_seconds,reused_source_frame
0,0.0,0,0.0,0.0,False
1,0.1149425287356322,1,0.065,0.049942528735632194,False
2,0.2298850574712644,2,0.23333333333333334,0.0034482758620689447,False
3,0.3448275862068966,3,0.3066666666666667,0.038160919540229876,False
4,0.4597701149425288,4,0.4966666666666667,0.036896551724137916,False
5,0.574712643678161,5,0.5966666666666667,0.021954022988505684,False
6,0.6896551724137931,6,0.6866666666666668,0.002988505747126391,False
7,0.8045977011494253,7,0.7516666666666667,0.0529310344827586,False
8,0.9195402298850576,8,0.9450000000000001,0.025459770114942493,False
9,1.0344827586206897,9,1.06,0.02551724137931033,False
10,1.149425287356322,10,1.1416666666666668,0.00775862068965516,False
11,1.264367816091954,11,1.2933333333333334,0.028965517241379413,False
12,1.3793103448275863,12,1.3966666666666667,0.017356321839080424,False
13,1.4942528735632186,13,1.5083333333333335,0.014080459770114961,False
14,1.6091954022988506,14,1.6383333333333334,0.02913793103448281,False
15,1.7241379310344829,15,1.7466666666666668,0.022528735632183938,False
16,1.8390804597701151,16,1.8416666666666668,0.002586206896551646,False
17,1.9540229885057472,17,1.9916666666666667,0.037643678160919514,False
18,2.0689655172413794,18,2.0966666666666667,0.02770114942528723,False
19,2.1839080459770117,19,2.21,0.02609195402298825,False
20,2.298850574712644,20,2.315,0.016149425287355967,False
21,2.4137931034482762,21,2.4433333333333334,0.029540229885057112,False
22,2.528735632183908,22,2.5533333333333337,0.02459770114942561,False
23,2.6436781609195403,23,2.6583333333333337,0.014655172413793327,False
24,2.7586206896551726,24,2.7800000000000002,0.02137931034482765,False
25,2.873563218390805,25,2.9033333333333333,0.02977011494252846,False
26,2.988505747126437,26,2.966666666666667,0.021839080459770344,False
27,3.1034482758620694,27,3.1333333333333337,0.029885057471264354,False
28,3.218390804597701,28,3.2283333333333335,0.009942528735632283,False
29,3.3333333333333335,29,3.343333333333334,0.010000000000000675,False
30,3.4482758620689657,30,3.4716666666666667,0.02339080459770093,False
31,3.563218390804598,31,3.546666666666667,0.016551724137931156,False
32,3.6781609195402303,32,3.6033333333333335,0.07482758620689678,False
33,3.7931034482758625,33,3.806666666666667,0.013563218390804543,False
34,3.9080459770114944,34,3.9333333333333336,0.025287356321839205,False
35,4.022988505747127,35,3.9983333333333335,0.024655172413793114,False
36,4.137931034482759,36,4.058333333333334,0.07959770114942533,False
37,4.252873563218391,37,4.265000000000001,0.012126436781609407,False
38,4.367816091954023,38,4.383333333333334,0.01551724137931032,False
39,4.482758620689656,39,4.451666666666667,0.031091954022988588,False
40,4.597701149425288,40,4.606666666666667,0.008965517241379395,False
41,4.71264367816092,41,4.711666666666667,0.0009770114942533326,False
42,4.8275862068965525,42,4.743333333333334,0.08425287356321842,False
43,4.942528735632185,43,4.958333333333334,0.01580459770114917,False
44,5.057471264367816,44,5.053333333333334,0.004137931034482456,False
45,5.172413793103448,45,5.163333333333334,0.009080459770114402,False
46,5.287356321839081,46,5.288333333333334,0.0009770114942533326,False
47,5.402298850574713,47,5.403333333333333,0.001034482758620392,False
48,5.517241379310345,48,5.508333333333334,0.008908045977011447,False
49,5.6321839080459775,49,5.6433333333333335,0.011149425287356074,False
50,5.74712643678161,50,5.743333333333334,0.0037931034482756587,False
51,5.862068965517242,51,5.871666666666667,0.009597701149425042,False
52,5.977011494252874,52,5.970000000000001,0.007011494252873618,False
53,6.0919540229885065,53,6.083333333333334,0.008620689655172598,False
54,6.206896551724139,54,6.196666666666667,0.010229885057471577,False
55,6.321839080459771,55,6.336666666666667,0.014827586206895838,False
56,6.436781609195402,56,6.423333333333334,0.013448275862068648,False
57,6.551724137931035,57,6.545000000000001,0.00672413793103388,False
58,6.666666666666667,58,6.648333333333333,0.018333333333333535,False
59,6.781609195402299,59,6.773333333333333,0.0082758620689658,False
60,6.8965517241379315,60,6.838333333333334,0.058218390804597675,False
61,7.011494252873564,62,7.0166666666666675,0.005172413793103736,False
62,7.126436781609196,62,7.0166666666666675,0.10977011494252853,True
63,7.241379310344828,63,7.253333333333334,0.011954022988505564,False
64,7.356321839080461,64,7.298333333333334,0.05798850574712677,False
65,7.471264367816093,66,7.4766666666666675,0.005402298850574638,False
66,7.586206896551725,66,7.4766666666666675,0.10954022988505763,True
67,7.701149425287357,67,7.7,0.0011494252873571753,False
68,7.816091954022989,68,7.761666666666668,0.05442528735632113,False
69,7.931034482758621,69,7.908333333333334,0.022701149425286893,False
70,8.045977011494253,70,8.011666666666667,0.03431034482758655,False
71,8.160919540229886,71,8.141666666666667,0.01925287356321803,False
72,8.275862068965518,72,8.251666666666667,0.024195402298850865,False
73,8.39080459770115,73,8.356666666666667,0.034137931034482705,False
74,8.505747126436782,74,8.481666666666667,0.02408045977011497,False
75,8.620689655172415,75,8.596666666666668,0.024022988505747023,False
76,8.735632183908047,76,8.721666666666668,0.013965517241379288,False
77,8.85057471264368,77,8.818333333333333,0.032241379310345764,False
78,8.965517241379311,78,8.933333333333334,0.032183908045977816,False
79,9.080459770114944,79,9.036666666666667,0.04379310344827658,False
80,9.195402298850576,80,9.165000000000003,0.030402298850573217,False
81,9.310344827586208,81,9.278333333333334,0.03201149425287397,False
82,9.42528735632184,82,9.381666666666668,0.04362068965517274,False
83,9.540229885057473,83,9.496666666666668,0.04356321839080479,False
84,9.655172413793105,84,9.623333333333333,0.03183908045977191,False
85,9.770114942528737,86,9.763333333333334,0.006781609195403604,False
86,9.88505747126437,87,9.97,0.08494252873563113,False
87,10.0,87,9.97,0.02999999999999936,True
88,10.114942528735632,89,10.156666666666668,0.0417241379310358,False
89,10.229885057471265,90,10.293333333333335,0.06344827586207025,False
90,10.344827586206897,90,10.293333333333335,0.05149425287356202,True
91,10.459770114942529,91,10.401666666666667,0.05810344827586178,False
92,10.574712643678161,93,10.605,0.0302873563218391,False
93,10.689655172413794,94,10.666666666666668,0.022988505747125743,False
94,10.804597701149426,95,10.786666666666667,0.01793103448275879,False
95,10.919540229885058,96,10.898333333333333,0.021206896551724697,False
96,11.03448275862069,97,11.116666666666667,0.08218390804597675,False
97,11.149425287356323,97,11.116666666666667,0.032758620689655515,True
98,11.264367816091955,98,11.216666666666667,0.047701149425288136,False
99,11.379310344827587,99,11.343333333333334,0.035977011494253475,False
100,11.49425287356322,100,11.443333333333333,0.050919540229886096,False
101,11.609195402298852,101,11.556666666666667,0.052528735632185075,False
102,11.724137931034484,102,11.663333333333334,0.06080459770114999,False
103,11.839080459770116,103,11.798333333333334,0.040747126436782466,False
104,11.954022988505749,105,12.006666666666668,0.052643678160919194,False
105,12.06896551724138,106,12.121666666666668,0.05270114942528714,False
106,12.183908045977013,106,12.121666666666668,0.062241379310345124,True
107,12.298850574712645,107,12.246666666666668,0.05218390804597739,False
108,12.413793103448278,109,12.463333333333335,0.04954022988505713,False
109,12.52873563218391,110,12.578333333333335,0.04959770114942508,False
110,12.643678160919542,111,12.706666666666667,0.06298850574712489,False
111,12.758620689655173,112,12.763333333333334,0.004712643678161044,False
112,12.873563218390805,113,12.828333333333335,0.04522988505746994,False
113,12.988505747126437,114,13.036666666666667,0.04816091954022994,False
114,13.10344827586207,115,13.146666666666668,0.04321839080459888,False
115,13.218390804597702,116,13.22,0.0016091954022989796,False
116,13.333333333333334,117,13.291666666666668,0.041666666666666075,False
117,13.448275862068966,118,13.486666666666668,0.038390804597701944,False
118,13.563218390804598,119,13.601666666666668,0.03844827586206989,False
119,13.67816091954023,120,13.681666666666668,0.003505747126437697,False
120,13.793103448275863,121,13.746666666666668,0.046436781609195066,False
121,13.908045977011495,122,13.943333333333333,0.035287356321838104,False
122,14.022988505747128,123,14.028333333333334,0.005344827586206691,False
123,14.13793103448276,124,14.171666666666667,0.03373563218390707,False
124,14.252873563218392,125,14.293333333333335,0.04045977011494273,False
125,14.367816091954024,126,14.4,0.03218390804597604,False
126,14.482758620689657,127,14.511666666666667,0.028908045977010133,False
127,14.597701149425289,128,14.641666666666667,0.04396551724137865,False
128,14.712643678160921,129,14.746666666666668,0.03402298850574681,False
129,14.827586206896553,130,14.853333333333333,0.02574712643678012,False
130,14.942528735632186,131,14.966666666666667,0.02413793103448114,False
131,15.057471264367818,132,15.071666666666667,0.014195402298849302,False
132,15.17241379310345,133,15.208333333333334,0.03591954022988375,False
133,15.287356321839082,134,15.308333333333334,0.02097701149425113,False
134,15.402298850574715,135,15.421666666666667,0.01936781609195215,False
135,15.517241379310347,136,15.551666666666668,0.034425287356320666,False
136,15.632183908045977,137,15.661666666666667,0.02948275862068961,False
137,15.74712643678161,138,15.771666666666668,0.02454022988505855,False
138,15.862068965517242,139,15.868333333333334,0.006264367816092076,False
139,15.977011494252874,140,15.99,0.012988505747125956,False
140,16.091954022988507,141,16.066666666666666,0.025287356321840093,False
141,16.20689655172414,142,16.136666666666667,0.07022988505747207,False
142,16.32183908045977,143,16.338333333333335,0.016494252873563653,False
143,16.436781609195403,144,16.441666666666666,0.00488505747126311,False
144,16.551724137931036,145,16.525000000000002,0.026724137931033454,False
145,16.666666666666668,146,16.595000000000002,0.07166666666666544,False
146,16.7816091954023,147,16.798333333333336,0.016724137931035443,False
147,16.896551724137932,148,16.901666666666667,0.0051149425287349,False
148,17.011494252873565,149,16.985,0.026494252873565216,False
149,17.126436781609197,150,17.17,0.04356321839080479,False
150,17.24137931034483,151,17.25166666666667,0.010287356321839525,False
151,17.35632183908046,152,17.358333333333334,0.0020114942528728363,False
152,17.471264367816094,153,17.453333333333333,0.017931034482760566,False
153,17.586206896551726,154,17.55666666666667,0.029540229885057556,False
154,17.70114942528736,155,17.736666666666668,0.035517241379309894,False
155,17.81609195402299,157,17.843333333333334,0.027241379310343206,False
156,17.931034482758623,158,17.958333333333336,0.02729885057471293,False
157,18.045977011494255,159,18.066666666666666,0.020689655172411392,False
158,18.160919540229887,159,18.066666666666666,0.09425287356322087,True
159,18.27586206896552,160,18.293333333333333,0.017471264367813433,False
160,18.390804597701152,161,18.388333333333335,0.002471264367816417,False
161,18.505747126436784,162,18.5,0.0057471264367841,False
162,18.620689655172416,163,18.611666666666668,0.00902298850574823,False
163,18.73563218390805,164,18.740000000000002,0.004367816091953358,False
164,18.85057471264368,165,18.851666666666667,0.001091954022985675,False
165,18.965517241379313,167,18.973333333333336,0.007816091954023108,False
166,19.080459770114945,168,19.156666666666666,0.07620689655172086,False
167,19.195402298850578,169,19.218333333333334,0.02293103448275602,False
168,19.31034482758621,169,19.218333333333334,0.09201149425287625,True
169,19.425287356321842,170,19.418333333333333,0.006954022988509223,False
170,19.540229885057474,171,19.518333333333334,0.021896551724140068,False
171,19.655172413793107,172,19.633333333333333,0.021839080459773896,False
172,19.77011494252874,173,19.758333333333333,0.011781609195406162,False
173,19.885057471264368,174,19.871666666666673,0.013390804597694483,False
174,20.0,176,20.008333333333333,0.00833333333333286,False
175,20.114942528735632,177,20.218333333333334,0.10339080459770145,False
176,20.229885057471265,177,20.218333333333334,0.011551724137930819,True
177,20.344827586206897,178,20.32,0.024827586206896513,False
178,20.45977011494253,180,20.46666666666667,0.006896551724139499,False
179,20.57471264367816,181,20.58666666666667,0.011954022988508228,False
180,20.689655172413794,182,20.691666666666666,0.0020114942528728363,False
181,20.804597701149426,183,20.913333333333334,0.10873563218390814,False
182,20.919540229885058,183,20.913333333333334,0.006206896551724128,True
183,21.03448275862069,184,21.011666666666667,0.022816091954023676,False
184,21.149425287356323,185,21.123333333333335,0.026091954022987807,False
185,21.264367816091955,186,21.223333333333336,0.04103448275861865,False
186,21.379310344827587,187,21.35666666666667,0.022643678160918057,False
187,21.49425287356322,188,21.491666666666667,0.002586206896552312,False
188,21.60919540229885,189,21.580000000000005,0.029195402298846318,False
189,21.724137931034484,190,21.713333333333335,0.010804597701149277,False
190,21.839080459770116,192,21.830000000000005,0.00908045977011085,False
191,21.95402298850575,193,22.041666666666668,0.08764367816091934,False
192,22.06896551724138,193,22.041666666666668,0.02729885057471293,True
193,22.183908045977013,194,22.158333333333335,0.025574712643678055,False
194,22.298850574712645,196,22.293333333333333,0.00551724137931231,False
195,22.413793103448278,197,22.486666666666668,0.07287356321839056,False
196,22.52873563218391,197,22.486666666666668,0.04206896551724171,True
