grid_index,time_seconds,is_human_reference
20,2.298850574712644,False
28,3.218390804597701,False
37,4.252873563218391,False
50,5.74712643678161,False
60,6.8965517241379315,False
69,7.931034482758621,False
80,9.195402298850576,False
92,10.574712643678161,False
105,12.06896551724138,False
121,13.908045977011495,False
144,16.551724137931036,False
161,18.505747126436784,False
186,21.379310344827587,False
199,22.873563218390807,False
210,24.13793103448276,False
222,25.517241379310345,False
236,27.126436781609197,False
249,28.620689655172416,False
