frame_name,left_temp,right_temp,left_x,left_y,right_x,right_y,left_conf,right_conf,left_source,right_source,status,roi_radius
ns5364_frame_000000.jpg,36.390680583447775,26.46028440476455,300.6290588378906,422.02777099609375,90.17098999023438,422.0635681152344,0.9999960660934448,0.0001837169402278,detected,opposite_inferred,opposite_inferred_repair,20
ns5364_frame_000001.jpg,36.4183526156951,26.043175877008974,290.9005126953125,410.58392333984375,80.44244384765625,410.6197204589844,0.9999394416809082,3.801367711275816e-05,detected,opposite_inferred,opposite_inferred_repair,20
ns5364_frame_000002.jpg,36.38173234775288,25.942657940984784,282.0119323730469,402.4069519042969,71.55386352539062,402.4427490234375,0.999995231628418,0.0001540603116154,detected,opposite_inferred,opposite_inferred_repair,20
ns5364_frame_000003.jpg,36.38235345571957,25.29525510339241,272.8553771972656,404.085693359375,62.397308349609375,404.1214904785156,0.9999986886978148,0.000431192893302,detected,opposite_inferred,opposite_inferred_repair,20
ns5364_frame_000004.jpg,36.3050142734405,25.69617378786866,270.078369140625,404.12689208984375,59.62030029296875,404.1626892089844,0.9999985694885254,0.0005203334731049,detected,opposite_inferred,opposite_inferred_repair,20
ns5364_frame_000005.jpg,36.274038888894566,24.937886789389,263.354248046875,401.5053405761719,52.89617919921875,401.5411376953125,0.9999887943267822,0.0003799015248659,detected,opposite_inferred,opposite_inferred_repair,20
ns5364_frame_000006.jpg,36.36570469280278,24.742880856991963,261.84014892578125,400.5548095703125,51.382080078125,400.5906066894531,0.9999903440475464,0.0003186602261848,detected,opposite_inferred,opposite_inferred_repair,20
ns5364_frame_000007.jpg,36.373645777580414,24.951145057363195,262.4540100097656,399.3723449707031,51.995941162109375,399.40814208984375,0.9999992847442628,0.0002555735409259,detected,opposite_inferred,opposite_inferred_repair,20
ns5364_frame_000008.jpg,36.34394209677845,24.924656108473727,262.8000183105469,397.6352844238281,52.34194946289063,397.6710815429688,0.999998927116394,0.0002380974765401,detected,opposite_inferred,opposite_inferred_repair,20
ns5364_frame_000009.jpg,36.34967234331615,24.870056241931263,262.84014892578125,397.3694152832031,52.382080078125,397.40521240234375,0.999998927116394,0.0002055639633908,detected,opposite_inferred,opposite_inferred_repair,20
ns5364_frame_000010.jpg,36.34836518682851,25.102814514954915,264.6072082519531,395.2718811035156,54.14913940429688,395.30767822265625,0.9999985694885254,0.0002149098727386,detected,opposite_inferred,opposite_inferred_repair,20
ns5364_frame_000011.jpg,36.35370532763812,25.1065516904721,264.1979675292969,395.341552734375,53.73989868164063,395.3773498535156,0.9999985694885254,0.0002115216047968,detected,opposite_inferred,opposite_inferred_repair,20
ns5364_frame_000012.jpg,36.357496061294135,25.041024972680912,263.9700927734375,395.9153442382813,53.51202392578125,395.9511413574219,0.9999986886978148,0.0002055757213383,detected,opposite_inferred,opposite_inferred_repair,20
ns5364_frame_000013.jpg,36.33679378034239,25.11127093430855,264.0868835449219,395.7237243652344,53.628814697265625,395.759521484375,0.9999983310699464,0.0001999638916458,detected,opposite_inferred,opposite_inferred_repair,20
ns5364_frame_000014.jpg,36.32957695796983,25.34067691357775,262.2936706542969,394.4544067382813,51.83560180664063,394.4902038574219,0.9999977350234984,0.0002266648371005,detected,opposite_inferred,opposite_inferred_repair,20
ns5364_frame_000015.jpg,36.35475799794771,25.4844120415181,262.1070861816406,392.2643737792969,51.649017333984375,392.3001708984375,0.999996542930603,0.0001803695777198,detected,opposite_inferred,opposite_inferred_repair,20
ns5364_frame_000016.jpg,36.35490050160284,25.288352115378487,259.7508544921875,387.92431640625,49.29278564453125,387.9601135253906,0.9999970197677612,0.0001362288458039,detected,opposite_inferred,opposite_inferred_repair,20
ns5364_frame_000017.jpg,36.40165991989699,25.096308850628557,257.20660400390625,384.7206115722656,46.74853515625,384.7564086914063,0.9999971389770508,0.0001558810909045,detected,opposite_inferred,opposite_inferred_repair,20
ns5364_frame_000018.jpg,36.37415541757384,25.040054908824622,256.6516418457031,384.420654296875,46.19357299804688,384.4564514160156,0.9999980926513672,0.0001574575726408,detected,opposite_inferred,opposite_inferred_repair,20
ns5364_frame_000019.jpg,36.379255136234775,25.0081604551736,255.876708984375,382.5767822265625,45.41864013671875,382.6125793457031,0.999997854232788,0.0001590066240169,detected,opposite_inferred,opposite_inferred_repair,20
ns5364_frame_000020.jpg,36.37823767065898,24.89154602925801,253.05776977539065,383.9800720214844,42.599700927734375,384.015869140625,0.99985671043396,1.1471458492451347e-05,detected,opposite_inferred,opposite_inferred_repair,20
ns5364_frame_000021.jpg,36.37205452695038,25.19031487965088,255.2258758544922,382.6110534667969,44.76780700683594,382.6468505859375,0.999997615814209,0.0001712262019282,detected,opposite_inferred,opposite_inferred_repair,20
ns5364_frame_000022.jpg,36.37623919669697,25.362730164446752,255.09207153320312,383.7759704589844,44.63400268554688,383.811767578125,0.9999988079071044,0.0001586014259373,detected,opposite_inferred,opposite_inferred_repair,20
ns5364_frame_000023.jpg,36.35599888848578,26.132443294430267,255.5006866455078,381.9885864257813,45.04261779785156,382.0243835449219,0.999995231628418,0.0001033364751492,detected,opposite_inferred,opposite_inferred_repair,20
ns5364_frame_000024.jpg,36.38135059117906,26.288302521320645,254.2322540283203,382.0296020507813,43.77418518066406,382.0653991699219,0.9999953508377076,0.0001413904392393,detected,opposite_inferred,opposite_inferred_repair,20
ns5364_frame_000025.jpg,36.3618832576098,25.91678235086681,251.50564575195312,380.8475341796875,41.04757690429688,380.8833312988281,0.9999961853027344,0.0001005374433589,detected,opposite_inferred,opposite_inferred_repair,20
ns5364_frame_000026.jpg,36.37832213840759,25.90258484876239,251.61956787109372,381.1336059570313,41.1614990234375,381.1694030761719,0.9999959468841552,0.000116496667033,detected,opposite_inferred,opposite_inferred_repair,20
ns5364_frame_000027.jpg,36.38756736441376,25.507399603749008,250.8910980224609,381.8540649414063,40.43302917480469,381.8898620605469,0.999995231628418,0.0001072401864803,detected,opposite_inferred,opposite_inferred_repair,20
ns5364_frame_000028.jpg,36.387369788704696,25.53548211533895,250.81915283203125,382.13812255859375,40.361083984375,382.1739196777344,0.9999955892562866,9.689636499388143e-05,detected,opposite_inferred,opposite_inferred_repair,20
ns5364_frame_000029.jpg,36.37173016849008,25.47285582590238,250.94322204589844,382.6863403320313,40.48515319824219,382.7221374511719,0.9999957084655762,7.461775385309011e-05,detected,opposite_inferred,opposite_inferred_repair,20
ns5364_frame_000030.jpg,36.37063585684791,25.120424614061744,248.9101104736328,384.7138671875,38.45204162597656,384.7496643066406,0.9999986886978148,0.0001439320185454,detected,opposite_inferred,opposite_inferred_repair,20
