grid_index,time_seconds,is_human_reference
17,1.9540229885057472,False
56,6.436781609195402,False
62,7.126436781609196,False
72,8.275862068965518,False
88,10.114942528735632,False
102,11.724137931034484,False
108,12.413793103448278,False
116,13.333333333333334,False
127,14.597701149425289,False
141,16.20689655172414,False
154,17.70114942528736,False
173,19.885057471264368,False
180,20.689655172413794,False
212,24.367816091954026,False
233,26.7816091954023,False
242,27.81609195402299,False
248,28.505747126436784,False
253,29.080459770114945,False
