frame_id,video_group,json_path,json_sha256,declared_width,declared_height,image_path,has_embedded_image,group_count,shape_count,scored_shapes,image_decoded,image_size_matches,pixel_sha256,exact_review_pixel_overlap,label_issues,yolo_exists,yolo_parse_ok,yolo_instances,yolo_sha256,max_point_delta_px,max_box_delta_px,same_instance_count
16170075_frame_000030,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000030.json,1ae390bd10821175ba504ec03557b5ce9da97f0d4857b98297cd75311a0780be,1080,1440,16170075_frame_000030.jpg,True,1,3,3,True,True,7425994936428ada3c6ea8a5522f351f7f3638b811992dbe105bf9ab61e409fc,,,True,True,1,ae195ab3dbfc82309a8807fc19cc071ec3f9d578a54fa86a6fa1d3da602b1ad5,6.3241779734602535,5.273435302734356,True
16170075_frame_000033,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000033.json,d12838419558963d6c223c571b270adadeadc7c578e8abb59d306b1f287db68c,1080,1440,16170075_frame_000033.jpg,True,1,3,3,True,True,c0caf04d06ca0cf364ec980a23faa92bf342ec1647fa99ec14c20a648bb1f99f,,,True,True,1,351c6ef4597fc818d7c6f5a250cc98468004e5df6ec02337346c8b13327a7867,11.186064587691279,8.605346704101521,True
16170075_frame_000036,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000036.json,cd810c1df9419e1d49ef0f8c6f3cc67e29856720f59f032567bdcfda6f2bcb43,1080,1440,16170075_frame_000036.jpg,True,1,3,3,True,True,c3ae651524ec205d24721107870c67ae769d3aa1ad89f6e923df17697365fd18,,,True,True,1,53d2301d65f6fd171d2d627827ec6c15e85713640ac8ba2552d591ae52080e11,8.069105090405051,10.347211010742171,True
16170075_frame_000039,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000039.json,9c72b2b3aaa64e6786e6b303fc2942a8dc2660b0fda5e920a7fb0635782718ad,1080,1440,16170075_frame_000039.jpg,True,1,3,3,True,True,43a22103016b7ebefd2634b233002b60958d8b5f5b18421ab79d7c8a245d3d9c,,,True,True,1,bec3a323a4c890d44febc5279ad1f7fa2496a751b702e14ab39b22a83f35cfd1,7.619135489017102,10.589117871093777,True
16170075_frame_000042,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000042.json,edca5fec1fe7c6682e35930fbf33e801e1975f1b91bdf50d041e4e538be42402,1080,1440,16170075_frame_000042.jpg,True,1,3,3,True,True,3b20eba7a1770beaab16b890eb9fad54a0f15dbfa56d8afa54c908b464a14e9f,,,True,True,1,3d1ec4d41ac1c694e529f3c14965687f7862315482275c43dad269f0a4134b51,9.215206215815272,9.027208081054596,True
16170075_frame_000045,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000045.json,f6e35525f6462736d3dfbf690d7f51c684354ba316a3fa7f38d461c86be20be0,1080,1440,16170075_frame_000045.jpg,True,1,3,3,True,True,ff95120239022ade8bf6d6e012da784e8371a57ffb1009238b37697c52e32756,,,True,True,1,56aa2fcf4d05dc8142fd57dcb22519a677fca80166eb7ad86d24e136b6b4d47c,11.185885799524359,7.454237805175751,True
16170075_frame_000048,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000048.json,660aebef738e74cf231ecba3237382bbd4a63709eb9a5eaa81c6a13561dcb9c9,1080,1440,16170075_frame_000048.jpg,True,1,3,3,True,True,178c608e661dec745d846761896fdf99a41ca3f1d7060eaa3c7a0a91b2258727,,,True,True,1,e457319ceccbccbb94fdee19710f7073da1820272d462da2e6d5642c480e3b02,8.946598629646912,5.820182775878891,True
16170075_frame_000051,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000051.json,067314a5639306293033fdf083796fd4867dcff536418edf92debf5873ca9730,1080,1440,16170075_frame_000051.jpg,True,1,3,3,True,True,8df0ed76d1e2c49ab70ce365916218b73071f55ddda1f2f71d1e9ebe92ef18e4,,,True,True,1,1dfc0061f208c28e980ce60b08bdcc69dcafb7bcd36fd446c5c58574024705de,5.102788069281388,9.891127441406184,True
16170075_frame_000054,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000054.json,4208a3080c45d2cc5584730a3d921cc1b655b0148b1f338b46f0e9673f22641e,1080,1440,16170075_frame_000054.jpg,True,1,3,3,True,True,fdeab8b0b04ee9c84723738c024c5ab70095de75847cb34f9e3ac024ef2796ba,,,True,True,1,253c9b0fb0ceea5e8b2491616008a0281f5d015e21135d287ac4e5a781142e97,6.321015209600441,6.7770549316406345,True
16170075_frame_000057,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000057.json,78e61829052f38380556ead9af42e82f15305742302e6b0e017ea593fbf52843,1080,1440,16170075_frame_000057.jpg,True,1,3,3,True,True,8459443ab89fd0ee2c4889b92f39cbcbfafed6ecabce2448df26aa5ba78d8abd,,,True,True,1,0a155cd6efa646d3db305be15242145aa41e67fee08f5f1f2d55f31267ea420c,5.0940773924234835,26.39143806152333,True
16170075_frame_000060,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000060.json,10225fca8a4452bac897cf3a943937bdf01f1a91d57796e075e3c8449482841b,1080,1440,16170075_frame_000060.jpg,True,1,3,3,True,True,0e97ae701e3082b01057cd8830965cb1d17cada06d89777d38c7c9c5eddc92fd,,,True,True,1,ada3d600c5f297eac03480eb138111b4d9d36dcecde65ea60c2e298f78c7b0c9,1.0048007165602428,6.014174304199287,True
16170075_frame_000063,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000063.json,db0d3368a625ff7ee7d4091c49b0eca7bd9ef9f15a808cd42d39844014b2647e,1080,1440,16170075_frame_000063.jpg,True,1,3,3,True,True,540bbb5d4f946360db3856976521ef1c434614494ae449648f989f08b114b5e5,,,True,True,1,72b6af7190d7c603583d02020607e309a7ece3156b982d977cac8aa7e55cad70,3.995200080096126,5.906670172119107,True
16170075_frame_000066,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000066.json,d28574c78fb9ec8b6ecd929227466181c2215ac9c3936e963f4090ed0a9340b2,1080,1440,16170075_frame_000066.jpg,True,1,3,3,True,True,f7f4043c2b886e1f6054723b499c239b61e9138197542c00d8b39156e58a4e01,,,True,True,1,a4e541a6020e900eaaeeb562f2125aa7144eb36f25e263ef18d3196dff3fa0dc,10.625330187810626,18.862305798339776,True
16170075_frame_000069,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000069.json,4f9910f3f7a007eb613f6d1813e3f3f75d271a96bdb01b053829a682dac374fe,1080,1440,16170075_frame_000069.jpg,True,1,3,3,True,True,fb777bf74da3d7fdd54299fb4a2722b075ec513e67eb3aa7b1466ea846ca868e,,,True,True,1,3ae668baee998c4ee89d2e2c665efe65dc64db7aa4ff349425867e55739fe1b6,5.385017689850244,7.144629345703152,True
16170075_frame_000072,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000072.json,ebd992b7ce4a93e7a689fab6cf28bceadda860a8959969b6efff7c67f0c48e7d,1080,1440,16170075_frame_000072.jpg,True,1,3,3,True,True,932a65fb77abe7bfd069802ce60dbf605c83f5bb127fc5d13cb6ca5737e6a61c,,,True,True,1,e2a7a003e3d93cce585763943c20640663ad28a9ad677b650b4a251743ebbde7,11.038517472921765,5.645313281250083,True
16170075_frame_000075,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000075.json,3dcd7d1f7d56b3cec669d7819b237bbd417353c240bd2e36da140de240c88bf6,1080,1440,16170075_frame_000075.jpg,True,1,3,3,True,True,3720403c9a8f149cb1c55e636312a69e23b07b1c77e22d23b99550bf14ff5584,,,True,True,1,66108d30833c2538a03ac007ea8fbcb1508f9a37980cc7723e45656b78ad5f77,10.29337840750064,12.971188146972736,True
16170075_frame_000078,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000078.json,f82f86e269daee8fb01ec1f9e00384fc9af101c5ec1e75f313716caebe33bc7d,1080,1440,16170075_frame_000078.jpg,True,1,3,3,True,True,7bcd6cd3dc6bab0797f5e06ade84314831089e5d089ab07b71e906b6b69e46f2,,,True,True,1,8c968ab92a1c21d06e8b0e217ebc386ce32be8bc3d5040757883488ec5f709de,6.078555196755239,14.514423925781216,True
16170075_frame_000081,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000081.json,c848f07b601ccc7b756d5d9046589665503260f537952cd74b4b5d2f43423c09,1080,1440,16170075_frame_000081.jpg,True,1,3,3,True,True,c46bcdd3cb142380ff8adff08dc0920bc0e4467210f2936816a283fa9af7de9e,,,True,True,1,d94642740736f0ab71aab79835b54dad000247198c5d48909496a55b31bf9b6e,8.068012969746627,4.873456713867199,True
16170075_frame_000084,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000084.json,c9412f7b10c3ae0ce6b80e86d9487fb02641ed4cddfc4b3a7bae673efc844dfc,1080,1440,16170075_frame_000084.jpg,True,1,3,3,True,True,ec6add4620b5626f001c0d0df497f3fbc7adc4e03b6cb4a23a46d9496e50c272,,,True,True,1,35e249ba8f4efc3844d23799016857580b11770352c00858241b76f43843e46f,7.6160882767992755,6.549420465087849,True
16170075_frame_000087,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000087.json,d3cbf1474313e26d1203975994773fe5c5e64dea01dafd6a8ffe83cc76418bca,1080,1440,16170075_frame_000087.jpg,True,1,3,3,True,True,31b8da7c89606356a98380a804248f59cbd172aaf89c7de38a29f530be315861,,,True,True,1,ca8bc1131dfa55c294242391abbdb78f7aa4cb43c36aceb11f0a6e5fab3ccc09,5.832601999108113,7.778303942871048,True
16170075_frame_000090,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000090.json,b8ff5b7ddc4f9d2d26eb4a627a5fbca61e5634f2f40e283f73b99383f9a448f7,1080,1440,16170075_frame_000090.jpg,True,1,3,3,True,True,4923ee5d83e49dc115137c5eaf53a21c096089ec7fb99e21bec714c141471b3f,,,True,True,1,0b8f48d1182a165affefefcf7ae31696a80dde7ae89adac4aa750805a0702a93,5.389773086132646,4.780041284179674,True
16170075_frame_000093,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000093.json,8de07f6efc1521d6a6c4580ce388c0220846871478c1772d400a3cfd07e77af5,1080,1440,16170075_frame_000093.jpg,True,1,3,3,True,True,8930c7c76799bc581ed8146f87ace0afb6e6ce002154193d3f6d87258c3851e8,,,True,True,1,8045c3e1daa03fd2c80ca64adaa38d761ddc4d696ed82eb21fb4bf495c216bfa,6.710887452490902,9.041657025146492,True
16170075_frame_000096,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000096.json,1d6c9a3d834b3fe7f990ab70e21abce9b46d707af39f07b2c389934b45caba97,1080,1440,16170075_frame_000096.jpg,True,1,3,3,True,True,293142ec993d3d2cdaa3f18b22c256526e9b1c1a672b112d7f5acead657eb40e,,,True,True,1,51a4948fcb1dd8d723ac5f50bec768f0c254974d9021cd70e241e591cbb22e61,10.049597396910922,4.113146118164082,True
16170075_frame_000099,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000099.json,99fadc4ec53f89f909216861d0997795d2b95e7f841d236f32717867308150d6,1080,1440,16170075_frame_000099.jpg,True,1,3,3,True,True,908675571486ffbac12fe64f7fc80a6a6015dff058fda3eb4e9fdb2df7d9808a,,,True,True,1,3913a2dda298356d3e6f2698d205c894fe757fd17495412b461134ca33b7de6a,6.0048000532906896,6.660283227539139,True
16170075_frame_000102,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000102.json,a986e4501a15d7ed633197f2275f6f30ff0f277a721ec8b3e98e311e890a6a0f,1080,1440,16170075_frame_000102.jpg,True,1,3,3,True,True,7a9bc8666fcc5ebb16f34ca7757a3426c94fd2498626a67dd8d1f070d6dc7543,,,True,True,1,d859458426a6d890249d734355b5efacf9e5b522b01b57b96c2da997231ac889,8.060769392557951,9.09951130371087,True
16170075_frame_000105,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000105.json,511bf29371232779359ffee9a6421bb35f95910cb5885b71c687254e2595fe75,1080,1440,16170075_frame_000105.jpg,True,1,3,3,True,True,98e1dff5e274a3bd7633197f4804650c674a51ef9f4fcf4f8218ad9bf7ed6d9c,,,True,True,1,083c28f05d3474fce068a0cfc20cd8b3dc02d816bdbfae357496eab032c8cd61,6.086645223766526,2.4280989257813417,True
16170075_frame_000108,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000108.json,6e6cac03c1a118e81d0176d4cdeb88ebc0475bc698310d6b7de012962f224298,1080,1440,16170075_frame_000108.jpg,True,1,3,3,True,True,939d0490ba9742b127de044be026d1631cc7b504fa003de086764d08131e0c27,,,True,True,1,dbabbceb1479110f7055f87b307c75cd847a02d04b448369dac11cd1850fb5fd,7.619083335940068,1.9707412719726562,True
16170075_frame_000111,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000111.json,5d755f1af000ac18145e075d552294a2aca2ad74cb183603e008fd0b7162914c,1080,1440,16170075_frame_000111.jpg,True,1,3,3,True,True,be9d97cc43e325dff019edeecc4e6cb1b4d2585ec700666e967d421aab354cc0,,,True,True,1,e282248fc67a5cd6e12bf272e0cd2a93b8a5c0453a763cca4141b40714447071,7.281209789588491,3.4078516479490872,True
16170075_frame_000114,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000114.json,c4bd844f5317a66a6e14707f251b96d8808fbee86407fe45356599691dbe48ae,1080,1440,16170075_frame_000114.jpg,True,1,3,3,True,True,5836d9a295bc4cdaffa9a73330e331e297747a80c8f4e2d3ed8c1285319ce301,,,True,True,1,3f407940d05dd662fea36c8846eef4aa3272fcc13b7fb9b8e23b11ede421dec5,6.708203932499318,6.185716918945332,True
16170075_frame_000117,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000117.json,35400005e36c7e4225e9d5c36de108ed278e8a6bb021730f252f40489d0ff95b,1080,1440,16170075_frame_000117.jpg,True,1,3,3,True,True,52b25015c4aeaf52faa5518980d9f96e100b35a42a35f720cd5f102ba4ea567b,,,True,True,1,94cb53cda70d90e6df4c1d9b205290dcd1cf3d43351b6fc217a767961206c719,5.09823655786973,4.700380078124908,True
16170075_frame_000120,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000120.json,9ca91af7de64e75119e2611fc731ee08e6af4dc162d8c6410b8a14c8278a1823,1080,1440,16170075_frame_000120.jpg,True,1,3,3,True,True,51a51517c301bee52a1debbb4cb51b57ba71a5fefb9130d8ba6ce7a480804681,,,True,True,1,4dd404189baaed59363f9082ea1b4707cf78ae56f5c4a50dca35503ad68f2456,6.995201383805913,2.776093066406247,True
16170075_frame_000123,16170075,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000123.json,856143b29a3fe51fd2cb0e391bce44d789b34121d3ce8228181b20d02f0a51b2,1080,1440,16170075_frame_000123.jpg,True,1,3,3,True,True,09c435626a4a585c9bfc8caa9359fd83a9c09bc0ac3108b2e4a32226a5ed9328,,,True,True,1,953772157d3325478e0f8b62bb13ab750086ec15c30ca51088388fc0eed2500b,8.483868862730015,4.343859008789195,True
170272_frame_000000,170272,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000000.json,416b26009bcc7689fd59007ab3673956a765197cc7ad2f0f72e42f46f949bc34,1080,1440,170272_frame_000000.jpg,False,1,3,3,False,False,,,,True,True,1,bdb7936c9fdf3766ade4a744c8ddecf2d92d878623dff1be8f87aad0786f9a4f,7.805948091039384,16.567986621093723,True
170272_frame_000003,170272,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000003.json,7059ad5dfd176076b0c69eda12f4950f9e343803d98393287a6d853f2241c595,1080,1440,170272_frame_000003.jpg,True,1,3,3,True,True,3164c247b827c15ca3fedb5faff001185dc12196ea949ed3699cc5e397312f6e,,,True,True,1,7152be2df1a43d2b1fa94162f4c1e5b49acce15191a282721d0d6f5fd7581227,7.0667128765785545,4.745310095214904,True
170272_frame_000006,170272,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000006.json,07c557c313625697ccccc7710049a916ffbbaf4b741eddafaf213920ca13378d,1080,1440,170272_frame_000006.jpg,True,1,3,3,True,True,25170dc28966a00e3cdc4c379a459f9508efbb900f7754107e03b479f579def9,,,True,True,1,8b7e83b9a339606493a282bd9633f415028a5f8fba320fa3c775007240220258,3.001600239871998,20.728691125488353,True
170272_frame_000009,170272,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000009.json,c4e112e2b2cef18f82959ffd6457901689e40f885e9cc979698ec68585514c75,1080,1440,170272_frame_000009.jpg,True,1,3,3,True,True,49f9cfff1232df88488ecedc55d9c784eba0c87622e1677f1ece827f0c37b459,,,True,True,1,ae1858fe78b60af48b3a97a19c2a54c07f1b770fa871a7abf978ad3c753f70ab,4.997601024491731,30.164121386718875,True
170272_frame_000012,170272,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000012.json,5f2eb7fa41fa081a2712688c44ee73ced5de8078eaf9ce5eb64a97d17cb5f57a,1080,1440,170272_frame_000012.jpg,False,1,3,3,False,False,,,,True,True,1,53b377a80201503c7f07664369276b8a2881d75ecf47217d768ead17cf1fc5f6,4.997120338755175,17.97931779785165,True
170272_frame_000015,170272,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000015.json,f381d7d1ab92f3e20f88d603a3f17cf1156536eb13289ae60c6bcc5065d65edd,1080,1440,170272_frame_000015.jpg,True,1,3,3,True,True,48aa6db00aa5c23325fa2b10cbd1213f70ca19f7f024c22bc9f3ca533e9ce0db,,,True,True,1,c0074ec276616a32e9d385e638c10cf40dcec2c69b33b3bc82c4e08623ae9659,5.3807087116847345,13.142120361328125,True
170272_frame_000018,170272,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000018.json,ed70592f214dbcba553ce105c4a9ef2bae09b8208f4ca5411f009a91acd2680b,1080,1440,170272_frame_000018.jpg,True,1,3,3,True,True,4176375ab734ebc66bd1271c31f57bed1c713b4363ea06c405fbab11ff05e722,,,True,True,1,c287011548285802dbd658ee6d15977219973fe26627d0bf2d4d4ff27313a070,6.07993538123556,17.09731186523436,True
170272_frame_000021,170272,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000021.json,684e647a5d5ef3b57bb1a82f192e4a05ee9ade4b84fff79948fb8adff2558705,1080,1440,170272_frame_000021.jpg,True,1,3,3,True,True,7ee1e2d941bd76052368450d518ed9f291ac40c071a2408a5f97984043b86125,,,True,True,1,855448d5de9c748061a88eb6b57cbb309b46263975f1f3b3eeeae22666863951,10.191841890453382,22.563860229492093,True
170272_frame_000024,170272,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000024.json,2695cd9f5938924b68ecbbe08b7cb0728ca654ec0484f086c584a73bf9f29dde,1080,1440,170272_frame_000024.jpg,False,1,3,3,False,False,,,,True,True,1,ec12ec96e1bc62a54e4b115139e9c3abe65e6ed20978c9f4bcbe17a78637796f,5.384422583713171,10.436710913085903,True
170272_frame_000027,170272,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000027.json,a97038a7950f98a50d229eed737d17bb1be972f3800d78cae693bec296b70e29,1080,1440,170272_frame_000027.jpg,True,1,3,3,True,True,a6c92a60a45302055f64b3c0fb345b5998d1e5acbf29dca00d06ea66e09f604c,,,True,True,1,e69bb86c4d0b818cf75c913e73150315a172b470a6bdf97c5ebf0deab974b8d1,7.614093542897833,11.060736547851548,True
170272_frame_000030,170272,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000030.json,6e2f9bd4d3fc3511d5877f99de0fc98ad46a473bcfc8110b75ba144a8f1a095f,1080,1440,170272_frame_000030.jpg,True,1,3,3,True,True,c7d048c81994a10c2b19dc3a0c2278750645465596fad29c2e01db040e985e3b,,,True,True,1,8a4d396b6f78141715a64b26a100f86078a595e4c07bb949646f550be45ffb9e,6.4011257509910156,5.893038061523498,True
170272_frame_000033,170272,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000033.json,57f77b99b9f5039a36847e99f39c6275d41d1afa56103d2876644a12b199f624,1080,1440,170272_frame_000033.jpg,True,1,3,3,True,True,972604964205326f00e745bf66d6e8b2d9e949b3550b8d52e7c4340c2a350e9a,,,True,True,1,8cbe5793b758b78dc7c4d3add98d94af5cd5140dc69a601f4fb4afb370569873,6.079014985998972,18.662731677246143,True
170272_frame_000036,170272,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000036.json,c2f06ee40f6ad2dede6f95aec34189b7e1e3063044040147f777d7318f8ac847,1080,1440,170272_frame_000036.jpg,True,1,3,3,True,True,b2191aff0d4ea288d150e2b15d8cc2945b6f37630e11890874e66160cd99af98,,,True,True,1,b45680629d98b39baf9563327aa66eec7ec01553ce7857f60d5633b611862942,4.4744615944266775,16.551464611816527,True
170272_frame_000039,170272,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000039.json,ee5f98d85ee5cfa7217ed84a01dac619cb0ae41b456ebac010e2251976d71aa7,1080,1440,170272_frame_000039.jpg,True,1,3,3,True,True,75dc2ee127e37eb4214a5a283edf9948fddfa3050cb0e8c6a8c290f40182286f,,,True,True,1,1f0b945c10c32ca1aaa341c32b80e5efa4450ecdde5432048136fc38503de7aa,2.998401707576949,20.541580224609334,True
