frame_id,video_group,json_path,json_sha256,declared_width,declared_height,image_path,has_embedded_image,group_count,shape_count,scored_shapes,image_decoded,image_size_matches,pixel_sha256,exact_review_pixel_overlap,label_issues,yolo_exists,yolo_parse_ok,yolo_instances,yolo_sha256,max_point_delta_px,max_box_delta_px,same_instance_count
bs210974_frame_000012,bs210974,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\bs210974_frame_000012.json,58c8ac19ed5145010c77f5820d36f2841c8d732880b9e4b956ac80a306e2b366,1080,1440,bs210974_frame_000012.jpg,True,1,3,3,True,True,135dd03a9b90b884ea4ffc0aa8c43ec75e2281d88c8efa00fe8d205832072d76,,,True,True,1,42273b9e277a2ee13aa83bbda53e7a78440e9255f2965a9ee7a8d0011812f133,22.635336622193208,22.750321014404335,True
bs210974_frame_000015,bs210974,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\bs210974_frame_000015.json,a76263611e95e726c207e1b8bdd70ea5d496d244d46b63d190e9afa820d307f4,1080,1440,bs210974_frame_000012.jpg,True,1,3,3,True,True,135dd03a9b90b884ea4ffc0aa8c43ec75e2281d88c8efa00fe8d205832072d76,,,True,True,1,9882e3af5c9880b060a5cd560574c8fd306255f1840ef389b7d2426a9da0842b,11.179982139520655,19.890744873046856,True
