frame_name,left_temp,right_temp,left_x,left_y,right_x,right_y,left_conf,right_conf,nostril_spacing,roi_radius,left_source,right_source,status
frame_000000.jpg,32.79438004107469,32.65787050324812,742.852783203125,407.3861083984375,593.3016357421875,402.3831787109375,0.9991934895515442,0.998699426651001,149.6348054843563,20,detected,detected,ok
frame_000001.jpg,32.63832527728291,32.35781996148774,740.741455078125,405.6294860839844,593.1879272460938,400.89532470703125,0.9991875290870667,0.9983171224594116,147.629454580111,20,detected,detected,ok
frame_000002.jpg,32.55188398835568,32.26321582977191,740.9902954101562,405.055419921875,591.786376953125,400.2078857421875,0.9992508292198181,0.9988082647323608,149.28264423755252,20,detected,detected,ok
frame_000003.jpg,32.33954523866108,32.17316238568009,739.7562866210938,402.8274230957031,592.8706665039062,401.75079345703125,0.9995980858802795,0.9996808767318726,146.88956575805372,20,detected,detected,ok
frame_000004.jpg,32.29868375020336,32.1757640991058,739.5929565429688,403.32342529296875,592.0578002929688,401.6343078613281,0.9996877908706665,0.9996302127838135,147.54482521393214,20,detected,detected,ok
frame_000005.jpg,32.253012903162066,32.068937058660985,739.2485961914062,403.7231140136719,591.7445678710938,402.39495849609375,0.9995821118354797,0.9994631409645081,147.51000768693095,20,detected,detected,ok
frame_000006.jpg,32.64052440518246,32.33785711501403,738.4478149414062,403.6696472167969,591.0462646484375,402.0018615722656,0.9996627569198608,0.9995654225349426,147.4109851324748,20,detected,detected,ok
frame_000007.jpg,32.63122928149167,32.58393779347413,734.0675659179688,407.70013427734375,587.1336669921875,406.38421630859375,0.9995563626289368,0.9997190833091736,146.93979138964428,20,detected,detected,ok
frame_000008.jpg,32.625562036399785,32.5971292450881,733.390869140625,407.9780578613281,585.942626953125,406.97186279296875,0.999373733997345,0.9997102618217468,147.45167531330137,20,detected,detected,ok
frame_000009.jpg,32.70255550812348,32.47732460943052,733.9828491210938,405.81170654296875,582.4722900390625,405.20648193359375,0.9995511174201965,0.9998823404312134,151.51176789338007,20,detected,detected,ok
