frame_index,time_seconds,det_index,x,y,x0,y0,x1,y1,confidence,temperature
0,0.0,0,561.7933044433594,478.18780517578125,532.2391357421875,443.15106201171875,591.3474731445312,513.2245483398438,0.8893117308616638,32.28693533733044
0,0.0,1,351.800048828125,485.0798034667969,334.5671081542969,454.08502197265625,369.0329895019531,516.0745849609375,0.8685305118560791,32.15654663558773
1,0.1149425287356322,0,389.32354736328125,469.23052978515625,372.5440673828125,442.2464599609375,406.10302734375,496.214599609375,0.9289673566818237,32.66206342259584
1,0.1149425287356322,1,602.9531860351562,469.358154296875,570.5721435546875,433.4981994628906,635.334228515625,505.2181091308594,0.6365578770637512,32.389863569538896
2,0.2298850574712644,0,419.7625427246094,445.0754852294922,404.2506103515625,420.2391052246094,435.27447509765625,469.911865234375,0.8710154891014099,32.69767414262373
2,0.2298850574712644,1,413.5323944091797,444.7076110839844,398.2264709472656,421.6006164550781,428.83831787109375,467.8146057128906,0.7041676640510559,32.78244123245357
3,0.3448275862068966,0,494.11676025390625,477.1022033691406,476.25628662109375,446.0833435058594,511.97723388671875,508.1210632324219,0.7849514484405518,32.980431475881495
3,0.3448275862068966,1,711.00341796875,477.3229217529297,683.645263671875,443.53302001953125,738.361572265625,511.1128234863281,0.3604402542114258,32.31205132627766
4,0.4597701149425288,0,531.1494140625,469.2586212158203,512.2218017578125,437.069580078125,550.0770263671875,501.4476623535156,0.7698433995246887,33.052364019986285
5,0.574712643678161,0,562.9345092773438,438.4892883300781,543.56396484375,407.3172302246094,582.3050537109375,469.6613464355469,0.8539530634880066,33.047010903524296
5,0.574712643678161,1,768.9760437011719,451.0509796142578,744.4707641601562,420.5818786621094,793.4813232421875,481.52008056640625,0.3394060432910919,32.33934234150926
6,0.6896551724137931,0,599.8609313964844,422.35980224609375,580.6461181640625,396.66357421875,619.0757446289062,448.0560302734375,0.917351484298706,32.994208009800346
6,0.6896551724137931,1,805.7218017578125,440.8701171875,781.913330078125,402.5673828125,829.5302734375,479.1728515625,0.7292166948318481,32.382455454780334
7,0.8045977011494253,0,645.901611328125,413.39141845703125,623.58203125,380.52911376953125,668.22119140625,446.25372314453125,0.6544294953346252,33.040734773188255
7,0.8045977011494253,1,852.9488525390625,431.0513916015625,830.7412109375,394.38885498046875,875.156494140625,467.71392822265625,0.6127327084541321,32.342647883315244
8,0.9195402298850576,0,688.1390380859375,409.78070068359375,667.54833984375,378.7115783691406,708.729736328125,440.8498229980469,0.8474761843681335,33.01303840248837
8,0.9195402298850576,1,894.8542175292969,436.72584533691406,869.6617431640625,395.1583251953125,920.0466918945312,478.2933654785156,0.34152287244796753,32.32733520940614
9,1.0344827586206895,0,720.2270202636719,407.4931945800781,698.585205078125,376.37139892578125,741.8688354492188,438.614990234375,0.767764687538147,32.87625664426935
9,1.0344827586206895,1,922.774169921875,423.7275390625,900.109375,388.2684326171875,945.43896484375,459.1866455078125,0.42976120114326477,32.11852227309561
10,1.149425287356322,0,959.5665588378906,465.70872497558594,938.5665283203125,434.3777770996094,980.5665893554688,497.0396728515625,0.7913883924484253,32.108535597718195
10,1.149425287356322,1,769.6370544433594,449.44813537597656,746.5578002929688,407.41595458984375,792.71630859375,491.4803161621094,0.6954286694526672,32.86521950523382
11,1.264367816091954,0,973.494140625,459.9617156982422,953.8994750976562,426.5404052734375,993.0888061523438,493.3830261230469,0.7507241368293762,32.00552181186349
11,1.264367816091954,1,778.9871215820312,429.8559112548828,757.2462768554688,401.4403991699219,800.7279663085938,458.27142333984375,0.6688899993896484,32.56604246696596
12,1.3793103448275863,0,974.6806640625,436.17095947265625,952.6222534179688,401.0709533691406,996.7390747070312,471.2709655761719,0.9075521230697632,31.845333619294944
12,1.3793103448275863,1,783.3981628417969,406.8398742675781,761.4197998046875,380.4306640625,805.3765258789062,433.24908447265625,0.32403022050857544,32.35847557721991
13,1.4942528735632186,0,787.7656555175781,382.8504638671875,765.1829833984375,355.93133544921875,810.3483276367188,409.76959228515625,0.48470640182495117,32.30220306775418
13,1.4942528735632186,1,985.2304077148438,413.2662811279297,963.9678955078125,379.64849853515625,1006.492919921875,446.8840637207031,0.408237099647522,31.74670039233103
14,1.6091954022988506,0,1007.1017150878906,373.8746337890625,988.4436645507812,342.0572509765625,1025.759765625,405.6920166015625,0.8647837042808533,31.678613705510205
14,1.6091954022988506,1,1009.9429931640625,366.6981658935547,990.712158203125,333.69757080078125,1029.173828125,399.6987609863281,0.2774806320667267,31.58241684307155
66,7.586206896551725,0,819.9348754882812,77.60476112365723,795.3073120117188,42.51719284057617,844.5624389648438,112.69232940673828,0.9081457853317261,31.76408578193098
67,7.701149425287357,0,804.4757385253906,104.33712005615234,779.6170654296875,72.25032043457031,829.3344116210938,136.42391967773438,0.8531444668769836,31.665800872434836
67,7.701149425287357,1,597.0454711914062,109.67159271240234,577.7637939453125,74.71305847167969,616.3271484375,144.630126953125,0.3041363060474396,32.62424164157178
68,7.816091954022989,0,794.0682678222656,112.06936645507812,767.5386962890625,79.03302001953125,820.5978393554688,145.105712890625,0.9248714447021484,31.861958947140874
68,7.816091954022989,1,584.7100830078125,117.85646438598633,566.1288452148438,90.19025421142578,603.2913208007812,145.52267456054688,0.40537193417549133,32.71187528146746
69,7.931034482758621,0,780.5847778320312,135.77448654174805,750.9432373046875,91.99066925048828,810.226318359375,179.5583038330078,0.4435698390007019,31.974588629228318
69,7.931034482758621,1,575.8062438964844,125.97574996948242,556.5294799804688,95.32556915283203,595.0830078125,156.6259307861328,0.27503901720046997,32.7160589678082
70,8.045977011494253,0,573.60498046875,136.83827209472656,553.038330078125,108.49546813964844,594.171630859375,165.1810760498047,0.8479881882667542,32.66558356953147
70,8.045977011494253,1,770.3558349609375,117.42148971557617,747.2249755859375,91.65520477294922,793.4866943359375,143.18777465820312,0.2882651388645172,31.77317939052774
71,8.160919540229886,0,544.1821899414062,159.86032485961914,522.2350463867188,127.27092742919922,566.1293334960938,192.44972229003906,0.703108549118042,32.47558401525352
71,8.160919540229886,1,548.2469482421875,153.37322616577148,522.0826416015625,117.88817596435547,574.4112548828125,188.8582763671875,0.3226933181285858,32.37562781526399
72,8.275862068965518,0,521.6942443847656,164.46778869628906,500.82562255859375,133.6458740234375,542.5628662109375,195.28970336914062,0.5917062163352966,32.25226920735555
73,8.39080459770115,0,485.95619201660156,183.49835205078125,466.9900207519531,151.6011962890625,504.92236328125,215.3955078125,0.35690730810165405,31.971881096086427
74,8.505747126436782,0,631.9044189453125,177.21755981445312,597.9408569335938,140.36740112304688,665.8679809570312,214.06771850585938,0.4283721148967743,31.815358393680846
75,8.620689655172415,0,536.9260406494141,186.46861267089844,506.0206604003906,145.37579345703125,567.8314208984375,227.56143188476562,0.26939937472343445,32.04198903072269
102,11.724137931034484,0,142.26057052612305,778.1581726074219,111.98192596435547,746.587646484375,172.53921508789062,809.7286987304688,0.2953239679336548,32.016419113344746
104,11.954022988505749,0,295.3720245361328,916.6222229003906,261.7877502441406,885.5850830078125,328.956298828125,947.6593627929688,0.8332483172416687,32.63210083938208
106,12.183908045977011,0,366.2626037597656,1096.3616943359375,331.53729248046875,1063.3004150390625,400.9879150390625,1129.4229736328125,0.6982727646827698,32.53907508391137
106,12.183908045977011,1,368.6846160888672,1095.8063354492188,344.3914489746094,1063.8619384765625,392.977783203125,1127.750732421875,0.3822736442089081,32.57054415959767
150,17.24137931034483,0,63.70216178894043,300.60499572753906,33.129512786865234,264.6600341796875,94.27481079101562,336.5499572753906,0.2893467843532562,31.277696842065883
151,17.35632183908046,0,314.87840270996094,1386.6144409179688,295.214111328125,1349.852294921875,334.5426940917969,1423.3765869140625,0.2803332805633545,32.65401600587316
151,17.35632183908046,1,314.462158203125,1379.0363159179688,295.46356201171875,1353.9473876953125,333.46075439453125,1404.125244140625,0.2606692910194397,32.69667893747905
154,17.70114942528736,0,298.2061004638672,1206.823974609375,267.436767578125,1175.2899169921875,328.9754333496094,1238.3580322265625,0.3793283998966217,32.45181806426537
155,17.81609195402299,0,298.2061004638672,1206.823974609375,267.436767578125,1175.2899169921875,328.9754333496094,1238.3580322265625,0.3793283998966217,32.45181806426537
169,19.42528735632184,0,391.07098388671875,79.78603744506836,368.4905700683594,47.74189758300781,413.6513977050781,111.8301773071289,0.6009451746940613,32.32100944063367
172,19.77011494252874,0,511.3958435058594,99.19252014160156,494.79742431640625,75.77571105957031,527.9942626953125,122.60932922363281,0.6363019347190857,32.21231059732139
174,20.0,0,939.4356994628906,256.7463684082031,912.4260864257812,215.68392944335938,966.4453125,297.8088073730469,0.5871984362602234,32.07237572445311
177,20.344827586206897,0,1021.8192138671875,330.787353515625,996.2667236328125,293.0667724609375,1047.3717041015625,368.5079345703125,0.3436490595340729,32.29666106767279
191,21.95402298850575,0,1037.3350219726562,409.8265075683594,1015.07470703125,376.8378601074219,1059.5953369140625,442.8151550292969,0.8335063457489014,31.900662770078192
192,22.06896551724138,0,999.2066650390625,394.0717468261719,974.68408203125,355.24688720703125,1023.729248046875,432.8966064453125,0.6599136590957642,31.93219049562034
193,22.183908045977013,0,942.9462280273438,393.4675750732422,919.1196899414062,355.9288330078125,966.7727661132812,431.0063171386719,0.6509077548980713,32.25876093536001
194,22.298850574712645,0,895.7858581542969,401.917236328125,872.5242919921875,364.8661804199219,919.0474243164062,438.9682922363281,0.725049614906311,32.58184227323637
195,22.41379310344828,0,864.1997985839844,401.5818786621094,838.507568359375,361.2434387207031,889.8920288085938,441.9203186035156,0.5526835322380066,32.720158451587935
196,22.52873563218391,0,844.9303894042969,397.8296356201172,819.518798828125,363.64300537109375,870.3419799804688,432.0162658691406,0.738787055015564,32.7182112892094
196,22.52873563218391,1,627.6263427734375,387.27696228027344,602.5145263671875,353.8281555175781,652.7381591796875,420.72576904296875,0.2539807856082916,32.927070867322264
197,22.643678160919546,0,838.2473754882812,399.7942810058594,814.1356811523438,366.53125,862.3590698242188,433.05731201171875,0.6369624137878418,32.80090510049721
197,22.643678160919546,1,616.1246643066406,382.3112030029297,588.7718505859375,350.6676330566406,643.4774780273438,413.95477294921875,0.366627037525177,32.99926052704246
198,22.75862068965517,0,834.5755310058594,401.0895690917969,811.3648681640625,366.60321044921875,857.7861938476562,435.575927734375,0.6287505030632019,32.81850910237262
198,22.75862068965517,1,618.46875,385.58888244628906,594.05517578125,354.5655212402344,642.88232421875,416.61224365234375,0.5520657300949097,33.035433300461484
199,22.873563218390807,0,833.7935791015625,406.2817077636719,811.5269775390625,368.8515625,856.0601806640625,443.71185302734375,0.7647426724433899,32.83528606435188
199,22.873563218390807,1,621.9710388183594,408.10430908203125,598.533203125,366.3326416015625,645.4088745117188,449.8759765625,0.7398828268051147,32.874036077172015
200,22.98850574712644,0,832.0295715332031,407.5138854980469,809.7343139648438,370.68359375,854.3248291015625,444.34417724609375,0.8668420910835266,32.835698885692636
200,22.98850574712644,1,621.2374267578125,407.36968994140625,597.6180419921875,365.65509033203125,644.8568115234375,449.08428955078125,0.7148468494415283,32.899407664406404
201,23.10344827586207,0,833.1917724609375,411.67918395996094,811.0900268554688,377.35198974609375,855.2935180664062,446.0063781738281,0.7330698370933533,32.81576064577512
201,23.10344827586207,1,624.2445983886719,409.46380615234375,602.5541381835938,369.830078125,645.93505859375,449.0975341796875,0.6676173210144043,32.9009406705033
202,23.218390804597703,0,618.5854187011719,401.2189636230469,595.9861450195312,369.2490234375,641.1846923828125,433.18890380859375,0.8667231798171997,33.0649471319109
202,23.218390804597703,1,832.6895751953125,413.0445556640625,810.890625,378.87518310546875,854.488525390625,447.21392822265625,0.6191344261169434,32.85357491346178
203,23.333333333333336,0,619.5117797851562,401.5460205078125,595.9817504882812,370.42724609375,643.0418090820312,432.664794921875,0.9038400053977966,33.07693102402705
203,23.333333333333336,1,832.9620971679688,413.2144012451172,811.05908203125,378.625244140625,854.8651123046875,447.8035583496094,0.7044459581375122,32.848678916079145
