frame_index,frame_name,left_norm,right_norm,fused_norm,smoothed_norm,is_peak,selected_mode
0,frame_000000.jpg,0.24085177064395794,0.6485827816567377,0.6485827816567377,,False,framewise_max
1,frame_000001.jpg,0.2228866940022352,0.6423853535352524,0.6423853535352524,0.6422645122316197,False,framewise_max
2,frame_000002.jpg,0.19509832694978765,0.6358254015028693,0.6358254015028693,0.6299122467705343,False,framewise_max
3,frame_000003.jpg,0.11052238307057456,0.6115259852734815,0.6115259852734815,0.6383626652532409,False,framewise_max
4,frame_000004.jpg,0.0,0.6677366089833723,0.6677366089833723,0.6668382227286763,False,framewise_max
5,frame_000005.jpg,0.0052287869235500715,0.7212520739291752,0.7212520739291752,0.7355603409599053,True,framewise_max
6,frame_000006.jpg,,0.8176923399671685,0.8176923399671685,0.7124150080138112,False,framewise_max
7,frame_000007.jpg,,0.5983006101450901,0.5983006101450901,0.6322773379096458,False,framewise_max
8,frame_000008.jpg,,0.4808390636166788,0.4808390636166788,0.5234758025259393,False,framewise_max
9,frame_000009.jpg,,0.49128773381604907,0.49128773381604907,0.488209860863607,False,framewise_max
10,frame_000010.jpg,,0.4925027851580934,0.4925027851580934,0.5695780739245795,False,framewise_max
11,frame_000011.jpg,,0.724943702799596,0.724943702799596,0.5640472261128765,False,framewise_max
12,frame_000012.jpg,,0.4746951903809402,0.4746951903809402,0.5428909060415278,False,framewise_max
13,frame_000013.jpg,,0.4290338249440473,0.4290338249440473,0.3930485717386116,False,framewise_max
14,frame_000014.jpg,,0.2754166998908474,0.2754166998908474,0.327272579917916,False,framewise_max
15,frame_000015.jpg,,0.27736721491885336,0.27736721491885336,0.23453514051884136,False,framewise_max
16,frame_000016.jpg,,0.1508215067468234,0.1508215067468234,0.16275544743401393,False,framewise_max
17,frame_000017.jpg,,0.060077620636365014,0.060077620636365014,0.12347710761108704,False,framewise_max
18,frame_000018.jpg,,0.15953219545007272,0.15953219545007272,0.20790755558894056,False,framewise_max
19,frame_000019.jpg,0.1724333852945739,0.40411285068038394,0.40411285068038394,0.3733081247630505,False,framewise_max
20,frame_000020.jpg,0.4528940663381535,0.5562793281586949,0.5562793281586949,0.47139565089730706,False,framewise_max
21,frame_000021.jpg,0.45379477385284245,0.38746070914564423,0.45379477385284245,0.4948355574889843,False,framewise_max
22,frame_000022.jpg,0.4744325704554156,0.4409202380611419,0.4744325704554156,0.4727994075154523,False,framewise_max
23,frame_000023.jpg,0.49017087823809885,0.3830064222874132,0.49017087823809885,0.5001201919394572,True,framewise_max
24,frame_000024.jpg,0.4744228558359464,0.5357571271248572,0.5357571271248572,0.46248168763610187,False,framewise_max
25,frame_000025.jpg,0.3615170575453496,0.31048762349046855,0.3615170575453496,0.4033917825270555,False,framewise_max
26,frame_000026.jpg,0.3129011629109597,0.2798362948307562,0.3129011629109597,0.3507856773997903,False,framewise_max
