cohort,video_id,arm,event_id,frame_index,time_seconds,timebase
internal73,16170075,C1P1,p13,120,13.793103448275863,nominal_8.7_no_event_truth
internal73,170272,C0P0,p1,6,0.6896551724137931,nominal_8.7_no_event_truth
internal73,170272,C0P0,p2,16,1.8390804597701151,nominal_8.7_no_event_truth
internal73,170272,C0P0,p3,25,2.873563218390805,nominal_8.7_no_event_truth
internal73,170272,C0P0,p4,34,3.9080459770114944,nominal_8.7_no_event_truth
internal73,170272,C0P0,p5,45,5.172413793103448,nominal_8.7_no_event_truth
internal73,170272,C0P0,p6,55,6.321839080459771,nominal_8.7_no_event_truth
internal73,170272,C0P0,p7,66,7.586206896551725,nominal_8.7_no_event_truth
internal73,170272,C0P0,p8,76,8.735632183908047,nominal_8.7_no_event_truth
internal73,170272,C0P0,p9,86,9.88505747126437,nominal_8.7_no_event_truth
internal73,170272,C0P0,p10,96,11.03448275862069,nominal_8.7_no_event_truth
internal73,170272,C1P0,p1,6,0.6896551724137931,nominal_8.7_no_event_truth
internal73,170272,C1P0,p2,16,1.8390804597701151,nominal_8.7_no_event_truth
internal73,170272,C1P0,p3,25,2.873563218390805,nominal_8.7_no_event_truth
internal73,170272,C1P0,p4,35,4.022988505747127,nominal_8.7_no_event_truth
internal73,170272,C1P0,p5,45,5.172413793103448,nominal_8.7_no_event_truth
internal73,170272,C1P0,p6,55,6.321839080459771,nominal_8.7_no_event_truth
internal73,170272,C1P0,p7,66,7.586206896551725,nominal_8.7_no_event_truth
internal73,170272,C1P0,p8,76,8.735632183908047,nominal_8.7_no_event_truth
internal73,170272,C1P0,p9,86,9.88505747126437,nominal_8.7_no_event_truth
internal73,170272,C1P0,p10,96,11.03448275862069,nominal_8.7_no_event_truth
internal73,170272,C0P1,p1,6,0.6896551724137931,nominal_8.7_no_event_truth
internal73,170272,C0P1,p2,16,1.8390804597701151,nominal_8.7_no_event_truth
internal73,170272,C0P1,p3,25,2.873563218390805,nominal_8.7_no_event_truth
internal73,170272,C0P1,p4,34,3.9080459770114944,nominal_8.7_no_event_truth
internal73,170272,C0P1,p5,45,5.172413793103448,nominal_8.7_no_event_truth
internal73,170272,C0P1,p6,55,6.321839080459771,nominal_8.7_no_event_truth
internal73,170272,C0P1,p7,66,7.586206896551725,nominal_8.7_no_event_truth
internal73,170272,C0P1,p8,76,8.735632183908047,nominal_8.7_no_event_truth
internal73,170272,C0P1,p9,86,9.88505747126437,nominal_8.7_no_event_truth
internal73,170272,C0P1,p10,96,11.03448275862069,nominal_8.7_no_event_truth
internal73,170272,C1P1,p1,6,0.6896551724137931,nominal_8.7_no_event_truth
internal73,170272,C1P1,p2,16,1.8390804597701151,nominal_8.7_no_event_truth
internal73,170272,C1P1,p3,25,2.873563218390805,nominal_8.7_no_event_truth
internal73,170272,C1P1,p4,35,4.022988505747127,nominal_8.7_no_event_truth
internal73,170272,C1P1,p5,45,5.172413793103448,nominal_8.7_no_event_truth
internal73,170272,C1P1,p6,55,6.321839080459771,nominal_8.7_no_event_truth
internal73,170272,C1P1,p7,66,7.586206896551725,nominal_8.7_no_event_truth
internal73,170272,C1P1,p8,76,8.735632183908047,nominal_8.7_no_event_truth
internal73,170272,C1P1,p9,86,9.88505747126437,nominal_8.7_no_event_truth
internal73,170272,C1P1,p10,96,11.03448275862069,nominal_8.7_no_event_truth
internal73,170333,C0P0,p1,11,1.264367816091954,nominal_8.7_no_event_truth
internal73,170333,C0P0,p2,23,2.6436781609195403,nominal_8.7_no_event_truth
internal73,170333,C0P0,p3,43,4.942528735632185,nominal_8.7_no_event_truth
internal73,170333,C0P0,p4,58,6.666666666666667,nominal_8.7_no_event_truth
internal73,170333,C0P0,p5,70,8.045977011494253,nominal_8.7_no_event_truth
internal73,170333,C0P0,p6,81,9.310344827586208,nominal_8.7_no_event_truth
internal73,170333,C1P0,p1,11,1.264367816091954,nominal_8.7_no_event_truth
internal73,170333,C1P0,p2,23,2.6436781609195403,nominal_8.7_no_event_truth
internal73,170333,C1P0,p3,43,4.942528735632185,nominal_8.7_no_event_truth
internal73,170333,C1P0,p4,58,6.666666666666667,nominal_8.7_no_event_truth
internal73,170333,C1P0,p5,70,8.045977011494253,nominal_8.7_no_event_truth
internal73,170333,C1P0,p6,81,9.310344827586208,nominal_8.7_no_event_truth
internal73,170333,C0P1,p1,11,1.264367816091954,nominal_8.7_no_event_truth
internal73,170333,C0P1,p2,23,2.6436781609195403,nominal_8.7_no_event_truth
internal73,170333,C0P1,p3,43,4.942528735632185,nominal_8.7_no_event_truth
internal73,170333,C0P1,p4,58,6.666666666666667,nominal_8.7_no_event_truth
internal73,170333,C0P1,p5,70,8.045977011494253,nominal_8.7_no_event_truth
internal73,170333,C0P1,p6,81,9.310344827586208,nominal_8.7_no_event_truth
internal73,170333,C1P1,p1,11,1.264367816091954,nominal_8.7_no_event_truth
internal73,170333,C1P1,p2,23,2.6436781609195403,nominal_8.7_no_event_truth
internal73,170333,C1P1,p3,43,4.942528735632185,nominal_8.7_no_event_truth
internal73,170333,C1P1,p4,58,6.666666666666667,nominal_8.7_no_event_truth
internal73,170333,C1P1,p5,70,8.045977011494253,nominal_8.7_no_event_truth
internal73,170333,C1P1,p6,81,9.310344827586208,nominal_8.7_no_event_truth
internal73,170334,C0P0,p1,18,2.0689655172413794,nominal_8.7_no_event_truth
internal73,170334,C0P0,p2,29,3.3333333333333335,nominal_8.7_no_event_truth
internal73,170334,C0P0,p3,35,4.022988505747127,nominal_8.7_no_event_truth
internal73,170334,C0P0,p4,41,4.71264367816092,nominal_8.7_no_event_truth
internal73,170334,C0P0,p5,48,5.517241379310345,nominal_8.7_no_event_truth
internal73,170334,C0P0,p6,58,6.666666666666667,nominal_8.7_no_event_truth
internal73,170334,C0P0,p7,64,7.356321839080461,nominal_8.7_no_event_truth
internal73,170334,C0P0,p8,76,8.735632183908047,nominal_8.7_no_event_truth
internal73,170334,C0P0,p9,85,9.770114942528737,nominal_8.7_no_event_truth
internal73,170334,C0P0,p10,91,10.459770114942529,nominal_8.7_no_event_truth
internal73,170334,C0P0,p11,98,11.264367816091955,nominal_8.7_no_event_truth
internal73,170334,C0P0,p12,110,12.643678160919542,nominal_8.7_no_event_truth
internal73,170334,C0P0,p13,124,14.252873563218392,nominal_8.7_no_event_truth
internal73,170334,C0P0,p14,130,14.942528735632186,nominal_8.7_no_event_truth
internal73,170334,C1P0,p1,18,2.0689655172413794,nominal_8.7_no_event_truth
internal73,170334,C1P0,p2,36,4.137931034482759,nominal_8.7_no_event_truth
internal73,170334,C1P0,p3,49,5.6321839080459775,nominal_8.7_no_event_truth
internal73,170334,C1P0,p4,62,7.126436781609196,nominal_8.7_no_event_truth
internal73,170334,C1P0,p5,76,8.735632183908047,nominal_8.7_no_event_truth
internal73,170334,C1P0,p6,91,10.459770114942529,nominal_8.7_no_event_truth
internal73,170334,C1P0,p7,103,11.839080459770116,nominal_8.7_no_event_truth
internal73,170334,C1P0,p8,110,12.643678160919542,nominal_8.7_no_event_truth
internal73,170334,C1P0,p9,116,13.333333333333334,nominal_8.7_no_event_truth
internal73,170334,C1P0,p10,124,14.252873563218392,nominal_8.7_no_event_truth
internal73,170334,C1P0,p11,130,14.942528735632186,nominal_8.7_no_event_truth
internal73,170334,C0P1,p1,18,2.0689655172413794,nominal_8.7_no_event_truth
internal73,170334,C0P1,p2,29,3.3333333333333335,nominal_8.7_no_event_truth
internal73,170334,C0P1,p3,35,4.022988505747127,nominal_8.7_no_event_truth
internal73,170334,C0P1,p4,41,4.71264367816092,nominal_8.7_no_event_truth
internal73,170334,C0P1,p5,48,5.517241379310345,nominal_8.7_no_event_truth
internal73,170334,C0P1,p6,64,7.356321839080461,nominal_8.7_no_event_truth
internal73,170334,C0P1,p7,76,8.735632183908047,nominal_8.7_no_event_truth
internal73,170334,C0P1,p8,85,9.770114942528737,nominal_8.7_no_event_truth
internal73,170334,C0P1,p9,91,10.459770114942529,nominal_8.7_no_event_truth
internal73,170334,C0P1,p10,98,11.264367816091955,nominal_8.7_no_event_truth
internal73,170334,C0P1,p11,110,12.643678160919542,nominal_8.7_no_event_truth
internal73,170334,C0P1,p12,130,14.942528735632186,nominal_8.7_no_event_truth
internal73,170334,C1P1,p1,5,0.574712643678161,nominal_8.7_no_event_truth
internal73,170334,C1P1,p2,18,2.0689655172413794,nominal_8.7_no_event_truth
internal73,170334,C1P1,p3,36,4.137931034482759,nominal_8.7_no_event_truth
internal73,170334,C1P1,p4,49,5.6321839080459775,nominal_8.7_no_event_truth
internal73,170334,C1P1,p5,62,7.126436781609196,nominal_8.7_no_event_truth
internal73,170334,C1P1,p6,76,8.735632183908047,nominal_8.7_no_event_truth
internal73,170334,C1P1,p7,91,10.459770114942529,nominal_8.7_no_event_truth
internal73,170334,C1P1,p8,103,11.839080459770116,nominal_8.7_no_event_truth
internal73,170334,C1P1,p9,110,12.643678160919542,nominal_8.7_no_event_truth
internal73,170334,C1P1,p10,124,14.252873563218392,nominal_8.7_no_event_truth
internal73,177395,C0P0,p1,6,0.6896551724137931,nominal_8.7_no_event_truth
internal73,177395,C0P0,p2,13,1.4942528735632186,nominal_8.7_no_event_truth
internal73,177395,C0P0,p3,20,2.298850574712644,nominal_8.7_no_event_truth
internal73,177395,C0P0,p4,27,3.1034482758620694,nominal_8.7_no_event_truth
internal73,177395,C0P0,p5,35,4.022988505747127,nominal_8.7_no_event_truth
internal73,177395,C0P0,p6,42,4.8275862068965525,nominal_8.7_no_event_truth
internal73,177395,C0P0,p7,50,5.74712643678161,nominal_8.7_no_event_truth
internal73,177395,C0P0,p8,57,6.551724137931035,nominal_8.7_no_event_truth
internal73,177395,C0P0,p9,63,7.241379310344828,nominal_8.7_no_event_truth
internal73,177395,C1P0,p1,6,0.6896551724137931,nominal_8.7_no_event_truth
internal73,177395,C1P0,p2,20,2.298850574712644,nominal_8.7_no_event_truth
internal73,177395,C1P0,p3,27,3.1034482758620694,nominal_8.7_no_event_truth
internal73,177395,C1P0,p4,35,4.022988505747127,nominal_8.7_no_event_truth
internal73,177395,C1P0,p5,42,4.8275862068965525,nominal_8.7_no_event_truth
internal73,177395,C1P0,p6,50,5.74712643678161,nominal_8.7_no_event_truth
internal73,177395,C1P0,p7,57,6.551724137931035,nominal_8.7_no_event_truth
internal73,177395,C1P0,p8,64,7.356321839080461,nominal_8.7_no_event_truth
internal73,177395,C0P1,p1,6,0.6896551724137931,nominal_8.7_no_event_truth
internal73,177395,C0P1,p2,13,1.4942528735632186,nominal_8.7_no_event_truth
internal73,177395,C0P1,p3,20,2.298850574712644,nominal_8.7_no_event_truth
internal73,177395,C0P1,p4,27,3.1034482758620694,nominal_8.7_no_event_truth
internal73,177395,C0P1,p5,35,4.022988505747127,nominal_8.7_no_event_truth
internal73,177395,C0P1,p6,42,4.8275862068965525,nominal_8.7_no_event_truth
internal73,177395,C0P1,p7,50,5.74712643678161,nominal_8.7_no_event_truth
internal73,177395,C0P1,p8,57,6.551724137931035,nominal_8.7_no_event_truth
internal73,177395,C0P1,p9,63,7.241379310344828,nominal_8.7_no_event_truth
internal73,177395,C1P1,p1,6,0.6896551724137931,nominal_8.7_no_event_truth
internal73,177395,C1P1,p2,20,2.298850574712644,nominal_8.7_no_event_truth
internal73,177395,C1P1,p3,27,3.1034482758620694,nominal_8.7_no_event_truth
internal73,177395,C1P1,p4,35,4.022988505747127,nominal_8.7_no_event_truth
internal73,177395,C1P1,p5,42,4.8275862068965525,nominal_8.7_no_event_truth
internal73,177395,C1P1,p6,50,5.74712643678161,nominal_8.7_no_event_truth
internal73,177395,C1P1,p7,57,6.551724137931035,nominal_8.7_no_event_truth
internal73,177395,C1P1,p8,64,7.356321839080461,nominal_8.7_no_event_truth
internal73,190546,C0P0,p1,14,1.6091954022988506,nominal_8.7_no_event_truth
internal73,190546,C0P0,p2,25,2.873563218390805,nominal_8.7_no_event_truth
internal73,190546,C0P0,p3,34,3.9080459770114944,nominal_8.7_no_event_truth
internal73,190546,C0P0,p4,43,4.942528735632185,nominal_8.7_no_event_truth
internal73,190546,C0P0,p5,54,6.206896551724139,nominal_8.7_no_event_truth
internal73,190546,C0P0,p6,64,7.356321839080461,nominal_8.7_no_event_truth
internal73,190546,C0P0,p7,73,8.39080459770115,nominal_8.7_no_event_truth
internal73,190546,C0P0,p8,84,9.655172413793105,nominal_8.7_no_event_truth
internal73,190546,C0P0,p9,93,10.689655172413794,nominal_8.7_no_event_truth
internal73,190546,C1P0,p1,14,1.6091954022988506,nominal_8.7_no_event_truth
internal73,190546,C1P0,p2,25,2.873563218390805,nominal_8.7_no_event_truth
internal73,190546,C1P0,p3,34,3.9080459770114944,nominal_8.7_no_event_truth
internal73,190546,C1P0,p4,43,4.942528735632185,nominal_8.7_no_event_truth
internal73,190546,C1P0,p5,54,6.206896551724139,nominal_8.7_no_event_truth
internal73,190546,C1P0,p6,64,7.356321839080461,nominal_8.7_no_event_truth
internal73,190546,C1P0,p7,73,8.39080459770115,nominal_8.7_no_event_truth
internal73,190546,C1P0,p8,84,9.655172413793105,nominal_8.7_no_event_truth
internal73,190546,C1P0,p9,93,10.689655172413794,nominal_8.7_no_event_truth
internal73,190546,C0P1,p1,14,1.6091954022988506,nominal_8.7_no_event_truth
internal73,190546,C0P1,p2,25,2.873563218390805,nominal_8.7_no_event_truth
internal73,190546,C0P1,p3,34,3.9080459770114944,nominal_8.7_no_event_truth
internal73,190546,C0P1,p4,43,4.942528735632185,nominal_8.7_no_event_truth
internal73,190546,C0P1,p5,54,6.206896551724139,nominal_8.7_no_event_truth
internal73,190546,C0P1,p6,64,7.356321839080461,nominal_8.7_no_event_truth
internal73,190546,C0P1,p7,73,8.39080459770115,nominal_8.7_no_event_truth
internal73,190546,C0P1,p8,84,9.655172413793105,nominal_8.7_no_event_truth
internal73,190546,C0P1,p9,93,10.689655172413794,nominal_8.7_no_event_truth
internal73,190546,C1P1,p1,14,1.6091954022988506,nominal_8.7_no_event_truth
internal73,190546,C1P1,p2,25,2.873563218390805,nominal_8.7_no_event_truth
internal73,190546,C1P1,p3,34,3.9080459770114944,nominal_8.7_no_event_truth
internal73,190546,C1P1,p4,43,4.942528735632185,nominal_8.7_no_event_truth
internal73,190546,C1P1,p5,54,6.206896551724139,nominal_8.7_no_event_truth
internal73,190546,C1P1,p6,64,7.356321839080461,nominal_8.7_no_event_truth
internal73,190546,C1P1,p7,73,8.39080459770115,nominal_8.7_no_event_truth
internal73,190546,C1P1,p8,84,9.655172413793105,nominal_8.7_no_event_truth
internal73,190546,C1P1,p9,93,10.689655172413794,nominal_8.7_no_event_truth
internal73,190588,C0P0,p1,16,1.8390804597701151,nominal_8.7_no_event_truth
internal73,190588,C0P0,p2,25,2.873563218390805,nominal_8.7_no_event_truth
internal73,190588,C0P0,p3,32,3.6781609195402303,nominal_8.7_no_event_truth
internal73,190588,C0P0,p4,41,4.71264367816092,nominal_8.7_no_event_truth
internal73,190588,C0P0,p5,51,5.862068965517242,nominal_8.7_no_event_truth
internal73,190588,C0P0,p6,57,6.551724137931035,nominal_8.7_no_event_truth
internal73,190588,C0P0,p7,66,7.586206896551725,nominal_8.7_no_event_truth
internal73,190588,C0P0,p8,73,8.39080459770115,nominal_8.7_no_event_truth
internal73,190588,C0P0,p9,82,9.42528735632184,nominal_8.7_no_event_truth
internal73,190588,C0P0,p10,89,10.229885057471265,nominal_8.7_no_event_truth
internal73,190588,C1P0,p1,8,0.9195402298850576,nominal_8.7_no_event_truth
internal73,190588,C1P0,p2,15,1.7241379310344829,nominal_8.7_no_event_truth
internal73,190588,C1P0,p3,24,2.7586206896551726,nominal_8.7_no_event_truth
internal73,190588,C1P0,p4,33,3.7931034482758625,nominal_8.7_no_event_truth
internal73,190588,C1P0,p5,42,4.8275862068965525,nominal_8.7_no_event_truth
internal73,190588,C1P0,p6,50,5.74712643678161,nominal_8.7_no_event_truth
internal73,190588,C1P0,p7,58,6.666666666666667,nominal_8.7_no_event_truth
internal73,190588,C1P0,p8,66,7.586206896551725,nominal_8.7_no_event_truth
internal73,190588,C1P0,p9,75,8.620689655172415,nominal_8.7_no_event_truth
internal73,190588,C1P0,p10,82,9.42528735632184,nominal_8.7_no_event_truth
internal73,190588,C1P0,p11,89,10.229885057471265,nominal_8.7_no_event_truth
internal73,190588,C0P1,p1,9,1.0344827586206897,nominal_8.7_no_event_truth
internal73,190588,C0P1,p2,16,1.8390804597701151,nominal_8.7_no_event_truth
internal73,190588,C0P1,p3,25,2.873563218390805,nominal_8.7_no_event_truth
internal73,190588,C0P1,p4,32,3.6781609195402303,nominal_8.7_no_event_truth
internal73,190588,C0P1,p5,41,4.71264367816092,nominal_8.7_no_event_truth
internal73,190588,C0P1,p6,51,5.862068965517242,nominal_8.7_no_event_truth
internal73,190588,C0P1,p7,66,7.586206896551725,nominal_8.7_no_event_truth
internal73,190588,C0P1,p8,73,8.39080459770115,nominal_8.7_no_event_truth
internal73,190588,C0P1,p9,82,9.42528735632184,nominal_8.7_no_event_truth
internal73,190588,C0P1,p10,89,10.229885057471265,nominal_8.7_no_event_truth
internal73,190588,C1P1,p1,8,0.9195402298850576,nominal_8.7_no_event_truth
internal73,190588,C1P1,p2,15,1.7241379310344829,nominal_8.7_no_event_truth
internal73,190588,C1P1,p3,24,2.7586206896551726,nominal_8.7_no_event_truth
internal73,190588,C1P1,p4,33,3.7931034482758625,nominal_8.7_no_event_truth
internal73,190588,C1P1,p5,42,4.8275862068965525,nominal_8.7_no_event_truth
internal73,190588,C1P1,p6,50,5.74712643678161,nominal_8.7_no_event_truth
internal73,190588,C1P1,p7,58,6.666666666666667,nominal_8.7_no_event_truth
internal73,190588,C1P1,p8,66,7.586206896551725,nominal_8.7_no_event_truth
internal73,190588,C1P1,p9,75,8.620689655172415,nominal_8.7_no_event_truth
internal73,190588,C1P1,p10,82,9.42528735632184,nominal_8.7_no_event_truth
internal73,190588,C1P1,p11,89,10.229885057471265,nominal_8.7_no_event_truth
internal73,196434,C0P0,p1,7,0.8045977011494253,nominal_8.7_no_event_truth
internal73,196434,C0P0,p2,21,2.4137931034482762,nominal_8.7_no_event_truth
internal73,196434,C0P0,p3,37,4.252873563218391,nominal_8.7_no_event_truth
internal73,196434,C0P0,p4,53,6.0919540229885065,nominal_8.7_no_event_truth
internal73,196434,C0P0,p5,71,8.160919540229886,nominal_8.7_no_event_truth
internal73,196434,C0P0,p6,88,10.114942528735632,nominal_8.7_no_event_truth
internal73,196434,C0P0,p7,95,10.919540229885058,nominal_8.7_no_event_truth
internal73,196434,C0P0,p8,113,12.988505747126437,nominal_8.7_no_event_truth
internal73,196434,C0P0,p9,126,14.482758620689657,nominal_8.7_no_event_truth
internal73,196434,C1P0,p1,6,0.6896551724137931,nominal_8.7_no_event_truth
internal73,196434,C1P0,p2,22,2.528735632183908,nominal_8.7_no_event_truth
internal73,196434,C1P0,p3,39,4.482758620689656,nominal_8.7_no_event_truth
internal73,196434,C1P0,p4,55,6.321839080459771,nominal_8.7_no_event_truth
internal73,196434,C1P0,p5,69,7.931034482758621,nominal_8.7_no_event_truth
internal73,196434,C1P0,p6,86,9.88505747126437,nominal_8.7_no_event_truth
internal73,196434,C1P0,p7,95,10.919540229885058,nominal_8.7_no_event_truth
internal73,196434,C1P0,p8,113,12.988505747126437,nominal_8.7_no_event_truth
internal73,196434,C1P0,p9,126,14.482758620689657,nominal_8.7_no_event_truth
internal73,196434,C0P1,p1,7,0.8045977011494253,nominal_8.7_no_event_truth
internal73,196434,C0P1,p2,21,2.4137931034482762,nominal_8.7_no_event_truth
internal73,196434,C0P1,p3,37,4.252873563218391,nominal_8.7_no_event_truth
internal73,196434,C0P1,p4,53,6.0919540229885065,nominal_8.7_no_event_truth
internal73,196434,C0P1,p5,71,8.160919540229886,nominal_8.7_no_event_truth
internal73,196434,C0P1,p6,88,10.114942528735632,nominal_8.7_no_event_truth
internal73,196434,C0P1,p7,95,10.919540229885058,nominal_8.7_no_event_truth
internal73,196434,C0P1,p8,113,12.988505747126437,nominal_8.7_no_event_truth
internal73,196434,C0P1,p9,126,14.482758620689657,nominal_8.7_no_event_truth
internal73,196434,C1P1,p1,6,0.6896551724137931,nominal_8.7_no_event_truth
internal73,196434,C1P1,p2,22,2.528735632183908,nominal_8.7_no_event_truth
internal73,196434,C1P1,p3,39,4.482758620689656,nominal_8.7_no_event_truth
internal73,196434,C1P1,p4,55,6.321839080459771,nominal_8.7_no_event_truth
internal73,196434,C1P1,p5,69,7.931034482758621,nominal_8.7_no_event_truth
internal73,196434,C1P1,p6,86,9.88505747126437,nominal_8.7_no_event_truth
internal73,196434,C1P1,p7,95,10.919540229885058,nominal_8.7_no_event_truth
internal73,196434,C1P1,p8,113,12.988505747126437,nominal_8.7_no_event_truth
internal73,196434,C1P1,p9,126,14.482758620689657,nominal_8.7_no_event_truth
internal73,200653,C0P0,p1,8,0.9195402298850576,nominal_8.7_no_event_truth
internal73,200653,C0P0,p2,19,2.1839080459770117,nominal_8.7_no_event_truth
internal73,200653,C0P0,p3,31,3.563218390804598,nominal_8.7_no_event_truth
internal73,200653,C0P0,p4,43,4.942528735632185,nominal_8.7_no_event_truth
internal73,200653,C0P0,p5,59,6.781609195402299,nominal_8.7_no_event_truth
internal73,200653,C0P0,p6,70,8.045977011494253,nominal_8.7_no_event_truth
internal73,200653,C0P0,p7,80,9.195402298850576,nominal_8.7_no_event_truth
internal73,200653,C0P0,p8,91,10.459770114942529,nominal_8.7_no_event_truth
internal73,200653,C0P0,p9,101,11.609195402298852,nominal_8.7_no_event_truth
internal73,200653,C0P0,p10,110,12.643678160919542,nominal_8.7_no_event_truth
internal73,200653,C1P0,p1,8,0.9195402298850576,nominal_8.7_no_event_truth
internal73,200653,C1P0,p2,19,2.1839080459770117,nominal_8.7_no_event_truth
internal73,200653,C1P0,p3,31,3.563218390804598,nominal_8.7_no_event_truth
internal73,200653,C1P0,p4,43,4.942528735632185,nominal_8.7_no_event_truth
internal73,200653,C1P0,p5,59,6.781609195402299,nominal_8.7_no_event_truth
internal73,200653,C1P0,p6,70,8.045977011494253,nominal_8.7_no_event_truth
internal73,200653,C1P0,p7,80,9.195402298850576,nominal_8.7_no_event_truth
internal73,200653,C1P0,p8,91,10.459770114942529,nominal_8.7_no_event_truth
internal73,200653,C1P0,p9,101,11.609195402298852,nominal_8.7_no_event_truth
internal73,200653,C1P0,p10,110,12.643678160919542,nominal_8.7_no_event_truth
internal73,200653,C0P1,p1,8,0.9195402298850576,nominal_8.7_no_event_truth
internal73,200653,C0P1,p2,19,2.1839080459770117,nominal_8.7_no_event_truth
internal73,200653,C0P1,p3,31,3.563218390804598,nominal_8.7_no_event_truth
internal73,200653,C0P1,p4,43,4.942528735632185,nominal_8.7_no_event_truth
internal73,200653,C0P1,p5,59,6.781609195402299,nominal_8.7_no_event_truth
internal73,200653,C0P1,p6,70,8.045977011494253,nominal_8.7_no_event_truth
internal73,200653,C0P1,p7,80,9.195402298850576,nominal_8.7_no_event_truth
internal73,200653,C0P1,p8,91,10.459770114942529,nominal_8.7_no_event_truth
internal73,200653,C0P1,p9,101,11.609195402298852,nominal_8.7_no_event_truth
internal73,200653,C0P1,p10,110,12.643678160919542,nominal_8.7_no_event_truth
internal73,200653,C1P1,p1,8,0.9195402298850576,nominal_8.7_no_event_truth
internal73,200653,C1P1,p2,19,2.1839080459770117,nominal_8.7_no_event_truth
internal73,200653,C1P1,p3,31,3.563218390804598,nominal_8.7_no_event_truth
