cohort,arm,coverage,n,rr_r2,rr_mae_bpm,rr_rmse_bpm,count_mae,exact_count,within_one_count,mean_count_accuracy_percent,bias_bpm,loa_low_bpm,loa_high_bpm,tp,fp,fn,event_precision,event_recall,event_f1
anchored49,C0P0,47/47,47,0.7591946484627924,3.3623515888421815,5.515404628757317,1.6808510638297873,15,29,92.38450988779576,0.6378070510583929,-10.215947484623385,11.491561586740172,860.0,282.0,267.0,0.7530647985989493,0.7630878438331854,0.7580431908329661
anchored49,C1P0,47/47,47,0.8499098836075554,2.93514767815608,4.354320170998351,1.4680851063829787,15,32,93.4620098632304,0.21316041842088487,-8.403231246364447,8.829552083206218,857.0,275.0,270.0,0.7570671378091873,0.7604259094942325,0.7587428065515714
anchored49,C0P1,47/47,47,0.7876678369477217,3.2764891004237575,5.179075046488601,1.6382978723404256,15,29,92.76238434224403,1.2333459668909093,-8.732191586959043,11.19888352074086,872.0,284.0,255.0,0.754325259515571,0.7737355811889973,0.7639071397284275
anchored49,C1P1,47/47,47,0.866151089273884,2.934556332899343,4.111986997863486,1.4680851063829787,13,28,93.67850094477413,0.9790363285792062,-6.933312148095149,8.891384805253562,868.0,282.0,259.0,0.7547826086956522,0.7701863354037267,0.7624066754501537
internal73,C0P0,73/73,73,0.6126125579400793,5.120851750988737,7.9285039259893475,0.9178082191780822,29,59,89.9411433315543,-0.42386836907384895,-16.04890264212591,15.201165903978213,,,,,,
internal73,C1P0,73/73,73,0.6339163495499947,4.706927775420926,7.707413214120897,0.8082191780821918,32,60,91.0854632429975,-1.1925927953325213,-16.220469649485743,13.835284058820701,,,,,,
internal73,C0P1,73/73,73,0.673041614545351,4.682881045894744,7.283912441783988,0.8493150684931506,31,59,90.65651623870801,0.3743585181941344,-13.981911646883919,14.730628683272187,,,,,,
internal73,C1P1,73/73,73,0.7138699759662517,3.868672423466944,6.8139696084925045,0.684931506849315,39,62,92.35154875565834,-0.04051428024030776,-13.488082887226133,13.407054326745518,,,,,,
