frame_id,seed_variant,keypoint,choice,score
R3-05_t10,frozen_roi,1,4,0.13662382975397236
R3-05_t25,baseline,1,0,0.2837976261819293
R3-05_t25,baseline,1,1,0.05272347073375272
R3-05_t25,baseline,1,2,0.3002448974840277
R3-05_t25,baseline,1,3,0.30834690549194477
R3-05_t25,baseline,1,4,0.2782606917798631
R3-05_t25,frozen_roi,0,0,0.03362899232864436
R3-05_t25,frozen_roi,0,1,0.2061919784703754
R3-05_t25,frozen_roi,0,2,0.44463257354407304
R3-05_t25,frozen_roi,0,3,0.09260338177594463
R3-05_t25,frozen_roi,0,4,0.06968297692900194
R3-05_t25,frozen_roi,1,0,0.24950994067883414
R3-05_t25,frozen_roi,1,1,0.02415600052228939
R3-05_t25,frozen_roi,1,2,0.3081844828906526
R3-05_t25,frozen_roi,1,3,0.2705510097270647
R3-05_t25,frozen_roi,1,4,0.2472985404689041
R3-06_t00,baseline,0,0,0.8590392211171185
R3-06_t00,baseline,0,1,0.22709726056183754
R3-06_t00,baseline,0,2,1.118387362122224
R3-06_t00,baseline,0,3,0.4797785815529245
R3-06_t00,baseline,0,4,1.113072321393183
R3-06_t00,baseline,1,0,0.32899930876097017
R3-06_t00,baseline,1,1,0.5212382279828134
R3-06_t00,baseline,1,2,1.0831019929832912
R3-06_t00,baseline,1,3,0.7547159398636332
R3-06_t00,baseline,1,4,0.2905867453673636
R3-06_t15,baseline,0,0,0.5402226711950533
R3-06_t15,baseline,0,1,0.3188189171766709
R3-06_t15,baseline,0,2,0.3574593813758611
R3-06_t15,baseline,0,3,0.09665254818999003
R3-06_t15,baseline,0,4,0.9335088147382749
R3-06_t15,baseline,1,0,1.0296972154796364
R3-06_t15,baseline,1,1,0.965490180024112
R3-06_t15,baseline,1,2,0.7058288598446474
R3-06_t15,baseline,1,3,0.28824345542646057
R3-06_t15,baseline,1,4,1.202561639466584
R3-06_t25,baseline,0,0,0.1262343495365954
R3-06_t25,baseline,0,1,0.1451744312070531
R3-06_t25,baseline,0,2,0.30782115880549554
R3-06_t25,baseline,0,3,0.06194082136950385
R3-06_t25,baseline,0,4,0.41230671242514916
R3-06_t25,baseline,1,0,0.48106438462680146
R3-06_t25,baseline,1,1,0.5500766151004299
R3-06_t25,baseline,1,2,0.10282233249276018
R3-06_t25,baseline,1,3,0.006618741839346853
R3-06_t25,baseline,1,4,0.6263317399426214
R3-09_t00,baseline,0,0,0.3630933150456883
R3-09_t00,baseline,0,1,0.00409169135203058
R3-09_t00,baseline,0,2,0.36752904193824065
R3-09_t00,baseline,0,3,0.24635001241055932
R3-09_t00,baseline,0,4,0.31818193370202863
R3-09_t00,frozen_roi,0,0,0.3630933150456883
R3-09_t00,frozen_roi,0,1,0.00409169135203058
R3-09_t00,frozen_roi,0,2,0.36752904193824065
R3-09_t00,frozen_roi,0,3,0.24635001241055932
R3-09_t00,frozen_roi,0,4,0.31818193370202863
R3-09_t00,frozen_roi,1,0,0.24454058668874978
R3-09_t00,frozen_roi,1,1,0.22785728401118632
R3-09_t00,frozen_roi,1,2,0.08337188582971322
R3-09_t00,frozen_roi,1,3,0.6446283166143516
R3-09_t00,frozen_roi,1,4,0.12273195245103352
R3-09_t15,baseline,0,0,0.29714767842900613
R3-09_t15,baseline,0,1,0.06976756193700595
R3-09_t15,baseline,0,2,0.3651586202063939
R3-09_t15,baseline,0,3,0.4343568384197809
R3-09_t15,baseline,0,4,0.15247850118925754
R3-09_t15,baseline,1,0,0.04835283653775946
R3-09_t15,baseline,1,1,0.1229359152522278
R3-09_t15,baseline,1,2,0.19451858646306164
R3-09_t15,baseline,1,3,0.33112415394850103
R3-09_t15,baseline,1,4,0.04126263343424341
R3-09_t15,frozen_roi,0,0,0.29714767842900613
R3-09_t15,frozen_roi,0,1,0.06976756193700595
R3-09_t15,frozen_roi,0,2,0.3651586202063939
R3-09_t15,frozen_roi,0,3,0.4343568384197809
R3-09_t15,frozen_roi,0,4,0.15247850118925754
R3-09_t15,frozen_roi,1,0,0.04835283653775946
R3-09_t15,frozen_roi,1,1,0.1229359152522278
R3-09_t15,frozen_roi,1,2,0.19451858646306164
R3-09_t15,frozen_roi,1,3,0.33112415394850103
R3-09_t15,frozen_roi,1,4,0.04126263343424341
R3-09_t20,baseline,0,0,0.19490588455828117
R3-09_t20,baseline,0,1,0.026386860298892145
R3-09_t20,baseline,0,2,0.29514423797284906
R3-09_t20,baseline,0,3,0.2672518035550624
R3-09_t20,baseline,0,4,0.1253426046557422
R3-09_t20,baseline,1,0,0.07996669008311841
R3-09_t20,baseline,1,1,0.44459219950752527
R3-09_t20,baseline,1,2,0.1079019577295881
R3-09_t20,baseline,1,3,0.3960984573474633
R3-09_t20,baseline,1,4,0.3114132553813391
R3-09_t20,frozen_roi,0,0,0.19490588455828117
R3-09_t20,frozen_roi,0,1,0.026386860298892145
R3-09_t20,frozen_roi,0,2,0.29514423797284906
R3-09_t20,frozen_roi,0,3,0.2672518035550624
R3-09_t20,frozen_roi,0,4,0.1253426046557422
R3-09_t20,frozen_roi,1,0,0.07996669008311841
R3-09_t20,frozen_roi,1,1,0.44459219950752527
R3-09_t20,frozen_roi,1,2,0.1079019577295881
R3-09_t20,frozen_roi,1,3,0.3960984573474633
R3-09_t20,frozen_roi,1,4,0.3114132553813391
R3-09_t25,baseline,0,0,0.274341545449694
R3-09_t25,baseline,0,1,0.18032139458048135
R3-09_t25,baseline,0,2,0.5309948927371693
R3-09_t25,baseline,0,3,0.25019337139580244
R3-09_t25,baseline,0,4,0.09995984709927797
R3-09_t25,baseline,1,0,0.7414976182654058
R3-09_t25,baseline,1,1,0.22887335727857305
R3-09_t25,baseline,1,2,0.674174125618137
R3-09_t25,baseline,1,3,0.21476930526940663
R3-09_t25,baseline,1,4,0.9403446578801606
R3-09_t25,frozen_roi,0,0,0.274341545449694
R3-09_t25,frozen_roi,0,1,0.18032139458048135
R3-09_t25,frozen_roi,0,2,0.5309948927371693
R3-09_t25,frozen_roi,0,3,0.25019337139580244
R3-09_t25,frozen_roi,0,4,0.09995984709927797
R3-09_t25,frozen_roi,1,0,0.7414976182654058
R3-09_t25,frozen_roi,1,1,0.22887335727857305
R3-09_t25,frozen_roi,1,2,0.674174125618137
R3-09_t25,frozen_roi,1,3,0.21476930526940663
R3-09_t25,frozen_roi,1,4,0.9403446578801606
R3-10_t00,baseline,0,0,0.20812268976219173
R3-10_t00,baseline,0,1,0.4973807024009176
R3-10_t00,baseline,0,2,0.059702651456994715
R3-10_t00,baseline,0,3,0.25808904679810496
R3-10_t00,baseline,0,4,0.2929891957373201
R3-10_t00,baseline,1,0,0.39622492985669666
R3-10_t00,baseline,1,1,0.12881994729734103
R3-10_t00,baseline,1,2,0.39247383014678405
R3-10_t00,baseline,1,3,0.21622859000157746
R3-10_t00,baseline,1,4,0.6064386292165622
R3-10_t00,frozen_roi,0,0,0.20812268976219173
R3-10_t00,frozen_roi,0,1,0.4973807024009176
R3-10_t00,frozen_roi,0,2,0.059702651456994715
R3-10_t00,frozen_roi,0,3,0.25808904679810496
R3-10_t00,frozen_roi,0,4,0.2929891957373201
R3-10_t00,frozen_roi,1,0,0.39622492985669666
R3-10_t00,frozen_roi,1,1,0.12881994729734103
R3-10_t00,frozen_roi,1,2,0.39247383014678405
R3-10_t00,frozen_roi,1,3,0.21622859000157746
R3-10_t00,frozen_roi,1,4,0.6064386292165622
R3-10_t20,baseline,0,0,0.36207571081152423
R3-10_t20,baseline,0,1,0.40554305370717714
R3-10_t20,baseline,0,2,0.2175917779279395
R3-10_t20,baseline,0,3,0.4856909004149905
R3-10_t20,baseline,0,4,0.29227495711302964
R3-10_t20,baseline,1,0,0.08049029853214762
R3-10_t20,baseline,1,1,0.1844638956504987
R3-10_t20,baseline,1,2,0.039145227695492224
R3-10_t20,baseline,1,3,0.058678185013274486
R3-10_t20,baseline,1,4,0.020654369680180196
R3-10_t20,frozen_roi,0,0,0.4382424133977736
R3-10_t20,frozen_roi,0,1,0.4833250162630627
R3-10_t20,frozen_roi,0,2,0.2629703651846249
R3-10_t20,frozen_roi,0,3,0.551045348614501
R3-10_t20,frozen_roi,0,4,0.36971287783445916
R3-10_t20,frozen_roi,1,0,0.0803466321943418
R3-10_t20,frozen_roi,1,1,0.21578024244407956
R3-10_t20,frozen_roi,1,2,0.09666518632190346
R3-10_t20,frozen_roi,1,3,0.04124724087927589
R3-10_t20,frozen_roi,1,4,0.006304410738461996
R3-11_t20,baseline,0,0,0.6757120291039769
R3-11_t20,baseline,0,1,0.018547458711548614
R3-11_t20,baseline,0,2,1.095669664031373
R3-11_t20,baseline,0,3,0.39257222619268717
R3-11_t20,baseline,0,4,0.8427190246451559
R3-11_t20,frozen_roi,0,0,0.5334018162185181
R3-11_t20,frozen_roi,0,1,0.03257380966543977
R3-11_t20,frozen_roi,0,2,0.8420506996998434
R3-11_t20,frozen_roi,0,3,0.34413803745780314
R3-11_t20,frozen_roi,0,4,0.6704307218656957
R3-11_t20,frozen_roi,1,0,0.10404757852721502
R3-11_t20,frozen_roi,1,1,
R3-11_t20,frozen_roi,1,2,0.13890539568634708
R3-11_t20,frozen_roi,1,3,0.11460466081923215
R3-11_t20,frozen_roi,1,4,0.07254897474825128
R3-14_t05,baseline,0,0,0.4948102308661042
R3-14_t05,baseline,0,1,0.007606503310817914
R3-14_t05,baseline,0,2,0.39648495458971666
R3-14_t05,baseline,0,3,0.4278759436697719
R3-14_t05,baseline,0,4,0.24822416172620265
R3-14_t10,baseline,0,0,0.10914761914766302
R3-14_t10,baseline,0,1,0.2426499276509162
R3-14_t10,baseline,0,2,0.474523095008049
R3-14_t10,baseline,0,3,0.04604256389015404
R3-14_t10,baseline,0,4,0.14406519365325465
R3-14_t15,baseline,0,0,0.34738911193991484
R3-14_t15,baseline,0,1,0.06743757071145495
R3-14_t15,baseline,0,2,0.3659191168263618
R3-14_t15,baseline,0,3,0.3127365443937222
R3-14_t15,baseline,0,4,0.11868683404875213
R3-14_t15,baseline,1,0,1.4534130745614284
R3-14_t15,baseline,1,1,1.1544634852074296
R3-14_t15,baseline,1,2,1.3037472399960883
R3-14_t15,baseline,1,3,1.3927443996250588
R3-14_t15,baseline,1,4,1.437807081579475
R3-14_t20,baseline,0,0,0.15237822156038305
R3-14_t20,baseline,0,1,0.2964816180086416
R3-14_t20,baseline,0,2,0.3109284617791701
R3-14_t20,baseline,0,3,0.28580567586949
R3-14_t20,baseline,0,4,0.20445463317754786
R3-14_t20,baseline,1,0,1.143294698595703
R3-14_t20,baseline,1,1,1.0970421446407244
R3-14_t20,baseline,1,2,0.7643919297241197
R3-14_t20,baseline,1,3,1.1849969110581497
R3-14_t20,baseline,1,4,1.2805853453967444
R3-14_t25,baseline,0,0,0.0040829387049114985
R3-14_t25,baseline,0,1,0.47170992536396383
R3-14_t25,baseline,0,2,0.43781728437271283
R3-14_t25,baseline,0,3,0.023813118709618664
R3-14_t25,baseline,0,4,0.22473353690389075
R3-22_t05,baseline,1,0,0.9360287025710683
R3-22_t05,baseline,1,1,1.155236270891475
R3-22_t05,baseline,1,2,0.3646108810677937
R3-22_t05,baseline,1,3,0.535645203350068
R3-22_t05,baseline,1,4,1.1719663875992943
R3-22_t05,frozen_roi,0,0,1.4717771942238969
R3-22_t05,frozen_roi,0,1,1.047924288013693
R3-22_t05,frozen_roi,0,2,0.9103439526118464
R3-22_t05,frozen_roi,0,3,1.2341225178969495
R3-22_t05,frozen_roi,0,4,1.458803890070758
R3-22_t05,frozen_roi,1,0,0.9360287025710683
R3-22_t05,frozen_roi,1,1,1.155236270891475
R3-22_t05,frozen_roi,1,2,0.3646108810677937
R3-22_t05,frozen_roi,1,3,0.535645203350068
R3-22_t05,frozen_roi,1,4,1.1719663875992943
R3-22_t15,baseline,1,0,0.519361638804785
R3-22_t15,baseline,1,1,0.45710359312503357
R3-22_t15,baseline,1,2,0.19526621803656852
R3-22_t15,baseline,1,3,0.11216684597388493
R3-22_t15,baseline,1,4,0.6181612782949557
R3-22_t15,frozen_roi,0,0,1.8121924348972591
R3-22_t15,frozen_roi,0,1,2.0395959459958455
R3-22_t15,frozen_roi,0,2,0.5581662777768948
R3-22_t15,frozen_roi,0,3,1.37628912065286
R3-22_t15,frozen_roi,0,4,1.8587119686584508
R3-22_t15,frozen_roi,1,0,0.519361638804785
R3-22_t15,frozen_roi,1,1,0.45710359312503357
R3-22_t15,frozen_roi,1,2,0.19526621803656852
R3-22_t15,frozen_roi,1,3,0.11216684597388493
R3-22_t15,frozen_roi,1,4,0.6181612782949557
R3-22_t20,baseline,1,0,0.8087539887818203
R3-22_t20,baseline,1,1,0.836986674545841
R3-22_t20,baseline,1,2,0.2334911561212749
R3-22_t20,baseline,1,3,0.26124587197338656
R3-22_t20,baseline,1,4,0.688430939046178
R3-22_t20,frozen_roi,0,0,1.1463283894846654
R3-22_t20,frozen_roi,0,1,0.9412527038080363
R3-22_t20,frozen_roi,0,2,1.0689819832176184
R3-22_t20,frozen_roi,0,3,0.8598556062390053
R3-22_t20,frozen_roi,0,4,1.2859712912622463
R3-22_t20,frozen_roi,1,0,0.8087539887818203
R3-22_t20,frozen_roi,1,1,0.836986674545841
R3-22_t20,frozen_roi,1,2,0.2334911561212749
R3-22_t20,frozen_roi,1,3,0.26124587197338656
R3-22_t20,frozen_roi,1,4,0.688430939046178
R3-22_t25,baseline,0,0,1.0073420280225847
R3-22_t25,baseline,0,1,1.0854349988294096
R3-22_t25,baseline,0,2,0.7556115735441438
R3-22_t25,baseline,0,3,1.1725333388317232
R3-22_t25,baseline,0,4,0.6972874139847214
R3-22_t25,baseline,1,0,1.1100407605307154
R3-22_t25,baseline,1,1,0.17860202369465483
R3-22_t25,baseline,1,2,1.217195665597938
R3-22_t25,baseline,1,3,0.636217246569398
R3-22_t25,baseline,1,4,1.358135718332047
R3-22_t25,frozen_roi,0,0,1.1173803265064208
R3-22_t25,frozen_roi,0,1,0.9985933718070363
R3-22_t25,frozen_roi,0,2,0.8654529306938628
R3-22_t25,frozen_roi,0,3,1.1875196856644763
R3-22_t25,frozen_roi,0,4,0.7796865995750331
R3-22_t25,frozen_roi,1,0,1.1599796997616068
R3-22_t25,frozen_roi,1,1,0.16101524212278306
R3-22_t25,frozen_roi,1,2,1.2390150043805903
R3-22_t25,frozen_roi,1,3,0.6214805789470041
R3-22_t25,frozen_roi,1,4,1.4275529157726652
R3-23_t00,baseline,1,0,0.48780453401190726
R3-23_t00,baseline,1,1,0.5046388508039072
R3-23_t00,baseline,1,2,0.09073336938966747
R3-23_t00,baseline,1,3,0.748764308083544
R3-23_t00,baseline,1,4,0.3291802803226247
R3-23_t00,frozen_roi,0,0,0.11812878424687767
R3-23_t00,frozen_roi,0,1,0.4758174214488946
R3-23_t00,frozen_roi,0,2,0.5918487919728435
R3-23_t00,frozen_roi,0,3,0.23988144259533328
R3-23_t00,frozen_roi,0,4,0.41183599546085503
R3-23_t00,frozen_roi,1,0,0.48780453401190726
R3-23_t00,frozen_roi,1,1,0.5046388508039072
R3-23_t00,frozen_roi,1,2,0.09073336938966747
R3-23_t00,frozen_roi,1,3,0.748764308083544
R3-23_t00,frozen_roi,1,4,0.3291802803226247
R3-23_t20,baseline,0,0,0.2637958265973168
R3-23_t20,baseline,0,1,0.10876356019203826
R3-23_t20,baseline,0,2,0.401852067461121
R3-23_t20,baseline,0,3,0.23489948734917476
R3-23_t20,baseline,0,4,0.21669031039017028
R3-23_t20,frozen_roi,0,0,0.23275938579004674
R3-23_t20,frozen_roi,0,1,0.01657455161433319
R3-23_t20,frozen_roi,0,2,0.34318411022551487
R3-23_t20,frozen_roi,0,3,0.19174149257226958
R3-23_t20,frozen_roi,0,4,0.2101499612078399
R3-23_t20,frozen_roi,1,0,
R3-23_t20,frozen_roi,1,1,
R3-23_t20,frozen_roi,1,2,
R3-23_t20,frozen_roi,1,3,
R3-23_t20,frozen_roi,1,4,
R3-23_t25,baseline,0,0,0.3494370061311045
R3-23_t25,baseline,0,1,0.38605024507909746
R3-23_t25,baseline,0,2,0.13536042431076822
R3-23_t25,baseline,0,3,0.43614240230503754
R3-23_t25,baseline,0,4,0.1451492449134335
R3-23_t25,frozen_roi,0,0,0.3494370061311045
R3-23_t25,frozen_roi,0,1,0.38605024507909746
R3-23_t25,frozen_roi,0,2,0.13536042431076822
R3-23_t25,frozen_roi,0,3,0.43614240230503754
R3-23_t25,frozen_roi,0,4,0.1451492449134335
R3-23_t25,frozen_roi,1,0,0.2891444108640222
R3-23_t25,frozen_roi,1,1,0.5929710296281314
R3-23_t25,frozen_roi,1,2,0.06327385795268015
R3-23_t25,frozen_roi,1,3,0.15325549047390297
R3-23_t25,frozen_roi,1,4,0.13305367030481108
R3-24_t00,baseline,1,0,0.19602442541152243
R3-24_t00,baseline,1,1,0.19529535442287482
R3-24_t00,baseline,1,2,0.17013626822674155
R3-24_t00,baseline,1,3,0.24288635576072437
R3-24_t00,baseline,1,4,0.06673623445028198
R3-24_t00,frozen_roi,0,0,1.6781586163691422
R3-24_t00,frozen_roi,0,1,1.7888166349186605
R3-24_t00,frozen_roi,0,2,0.91211914856326
R3-24_t00,frozen_roi,0,3,2.0380714538523996
R3-24_t00,frozen_roi,0,4,1.3349888772878096
R3-24_t00,frozen_roi,1,0,0.19602442541152243
R3-24_t00,frozen_roi,1,1,0.19529535442287482
R3-24_t00,frozen_roi,1,2,0.17013626822674155
R3-24_t00,frozen_roi,1,3,0.24288635576072437
R3-24_t00,frozen_roi,1,4,0.06673623445028198
R3-24_t05,baseline,0,0,0.059724523363065884
R3-24_t05,baseline,0,1,0.2235560195099353
R3-24_t05,baseline,0,2,0.09320440258623819
R3-24_t05,baseline,0,3,0.07098950541419669
R3-24_t05,baseline,0,4,0.029074354450337125
R3-24_t05,baseline,1,0,0.029158172383638714
R3-24_t05,baseline,1,1,0.2045492333392076
R3-24_t05,baseline,1,2,0.08292442256808386
R3-24_t05,baseline,1,3,0.00014523571261548796
R3-24_t05,baseline,1,4,0.029156058169284904
R3-24_t05,frozen_roi,0,0,0.059724523363065884
R3-24_t05,frozen_roi,0,1,0.2235560195099353
R3-24_t05,frozen_roi,0,2,0.09320440258623819
R3-24_t05,frozen_roi,0,3,0.07098950541419669
R3-24_t05,frozen_roi,0,4,0.029074354450337125
R3-24_t05,frozen_roi,1,0,0.029158172383638714
R3-24_t05,frozen_roi,1,1,0.2045492333392076
R3-24_t05,frozen_roi,1,2,0.08292442256808386
R3-24_t05,frozen_roi,1,3,0.00014523571261548796
R3-24_t05,frozen_roi,1,4,0.029156058169284904
R3-24_t10,baseline,0,0,0.2580827156911454
R3-24_t10,baseline,0,1,0.20418101932666843
R3-24_t10,baseline,0,2,0.11252312646640661
R3-24_t10,baseline,0,3,0.3576407701641102
R3-24_t10,baseline,0,4,0.11570659274039485
R3-24_t10,baseline,1,0,0.29429390160873936
R3-24_t10,baseline,1,1,0.6216566009397511
R3-24_t10,baseline,1,2,0.10500459195881717
R3-24_t10,baseline,1,3,0.2286553335014503
R3-24_t10,baseline,1,4,0.1301487330994746
R3-24_t10,frozen_roi,0,0,0.2580827156911454
R3-24_t10,frozen_roi,0,1,0.20418101932666843
R3-24_t10,frozen_roi,0,2,0.11252312646640661
R3-24_t10,frozen_roi,0,3,0.3576407701641102
R3-24_t10,frozen_roi,0,4,0.11570659274039485
R3-24_t10,frozen_roi,1,0,0.29429390160873936
R3-24_t10,frozen_roi,1,1,0.6216566009397511
R3-24_t10,frozen_roi,1,2,0.10500459195881717
R3-24_t10,frozen_roi,1,3,0.2286553335014503
R3-24_t10,frozen_roi,1,4,0.1301487330994746
R3-24_t20,baseline,1,0,0.04356178717381454
R3-24_t20,baseline,1,1,0.1676238630293554
R3-24_t20,baseline,1,2,0.17862195996872998
R3-24_t20,baseline,1,3,0.2974015174841469
R3-24_t20,baseline,1,4,0.2600400595795307
R3-24_t20,frozen_roi,0,0,1.102782089833923
R3-24_t20,frozen_roi,0,1,0.8140117539165246
R3-24_t20,frozen_roi,0,2,0.02330878706142059
R3-24_t20,frozen_roi,0,3,1.0217737428421678
R3-24_t20,frozen_roi,0,4,1.1834732604518763
R3-24_t20,frozen_roi,1,0,0.04356178717381454
R3-24_t20,frozen_roi,1,1,0.1676238630293554
R3-24_t20,frozen_roi,1,2,0.17862195996872998
R3-24_t20,frozen_roi,1,3,0.2974015174841469
R3-24_t20,frozen_roi,1,4,0.2600400595795307
