grid_index,time_seconds,is_human_reference
18,2.0689655172413794,False
27,3.1034482758620694,False
35,4.022988505747127,False
43,4.942528735632185,False
53,6.0919540229885065,False
81,9.310344827586208,False
89,10.229885057471265,False
100,11.49425287356322,False
121,13.908045977011495,False
130,14.942528735632186,False
140,16.091954022988507,False
150,17.24137931034483,False
160,18.390804597701152,False
171,19.655172413793107,False
193,22.183908045977013,False
201,23.10344827586207,False
212,24.367816091954026,False
232,26.666666666666668,False
242,27.81609195402299,False
254,29.195402298850578,False
