grid_index,time_seconds,is_human_reference
8,0.9195402298850576,False
26,2.988505747126437,False
36,4.137931034482759,False
52,5.977011494252874,False
57,6.551724137931035,False
71,8.160919540229886,False
82,9.42528735632184,False
98,11.264367816091955,False
114,13.10344827586207,False
129,14.827586206896553,False
145,16.666666666666668,False
160,18.390804597701152,False
176,20.229885057471265,False
190,21.839080459770116,False
203,23.333333333333336,False
225,25.862068965517242,False
240,27.586206896551726,False
255,29.31034482758621,False
