grid_index,time_seconds,is_human_reference
7,0.8045977011494253,False
17,1.9540229885057472,False
28,3.218390804597701,False
39,4.482758620689656,False
52,5.977011494252874,False
62,7.126436781609196,False
74,8.505747126436782,False
87,10.0,False
100,11.49425287356322,False
112,12.873563218390805,False
152,17.471264367816094,False
161,18.505747126436784,False
173,19.885057471264368,False
187,21.49425287356322,False
196,22.52873563218391,False
213,24.48275862068966,False
227,26.091954022988507,False
238,27.35632183908046,False
