grid_index,time_seconds,is_human_reference
11,1.264367816091954,False
21,2.4137931034482762,False
33,3.7931034482758625,False
44,5.057471264367816,False
55,6.321839080459771,False
68,7.816091954022989,False
78,8.965517241379311,False
95,10.919540229885058,False
105,12.06896551724138,False
119,13.67816091954023,False
146,16.7816091954023,False
158,18.160919540229887,False
171,19.655172413793107,False
182,20.919540229885058,False
189,21.724137931034484,False
199,22.873563218390807,False
206,23.678160919540232,False
216,24.827586206896555,False
227,26.091954022988507,False
237,27.24137931034483,False
249,28.620689655172416,False
