grid_index,time_seconds,is_human_reference
15,1.7241379310344829,False
36,4.137931034482759,False
47,5.402298850574713,False
58,6.666666666666667,False
68,7.816091954022989,False
78,8.965517241379311,False
90,10.344827586206897,False
101,11.609195402298852,False
114,13.10344827586207,False
135,15.517241379310347,False
144,16.551724137931036,False
150,17.24137931034483,False
157,18.045977011494255,False
174,20.0,False
182,20.919540229885058,False
199,22.873563218390807,False
209,24.02298850574713,False
222,25.517241379310345,False
