grid_index,time_seconds,is_human_reference
4,0.4597701149425288,False
17,1.9540229885057472,False
29,3.3333333333333335,False
41,4.71264367816092,False
58,6.666666666666667,False
71,8.160919540229886,False
80,9.195402298850576,False
86,9.88505747126437,False
101,11.609195402298852,False
131,15.057471264367818,False
157,18.045977011494255,False
172,19.77011494252874,False
186,21.379310344827587,False
203,23.333333333333336,False
216,24.827586206896555,False
230,26.436781609195403,False
244,28.045977011494255,False
