grid_index,time_seconds,is_human_reference
7,0.8045977011494253,False
20,2.298850574712644,False
31,3.563218390804598,False
41,4.71264367816092,False
52,5.977011494252874,False
64,7.356321839080461,False
75,8.620689655172415,False
87,10.0,False
101,11.609195402298852,False
110,12.643678160919542,False
122,14.022988505747128,False
134,15.402298850574715,False
142,16.32183908045977,False
150,17.24137931034483,False
165,18.965517241379313,False
174,20.0,False
180,20.689655172413794,False
189,21.724137931034484,False
204,23.448275862068968,False
220,25.287356321839084,False
230,26.436781609195403,False
248,28.505747126436784,False
256,29.425287356321842,False
