frame_name,left_temp,right_temp,frame_index,motion_coordinate_valid,motion_center_step_norm,motion_scale_step_log,motion_angle_step_rad,motion_score,motion_center_flag,motion_scale_flag,motion_angle_flag,motion_artifact_raw,motion_artifact,motion_center_threshold,motion_scale_threshold,motion_angle_threshold,left_missing_raw,right_missing_raw,left_quality_valid,right_quality_valid,quality_any_valid,left_temp_motion_filtered,right_temp_motion_filtered,left_temp_used,right_temp_used,left_repaired,right_repaired,left_motion_interpolated,right_motion_interpolated,left_norm,right_norm,fused_norm,fused_repaired,fusion_source,selected_fusion_mode,peak_retune_rule,edge_peak_completion,edge_peak_added,smoothing_method,butterworth_order,butterworth_cutoff_hz,rr_estimator,time_peak_count,spectral_count,autocorr_count,joint_count,joint_adjusted,smoothed_norm,is_peak,source_peak_rejected,quality_peak_rejected,mad_ibi_peak_rejected,motion_peak_rejected,motion_interval_peak_rejected,motion_reconstructed_peak,peak_number,event_source,target_time_seconds
frame_000000.jpg,31.342127134823592,31.366956094932384,0,True,,,,0.0,False,False,False,False,False,1.3088776036089103,0.12,0.18,False,False,True,True,True,31.342127134823592,31.366956094932384,31.342127134823592,31.366956094932384,False,False,False,False,0.4561936190218578,0.6237732267079387,0.6237732267079387,False,both,right,none,none,0,moving_average,4,2.0,peak,9,-1,-1,9,False,,False,False,False,False,False,False,False,,,0.0
frame_000001.jpg,31.21269808975404,31.384522726576936,1,True,0.02685553165508545,0.0,0.0,0.020517985471703297,False,False,False,False,False,1.3088776036089103,0.12,0.18,False,False,True,True,True,31.21269808975404,31.384522726576936,31.21269808975404,31.384522726576936,False,False,False,False,0.4249926772818962,0.6288887006936077,0.6288887006936077,False,both,right,none,none,0,moving_average,4,2.0,peak,9,-1,-1,9,False,0.6271835426983847,False,False,False,False,False,False,False,,,0.1149425287356322
frame_000002.jpg,31.210453005793184,31.384522726576936,2,True,0.0033302762193423464,0.0,0.0,0.0025443755857384397,False,False,False,False,False,1.3088776036089103,0.12,0.18,False,False,True,True,True,31.210453005793184,31.384522726576936,31.210453005793184,31.384522726576936,False,False,False,False,0.42445146387939986,0.6288887006936077,0.6288887006936077,False,both,right,none,none,0,moving_average,4,2.0,peak,9,-1,-1,9,False,0.5965595021347563,False,False,False,False,False,False,False,,,0.2298850574712644
frame_000003.jpg,30.74574961622099,31.051465541238137,3,True,0.05196143771792267,0.0,0.0,0.03969923358353119,False,False,False,False,False,1.3088776036089103,0.12,0.18,False,False,True,True,True,30.74574961622099,31.051465541238137,30.74574961622099,31.051465541238137,False,False,False,False,0.3124272781441732,0.5319011050170536,0.5319011050170536,False,both,right,none,none,0,moving_average,4,2.0,peak,9,-1,-1,9,False,0.5641760741740701,False,False,False,False,False,False,False,,,0.3448275862068966
frame_000004.jpg,30.71103891483627,31.050906866951646,4,True,0.004388275485742147,0.0,0.0,0.003352701179730289,False,False,False,False,False,1.3088776036089103,0.12,0.18,False,False,True,True,True,30.71103891483627,31.050906866951646,30.71103891483627,31.050906866951646,False,False,False,False,0.30405970832183615,0.5317384168115492,0.5317384168115492,False,both,right,none,none,0,moving_average,4,2.0,peak,9,-1,-1,9,False,0.5377025434892753,False,False,False,False,False,False,False,,,0.4597701149425288
frame_000005.jpg,30.829958970710564,31.11179095440487,5,True,0.008510049745928826,0.0,0.0,0.0065017918577447145,False,False,False,False,False,1.3088776036089103,0.12,0.18,False,False,True,True,True,30.829958970710564,31.11179095440487,30.829958970710564,31.11179095440487,False,False,False,False,0.33272729010807983,0.549468108639223,0.549468108639223,False,both,right,none,none,0,moving_average,4,2.0,peak,9,-1,-1,9,False,0.5523531726961539,False,False,False,False,False,False,False,,,0.574712643678161
frame_000006.jpg,30.99744124071644,31.202397130779488,6,True,0.01572201144501883,0.0,0.0,0.012011827081210055,False,False,False,False,False,1.3088776036089103,0.12,0.18,False,False,True,True,True,30.99744124071644,31.202397130779488,30.99744124071644,31.202397130779488,False,False,False,False,0.3731015704415375,0.5758529926376894,0.5758529926376894,False,both,right,none,none,0,moving_average,4,2.0,peak,9,-1,-1,9,False,0.617107253214564,False,False,False,False,False,False,False,,,0.6896551724137931
frame_000007.jpg,31.575521791497913,31.71800697329681,7,True,0.07650408130108503,0.0,0.0,0.058450141625270166,False,False,False,False,False,1.3088776036089103,0.12,0.18,False,False,True,True,True,31.575521791497913,31.71800697329681,31.575521791497913,31.71800697329681,False,False,False,False,0.5124571345364821,0.72600065836678,0.72600065836678,False,both,right,none,none,0,moving_average,4,2.0,peak,9,-1,-1,9,False,0.6662504559640321,False,False,False,False,False,False,False,,,0.8045977011494253
frame_000008.jpg,31.54026121826893,31.61806693759934,8,True,0.034820996156770874,0.0,0.0,0.02660370691710247,False,False,False,False,False,1.3088776036089103,0.12,0.18,False,False,True,True,True,31.54026121826893,31.61806693759934,31.54026121826893,31.61806693759934,False,False,False,False,0.5039570093100006,0.696897716887627,0.696897716887627,False,both,right,none,none,0,moving_average,4,2.0,peak,9,-1,-1,9,False,0.7007731303840177,True,False,False,False,False,False,False,1,,0.9195402298850576
frame_000009.jpg,31.515600402916963,31.558051625330517,9,True,0.01702536191995599,0.0,0.0,0.013007604280960048,False,False,False,False,False,1.3088776036089103,0.12,0.18,False,False,True,True,True,31.515600402916963,31.558051625330517,31.515600402916963,31.558051625330517,False,False,False,False,0.4980121252799654,0.6794210158976461,0.6794210158976461,False,both,right,none,none,0,moving_average,4,2.0,peak,9,-1,-1,9,False,0.6819484993378526,False,False,False,False,False,False,False,,,1.0344827586206897
frame_000010.jpg,31.492608962172103,31.52407458676196,10,True,0.015937761496843967,0.0,0.0,0.012176663007220449,False,False,False,False,False,1.3088776036089103,0.12,0.18,False,False,True,True,True,31.492608962172103,31.52407458676196,31.492608962172103,31.52407458676196,False,False,False,False,0.4924696707033078,0.6695267652282848,0.6695267652282848,False,both,right,none,none,0,moving_average,4,2.0,peak,9,-1,-1,9,False,0.6745041371797932,False,False,False,False,False,False,False,,,1.149425287356322
frame_000011.jpg,31.41650128123485,31.541374708359804,11,True,0.018606466858688633,0.0,0.0,0.014215589606992927,False,False,False,False,False,1.3088776036089103,0.12,0.18,False,False,True,True,True,31.41650128123485,31.541374708359804,31.41650128123485,31.541374708359804,False,False,False,False,0.4741226967484997,0.6745646304134487,0.6745646304134487,False,both,right,none,none,0,moving_average,4,2.0,peak,9,-1,-1,9,False,0.6700989813302236,False,False,False,False,False,False,False,,,1.264367816091954
frame_000012.jpg,31.29679965339053,31.5126694669833,12,True,0.017924781120980234,0.0,0.0,0.013694772583438687,False,False,False,False,False,1.3088776036089103,0.12,0.18,False,False,True,True,True,31.29679965339053,31.5126694669833,31.29679965339053,31.5126694669833,False,False,False,False,0.4452667045363791,0.6662055483489374,0.6662055483489374,False,both,right,none,none,0,moving_average,4,2.0,peak,9,-1,-1,9,False,0.6647724619399894,False,False,False,False,False,False,False,,,1.3793103448275863
frame_000013.jpg,31.132427972736313,31.469200490438954,13,True,0.021481042739305047,0.0,0.0,0.016411804037349497,False,False,False,False,False,1.3088776036089103,0.12,0.18,False,False,True,True,True,31.132427972736313,31.469200490438954,31.132427972736313,31.469200490438954,False,False,False,False,0.4056422815250236,0.6535472070575821,0.6535472070575821,False,both,right,none,none,0,moving_average,4,2.0,peak,9,-1,-1,9,False,0.6788550506032983,False,False,False,False,False,False,False,,,1.4942528735632186
