frame_name,source_frame,source_pts_seconds,playback_seconds,left_temp,left_x,left_y,left_conf,right_temp,right_x,right_y,right_conf,left_source,right_source
source_001559,1559,180.12166666666667,0.0,35.997612442361074,664.830322265625,601.17431640625,0.999992847442627,36.29173486420855,533.893310546875,601.2184448242188,0.9999903440475464,detected,detected
source_001560,1560,180.3166666666667,0.1145038167938931,35.97069273897989,665.4879150390625,601.1303100585938,0.999993085861206,36.30349796837725,533.965576171875,601.1849365234375,0.99998939037323,detected,detected
source_001561,1561,180.42666666666668,0.2290076335877862,35.33583446382845,665.7989501953125,600.6532592773438,0.9999910593032837,36.212949100000365,534.8353881835938,600.713134765625,0.9999872446060181,detected,detected
source_001562,1562,180.53166666666667,0.3435114503816794,35.292487095046404,666.8158569335938,600.6598510742188,0.9999884366989136,36.14478960226884,536.2186889648438,600.7153930664062,0.9999868869781494,detected,detected
source_001563,1563,180.65166666666667,0.4580152671755725,35.24550347079472,666.158203125,600.376220703125,0.9999954700469971,36.06546904037965,537.888916015625,600.4287719726562,0.9999918937683105,detected,detected
source_001564,1564,180.775,0.5725190839694657,35.45965698707833,665.81005859375,601.2394409179688,0.9999969005584717,36.07390607715166,537.4946899414062,601.3013305664062,0.9999924898147583,detected,detected
source_001565,1565,180.8766666666667,0.6870229007633588,35.89956213433297,664.1962280273438,601.2683715820312,0.9999972581863403,36.260993518719495,536.2266235351562,601.3408813476562,0.9999910593032837,detected,detected
source_001566,1566,180.99166666666667,0.801526717557252,36.06978150306062,665.3939819335938,594.8001708984375,0.9999938011169434,36.34558305749422,538.0966796875,594.8215942382812,0.9999939203262329,detected,detected
source_001567,1567,181.10833333333332,0.9160305343511452,36.21722495699372,663.454345703125,589.4619140625,0.9999877214431763,36.30440468452979,540.1456298828125,589.4291381835938,0.9999884366989136,detected,detected
source_001568,1568,181.21166666666667,1.0305343511450382,35.65775664955182,666.122802734375,588.7534790039062,0.9999905824661255,36.174149602661245,540.7688598632812,588.751708984375,0.9999856948852539,detected,detected
source_001569,1569,181.33333333333331,1.1450381679389314,35.07735324202505,668.1472778320312,587.8404541015625,0.9999880790710449,35.95797884606642,542.2684936523438,587.8624877929688,0.9999809265136719,detected,detected
source_001570,1570,181.45,1.2595419847328246,35.108748517112744,667.516845703125,589.389892578125,0.9999892711639404,35.83086858042289,541.6300048828125,589.3919677734375,0.999985933303833,detected,detected
source_001571,1571,181.46833333333333,1.3740458015267176,35.040261543167006,667.2551879882812,590.186767578125,0.9999904632568359,35.83342575569346,541.7930297851562,590.1780395507812,0.9999884366989136,detected,detected
