frame_name,source_frame,source_pts_seconds,playback_seconds,left_temp,left_x,left_y,left_conf,right_temp,right_x,right_y,right_conf,left_source,right_source
source_000264,264,30.083333333333336,0.0,36.16575675455037,889.85009765625,639.7446899414062,0.9998084902763367,36.22906309499025,715.3131103515625,639.8580322265625,0.9999372959136963,detected,detected
source_000265,265,30.206666666666667,0.1140684410646387,35.96122106151337,882.3419189453125,633.8941650390625,0.9999911785125732,36.262142092740845,710.1092529296875,633.9254150390625,0.9999183416366577,detected,detected
source_000266,266,30.238333333333337,0.2281368821292775,36.09276187340248,877.8777465820312,630.7977294921875,0.9999955892562866,36.348235794901484,706.8890380859375,630.8018798828125,0.9999617338180542,detected,detected
source_000267,267,30.405,0.3422053231939163,36.04209286371679,876.9761352539062,630.80810546875,0.9999958276748657,36.363331276629026,705.7897338867188,630.8154296875,0.9999570846557617,detected,detected
source_000268,268,30.561666666666667,0.4562737642585551,35.6154497799874,874.5272827148438,629.9807739257812,0.9999960660934448,36.24730347992274,704.2460327148438,630.0048828125,0.9999328851699829,detected,detected
source_000269,269,30.66166666666667,0.5703422053231939,35.52154229340211,874.3306274414062,630.0756225585938,0.9999912977218628,36.11636661774048,704.5967407226562,630.1993408203125,0.9999502897262573,detected,detected
source_000270,270,30.78166666666667,0.6844106463878327,35.36430922425834,874.3858642578125,629.1019897460938,0.999966025352478,35.96363223648773,702.3714599609375,629.2468872070312,0.9999407529830933,detected,detected
source_000271,271,30.898333333333337,0.7984790874524714,35.18136769608182,868.759033203125,629.614501953125,0.9999898672103882,36.02508437438872,697.6461181640625,629.6607666015625,0.9999845027923584,detected,detected
source_000272,272,31.008333333333336,0.9125475285171102,35.826498170021026,864.1799926757812,629.327880859375,0.9999889135360718,35.99528124287275,693.964599609375,629.36669921875,0.9999823570251465,detected,detected
source_000273,273,31.130000000000003,1.026615969581749,36.160640793863955,861.1903686523438,628.36865234375,0.999972939491272,36.22966416347085,688.1348266601562,628.45361328125,0.9999780654907227,detected,detected
source_000274,274,31.243333333333336,1.1406844106463878,36.17472007970755,859.2324829101562,627.263671875,0.9999828338623047,36.21487601060215,687.6331176757812,627.3477172851562,0.9999825954437256,detected,detected
source_000275,275,31.35166666666667,1.2547528517110265,36.18187447590124,858.7809448242188,626.870361328125,0.9999861717224121,36.231441946081844,687.47998046875,626.9615478515625,0.9999829530715942,detected,detected
source_000276,276,31.46666666666667,1.368821292775665,36.13496676730463,857.8535766601562,626.9085693359375,0.9999881982803345,36.20467836192696,687.2816772460938,627.0115356445312,0.9999821186065674,detected,detected
source_000277,277,31.578333333333337,1.482889733840304,35.93198302455364,856.813720703125,626.513671875,0.9999912977218628,36.05759368209295,685.5297241210938,626.6583862304688,0.9999736547470093,detected,detected
source_000278,278,31.69,1.5969581749049429,35.45161751736798,852.011962890625,628.6090698242188,0.9999929666519165,35.65207774972547,681.5174560546875,628.7890625,0.9999555349349976,detected,detected
source_000279,279,31.81,1.7110266159695815,35.2983339908766,845.4384155273438,628.885986328125,0.9999970197677612,35.591312758356125,672.6102905273438,629.0370483398438,0.999976396560669,detected,detected
source_000280,280,31.933333333333337,1.8250950570342204,35.770898009140446,834.724853515625,629.4129638671875,0.999995231628418,35.93508403603286,662.7064208984375,629.477783203125,0.9999874830245972,detected,detected
source_000281,281,31.996666666666677,1.9391634980988592,36.12922105355995,827.0040283203125,630.0278930664062,0.99998939037323,36.07229051030323,655.1947631835938,630.0390014648438,0.9999871253967285,detected,detected
source_000282,282,32.05833333333334,2.053231939163498,36.17660147524596,816.15185546875,627.5180053710938,0.9999974966049194,36.12830184824293,647.1475219726562,627.5823974609375,0.9999897480010986,detected,detected
source_000283,283,32.263333333333335,2.1673003802281365,36.13069052143691,807.16259765625,624.6256103515625,0.9999974966049194,36.13757685011176,636.8053588867188,624.7977905273438,0.9999872446060181,detected,detected
source_000284,284,32.37166666666667,2.281368821292776,36.01979426861776,798.9417724609375,626.7869873046875,0.999998927116394,36.11023560598623,626.9630126953125,626.9475708007812,0.9999774694442749,detected,detected
source_000285,285,32.49166666666667,2.3954372623574143,35.89763169408846,784.9132690429688,630.5908203125,0.9999942779541016,35.74868713751604,611.629638671875,630.62353515625,0.9999855756759644,detected,detected
source_000286,286,32.638333333333335,2.509505703422053,35.49240531804971,763.510009765625,634.3380126953125,0.9999843835830688,35.37247704800072,589.5907592773438,634.332763671875,0.9999921321868896,detected,detected
source_000287,287,32.656666666666666,2.623574144486692,35.430394643557705,730.714111328125,641.5795288085938,0.9999951124191284,35.367872618789804,559.9065551757812,641.564697265625,0.9999922513961792,detected,detected
source_000288,288,32.85166666666667,2.7376425855513307,35.84738978741658,684.62060546875,648.11328125,0.9999974966049194,35.35655849580444,515.0095825195312,648.1448364257812,0.999988317489624,detected,detected
source_000289,289,32.90833333333334,2.8517110266159693,36.06171504927759,622.6756591796875,650.5978393554688,0.9999985694885254,35.25157506847672,457.7440490722656,650.7137451171875,0.9999129772186279,detected,detected
source_000290,290,33.05833333333334,2.965779467680608,36.08194176987785,551.73974609375,651.2442016601562,0.9999949932098389,34.68667557707621,394.389404296875,651.4745483398438,0.9956771731376648,detected,detected
source_000291,291,33.17166666666667,3.079847908745247,35.95885886705173,470.0100402832031,646.5753173828125,0.9999657869338989,,330.0734558105469,646.3922729492188,0.010553342290222645,detected,missing
source_000292,292,33.295,3.1939163498098857,35.59869144452318,398.63189697265625,650.9500732421875,0.9992290735244751,,277.7473449707031,650.1078491210938,0.0011594108073040843,detected,missing
source_000293,293,33.39833333333333,3.3079847908745244,34.63379669277506,312.27197265625,657.89306640625,0.9997237324714661,,182.99859619140625,657.08349609375,0.0003840370336547494,detected,missing
source_000294,294,33.52333333333333,3.422053231939163,34.57873330276081,241.7742919921875,672.8048706054688,0.9980377554893494,,129.67529296875,672.1402587890625,0.0017619066638872027,detected,missing
source_000295,295,33.64333333333334,3.536121673003802,34.34974837982309,164.5087127685547,679.3131103515625,0.9999203681945801,,69.18718719482422,678.9925537109375,0.0077434116974473,detected,missing
source_000296,296,33.745000000000005,3.6501901140684407,34.89307376597201,106.91978454589844,685.9735107421875,0.9987718462944031,,19.715171813964844,685.9795532226562,0.08737346529960632,detected,missing
source_000297,297,33.86,3.76425855513308,33.707513626196246,30.812236785888672,691.4927368164062,0.9762697815895081,,0.0,690.4070434570312,0.0030042401049286127,detected,missing
source_000298,298,33.97666666666667,3.8783269961977194,,,,,,,,,missing,missing
source_000299,299,34.086666666666666,3.992395437262357,,,,,,,,,missing,missing
source_000300,300,34.18333333333334,4.106463878326996,,,,,,,,,missing,missing
source_000301,301,34.32,4.220532319391634,,,,,,,,,missing,missing
source_000302,302,34.44166666666667,4.334600760456273,,,,,,,,,missing,missing
source_000303,303,34.55166666666667,4.448669201520912,,,,,,,,,missing,missing
