segment_id,clip_path,sampled_frames,left_visible_fraction,right_visible_fraction,bilateral_visible_fraction,nostril_roi_white_mean,nostril_roi_white_p90,nostril_roi_white_samples
000_030,E:\real\use_code\yoloV8\Experiment\06_林甸扩展试验\190588_source30_v1\20230805T164945n190588_000_030.mp4,30,0.5,0.5,0.4,0.007265977194378149,0.019729514717581553,30
030_060,E:\real\use_code\yoloV8\Experiment\06_林甸扩展试验\190588_source30_v1\20230805T164945n190588_030_060.mp4,30,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.012748607796340494,0.030389817024661897,40
090_120,E:\real\use_code\yoloV8\Experiment\06_林甸扩展试验\190588_source30_v1\20230805T164945n190588_090_120.mp4,30,0.6,0.5666666666666667,0.5666666666666667,0.015115354017501989,0.039459029435163086,35
120_150,E:\real\use_code\yoloV8\Experiment\06_林甸扩展试验\190588_source30_v1\20230805T164945n190588_120_150.mp4,30,0.9333333333333333,0.6,0.6,0.014354397980007608,0.031424025457438345,46
150_180,E:\real\use_code\yoloV8\Experiment\06_林甸扩展试验\190588_source30_v1\20230805T164945n190588_150_180.mp4,30,0.5666666666666667,0.7333333333333333,0.5666666666666667,0.008485812781755503,0.016070007955449484,39
180_210,E:\real\use_code\yoloV8\Experiment\06_林甸扩展试验\190588_source30_v1\20230805T164945n190588_180_210.mp4,30,0.7,0.7333333333333333,0.7,0.013690773528704372,0.03198090692124106,43
210_240,E:\real\use_code\yoloV8\Experiment\06_林甸扩展试验\190588_source30_v1\20230805T164945n190588_210_240.mp4,30,1.0,1.0,1.0,0.013020418987006099,0.03221957040572793,60
270_300,E:\real\use_code\yoloV8\Experiment\06_林甸扩展试验\190588_source30_v1\20230805T164945n190588_270_300.mp4,30,0.7666666666666667,0.7666666666666667,0.7333333333333333,0.008699111064992564,0.0182975338106603,46
300_330,E:\real\use_code\yoloV8\Experiment\06_林甸扩展试验\190588_source30_v1\20230805T164945n190588_300_330.mp4,30,0.9,0.9,0.9,0.008294292701611715,0.018058870326173433,54
