target_index,target_time_seconds,source_frame_index,source_time_seconds,time_supported
0,0.0,0,0.0,True
1,0.1149425287356322,1,0.14,True
2,0.2298850574712644,2,0.2533333333333333,True
3,0.3448275862068966,3,0.3733333333333333,True
4,0.4597701149425288,4,0.48,True
5,0.574712643678161,5,0.5933333333333334,True
6,0.6896551724137931,6,0.7150000000000001,True
7,0.8045977011494253,7,0.8250000000000001,True
8,0.9195402298850576,8,0.9533333333333334,True
9,1.0344827586206897,9,1.0533333333333337,True
10,1.149425287356322,10,1.163333333333333,True
11,1.264367816091954,11,1.2833333333333334,True
12,1.3793103448275863,12,1.3966666666666667,True
13,1.4942528735632186,13,1.5033333333333334,True
14,1.6091954022988506,14,1.6233333333333335,True
15,1.7241379310344829,15,1.7433333333333334,True
16,1.8390804597701151,16,1.8433333333333333,True
17,1.9540229885057472,17,1.9633333333333332,True
18,2.0689655172413794,18,2.0783333333333336,True
19,2.1839080459770117,19,2.191666666666667,True
20,2.298850574712644,20,2.3016666666666667,True
21,2.4137931034482762,21,2.4283333333333337,True
22,2.528735632183908,22,2.501666666666667,True
23,2.6436781609195403,23,2.561666666666667,True
24,2.7586206896551726,24,2.773333333333333,True
25,2.873563218390805,25,2.873333333333333,True
26,2.988505747126437,26,2.9850000000000003,True
27,3.1034482758620694,27,3.111666666666667,True
28,3.218390804597701,28,3.2100000000000004,True
29,3.3333333333333335,29,3.2983333333333333,True
30,3.4482758620689657,30,3.4533333333333336,True
31,3.563218390804598,31,3.563333333333333,True
32,3.6781609195402303,32,3.673333333333334,True
33,3.7931034482758625,33,3.785,True
34,3.9080459770114944,34,3.9033333333333338,True
35,4.022988505747127,35,4.025,True
36,4.137931034482759,36,4.15,True
37,4.252873563218391,37,4.163333333333334,True
38,4.367816091954023,38,4.373333333333334,True
39,4.482758620689656,39,4.4783333333333335,True
40,4.597701149425288,40,4.593333333333334,True
41,4.71264367816092,41,4.701666666666667,True
42,4.8275862068965525,42,4.8133333333333335,True
43,4.942528735632185,43,4.941666666666667,True
44,5.057471264367816,44,5.046666666666667,True
45,5.172413793103448,45,5.153333333333333,True
46,5.287356321839081,46,5.263333333333334,True
47,5.402298850574713,47,5.390000000000001,True
48,5.517241379310345,48,5.496666666666667,True
49,5.6321839080459775,49,5.611666666666667,True
50,5.74712643678161,51,5.755000000000001,True
51,5.862068965517242,52,5.95,True
52,5.977011494252874,52,5.95,True
53,6.0919540229885065,53,6.073333333333334,True
54,6.206896551724139,54,6.178333333333334,True
55,6.321839080459771,56,6.326666666666667,True
56,6.436781609195402,57,6.543333333333334,True
57,6.551724137931035,57,6.543333333333334,True
58,6.666666666666667,58,6.6433333333333335,True
59,6.781609195402299,60,6.781666666666667,True
60,6.8965517241379315,61,7.008333333333334,True
61,7.011494252873564,61,7.008333333333334,True
62,7.126436781609196,63,7.220000000000001,True
63,7.241379310344828,63,7.220000000000001,True
64,7.356321839080461,64,7.316666666666667,True
65,7.471264367816093,66,7.473333333333334,True
66,7.586206896551725,67,7.671666666666667,True
67,7.701149425287357,67,7.671666666666667,True
68,7.816091954022989,68,7.781666666666667,True
69,7.931034482758621,69,7.896666666666667,True
70,8.045977011494253,70,8.008333333333335,True
71,8.160919540229886,72,8.188333333333334,True
72,8.275862068965518,73,8.268333333333334,True
73,8.39080459770115,74,8.463333333333335,True
74,8.505747126436782,74,8.463333333333335,True
75,8.620689655172415,75,8.576666666666668,True
76,8.735632183908047,76,8.693333333333333,True
77,8.85057471264368,77,8.8,True
78,8.965517241379311,79,8.996666666666668,True
79,9.080459770114944,80,9.06,True
80,9.195402298850576,81,9.265,True
81,9.310344827586208,81,9.265,True
82,9.42528735632184,82,9.375,True
83,9.540229885057473,83,9.483333333333334,True
84,9.655172413793105,85,9.631666666666668,True
85,9.770114942528737,86,9.863333333333332,True
86,9.88505747126437,87,9.876666666666669,True
87,10.0,88,10.06,True
88,10.114942528735632,89,10.163333333333334,True
89,10.229885057471265,90,10.285,True
90,10.344827586206897,91,10.403333333333334,True
91,10.459770114942529,92,10.513333333333334,True
92,10.574712643678161,92,10.513333333333334,True
93,10.689655172413794,94,10.736666666666668,True
94,10.804597701149426,95,10.86,True
95,10.919540229885058,96,10.973333333333334,True
96,11.03448275862069,97,11.086666666666668,True
97,11.149425287356323,98,11.201666666666668,True
98,11.264367816091955,99,11.258333333333336,True
99,11.379310344827587,100,11.398333333333332,True
100,11.49425287356322,101,11.456666666666669,True
101,11.609195402298852,102,11.653333333333334,True
102,11.724137931034484,103,11.765,True
103,11.839080459770116,104,11.891666666666667,True
104,11.954022988505749,104,11.891666666666667,True
105,12.06896551724138,105,12.018333333333334,True
106,12.183908045977013,107,12.186666666666667,True
107,12.298850574712645,108,12.345,True
108,12.413793103448278,109,12.446666666666667,True
109,12.52873563218391,110,12.576666666666668,True
110,12.643678160919542,111,12.681666666666668,True
111,12.758620689655173,112,12.798333333333334,True
112,12.873563218390805,113,12.826666666666668,True
113,12.988505747126437,114,13.038333333333334,True
114,13.10344827586207,115,13.146666666666668,True
115,13.218390804597702,116,13.161666666666669,True
116,13.333333333333334,117,13.381666666666668,True
117,13.448275862068966,118,13.395,True
118,13.563218390804598,119,13.611666666666668,True
119,13.67816091954023,120,13.711666666666668,True
120,13.793103448275863,121,13.726666666666668,True
121,13.908045977011495,122,13.96,True
122,14.022988505747128,123,14.051666666666668,True
123,14.13793103448276,124,14.158333333333337,True
124,14.252873563218392,125,14.283333333333337,True
125,14.367816091954024,126,14.388333333333334,True
126,14.482758620689657,127,14.505,True
127,14.597701149425289,128,14.605,True
128,14.712643678160921,129,14.698333333333334,True
129,14.827586206896553,130,14.760000000000002,True
130,14.942528735632186,131,14.961666666666668,True
131,15.057471264367818,132,15.076666666666668,True
132,15.17241379310345,133,15.176666666666668,True
133,15.287356321839082,134,15.293333333333337,True
134,15.402298850574715,135,15.415000000000004,True
135,15.517241379310347,136,15.498333333333337,True
136,15.632183908045977,137,15.553333333333336,True
137,15.74712643678161,138,15.771666666666668,True
138,15.862068965517242,139,15.856666666666667,True
139,15.977011494252874,140,15.896666666666668,True
140,16.091954022988507,141,16.116666666666667,True
141,16.20689655172414,142,16.246666666666666,True
142,16.32183908045977,143,16.333333333333336,True
143,16.436781609195403,144,16.425,True
144,16.551724137931036,145,16.563333333333336,True
145,16.666666666666668,146,16.656666666666666,True
146,16.7816091954023,147,16.788333333333334,True
147,16.896551724137932,148,16.89166666666667,True
148,17.011494252873565,149,17.01666666666667,True
149,17.126436781609197,150,17.135,True
150,17.24137931034483,151,17.243333333333336,True
151,17.35632183908046,152,17.35666666666667,True
152,17.471264367816094,153,17.46666666666667,True
153,17.586206896551726,154,17.59,True
154,17.70114942528736,155,17.685000000000002,True
155,17.81609195402299,156,17.863333333333333,True
156,17.931034482758623,157,17.895,True
157,18.045977011494255,158,18.03666666666667,True
158,18.160919540229887,159,18.151666666666667,True
159,18.27586206896552,160,18.255000000000003,True
160,18.390804597701152,161,18.37333333333333,True
161,18.505747126436784,162,18.485,True
162,18.620689655172416,163,18.605,True
163,18.73563218390805,165,18.74833333333333,True
164,18.85057471264368,165,18.74833333333333,True
165,18.965517241379313,166,18.96166666666667,True
166,19.080459770114945,168,19.08833333333333,True
167,19.195402298850578,169,19.19833333333333,True
168,19.31034482758621,170,19.41333333333333,True
169,19.425287356321842,170,19.41333333333333,True
170,19.540229885057474,171,19.526666666666667,True
171,19.655172413793107,172,19.66,True
172,19.77011494252874,174,19.863333333333333,True
173,19.885057471264368,174,19.863333333333333,True
174,20.0,175,19.98,True
175,20.114942528735632,176,20.035,True
176,20.229885057471265,178,20.23166666666667,True
177,20.344827586206897,178,20.23166666666667,False
178,20.45977011494253,178,20.23166666666667,False
179,20.57471264367816,178,20.23166666666667,False
180,20.689655172413794,178,20.23166666666667,False
181,20.804597701149426,178,20.23166666666667,False
182,20.919540229885058,178,20.23166666666667,False
183,21.03448275862069,178,20.23166666666667,False
