grid_index,time_seconds,is_human_reference
4,0.4597701149425288,False
17,1.9540229885057472,False
34,3.9080459770114944,False
42,4.8275862068965525,False
55,6.321839080459771,False
70,8.045977011494253,False
80,9.195402298850576,False
113,12.988505747126437,False
124,14.252873563218392,False
137,15.74712643678161,False
148,17.011494252873565,False
161,18.505747126436784,False
172,19.77011494252874,False
197,22.643678160919542,False
213,24.48275862068966,False
221,25.402298850574716,False
230,26.436781609195403,False
