cohort,window_id,event_id,event_time_seconds,frame_index,kept,reason
lindian49,ns210947_anchored_30s,p213,24.56180811808118,213,True,supported_context
lindian49,ns210947_anchored_30s,p220,25.369003690036894,220,True,supported_context
lindian49,ns210947_anchored_30s,p227,26.17619926199262,227,True,supported_context
lindian49,ns210947_anchored_30s,p242,27.90590405904059,242,True,supported_context
lindian49,ns211003_anchored_30s,p19,2.19526285384171,19,False,near_long_or_boundary_provenance_gap
lindian49,ns211003_anchored_30s,p27,3.119584055459272,27,False,near_long_or_boundary_provenance_gap
lindian49,ns211003_anchored_30s,p37,4.274985557481225,37,True,supported_context
lindian49,ns211003_anchored_30s,p46,5.314846909300981,46,True,supported_context
lindian49,ns211003_anchored_30s,p57,6.5857885615251295,57,True,supported_context
lindian49,ns211003_anchored_30s,p67,7.741190063547082,67,True,supported_context
lindian49,ns211003_anchored_30s,p78,9.01213171577123,78,True,supported_context
lindian49,ns211003_anchored_30s,p89,10.283073367995378,89,True,supported_context
lindian49,ns211003_anchored_30s,p99,11.438474870017329,99,True,supported_context
lindian49,ns211003_anchored_30s,p115,13.287117273252454,115,True,supported_context
lindian49,ns211003_anchored_30s,p128,14.789139225880993,128,True,supported_context
lindian49,ns211003_anchored_30s,p137,15.82900057770075,137,True,supported_context
lindian49,ns211003_anchored_30s,p148,17.0999422299249,148,True,supported_context
lindian49,ns211003_anchored_30s,p160,18.48642403235124,160,True,supported_context
lindian49,ns211003_anchored_30s,p172,19.872905834777583,172,True,supported_context
lindian49,ns211003_anchored_30s,p184,21.259387637203925,184,True,supported_context
lindian49,ns211003_anchored_30s,p194,22.41478913922588,194,True,supported_context
lindian49,ns211003_anchored_30s,p204,23.570190641247837,204,True,supported_context
lindian49,ns211003_anchored_30s,p215,24.84113229347198,215,True,supported_context
lindian49,ns211003_anchored_30s,p229,26.458694396302715,229,True,supported_context
lindian49,ns211003_anchored_30s,p238,27.49855574812247,238,True,supported_context
lindian49,ns211003_anchored_30s,p249,28.76949740034662,249,True,supported_context
lindian49,ns211095_anchored_30s,p6,0.6927606511950121,6,True,supported_context
lindian49,ns211095_anchored_30s,p16,1.8473617365200323,16,True,supported_context
lindian49,ns211095_anchored_30s,p37,4.272024015702574,37,True,supported_context
lindian49,ns211095_anchored_30s,p46,5.311164992495093,46,True,supported_context
lindian49,ns211095_anchored_30s,p55,6.350305969287611,55,True,supported_context
lindian49,ns211095_anchored_30s,p64,7.389446946080129,64,True,supported_context
lindian49,ns211095_anchored_30s,p72,8.313127814340145,72,True,supported_context
lindian49,ns211095_anchored_30s,p83,9.583189008197667,83,True,supported_context
lindian49,ns211095_anchored_30s,p96,11.084170419120191,96,True,supported_context
lindian49,ns211095_anchored_30s,p103,11.892391178847708,103,True,supported_context
lindian49,ns211095_anchored_30s,p115,13.277912481237731,115,True,supported_context
lindian49,ns211095_anchored_30s,p120,13.855213023900244,120,True,supported_context
lindian49,ns211095_anchored_30s,p128,14.77889389216026,128,True,supported_context
lindian49,ns211095_anchored_30s,p135,15.587114651887772,135,True,supported_context
lindian49,ns211095_anchored_30s,p152,17.549936496940308,152,True,supported_context
lindian49,ns211095_anchored_30s,p162,18.704537582265324,162,True,supported_context
lindian49,ns211095_anchored_30s,p171,19.743678559057845,171,True,supported_context
lindian49,ns211095_anchored_30s,p179,20.667359427317862,179,True,supported_context
lindian49,ns211095_anchored_30s,p187,21.59104029557788,187,True,supported_context
lindian49,ns211095_anchored_30s,p196,22.6301812723704,196,True,supported_context
lindian49,ns211095_anchored_30s,p204,23.55386214063041,204,True,supported_context
lindian49,ns211095_anchored_30s,p212,24.47754300889043,212,True,supported_context
lindian49,ns211095_anchored_30s,p220,25.401223877150443,220,True,supported_context
lindian49,ns211095_anchored_30s,p228,26.32490474541046,228,True,supported_context
lindian49,ns211095_anchored_30s,p238,27.47950583073548,238,True,supported_context
lindian49,ns211095_anchored_30s,p254,29.326867567255512,254,True,supported_context
lindian49,ns211146_anchored_30s,p4,0.4646840148698885,4,False,near_long_or_boundary_provenance_gap
lindian49,ns211146_anchored_30s,p12,1.3940520446096654,12,False,near_long_or_boundary_provenance_gap
lindian49,ns211146_anchored_30s,p21,2.4395910780669143,21,True,supported_context
lindian49,ns211146_anchored_30s,p27,3.136617100371747,27,True,supported_context
lindian49,ns211146_anchored_30s,p35,4.065985130111524,35,True,supported_context
lindian49,ns211146_anchored_30s,p42,4.879182156133829,42,True,supported_context
lindian49,ns211146_anchored_30s,p48,5.5762081784386615,48,True,supported_context
lindian49,ns211146_anchored_30s,p54,6.273234200743494,54,False,near_long_or_boundary_provenance_gap
lindian49,ns211146_anchored_30s,p69,8.015799256505575,69,False,near_long_or_boundary_provenance_gap
lindian49,ns211146_anchored_30s,p76,8.82899628252788,76,True,supported_context
lindian49,ns211146_anchored_30s,p84,9.758364312267656,84,True,supported_context
lindian49,ns211146_anchored_30s,p91,10.571561338289962,91,True,supported_context
lindian49,ns211146_anchored_30s,p96,11.152416356877325,96,True,supported_context
lindian49,ns211146_anchored_30s,p104,12.0817843866171,104,True,supported_context
lindian49,ns211146_anchored_30s,p111,12.894981412639403,111,True,supported_context
lindian49,ns211146_anchored_30s,p118,13.70817843866171,118,True,supported_context
lindian49,ns211146_anchored_30s,p125,14.521375464684017,125,True,supported_context
lindian49,ns211146_anchored_30s,p133,15.450743494423792,133,True,supported_context
lindian49,ns211146_anchored_30s,p153,17.774163568773233,153,True,supported_context
lindian49,ns211146_anchored_30s,p159,18.471189591078065,159,True,supported_context
lindian49,ns211146_anchored_30s,p166,19.28438661710037,166,True,supported_context
lindian49,ns211146_anchored_30s,p173,20.097583643122675,173,True,supported_context
lindian49,ns211146_anchored_30s,p180,20.91078066914498,180,True,supported_context
lindian49,ns211146_anchored_30s,p192,22.30483271375465,192,True,supported_context
lindian49,ns211146_anchored_30s,p200,23.234200743494423,200,True,supported_context
lindian49,ns211146_anchored_30s,p207,24.047397769516728,207,True,supported_context
lindian49,ns211146_anchored_30s,p215,24.976765799256505,215,True,supported_context
lindian49,ns211146_anchored_30s,p223,25.90613382899628,223,True,supported_context
lindian49,ns211146_anchored_30s,p230,26.719330855018587,230,True,supported_context
lindian49,ns211146_anchored_30s,p236,27.41635687732342,236,True,supported_context
lindian49,ns211146_anchored_30s,p242,28.11338289962825,242,True,supported_context
lindian49,ns211146_anchored_30s,p250,29.04275092936803,250,True,supported_context
lindian49,zs170236_anchored_30s,p19,2.165982672138623,19,True,supported_context
lindian49,zs170236_anchored_30s,p25,2.849977200182398,25,True,supported_context
lindian49,zs170236_anchored_30s,p33,3.761969904240766,33,True,supported_context
lindian49,zs170236_anchored_30s,p40,4.559963520291838,40,True,supported_context
lindian49,zs170236_anchored_30s,p47,5.357957136342909,47,True,supported_context
lindian49,zs170236_anchored_30s,p55,6.269949840401276,55,True,supported_context
lindian49,zs170236_anchored_30s,p62,7.0679434564523484,62,True,supported_context
lindian49,zs170236_anchored_30s,p70,7.979936160510716,70,True,supported_context
lindian49,zs170236_anchored_30s,p76,8.663930688554492,76,True,supported_context
lindian49,zs170236_anchored_30s,p85,9.689922480620154,85,True,supported_context
lindian49,zs170236_anchored_30s,p94,10.71591427268582,94,True,supported_context
lindian49,zs170236_anchored_30s,p102,11.627906976744184,102,True,supported_context
lindian49,zs170236_anchored_30s,p110,12.539899680802552,110,True,supported_context
lindian49,zs170236_anchored_30s,p117,13.337893296853624,117,True,supported_context
lindian49,zs170236_anchored_30s,p124,14.135886912904695,124,True,supported_context
lindian49,zs170236_anchored_30s,p130,14.819881440948471,130,True,supported_context
lindian49,zs170236_anchored_30s,p138,15.73187414500684,138,True,supported_context
lindian49,zs170236_anchored_30s,p147,16.757865937072502,147,True,supported_context
lindian49,zs170236_anchored_30s,p161,18.353853169174645,161,True,supported_context
lindian49,zs170236_anchored_30s,p167,19.03784769721842,167,True,supported_context
lindian49,zs170236_anchored_30s,p175,19.949840401276784,175,True,supported_context
lindian49,zs170236_anchored_30s,p184,20.97583219334245,184,True,supported_context
lindian49,zs170236_anchored_30s,p194,22.115823073415413,194,True,supported_context
lindian49,zs170236_anchored_30s,p200,22.79981760145919,200,True,supported_context
lindian49,zs170236_anchored_30s,p208,23.71181030551756,208,True,supported_context
lindian49,zs170236_anchored_30s,p218,24.851801185590517,218,True,supported_context
lindian49,zs170236_anchored_30s,p227,25.877792977656178,227,True,supported_context
lindian49,zs170236_anchored_30s,p235,26.789785681714545,235,True,supported_context
lindian49,zs170236_anchored_30s,p244,27.81577747378021,244,True,supported_context
lindian49,zs170236_anchored_30s,p251,28.61377108983128,251,True,supported_context
lindian49,zs170236_anchored_30s,p259,29.52576379388965,259,True,supported_context
lindian49,zs170416_anchored_30s,p15,1.733502831387958,15,True,supported_context
lindian49,zs170416_anchored_30s,p26,3.0047382410724603,26,True,supported_context
lindian49,zs170416_anchored_30s,p36,4.160406795331099,36,True,supported_context
lindian49,zs170416_anchored_30s,p51,5.893909626719057,51,True,supported_context
lindian49,zs170416_anchored_30s,p61,7.049578180977695,61,True,supported_context
lindian49,zs170416_anchored_30s,p72,8.320813590662198,72,True,supported_context
lindian49,zs170416_anchored_30s,p84,9.707615855772564,84,True,supported_context
lindian49,zs170416_anchored_30s,p97,11.209984976308794,97,True,supported_context
lindian49,zs170416_anchored_30s,p107,12.365653530567434,107,True,supported_context
lindian49,zs170416_anchored_30s,p122,14.09915636195539,122,True,supported_context
lindian49,zs170416_anchored_30s,p133,15.370391771639891,133,True,supported_context
lindian49,zs170416_anchored_30s,p146,16.872760892176125,146,True,supported_context
lindian49,zs170416_anchored_30s,p156,18.028429446434764,156,True,supported_context
lindian49,zs170416_anchored_30s,p165,19.06853114526754,165,True,supported_context
lindian49,zs170416_anchored_30s,p177,20.455333410377904,177,True,supported_context
lindian49,zs170416_anchored_30s,p190,21.957702530914133,190,True,supported_context
lindian49,zs170416_anchored_30s,p203,23.460071651450363,203,True,supported_context
lindian49,zs170416_anchored_30s,p213,24.615740205709,213,True,supported_context
lindian49,zs170416_anchored_30s,p224,25.886975615393503,224,True,supported_context
lindian49,zs170416_anchored_30s,p235,27.158211025078007,235,True,supported_context
lindian49,zs170416_anchored_30s,p247,28.545013290188376,247,True,supported_context
lindian49,zs170554_anchored_30s,p7,0.8068234209313048,7,True,supported_context
lindian49,zs170554_anchored_30s,p18,2.0746887966804977,18,True,supported_context
lindian49,zs170554_anchored_30s,p31,3.573075149838635,31,True,supported_context
lindian49,zs170554_anchored_30s,p53,6.108805901337021,53,True,supported_context
lindian49,zs170554_anchored_30s,p63,7.261410788381743,63,True,supported_context
lindian49,zs170554_anchored_30s,p75,8.644536652835408,75,True,supported_context
lindian49,zs170554_anchored_30s,p86,9.912402028584602,86,True,supported_context
lindian49,zs170554_anchored_30s,p97,11.180267404333794,97,True,supported_context
lindian49,zs170554_anchored_30s,p108,12.448132780082988,108,True,supported_context
lindian49,zs170554_anchored_30s,p120,13.831258644536652,120,True,supported_context
lindian49,zs170554_anchored_30s,p131,15.099124020285846,131,True,supported_context
lindian49,zs170554_anchored_30s,p141,16.251728907330566,141,True,supported_context
lindian49,zs170554_anchored_30s,p152,17.51959428307976,152,True,supported_context
lindian49,zs170554_anchored_30s,p169,19.479022591055784,169,True,supported_context
lindian49,zs170554_anchored_30s,p180,20.74688796680498,180,True,supported_context
lindian49,zs170554_anchored_30s,p190,21.8994928538497,190,True,supported_context
lindian49,zs170554_anchored_30s,p198,22.82157676348548,198,False,near_long_or_boundary_provenance_gap
lindian49,zs170554_anchored_30s,p218,25.12678653757492,218,True,supported_context
lindian49,zs170554_anchored_30s,p227,26.164130935915168,227,True,supported_context
lindian49,zs170554_anchored_30s,p236,27.201475334255417,236,True,supported_context
lindian49,zs170554_anchored_30s,p247,28.46934071000461,247,True,supported_context
lindian49,zs170554_anchored_30s,p256,29.506685108344858,256,True,supported_context
lindian49,zs190621_anchored_30s,p17,1.9601060763288367,17,True,supported_context
lindian49,zs190621_anchored_30s,p40,4.612014297244322,40,True,supported_context
lindian49,zs190621_anchored_30s,p47,5.419116799262078,47,True,supported_context
lindian49,zs190621_anchored_30s,p57,6.572120373573158,57,False,near_long_or_boundary_provenance_gap
lindian49,zs190621_anchored_30s,p76,8.76282716476421,76,True,supported_context
lindian49,zs190621_anchored_30s,p88,10.146431453937508,88,True,supported_context
lindian49,zs190621_anchored_30s,p95,10.953533955955264,95,True,supported_context
lindian49,zs190621_anchored_30s,p104,11.991237172835236,104,True,supported_context
lindian49,zs190621_anchored_30s,p111,12.798339674852992,111,True,supported_context
lindian49,zs190621_anchored_30s,p122,14.06664360659518,122,True,supported_context
lindian49,zs190621_anchored_30s,p131,15.104346823475153,131,True,supported_context
lindian49,zs190621_anchored_30s,p157,18.10215611668396,157,True,supported_context
lindian49,zs190621_anchored_30s,p168,19.37046004842615,168,True,supported_context
lindian49,zs190621_anchored_30s,p179,20.63876398016834,179,True,supported_context
lindian49,zs190621_anchored_30s,p199,22.9447711287905,199,True,supported_context
lindian49,zs190621_anchored_30s,p208,23.98247434567047,208,False,near_long_or_boundary_provenance_gap
lindian49,zs190621_anchored_30s,p239,27.55678542603482,239,True,supported_context
lindian49,zs190621_anchored_30s,p249,28.7097890003459,249,True,supported_context
lindian49,zs197000_anchored_30s,p5,0.5801810164771409,5,True,supported_context
lindian49,zs197000_anchored_30s,p14,1.6245068461359946,14,True,supported_context
lindian49,zs197000_anchored_30s,p24,2.7848688790902765,24,True,supported_context
lindian49,zs197000_anchored_30s,p37,4.293339521930843,37,True,supported_context
lindian49,zs197000_anchored_30s,p48,5.569737758180553,48,True,supported_context
lindian49,zs197000_anchored_30s,p57,6.614063587839406,57,True,supported_context
lindian49,zs197000_anchored_30s,p68,7.890461824089116,68,True,supported_context
lindian49,zs197000_anchored_30s,p79,9.166860060338824,79,True,supported_context
lindian49,zs197000_anchored_30s,p88,10.21118588999768,88,True,supported_context
lindian49,zs197000_anchored_30s,p98,11.371547922951962,98,True,supported_context
lindian49,zs197000_anchored_30s,p108,12.531909955906244,108,True,supported_context
lindian49,zs197000_anchored_30s,p119,13.808308192155954,119,True,supported_context
lindian49,zs197000_anchored_30s,p128,14.852634021814806,128,True,supported_context
lindian49,zs197000_anchored_30s,p137,15.89695985147366,137,True,supported_context
lindian49,zs197000_anchored_30s,p147,17.057321884427942,147,True,supported_context
lindian49,zs197000_anchored_30s,p158,18.33372012067765,158,True,supported_context
lindian49,zs197000_anchored_30s,p169,19.61011835692736,169,True,supported_context
lindian49,zs197000_anchored_30s,p180,20.88651659317707,180,True,supported_context
lindian49,zs197000_anchored_30s,p191,22.162914829426786,191,True,supported_context
lindian49,zs197000_anchored_30s,p201,23.323276862381064,201,True,supported_context
lindian49,zs197000_anchored_30s,p210,24.36760269203992,210,True,supported_context
lindian49,zs197000_anchored_30s,p220,25.5279647249942,220,True,supported_context
lindian49,zs197000_anchored_30s,p230,26.68832675794848,230,True,supported_context
lindian49,zs197000_anchored_30s,p242,28.08076119749362,242,True,supported_context
lindian49,zs197000_anchored_30s,p254,29.47319563703876,254,True,supported_context
lindian49,zs200751_anchored_30s,p6,0.6950075292482335,6,True,supported_context
lindian49,zs200751_anchored_30s,p12,1.390015058496467,12,True,supported_context
lindian49,zs200751_anchored_30s,p20,2.3166917641607783,20,True,supported_context
lindian49,zs200751_anchored_30s,p27,3.127533881617051,27,True,supported_context
lindian49,zs200751_anchored_30s,p40,4.6333835283215565,40,True,supported_context
lindian49,zs200751_anchored_30s,p50,5.791729410401946,50,True,supported_context
lindian49,zs200751_anchored_30s,p58,6.718406116066257,58,True,supported_context
lindian49,zs200751_anchored_30s,p64,7.413413645314491,64,True,supported_context
lindian49,zs200751_anchored_30s,p70,8.108421174562725,70,True,supported_context
lindian49,zs200751_anchored_30s,p76,8.803428703810958,76,True,supported_context
lindian49,zs200751_anchored_30s,p83,9.61427082126723,83,True,supported_context
lindian49,zs200751_anchored_30s,p90,10.425112938723505,90,True,supported_context
lindian49,zs200751_anchored_30s,p99,11.467624232595853,99,True,supported_context
lindian49,zs200751_anchored_30s,p107,12.394300938260164,107,True,supported_context
lindian49,zs200751_anchored_30s,p116,13.436812232132514,116,True,supported_context
lindian49,zs200751_anchored_30s,p123,14.247654349588789,123,True,supported_context
lindian49,zs200751_anchored_30s,p131,15.1743310552531,131,True,supported_context
lindian49,zs200751_anchored_30s,p140,16.21684234912545,140,True,supported_context
lindian49,zs200751_anchored_30s,p147,17.02768446658172,147,True,supported_context
lindian49,zs200751_anchored_30s,p154,17.838526584037993,154,True,supported_context
lindian49,zs200751_anchored_30s,p163,18.881037877910344,163,True,supported_context
lindian49,zs200751_anchored_30s,p170,19.691879995366616,170,True,supported_context
lindian49,zs200751_anchored_30s,p177,20.502722112822887,177,True,supported_context
lindian49,zs200751_anchored_30s,p184,21.31356423027916,184,True,supported_context
lindian49,zs200751_anchored_30s,p190,22.0085717595274,190,True,supported_context
lindian49,zs200751_anchored_30s,p196,22.70357928877563,196,True,supported_context
lindian49,zs200751_anchored_30s,p203,23.5144214062319,203,True,supported_context
lindian49,zs200751_anchored_30s,p209,24.209428935480133,209,True,supported_context
lindian49,zs200751_anchored_30s,p216,25.02027105293641,216,False,near_long_or_boundary_provenance_gap
lindian49,zs200783_anchored_30s,p17,1.9765143587954888,17,True,supported_context
lindian49,zs200783_anchored_30s,p24,2.7903732124171605,24,True,supported_context
lindian49,zs200783_anchored_30s,p33,3.836763167073596,33,True,supported_context
lindian49,zs200783_anchored_30s,p38,4.4180909196605045,38,True,supported_context
lindian49,zs200783_anchored_30s,p48,5.580746424834321,48,True,supported_context
lindian49,zs200783_anchored_30s,p60,6.975933031042902,60,True,supported_context
lindian49,zs200783_anchored_30s,p73,8.487385187768863,73,True,supported_context
lindian49,zs200783_anchored_30s,p86,9.998837344494826,86,True,supported_context
lindian49,zs200783_anchored_30s,p99,11.510289501220788,99,True,supported_context
lindian49,zs200783_anchored_30s,p112,13.02174165794675,112,True,supported_context
lindian49,zs200783_anchored_30s,p125,14.533193814672712,125,True,supported_context
lindian49,zs200783_anchored_30s,p136,15.81211487036391,136,True,supported_context
lindian49,zs200783_anchored_30s,p148,17.20730147657249,148,True,supported_context
lindian49,zs200783_anchored_30s,p160,18.602488082781072,160,True,supported_context
lindian49,zs200783_anchored_30s,p172,19.99767468898965,172,True,supported_context
lindian49,zs200783_anchored_30s,p183,21.27659574468085,183,True,supported_context
lindian49,zs200783_anchored_30s,p193,22.439251249854667,193,True,supported_context
lindian49,zs200783_anchored_30s,p203,23.601906755028484,203,True,supported_context
lindian49,zs200783_anchored_30s,p214,24.880827810719683,214,True,supported_context
lindian49,zs200783_anchored_30s,p226,26.276014416928263,226,True,supported_context
lindian49,zs200783_anchored_30s,p237,27.554935472619466,237,True,supported_context
lindian49,zs200783_anchored_30s,p243,28.25252877572375,243,True,supported_context
lindian49,zs211062_anchored_30s,p7,0.8120649651972157,7,False,near_long_or_boundary_provenance_gap
lindian49,zs211062_anchored_30s,p20,2.320185614849188,20,True,supported_context
lindian49,zs211062_anchored_30s,p32,3.712296983758701,32,True,supported_context
lindian49,zs211062_anchored_30s,p43,4.988399071925754,43,True,supported_context
lindian49,zs211062_anchored_30s,p59,6.844547563805104,59,True,supported_context
lindian49,zs211062_anchored_30s,p71,8.236658932714617,71,True,supported_context
lindian49,zs211062_anchored_30s,p82,9.51276102088167,82,True,supported_context
lindian49,zs211062_anchored_30s,p91,10.556844547563804,91,True,supported_context
lindian49,zs211062_anchored_30s,p102,11.832946635730858,102,True,supported_context
lindian49,zs211062_anchored_30s,p117,13.573085846867748,117,True,supported_context
lindian49,zs211062_anchored_30s,p125,14.501160092807424,125,True,supported_context
lindian49,zs211062_anchored_30s,p137,15.893271461716935,137,True,supported_context
lindian49,zs211062_anchored_30s,p153,17.749419953596288,153,True,supported_context
lindian49,zs211062_anchored_30s,p164,19.02552204176334,164,True,supported_context
lindian49,zs211062_anchored_30s,p171,19.83758700696056,171,True,supported_context
lindian49,zs211062_anchored_30s,p182,21.113689095127608,182,True,supported_context
lindian49,zs211062_anchored_30s,p193,22.389791183294665,193,True,supported_context
lindian49,zs211062_anchored_30s,p205,23.781902552204176,205,True,supported_context
lindian49,zs211062_anchored_30s,p217,25.174013921113687,217,True,supported_context
lindian49,zs211062_anchored_30s,p228,26.45011600928074,228,True,supported_context
jiufu271,jiufu_aed96a8cd6dde3_first30,p19,2.183908045977012,19,True,supported_context
jiufu271,jiufu_aed96a8cd6dde3_first30,p40,4.597701149425288,40,True,supported_context
jiufu271,jiufu_aed96a8cd6dde3_first30,p62,7.126436781609196,62,True,supported_context
jiufu271,jiufu_aed96a8cd6dde3_first30,p78,8.965517241379311,78,False,near_long_or_boundary_provenance_gap
jiufu271,jiufu_aed96a8cd6dde3_first30,p111,12.758620689655173,111,False,near_long_or_boundary_provenance_gap
jiufu271,jiufu_aed96a8cd6dde3_first30,p150,17.24137931034483,150,True,supported_context
jiufu271,jiufu_aed96a8cd6dde3_first30,p173,19.885057471264368,173,True,supported_context
jiufu271,jiufu_aed96a8cd6dde3_first30,p192,22.06896551724138,192,True,supported_context
jiufu271,jiufu_aed96a8cd6dde3_first30,p214,24.59770114942529,214,True,supported_context
jiufu271,jiufu_d57a389e370ce5_first30,p11,1.264367816091954,11,True,supported_context
jiufu271,jiufu_d57a389e370ce5_first30,p20,2.298850574712644,20,False,near_long_or_boundary_provenance_gap
jiufu271,jiufu_d57a389e370ce5_first30,p45,5.172413793103448,45,True,supported_context
jiufu271,jiufu_d57a389e370ce5_first30,p57,6.551724137931035,57,True,supported_context
jiufu271,jiufu_d57a389e370ce5_first30,p67,7.701149425287357,67,True,supported_context
jiufu271,jiufu_d57a389e370ce5_first30,p79,9.080459770114944,79,True,supported_context
jiufu271,jiufu_d57a389e370ce5_first30,p98,11.264367816091957,98,True,supported_context
jiufu271,jiufu_d57a389e370ce5_first30,p111,12.758620689655173,111,False,near_long_or_boundary_provenance_gap
jiufu271,jiufu_d57a389e370ce5_first30,p124,14.252873563218392,124,True,supported_context
jiufu271,jiufu_d57a389e370ce5_first30,p134,15.402298850574716,134,True,supported_context
jiufu271,jiufu_d57a389e370ce5_first30,p144,16.551724137931036,144,True,supported_context
jiufu271,jiufu_d57a389e370ce5_first30,p161,18.505747126436784,161,True,supported_context
jiufu271,jiufu_d57a389e370ce5_first30,p169,19.42528735632184,169,True,supported_context
jiufu271,jiufu_d57a389e370ce5_first30,p180,20.689655172413797,180,True,supported_context
jiufu271,jiufu_d57a389e370ce5_first30,p192,22.06896551724138,192,True,supported_context
jiufu271,jiufu_d57a389e370ce5_first30,p200,22.98850574712644,200,True,supported_context
jiufu271,jiufu_d57a389e370ce5_first30,p210,24.13793103448276,210,True,supported_context
jiufu271,jiufu_d57a389e370ce5_first30,p227,26.091954022988507,227,True,supported_context
jiufu271,jiufu_d57a389e370ce5_first30,p239,27.471264367816094,239,True,supported_context
jiufu271,jiufu_d57a389e370ce5_first30,p253,29.080459770114945,253,True,supported_context
jiufu271,jiufu_b79d91910dc17a_first30,p31,3.563218390804598,31,True,supported_context
jiufu271,jiufu_b79d91910dc17a_first30,p53,6.0919540229885065,53,True,supported_context
jiufu271,jiufu_b79d91910dc17a_first30,p71,8.160919540229886,71,True,supported_context
jiufu271,jiufu_b79d91910dc17a_first30,p86,9.88505747126437,86,True,supported_context
jiufu271,jiufu_b79d91910dc17a_first30,p98,11.264367816091957,98,True,supported_context
jiufu271,jiufu_b79d91910dc17a_first30,p133,15.287356321839082,133,False,near_long_or_boundary_provenance_gap
jiufu271,jiufu_b79d91910dc17a_first30,p143,16.436781609195403,143,True,supported_context
jiufu271,jiufu_b79d91910dc17a_first30,p160,18.390804597701152,160,False,near_long_or_boundary_provenance_gap
jiufu271,jiufu_b79d91910dc17a_first30,p246,28.27586206896552,246,False,near_long_or_boundary_provenance_gap
jiufu271,jiufu_8db6ed7f9c3ad8_first30,p17,1.9540229885057472,17,False,near_long_or_boundary_provenance_gap
jiufu271,jiufu_8db6ed7f9c3ad8_first30,p22,2.528735632183908,22,False,near_long_or_boundary_provenance_gap
jiufu271,jiufu_8db6ed7f9c3ad8_first30,p30,3.4482758620689657,30,False,near_long_or_boundary_provenance_gap
jiufu271,jiufu_8db6ed7f9c3ad8_first30,p37,4.252873563218391,37,True,supported_context
jiufu271,jiufu_8db6ed7f9c3ad8_first30,p99,11.379310344827587,99,False,near_long_or_boundary_provenance_gap
jiufu271,jiufu_8db6ed7f9c3ad8_first30,p114,13.10344827586207,114,True,supported_context
jiufu271,jiufu_8db6ed7f9c3ad8_first30,p127,14.597701149425289,127,True,supported_context
jiufu271,jiufu_8db6ed7f9c3ad8_first30,p139,15.977011494252874,139,True,supported_context
jiufu271,jiufu_8db6ed7f9c3ad8_first30,p150,17.24137931034483,150,True,supported_context
jiufu271,jiufu_8db6ed7f9c3ad8_first30,p164,18.85057471264368,164,True,supported_context
jiufu271,jiufu_8db6ed7f9c3ad8_first30,p172,19.77011494252874,172,True,supported_context
jiufu271,jiufu_8db6ed7f9c3ad8_first30,p190,21.83908045977012,190,True,supported_context
jiufu271,jiufu_8db6ed7f9c3ad8_first30,p202,23.218390804597703,202,True,supported_context
jiufu271,jiufu_8db6ed7f9c3ad8_first30,p211,24.252873563218397,211,False,near_long_or_boundary_provenance_gap
jiufu271,jiufu_8db6ed7f9c3ad8_first30,p242,27.81609195402299,242,True,supported_context
jiufu271,jiufu_8db6ed7f9c3ad8_first30,p258,29.655172413793107,258,True,supported_context
jiufu271,jiufu_75a484b3f5253b_first30,p12,1.3793103448275863,12,True,supported_context
jiufu271,jiufu_75a484b3f5253b_first30,p25,2.873563218390805,25,True,supported_context
jiufu271,jiufu_75a484b3f5253b_first30,p33,3.793103448275863,33,True,supported_context
jiufu271,jiufu_75a484b3f5253b_first30,p46,5.287356321839081,46,True,supported_context
jiufu271,jiufu_75a484b3f5253b_first30,p52,5.977011494252874,52,True,supported_context
jiufu271,jiufu_75a484b3f5253b_first30,p64,7.356321839080461,64,True,supported_context
jiufu271,jiufu_75a484b3f5253b_first30,p78,8.965517241379311,78,False,near_long_or_boundary_provenance_gap
jiufu271,jiufu_75a484b3f5253b_first30,p88,10.114942528735632,88,False,near_long_or_boundary_provenance_gap
jiufu271,jiufu_75a484b3f5253b_first30,p125,14.367816091954024,125,True,supported_context
jiufu271,jiufu_75a484b3f5253b_first30,p136,15.632183908045976,136,True,supported_context
jiufu271,jiufu_35f0adf19ed368_first30,p10,1.149425287356322,10,True,supported_context
jiufu271,jiufu_35f0adf19ed368_first30,p24,2.7586206896551726,24,True,supported_context
jiufu271,jiufu_35f0adf19ed368_first30,p36,4.137931034482759,36,False,near_long_or_boundary_provenance_gap
jiufu271,jiufu_35f0adf19ed368_first30,p42,4.8275862068965525,42,False,near_long_or_boundary_provenance_gap
jiufu271,jiufu_35f0adf19ed368_first30,p52,5.977011494252874,52,True,supported_context
jiufu271,jiufu_35f0adf19ed368_first30,p65,7.471264367816093,65,True,supported_context
jiufu271,jiufu_35f0adf19ed368_first30,p76,8.735632183908047,76,False,near_long_or_boundary_provenance_gap
jiufu271,jiufu_35f0adf19ed368_first30,p90,10.344827586206897,90,False,near_long_or_boundary_provenance_gap
jiufu271,jiufu_35f0adf19ed368_first30,p101,11.609195402298852,101,True,supported_context
jiufu271,jiufu_35f0adf19ed368_first30,p112,12.873563218390805,112,True,supported_context
jiufu271,jiufu_35f0adf19ed368_first30,p122,14.022988505747128,122,True,supported_context
jiufu271,jiufu_35f0adf19ed368_first30,p142,16.32183908045977,142,True,supported_context
jiufu271,jiufu_35f0adf19ed368_first30,p152,17.471264367816094,152,True,supported_context
jiufu271,jiufu_35f0adf19ed368_first30,p167,19.195402298850578,167,False,near_long_or_boundary_provenance_gap
