cohort,window_id,cluster,variant,base_tp,base_fp,base_fn,count_status,tp,fp,fn,precision,recall,f1
jiufu271,jiufu_ff4c4ac565e3b0_first30,1539,local_event_guard,3,7,7,partial_events_no_full_RR,1,2,9,0.3333333333333333,0.1,0.15384615384615385
jiufu271,jiufu_ff4c4ac565e3b0_first30,1539,whole_window_guard,3,7,7,partial_events_no_full_RR,0,0,10,0.0,0.0,0.0
jiufu271,jiufu_24afbde80aa2d4_first30,493,local_event_guard,5,2,2,partial_events_no_full_RR,3,2,4,0.6,0.42857142857142855,0.5
jiufu271,jiufu_24afbde80aa2d4_first30,493,whole_window_guard,5,2,2,partial_events_no_full_RR,0,0,7,0.0,0.0,0.0
jiufu271,jiufu_6434f8ad9b4978_first30,659,local_event_guard,0,0,17,abstain,0,0,17,0.0,0.0,0.0
jiufu271,jiufu_6434f8ad9b4978_first30,659,whole_window_guard,0,0,17,abstain,0,0,17,0.0,0.0,0.0
jiufu271,jiufu_0f495ca37676e0_first30,353,local_event_guard,0,0,17,abstain,0,0,17,0.0,0.0,0.0
jiufu271,jiufu_0f495ca37676e0_first30,353,whole_window_guard,0,0,17,abstain,0,0,17,0.0,0.0,0.0
jiufu271,jiufu_135fcf30e11031_first30,A1022245,local_event_guard,13,6,3,partial_events_no_full_RR,11,3,5,0.7857142857142857,0.6875,0.7333333333333333
jiufu271,jiufu_135fcf30e11031_first30,A1022245,whole_window_guard,13,6,3,partial_events_no_full_RR,0,0,16,0.0,0.0,0.0
jiufu271,jiufu_21792037472910_first30,493,local_event_guard,4,3,2,partial_events_no_full_RR,0,0,6,0.0,0.0,0.0
jiufu271,jiufu_21792037472910_first30,493,whole_window_guard,4,3,2,partial_events_no_full_RR,0,0,6,0.0,0.0,0.0
jiufu271,jiufu_fdc3b301cd9ef1_first30,653,local_event_guard,3,3,3,partial_events_no_full_RR,2,1,4,0.6666666666666666,0.3333333333333333,0.4444444444444444
jiufu271,jiufu_fdc3b301cd9ef1_first30,653,whole_window_guard,3,3,3,partial_events_no_full_RR,0,0,6,0.0,0.0,0.0
jiufu271,jiufu_b1efccc0572872_first30,A1021145,local_event_guard,8,3,1,partial_events_no_full_RR,8,2,1,0.8,0.8888888888888888,0.8421052631578947
jiufu271,jiufu_b1efccc0572872_first30,A1021145,whole_window_guard,8,3,1,partial_events_no_full_RR,0,0,9,0.0,0.0,0.0
jiufu271,jiufu_cbf053d260a726_first30,218,local_event_guard,7,5,10,partial_events_no_full_RR,4,1,13,0.8,0.23529411764705882,0.36363636363636365
jiufu271,jiufu_cbf053d260a726_first30,218,whole_window_guard,7,5,10,partial_events_no_full_RR,0,0,17,0.0,0.0,0.0
jiufu271,jiufu_b7a3631a4e36ce_first30,588,local_event_guard,3,7,8,partial_events_no_full_RR,2,2,9,0.5,0.18181818181818182,0.26666666666666666
jiufu271,jiufu_b7a3631a4e36ce_first30,588,whole_window_guard,3,7,8,partial_events_no_full_RR,0,0,11,0.0,0.0,0.0
jiufu271,jiufu_4cadeee3a7496f_first30,697,local_event_guard,5,10,5,partial_events_no_full_RR,5,5,5,0.5,0.5,0.5
jiufu271,jiufu_4cadeee3a7496f_first30,697,whole_window_guard,5,10,5,partial_events_no_full_RR,0,0,10,0.0,0.0,0.0
jiufu271,jiufu_0bede2d3d6e2ef_first30,1233,local_event_guard,14,4,9,partial_events_no_full_RR,12,3,11,0.8,0.5217391304347826,0.631578947368421
jiufu271,jiufu_0bede2d3d6e2ef_first30,1233,whole_window_guard,14,4,9,partial_events_no_full_RR,0,0,23,0.0,0.0,0.0
jiufu271,jiufu_771e73351d8f0d_first30,1316,local_event_guard,22,3,8,partial_events_no_full_RR,17,0,13,1.0,0.5666666666666667,0.723404255319149
jiufu271,jiufu_771e73351d8f0d_first30,1316,whole_window_guard,22,3,8,partial_events_no_full_RR,0,0,30,0.0,0.0,0.0
jiufu271,jiufu_ed4591eaed0b3f_first30,1496,local_event_guard,14,4,9,partial_events_no_full_RR,12,3,11,0.8,0.5217391304347826,0.631578947368421
jiufu271,jiufu_ed4591eaed0b3f_first30,1496,whole_window_guard,14,4,9,partial_events_no_full_RR,0,0,23,0.0,0.0,0.0
jiufu271,jiufu_39c814598b6c9a_first30,1589,local_event_guard,7,8,11,partial_events_no_full_RR,6,7,12,0.46153846153846156,0.3333333333333333,0.3870967741935484
jiufu271,jiufu_39c814598b6c9a_first30,1589,whole_window_guard,7,8,11,partial_events_no_full_RR,0,0,18,0.0,0.0,0.0
jiufu271,jiufu_c79b86b8813e90_first30,1358,local_event_guard,0,0,12,abstain,0,0,12,0.0,0.0,0.0
jiufu271,jiufu_c79b86b8813e90_first30,1358,whole_window_guard,0,0,12,abstain,0,0,12,0.0,0.0,0.0
jiufu271,jiufu_d0a278abbce35d_first30,372,local_event_guard,0,0,17,abstain,0,0,17,0.0,0.0,0.0
jiufu271,jiufu_d0a278abbce35d_first30,372,whole_window_guard,0,0,17,abstain,0,0,17,0.0,0.0,0.0
jiufu271,jiufu_72f9214b6e39c9_first30,950,local_event_guard,1,8,4,partial_events_no_full_RR,0,2,5,0.0,0.0,0.0
jiufu271,jiufu_72f9214b6e39c9_first30,950,whole_window_guard,1,8,4,partial_events_no_full_RR,0,0,5,0.0,0.0,0.0
jiufu271,jiufu_24b7bfc0889845_first30,707,local_event_guard,0,0,14,abstain,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_24b7bfc0889845_first30,707,whole_window_guard,0,0,14,abstain,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_44a8b44ef7ff55_first30,1268,local_event_guard,7,8,3,partial_events_no_full_RR,7,7,3,0.5,0.7,0.5833333333333334
jiufu271,jiufu_44a8b44ef7ff55_first30,1268,whole_window_guard,7,8,3,partial_events_no_full_RR,0,0,10,0.0,0.0,0.0
jiufu271,jiufu_46aefc048b6969_first30,989,local_event_guard,5,7,7,complete_output,5,7,7,0.4166666666666667,0.4166666666666667,0.4166666666666667
jiufu271,jiufu_46aefc048b6969_first30,989,whole_window_guard,5,7,7,complete_output,5,7,7,0.4166666666666667,0.4166666666666667,0.4166666666666667
jiufu271,jiufu_f19803e664a7cb_first30,A1022198,local_event_guard,3,9,9,complete_output,3,9,9,0.25,0.25,0.25
jiufu271,jiufu_f19803e664a7cb_first30,A1022198,whole_window_guard,3,9,9,complete_output,3,9,9,0.25,0.25,0.25
jiufu271,jiufu_ca838441c991bb_first30,1634,local_event_guard,18,3,3,partial_events_no_full_RR,14,3,7,0.8235294117647058,0.6666666666666666,0.7368421052631579
jiufu271,jiufu_ca838441c991bb_first30,1634,whole_window_guard,18,3,3,partial_events_no_full_RR,0,0,21,0.0,0.0,0.0
jiufu271,jiufu_fc574ca4aa0e22_first30,639,local_event_guard,0,0,15,abstain,0,0,15,0.0,0.0,0.0
jiufu271,jiufu_fc574ca4aa0e22_first30,639,whole_window_guard,0,0,15,abstain,0,0,15,0.0,0.0,0.0
jiufu271,jiufu_366cb8600d5450_first30,1469,local_event_guard,4,5,5,partial_events_no_full_RR,2,2,7,0.5,0.2222222222222222,0.3076923076923077
jiufu271,jiufu_366cb8600d5450_first30,1469,whole_window_guard,4,5,5,partial_events_no_full_RR,0,0,9,0.0,0.0,0.0
jiufu271,jiufu_a72be27aa4d574_first30,546,local_event_guard,4,11,5,partial_events_no_full_RR,1,8,8,0.1111111111111111,0.1111111111111111,0.1111111111111111
jiufu271,jiufu_a72be27aa4d574_first30,546,whole_window_guard,4,11,5,partial_events_no_full_RR,0,0,9,0.0,0.0,0.0
jiufu271,jiufu_cc8f24e9070eb6_first30,677,local_event_guard,4,6,6,partial_events_no_full_RR,1,4,9,0.2,0.1,0.13333333333333333
jiufu271,jiufu_cc8f24e9070eb6_first30,677,whole_window_guard,4,6,6,partial_events_no_full_RR,0,0,10,0.0,0.0,0.0
jiufu271,jiufu_658fffa214f378_first30,606,local_event_guard,18,6,4,partial_events_no_full_RR,17,6,5,0.7391304347826086,0.7727272727272727,0.7555555555555555
jiufu271,jiufu_658fffa214f378_first30,606,whole_window_guard,18,6,4,partial_events_no_full_RR,0,0,22,0.0,0.0,0.0
jiufu271,jiufu_9fc4ab4ff20989_first30,913,local_event_guard,0,0,13,abstain,0,0,13,0.0,0.0,0.0
jiufu271,jiufu_9fc4ab4ff20989_first30,913,whole_window_guard,0,0,13,abstain,0,0,13,0.0,0.0,0.0
jiufu271,jiufu_4a28bba3529d28_first30,674,local_event_guard,0,0,13,abstain,0,0,13,0.0,0.0,0.0
jiufu271,jiufu_4a28bba3529d28_first30,674,whole_window_guard,0,0,13,abstain,0,0,13,0.0,0.0,0.0
jiufu271,jiufu_a005ae733f6503_first30,664,local_event_guard,3,7,5,partial_events_no_full_RR,3,3,5,0.5,0.375,0.42857142857142855
jiufu271,jiufu_a005ae733f6503_first30,664,whole_window_guard,3,7,5,partial_events_no_full_RR,0,0,8,0.0,0.0,0.0
jiufu271,jiufu_1f9c8c3925bc30_first30,A1022186,local_event_guard,2,12,12,partial_events_no_full_RR,2,8,12,0.2,0.14285714285714285,0.16666666666666666
jiufu271,jiufu_1f9c8c3925bc30_first30,A1022186,whole_window_guard,2,12,12,partial_events_no_full_RR,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_14d4ade8b6206e_first30,619,local_event_guard,0,0,16,abstain,0,0,16,0.0,0.0,0.0
jiufu271,jiufu_14d4ade8b6206e_first30,619,whole_window_guard,0,0,16,abstain,0,0,16,0.0,0.0,0.0
jiufu271,jiufu_2b9099fd06d9e1_first30,678,local_event_guard,5,12,7,partial_events_no_full_RR,1,2,11,0.3333333333333333,0.08333333333333333,0.13333333333333333
jiufu271,jiufu_2b9099fd06d9e1_first30,678,whole_window_guard,5,12,7,partial_events_no_full_RR,0,0,12,0.0,0.0,0.0
jiufu271,jiufu_370ef65c280bd7_first30,A1022249,local_event_guard,7,10,8,partial_events_no_full_RR,2,0,13,1.0,0.13333333333333333,0.23529411764705882
jiufu271,jiufu_370ef65c280bd7_first30,A1022249,whole_window_guard,7,10,8,partial_events_no_full_RR,0,0,15,0.0,0.0,0.0
jiufu271,jiufu_931fb29cee6b4b_first30,880,local_event_guard,6,3,8,partial_events_no_full_RR,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_931fb29cee6b4b_first30,880,whole_window_guard,6,3,8,partial_events_no_full_RR,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_b01f0755dc6a1f_first30,639,local_event_guard,6,6,7,partial_events_no_full_RR,2,4,11,0.3333333333333333,0.15384615384615385,0.21052631578947367
jiufu271,jiufu_b01f0755dc6a1f_first30,639,whole_window_guard,6,6,7,partial_events_no_full_RR,0,0,13,0.0,0.0,0.0
jiufu271,jiufu_f242385ce55e15_first30,1436,local_event_guard,3,7,7,partial_events_no_full_RR,2,5,8,0.2857142857142857,0.2,0.23529411764705882
jiufu271,jiufu_f242385ce55e15_first30,1436,whole_window_guard,3,7,7,partial_events_no_full_RR,0,0,10,0.0,0.0,0.0
jiufu271,jiufu_f920435ef76ec4_first30,1428,local_event_guard,4,4,4,partial_events_no_full_RR,1,1,7,0.5,0.125,0.2
jiufu271,jiufu_f920435ef76ec4_first30,1428,whole_window_guard,4,4,4,partial_events_no_full_RR,0,0,8,0.0,0.0,0.0
jiufu271,jiufu_7f52d294468aa5_first30,1398,local_event_guard,3,13,12,partial_events_no_full_RR,3,5,12,0.375,0.2,0.2608695652173913
jiufu271,jiufu_7f52d294468aa5_first30,1398,whole_window_guard,3,13,12,partial_events_no_full_RR,0,0,15,0.0,0.0,0.0
jiufu271,jiufu_11acdc6d1c6ccc_first30,987,local_event_guard,4,6,8,partial_events_no_full_RR,4,5,8,0.4444444444444444,0.3333333333333333,0.38095238095238093
jiufu271,jiufu_11acdc6d1c6ccc_first30,987,whole_window_guard,4,6,8,partial_events_no_full_RR,0,0,12,0.0,0.0,0.0
jiufu271,jiufu_cc60214ff2d564_first30,1308,local_event_guard,3,7,9,partial_events_no_full_RR,0,0,12,0.0,0.0,0.0
jiufu271,jiufu_cc60214ff2d564_first30,1308,whole_window_guard,3,7,9,partial_events_no_full_RR,0,0,12,0.0,0.0,0.0
jiufu271,jiufu_f23fd2fe9eb848_first30,1618,local_event_guard,4,5,6,partial_events_no_full_RR,2,3,8,0.4,0.2,0.26666666666666666
jiufu271,jiufu_f23fd2fe9eb848_first30,1618,whole_window_guard,4,5,6,partial_events_no_full_RR,0,0,10,0.0,0.0,0.0
jiufu271,jiufu_766cc912612d8c_first30,1066,local_event_guard,0,0,13,abstain,0,0,13,0.0,0.0,0.0
jiufu271,jiufu_766cc912612d8c_first30,1066,whole_window_guard,0,0,13,abstain,0,0,13,0.0,0.0,0.0
jiufu271,jiufu_126bdac0bd036b_first30,1630,local_event_guard,3,9,9,partial_events_no_full_RR,3,9,9,0.25,0.25,0.25
jiufu271,jiufu_126bdac0bd036b_first30,1630,whole_window_guard,3,9,9,partial_events_no_full_RR,0,0,12,0.0,0.0,0.0
jiufu271,jiufu_c6e5a206ad0c30_first30,A1021178,local_event_guard,14,3,4,partial_events_no_full_RR,13,3,5,0.8125,0.7222222222222222,0.7647058823529411
jiufu271,jiufu_c6e5a206ad0c30_first30,A1021178,whole_window_guard,14,3,4,partial_events_no_full_RR,0,0,18,0.0,0.0,0.0
jiufu271,jiufu_0f7af9c769fda5_first30,508,local_event_guard,7,3,9,partial_events_no_full_RR,3,0,13,1.0,0.1875,0.3157894736842105
jiufu271,jiufu_0f7af9c769fda5_first30,508,whole_window_guard,7,3,9,partial_events_no_full_RR,0,0,16,0.0,0.0,0.0
jiufu271,jiufu_42402108cd09a9_first30,A1021154,local_event_guard,1,6,4,partial_events_no_full_RR,1,3,4,0.25,0.2,0.2222222222222222
jiufu271,jiufu_42402108cd09a9_first30,A1021154,whole_window_guard,1,6,4,partial_events_no_full_RR,0,0,5,0.0,0.0,0.0
jiufu271,jiufu_a97a8ff157139f_first30,1631,local_event_guard,9,2,2,partial_events_no_full_RR,8,0,3,1.0,0.7272727272727273,0.8421052631578947
jiufu271,jiufu_a97a8ff157139f_first30,1631,whole_window_guard,9,2,2,partial_events_no_full_RR,0,0,11,0.0,0.0,0.0
jiufu271,jiufu_a45d837f891e44_first30,605,local_event_guard,3,4,5,partial_events_no_full_RR,0,2,8,0.0,0.0,0.0
jiufu271,jiufu_a45d837f891e44_first30,605,whole_window_guard,3,4,5,partial_events_no_full_RR,0,0,8,0.0,0.0,0.0
jiufu271,jiufu_3a993354ebd1c7_first30,1634,local_event_guard,15,2,8,partial_events_no_full_RR,5,0,18,1.0,0.21739130434782608,0.35714285714285715
jiufu271,jiufu_3a993354ebd1c7_first30,1634,whole_window_guard,15,2,8,partial_events_no_full_RR,0,0,23,0.0,0.0,0.0
jiufu271,jiufu_2320c69c168a7a_first30,677,local_event_guard,0,0,12,abstain,0,0,12,0.0,0.0,0.0
jiufu271,jiufu_2320c69c168a7a_first30,677,whole_window_guard,0,0,12,abstain,0,0,12,0.0,0.0,0.0
jiufu271,jiufu_13f838ff73e069_first30,683,local_event_guard,3,2,0,partial_events_no_full_RR,1,0,2,1.0,0.3333333333333333,0.5
jiufu271,jiufu_13f838ff73e069_first30,683,whole_window_guard,3,2,0,partial_events_no_full_RR,0,0,3,0.0,0.0,0.0
jiufu271,jiufu_34e5b460466c18_first30,664,local_event_guard,0,0,13,abstain,0,0,13,0.0,0.0,0.0
jiufu271,jiufu_34e5b460466c18_first30,664,whole_window_guard,0,0,13,abstain,0,0,13,0.0,0.0,0.0
jiufu271,jiufu_7388b7efc8afb3_first30,608,local_event_guard,5,8,9,partial_events_no_full_RR,4,2,10,0.6666666666666666,0.2857142857142857,0.4
jiufu271,jiufu_7388b7efc8afb3_first30,608,whole_window_guard,5,8,9,partial_events_no_full_RR,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_2fdd36fbe9a8ce_first30,A1022253,local_event_guard,9,7,7,partial_events_no_full_RR,7,3,9,0.7,0.4375,0.5384615384615384
jiufu271,jiufu_2fdd36fbe9a8ce_first30,A1022253,whole_window_guard,9,7,7,partial_events_no_full_RR,0,0,16,0.0,0.0,0.0
jiufu271,jiufu_ef58cd171d4783_first30,691,local_event_guard,6,8,9,partial_events_no_full_RR,3,4,12,0.42857142857142855,0.2,0.2727272727272727
jiufu271,jiufu_ef58cd171d4783_first30,691,whole_window_guard,6,8,9,partial_events_no_full_RR,0,0,15,0.0,0.0,0.0
jiufu271,jiufu_96dfaf729ad3d4_first30,A1022251,local_event_guard,0,0,10,abstain,0,0,10,0.0,0.0,0.0
jiufu271,jiufu_96dfaf729ad3d4_first30,A1022251,whole_window_guard,0,0,10,abstain,0,0,10,0.0,0.0,0.0
jiufu271,jiufu_dfa58f3a711e47_first30,638,local_event_guard,4,6,3,partial_events_no_full_RR,3,0,4,1.0,0.42857142857142855,0.6
jiufu271,jiufu_dfa58f3a711e47_first30,638,whole_window_guard,4,6,3,partial_events_no_full_RR,0,0,7,0.0,0.0,0.0
jiufu271,jiufu_a1ceaa6025ff79_first30,1604,local_event_guard,8,2,9,partial_events_no_full_RR,4,1,13,0.8,0.23529411764705882,0.36363636363636365
jiufu271,jiufu_a1ceaa6025ff79_first30,1604,whole_window_guard,8,2,9,partial_events_no_full_RR,0,0,17,0.0,0.0,0.0
jiufu271,jiufu_f6508f398bcf0f_first30,373,local_event_guard,0,0,10,abstain,0,0,10,0.0,0.0,0.0
jiufu271,jiufu_f6508f398bcf0f_first30,373,whole_window_guard,0,0,10,abstain,0,0,10,0.0,0.0,0.0
jiufu271,jiufu_9a1c40cbb80bb1_first30,588,local_event_guard,3,6,7,partial_events_no_full_RR,1,6,9,0.14285714285714285,0.1,0.11764705882352941
jiufu271,jiufu_9a1c40cbb80bb1_first30,588,whole_window_guard,3,6,7,partial_events_no_full_RR,0,0,10,0.0,0.0,0.0
jiufu271,jiufu_161f93bfffbe11_first30,1437,local_event_guard,6,3,4,partial_events_no_full_RR,6,2,4,0.75,0.6,0.6666666666666666
jiufu271,jiufu_161f93bfffbe11_first30,1437,whole_window_guard,6,3,4,partial_events_no_full_RR,0,0,10,0.0,0.0,0.0
jiufu271,jiufu_014c9b6a274fed_first30,372,local_event_guard,9,3,7,partial_events_no_full_RR,2,0,14,1.0,0.125,0.2222222222222222
jiufu271,jiufu_014c9b6a274fed_first30,372,whole_window_guard,9,3,7,partial_events_no_full_RR,0,0,16,0.0,0.0,0.0
jiufu271,jiufu_028724ccc9868d_first30,1010,local_event_guard,12,5,6,partial_events_no_full_RR,4,1,14,0.8,0.2222222222222222,0.34782608695652173
jiufu271,jiufu_028724ccc9868d_first30,1010,whole_window_guard,12,5,6,partial_events_no_full_RR,0,0,18,0.0,0.0,0.0
jiufu271,jiufu_0c053f837a8b23_first30,1136,local_event_guard,8,9,6,partial_events_no_full_RR,5,4,9,0.5555555555555556,0.35714285714285715,0.43478260869565216
jiufu271,jiufu_0c053f837a8b23_first30,1136,whole_window_guard,8,9,6,partial_events_no_full_RR,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_8f6eabd7f2cb6e_first30,868,local_event_guard,3,7,7,partial_events_no_full_RR,3,3,7,0.5,0.3,0.375
jiufu271,jiufu_8f6eabd7f2cb6e_first30,868,whole_window_guard,3,7,7,partial_events_no_full_RR,0,0,10,0.0,0.0,0.0
jiufu271,jiufu_21b4c4c26061d0_first30,1646,local_event_guard,10,5,4,partial_events_no_full_RR,6,4,8,0.6,0.42857142857142855,0.5
jiufu271,jiufu_21b4c4c26061d0_first30,1646,whole_window_guard,10,5,4,partial_events_no_full_RR,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_37333d1afc0ec2_first30,1518,local_event_guard,5,10,7,partial_events_no_full_RR,3,3,9,0.5,0.25,0.3333333333333333
jiufu271,jiufu_37333d1afc0ec2_first30,1518,whole_window_guard,5,10,7,partial_events_no_full_RR,0,0,12,0.0,0.0,0.0
jiufu271,jiufu_1ededf79f4d325_first30,1129,local_event_guard,0,0,8,abstain,0,0,8,0.0,0.0,0.0
jiufu271,jiufu_1ededf79f4d325_first30,1129,whole_window_guard,0,0,8,abstain,0,0,8,0.0,0.0,0.0
jiufu271,jiufu_b273cec8024eb2_first30,878,local_event_guard,6,7,7,partial_events_no_full_RR,5,6,8,0.45454545454545453,0.38461538461538464,0.4166666666666667
jiufu271,jiufu_b273cec8024eb2_first30,878,whole_window_guard,6,7,7,partial_events_no_full_RR,0,0,13,0.0,0.0,0.0
jiufu271,jiufu_d1a9a7ab944633_first30,961,local_event_guard,6,6,11,partial_events_no_full_RR,0,0,17,0.0,0.0,0.0
jiufu271,jiufu_d1a9a7ab944633_first30,961,whole_window_guard,6,6,11,partial_events_no_full_RR,0,0,17,0.0,0.0,0.0
jiufu271,jiufu_908496549f5b42_first30,A1022182,local_event_guard,4,2,3,partial_events_no_full_RR,2,0,5,1.0,0.2857142857142857,0.4444444444444444
jiufu271,jiufu_908496549f5b42_first30,A1022182,whole_window_guard,4,2,3,partial_events_no_full_RR,0,0,7,0.0,0.0,0.0
jiufu271,jiufu_d3820405b5afe2_first30,887,local_event_guard,0,0,9,abstain,0,0,9,0.0,0.0,0.0
jiufu271,jiufu_d3820405b5afe2_first30,887,whole_window_guard,0,0,9,abstain,0,0,9,0.0,0.0,0.0
jiufu271,jiufu_04fd6f8dc56a73_first30,165,local_event_guard,8,2,3,partial_events_no_full_RR,4,2,7,0.6666666666666666,0.36363636363636365,0.47058823529411764
jiufu271,jiufu_04fd6f8dc56a73_first30,165,whole_window_guard,8,2,3,partial_events_no_full_RR,0,0,11,0.0,0.0,0.0
jiufu271,jiufu_440a29cebcae1c_first30,1487,local_event_guard,6,5,7,partial_events_no_full_RR,5,4,8,0.5555555555555556,0.38461538461538464,0.45454545454545453
jiufu271,jiufu_440a29cebcae1c_first30,1487,whole_window_guard,6,5,7,partial_events_no_full_RR,0,0,13,0.0,0.0,0.0
jiufu271,jiufu_e2821e37ff899d_first30,281,local_event_guard,8,10,5,complete_output,8,10,5,0.4444444444444444,0.6153846153846154,0.5161290322580645
jiufu271,jiufu_e2821e37ff899d_first30,281,whole_window_guard,8,10,5,complete_output,8,10,5,0.4444444444444444,0.6153846153846154,0.5161290322580645
jiufu271,jiufu_b80d393ca25ef8_first30,1165,local_event_guard,4,1,0,partial_events_no_full_RR,1,0,3,1.0,0.25,0.4
jiufu271,jiufu_b80d393ca25ef8_first30,1165,whole_window_guard,4,1,0,partial_events_no_full_RR,0,0,4,0.0,0.0,0.0
jiufu271,jiufu_adb9b6776eb349_first30,869,local_event_guard,15,4,6,partial_events_no_full_RR,11,3,10,0.7857142857142857,0.5238095238095238,0.6285714285714286
jiufu271,jiufu_adb9b6776eb349_first30,869,whole_window_guard,15,4,6,partial_events_no_full_RR,0,0,21,0.0,0.0,0.0
jiufu271,jiufu_d837d576df8e43_first30,1539,local_event_guard,6,3,2,partial_events_no_full_RR,3,2,5,0.6,0.375,0.46153846153846156
jiufu271,jiufu_d837d576df8e43_first30,1539,whole_window_guard,6,3,2,partial_events_no_full_RR,0,0,8,0.0,0.0,0.0
jiufu271,jiufu_281bc808f4d3ff_first30,A1022182,local_event_guard,2,6,11,partial_events_no_full_RR,1,5,12,0.16666666666666666,0.07692307692307693,0.10526315789473684
jiufu271,jiufu_281bc808f4d3ff_first30,A1022182,whole_window_guard,2,6,11,partial_events_no_full_RR,0,0,13,0.0,0.0,0.0
jiufu271,jiufu_bb78a10aeab6d5_first30,1414,local_event_guard,0,0,15,abstain,0,0,15,0.0,0.0,0.0
jiufu271,jiufu_bb78a10aeab6d5_first30,1414,whole_window_guard,0,0,15,abstain,0,0,15,0.0,0.0,0.0
jiufu271,jiufu_4206de92a27bce_first30,1539,local_event_guard,13,2,1,partial_events_no_full_RR,13,1,1,0.9285714285714286,0.9285714285714286,0.9285714285714286
jiufu271,jiufu_4206de92a27bce_first30,1539,whole_window_guard,13,2,1,partial_events_no_full_RR,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_004d48d055c457_first30,710,local_event_guard,0,0,14,abstain,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_004d48d055c457_first30,710,whole_window_guard,0,0,14,abstain,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_43743cb152c168_first30,1022249,local_event_guard,8,5,7,partial_events_no_full_RR,5,2,10,0.7142857142857143,0.3333333333333333,0.45454545454545453
jiufu271,jiufu_43743cb152c168_first30,1022249,whole_window_guard,8,5,7,partial_events_no_full_RR,0,0,15,0.0,0.0,0.0
jiufu271,jiufu_d7498380edb383_first30,719,local_event_guard,3,9,9,partial_events_no_full_RR,0,1,12,0.0,0.0,0.0
jiufu271,jiufu_d7498380edb383_first30,719,whole_window_guard,3,9,9,partial_events_no_full_RR,0,0,12,0.0,0.0,0.0
jiufu271,jiufu_512d98136d6412_first30,A1022251,local_event_guard,3,11,11,partial_events_no_full_RR,3,10,11,0.23076923076923078,0.21428571428571427,0.2222222222222222
jiufu271,jiufu_512d98136d6412_first30,A1022251,whole_window_guard,3,11,11,partial_events_no_full_RR,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_7b10e1dbd08a03_first30,A1022259,local_event_guard,0,0,14,abstain,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_7b10e1dbd08a03_first30,A1022259,whole_window_guard,0,0,14,abstain,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_1b1d8d9b6faec7_first30,1823,local_event_guard,2,8,12,partial_events_no_full_RR,1,2,13,0.3333333333333333,0.07142857142857142,0.11764705882352941
jiufu271,jiufu_1b1d8d9b6faec7_first30,1823,whole_window_guard,2,8,12,partial_events_no_full_RR,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_1a11fc33fcb6cf_first30,1646,local_event_guard,7,7,7,partial_events_no_full_RR,5,3,9,0.625,0.35714285714285715,0.45454545454545453
jiufu271,jiufu_1a11fc33fcb6cf_first30,1646,whole_window_guard,7,7,7,partial_events_no_full_RR,0,0,14,0.0,0.0,0.0
jiufu271,jiufu_993a2261c33ae0_first30,1578,local_event_guard,11,4,5,partial_events_no_full_RR,3,2,13,0.6,0.1875,0.2857142857142857
jiufu271,jiufu_993a2261c33ae0_first30,1578,whole_window_guard,11,4,5,partial_events_no_full_RR,0,0,16,0.0,0.0,0.0
jiufu271,jiufu_15023a4d62f18e_first30,997,local_event_guard,18,6,6,partial_events_no_full_RR,16,5,8,0.7619047619047619,0.6666666666666666,0.7111111111111111
jiufu271,jiufu_15023a4d62f18e_first30,997,whole_window_guard,18,6,6,partial_events_no_full_RR,0,0,24,0.0,0.0,0.0
jiufu271,jiufu_bcea2687a6b788_first30,1836,local_event_guard,9,6,12,partial_events_no_full_RR,1,0,20,1.0,0.047619047619047616,0.09090909090909091
jiufu271,jiufu_bcea2687a6b788_first30,1836,whole_window_guard,9,6,12,partial_events_no_full_RR,0,0,21,0.0,0.0,0.0
jiufu271,jiufu_4a3dc560468965_first30,846,local_event_guard,0,0,16,abstain,0,0,16,0.0,0.0,0.0
jiufu271,jiufu_4a3dc560468965_first30,846,whole_window_guard,0,0,16,abstain,0,0,16,0.0,0.0,0.0
jiufu271,jiufu_af70c3cc180ae2_first30,810,local_event_guard,0,0,7,abstain,0,0,7,0.0,0.0,0.0
jiufu271,jiufu_af70c3cc180ae2_first30,810,whole_window_guard,0,0,7,abstain,0,0,7,0.0,0.0,0.0
jiufu271,jiufu_fe965ff4644d07_first30,372,local_event_guard,7,7,7,partial_events_no_full_RR,5,2,9,0.7142857142857143,0.35714285714285715,0.47619047619047616
jiufu271,jiufu_fe965ff4644d07_first30,372,whole_window_guard,7,7,7,partial_events_no_full_RR,0,0,14,0.0,0.0,0.0
